z(m),p_tot(bar),T(K),p_H2O(bar),p_CO2(bar),p_O2(bar),p_H2(bar),p_CH4(bar),p_CO(bar),p_N2(bar),p_NH3(bar),p_S2(bar),p_SO2(bar),p_H2S(bar)
3.9137868065e+05,1.0356985269e-04,1.9124980365e+02,9.9894902120e-05,2.5694221972e-06,5.5893051627e-28,1.1031493208e-06,1.5033681213e-19,2.9956893975e-09,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.9118418908e+05,1.6923897175e-04,1.6567756625e+02,1.6323389676e-04,4.1985793610e-06,5.6073406535e-28,1.8026069086e-06,6.5515921782e-19,4.8963293003e-09,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.9106832218e+05,2.4034437553e-04,1.6417661897e+02,2.3181628080e-04,5.9626037082e-06,5.6082205216e-28,2.5599683879e-06,1.8763863824e-18,6.9535951911e-09,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.9095314577e+05,3.4132456758e-04,1.6381104600e+02,3.2921341152e-04,8.4677792909e-06,5.6084235413e-28,3.6355337816e-06,5.3742416220e-18,9.8751611108e-09,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.9083755311e+05,4.8473137837e-04,1.6559844064e+02,4.6753174495e-04,1.2025499432e-05,5.6074089886e-28,5.1629959709e-06,1.5393843702e-17,1.4023995846e-08,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.9072014838e+05,6.8839026396e-04,1.6910144730e+02,6.6396423958e-04,1.7077988703e-05,5.6053121882e-28,7.3322186133e-06,4.4096906662e-17,1.9915579976e-08,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.9059953571e+05,9.7761600891e-04,1.7496036892e+02,9.4292743952e-04,2.4253271751e-05,5.6015943639e-28,1.0412836525e-05,1.2633270497e-16,2.8281636807e-08,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.9047413252e+05,1.3883593521e-03,1.8290600429e+02,1.3390964490e-03,3.4443236798e-05,5.5959217224e-28,1.4787771350e-05,3.6197594428e-16,4.0161000256e-08,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.9034257436e+05,1.9716756611e-03,1.9264548028e+02,1.9017150450e-03,4.8914497560e-05,5.5880930333e-28,2.1000828974e-05,1.0373049461e-15,5.7028467028e-08,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.9020366452e+05,2.8000711102e-03,2.0404804235e+02,2.7007166740e-03,6.9465834430e-05,5.5773168441e-28,2.9824295740e-05,2.9731596028e-15,8.0976922604e-08,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.9005661956e+05,3.9765151930e-03,2.1585191429e+02,3.8354171754e-03,9.8651781783e-05,5.5641422836e-28,4.2354932613e-05,8.5231515589e-15,1.1497844497e-07,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.8990150560e+05,5.6472398230e-03,2.2701985977e+02,5.4468597322e-03,1.4010015685e-04,5.5493902220e-28,6.0150302902e-05,2.4435936113e-14,1.6325330585e-07,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.8973843813e+05,8.0199159491e-03,2.3850401982e+02,7.7353465206e-03,1.9896300506e-04,5.5314718233e-28,8.5422385142e-05,7.0073056396e-14,2.3178659853e-07,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.8956733030e+05,1.1389467040e-02,2.4990478744e+02,1.0985336260e-02,2.8255699505e-04,5.5105482319e-28,1.2131251783e-04,2.0098465859e-13,3.2907602217e-07,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.8938823924e+05,1.6174728049e-02,2.6124107399e+02,1.5600802399e-02,4.0127289046e-04,5.4860609296e-28,1.7228187748e-04,5.7660906882e-13,4.6717772216e-07,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.8920103613e+05,2.2970506569e-02,2.7299428032e+02,2.2155446972e-02,5.6986713996e-04,5.4562753411e-28,2.4466602003e-04,1.6548543947e-12,6.6318570991e-07,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.8900538635e+05,3.2621517373e-02,2.8535949371e+02,3.1464011684e-02,8.0929612848e-04,5.4191189918e-28,3.4746241171e-04,4.7518409014e-12,9.4133045315e-07,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.8880069501e+05,4.6327380395e-02,2.9870107027e+02,4.4683550192e-02,1.1493211185e-03,5.3713670992e-28,4.9344886603e-04,1.3654918672e-11,1.3359250938e-06,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.8858732320e+05,6.5791733405e-02,3.0960612455e+02,6.3457250128e-02,1.6322072336e-03,5.3253779970e-28,7.0077145415e-04,3.9235171086e-11,1.8959653365e-06,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.8557915987e+05,9.3433994055e-02,3.2043365841e+02,9.0118680508e-02,2.3179777115e-03,5.2727002058e-28,9.9520067364e-04,1.1279192691e-10,2.6905063683e-06,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.7913194703e+05,1.3269009332e-01,3.3409501119e+02,1.2798185358e-01,3.2918754306e-03,5.1947326219e-28,1.4133351256e-03,3.2484690205e-10,3.8165680635e-06,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.7237160259e+05,1.8843956146e-01,3.5418170830e+02,1.8175315394e-01,4.6749610658e-03,5.0527214678e-28,2.0071524397e-03,9.4003600661e-10,5.4086168847e-06,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.6512848496e+05,2.6761205328e-01,3.8576032439e+02,2.5811633235e-01,6.6391712147e-03,4.7486514729e-28,2.8504792049e-03,2.7551385720e-09,7.6446748279e-06,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.5726115107e+05,3.8004870371e-01,4.1986540336e+02,3.6656332111e-01,9.4286868003e-03,4.2835636012e-28,4.0481995930e-03,8.1989732810e-09,1.0771444618e-05,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.4872420372e+05,5.3972538015e-01,4.5660161830e+02,5.2057398570e-01,1.3390316892e-02,3.6070781385e-28,5.7491702402e-03,2.5028672170e-08,1.5097172684e-05,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.3947085308e+05,7.6648988180e-01,4.9607179476e+02,7.3929176825e-01,1.9016646612e-02,2.7205868041e-28,8.1649235050e-03,7.9585461649e-08,2.0982054485e-05,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.2945357019e+05,1.0885290196e+00,5.3839468100e+02,1.0499033312e+00,2.7007281763e-02,1.7617793467e-28,1.1595812232e-02,2.6774509993e-07,2.8821019478e-05,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.1862387657e+05,1.5458722347e+00,5.8367488573e+02,1.4910185566e+00,3.8355500181e-02,1.0164671796e-28,1.6467262028e-02,9.3976055480e-07,3.9233896931e-05,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
