t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_melt(bar),fO2_solid(bar),thick_surf_bl(m),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),R_trans(m),R_solid(m),viscosity(Pa.s),phi(mass_frac),p_H2S(bar),p_NH3(bar),p_S2(bar),p_SO2(bar),p_N2(bar)
4.6218400000e+05,1.7240261968e+03,1.7422062717e+03,7.2719430000e+01,4.6245758286e+02,5.9437557392e+02,1.3950789622e-01,4.8435406355e-06,4.8435406355e-06,1.0000000000e-02,0.0000000000e+00,5.4149698902e+18,2.6352765043e+20,0.0000000000e+00,3.6711872494e+20,1.0241970210e+20,1.4915412633e+21,3.9401368567e+02,2.7198904382e+02,1.1413114438e+02,4.7085291901e+00,3.1849631420e+00,2.9227335235e-07,4.8435406355e-06,2.5535095296e-02,6.1992975967e+06,5.7476812902e+06,1.0814933751e+09,1.1423987579e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.6590800000e+05,1.7240261211e+03,1.7559783184e+03,6.6886680000e+01,4.6247443420e+02,5.9437823213e+02,1.3957689842e-01,4.8435406355e-06,4.8435406355e-06,1.0000000000e-02,0.0000000000e+00,5.4143667922e+18,2.6350168065e+20,0.0000000000e+00,3.6711109581e+20,1.0241700369e+20,1.4914522822e+21,3.9398872964e+02,2.7197773947e+02,1.1411816072e+02,4.7079935437e+00,3.1848307692e+00,2.9221581154e-07,4.8435406355e-06,2.5534706763e-02,6.1992971178e+06,5.6482900636e+06,1.0614921017e+08,1.1423987579e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.6888800000e+05,1.7240370595e+03,1.7542324044e+03,6.6901800000e+01,4.6029012573e+02,5.9438035926e+02,1.3888760449e-01,4.8435406355e-06,4.8435406355e-06,1.0000000000e-02,0.0000000000e+00,5.4014951135e+18,2.6349328872e+20,0.0000000000e+00,3.6683239310e+20,1.0268744172e+20,1.4935517271e+21,3.9448965141e+02,2.7254262369e+02,1.1405037987e+02,4.7051972155e+00,3.1914455042e+00,2.9325662321e-07,4.8435406355e-06,2.5520353105e-02,6.1996557536e+06,5.6681098572e+06,1.4097864711e+08,1.1403478652e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7133200000e+05,1.7240400600e+03,1.7528093631e+03,6.4714150000e+01,4.5969537385e+02,5.9438210380e+02,1.3832352274e-01,4.8435406355e-06,4.8435406355e-06,1.0000000000e-02,0.0000000000e+00,5.3689563966e+18,2.6350839793e+20,0.0000000000e+00,3.6611512677e+20,1.0339791550e+20,1.4991642498e+21,3.9583409677e+02,2.7403360552e+02,1.1389288180e+02,4.6986995654e+00,3.2089047448e+00,2.9606458469e-07,4.8435406355e-06,2.5483649450e-02,6.1998842427e+06,5.6681098572e+06,1.7808528488e+08,1.1350177456e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7524200000e+05,1.7240504323e+03,1.7505327907e+03,6.4114070000e+01,4.5762976346e+02,5.9438489479e+02,1.3741792289e-01,4.8435406355e-06,4.8435406355e-06,1.0000000000e-02,0.0000000000e+00,5.3169507542e+18,2.6353257088e+20,0.0000000000e+00,3.6495349323e+20,1.0454862780e+20,1.5082537408e+21,3.9801138659e+02,2.7644500266e+02,1.1364093158e+02,4.6883052512e+00,3.2371419522e+00,3.0063151177e-07,4.8435406355e-06,2.5424942971e-02,6.2004119954e+06,5.6879588765e+06,2.5992262349e+08,1.1264710741e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.8149800000e+05,1.7240823511e+03,1.7469973007e+03,6.2039570000e+01,4.5126008461e+02,5.9438936035e+02,1.3600688586e-01,4.8435406355e-06,4.8435406355e-06,1.0000000000e-02,0.0000000000e+00,5.2364967391e+18,2.6356862149e+20,0.0000000000e+00,3.6311893698e+20,1.0636556837e+20,1.5226002473e+21,4.0144764033e+02,2.8024372365e+02,1.1325010540e+02,4.6721815501e+00,3.2816245761e+00,3.0788790830e-07,4.8435406355e-06,2.5334037601e-02,6.1987082170e+06,5.7078371211e+06,4.7238862144e+08,1.1131862722e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.8650300000e+05,1.7240928876e+03,1.7444683923e+03,5.5655800000e+01,4.4916251769e+02,5.9439293296e+02,1.3499500997e-01,4.8435406355e-06,4.8435406355e-06,1.0000000000e-02,0.0000000000e+00,5.1791944954e+18,2.6359060170e+20,0.0000000000e+00,3.6178437125e+20,1.0768587952e+20,1.5330143726e+21,4.0394142324e+02,2.8299695951e+02,1.1296996948e+02,4.6606244226e+00,3.3138646788e+00,3.1319064337e-07,4.8435406355e-06,2.5269263902e-02,6.1992431752e+06,5.7277445917e+06,7.2954518232e+08,1.1036866975e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.9050700000e+05,1.7241071473e+03,1.7425307681e+03,5.3548510000e+01,4.4631849742e+02,5.9439579104e+02,1.3421533831e-01,4.8435406355e-06,4.8435406355e-06,1.0000000000e-02,0.0000000000e+00,5.1352760124e+18,2.6360635635e+20,0.0000000000e+00,3.6074518220e+20,1.0871356267e+20,1.5411168210e+21,4.0588145780e+02,2.8513613837e+02,1.1275465836e+02,4.6517416703e+00,3.3389142386e+00,3.1733739264e-07,4.8435406355e-06,2.5219595483e-02,6.1998531551e+06,5.7476812902e+06,1.0218288774e+09,1.0963804908e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.9371000000e+05,1.7229823590e+03,1.7410729570e+03,5.0696570000e+01,4.4547296424e+02,5.9439807737e+02,1.3362458968e-01,4.7429965283e-06,4.7429965283e-06,1.0000000000e-02,0.0000000000e+00,5.1024088303e+18,2.6361674927e+20,0.0000000000e+00,3.5995363021e+20,1.0949584607e+20,1.5473193881e+21,4.0736529609e+02,2.8677132127e+02,1.1260387119e+02,4.6354552202e+00,3.3546433396e+00,3.2206842059e-07,4.7429965283e-06,2.5182714223e-02,6.1997843013e+06,5.7476812902e+06,1.3194968611e+09,1.0908513923e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.9627900000e+05,1.7218724776e+03,1.7399323929e+03,4.9845180000e+01,4.4020019244e+02,5.9439991114e+02,1.3315917181e-01,4.6437831020e-06,4.6437831020e-06,1.0000000000e-02,0.0000000000e+00,5.0766611772e+18,2.6362451078e+20,0.0000000000e+00,3.5932677624e+20,1.1011522932e+20,1.5522376088e+21,4.0854158480e+02,2.8806670275e+02,1.1248796125e+02,4.6205747957e+00,3.3663410198e+00,3.2619195590e-07,4.6437831020e-06,2.5153880191e-02,6.2003095441e+06,5.7476812902e+06,1.6136930001e+09,1.0865005270e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.9886000000e+05,1.7218724296e+03,1.7554921826e+03,4.4567520000e+01,4.4021098801e+02,5.9440175345e+02,1.3364028387e-01,4.6437831020e-06,4.6437831020e-06,1.0000000000e-02,0.0000000000e+00,5.0762794893e+18,2.6360684642e+20,0.0000000000e+00,3.5932143561e+20,1.1011303217e+20,1.5521742431e+21,4.0852393047e+02,2.8805813981e+02,1.1247932470e+02,4.6202200389e+00,3.3662409535e+00,3.2614752096e-07,4.6437831020e-06,2.5153634373e-02,6.2003091297e+06,5.6482900636e+06,1.1483912484e+08,1.0865005270e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.0145500000e+05,1.7218723816e+03,1.7545580557e+03,4.4577120000e+01,4.4022180870e+02,5.9440360579e+02,1.3328543996e-01,4.6437831020e-06,4.6437831020e-06,1.0000000000e-02,0.0000000000e+00,5.0758957397e+18,2.6358908652e+20,0.0000000000e+00,3.5931606583e+20,1.1011082303e+20,1.5521105338e+21,4.0850618046e+02,2.8804953027e+02,1.1247064151e+02,4.6198633669e+00,3.3661403426e+00,3.2610284887e-07,4.6437831020e-06,2.5153387214e-02,6.2003087028e+06,5.6681098572e+06,1.3367826815e+08,1.0865005270e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.0406200000e+05,1.7218723333e+03,1.7534947516e+03,4.4586730000e+01,4.4023268270e+02,5.9440546666e+02,1.3351437927e-01,4.6437831020e-06,4.6437831020e-06,1.0000000000e-02,0.0000000000e+00,5.0755102244e+18,2.6357124474e+20,0.0000000000e+00,3.5931067104e+20,1.1010860362e+20,1.5520465302e+21,4.0848834844e+02,2.8804088076e+02,1.1246191840e+02,4.6195050548e+00,3.3660392645e+00,3.2605797412e-07,4.6437831020e-06,2.5153138903e-02,6.2003082740e+06,5.6681098572e+06,1.5908894132e+08,1.0865005270e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.0823300000e+05,1.7218722560e+03,1.7517407901e+03,4.4596400000e+01,4.4025006510e+02,5.9440844395e+02,1.3286578958e-01,4.6437831020e-06,4.6437831020e-06,1.0000000000e-02,0.0000000000e+00,5.0748934446e+18,2.6354269971e+20,0.0000000000e+00,3.5930203948e+20,1.1010505264e+20,1.5519441297e+21,4.0845981877e+02,2.8802704197e+02,1.1244796249e+02,4.6189317994e+00,3.3658775448e+00,3.2598618614e-07,4.6437831020e-06,2.5152741602e-02,6.2003075864e+06,5.6879588765e+06,2.1253126617e+08,1.0865005270e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.1490700000e+05,1.7218718737e+03,1.7488962608e+03,4.4611840000e+01,4.4033499729e+02,5.9441320790e+02,1.3180610148e-01,4.6437831020e-06,4.6437831020e-06,1.0000000000e-02,0.0000000000e+00,5.0308883966e+18,2.6354004422e+20,0.0000000000e+00,3.5822990731e+20,1.1115769058e+20,1.5601944480e+21,4.1043260779e+02,2.9020663902e+02,1.1222484841e+02,4.6097671271e+00,3.3913482670e+00,3.3028191374e-07,4.6437831020e-06,2.5103087632e-02,6.2004757220e+06,5.7078371211e+06,3.4220418304e+08,1.0791829120e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.2558500000e+05,1.7218964301e+03,1.7443214748e+03,4.4688310000e+01,4.3544173351e+02,5.9442082993e+02,1.3009468447e-01,4.6437831020e-06,4.6437831020e-06,1.0000000000e-02,0.0000000000e+00,4.9353716167e+18,2.6356111635e+20,0.0000000000e+00,3.5584386240e+20,1.1351233585e+20,1.5787201231e+21,4.1486623208e+02,2.9507736763e+02,1.1175031679e+02,4.5902751849e+00,3.4482674921e+00,3.4001779119e-07,4.6437831020e-06,2.4994943177e-02,6.2016469120e+06,5.7277445917e+06,7.4833517984e+08,1.0631105313e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.3412800000e+05,1.7219136379e+03,1.7410837540e+03,3.9777030000e+01,4.3201386664e+02,5.9442692798e+02,1.2884395418e-01,4.6437831020e-06,4.6437831020e-06,1.0000000000e-02,0.0000000000e+00,4.8658294958e+18,2.6357143899e+20,0.0000000000e+00,3.5406073563e+20,1.1526995747e+20,1.5925344677e+21,4.1817156273e+02,2.9870231899e+02,1.1140261714e+02,4.5759930146e+00,3.4906285924e+00,3.4733908840e-07,4.6437831020e-06,2.4916198109e-02,6.2025254343e+06,5.7476812902e+06,1.3169920158e+09,1.0513452606e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.4096200000e+05,1.7207429871e+03,1.7387411544e+03,3.6335470000e+01,4.2880270599e+02,5.9443180611e+02,1.2790606256e-01,4.5422367877e-06,4.5422367877e-06,1.0000000000e-02,0.0000000000e+00,4.8140636696e+18,2.6357603326e+20,0.0000000000e+00,3.5270262389e+20,1.1660743925e+20,1.6030798313e+21,4.2069313853e+02,3.0146478197e+02,1.1115386374e+02,4.5553537739e+00,3.5191341461e+00,3.5475755283e-07,4.5422367877e-06,2.4857890004e-02,6.2028577379e+06,5.7676472193e+06,1.9934871291e+09,1.0425029431e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.4642900000e+05,1.7190925124e+03,1.7370633631e+03,3.3114410000e+01,4.2460885273e+02,5.9443570848e+02,1.2722020579e-01,4.4027339685e-06,4.4027339685e-06,1.0000000000e-02,0.0000000000e+00,4.7765107460e+18,2.6357597840e+20,0.0000000000e+00,3.5170027043e+20,1.1759315482e+20,1.6108708909e+21,4.2255486554e+02,3.0350391516e+02,1.1097977778e+02,4.5335840478e+00,3.5375837893e+00,3.6153054752e-07,4.4027339685e-06,2.4815819360e-02,6.2031560735e+06,5.7676472193e+06,2.6898699750e+09,1.0360421976e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.5080300000e+05,1.7190924367e+03,1.7534224356e+03,2.8912810000e+01,4.2462601726e+02,5.9443883070e+02,1.2768263222e-01,4.4027339685e-06,4.4027339685e-06,1.0000000000e-02,0.0000000000e+00,4.7759165787e+18,2.6354655728e+20,0.0000000000e+00,3.5169116157e+20,1.1758887249e+20,1.6107604564e+21,4.2252429071e+02,3.0348819418e+02,1.1096568295e+02,4.5330082664e+00,3.5374005486e+00,3.6144718424e-07,4.4027339685e-06,2.4815437634e-02,6.2031552832e+06,5.6681098572e+06,1.6098995999e+08,1.0360421976e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.5430200000e+05,1.7190923748e+03,1.7524588846e+03,2.8927940000e+01,4.2464002680e+02,5.9444132830e+02,1.2731686376e-01,4.4027339685e-06,4.4027339685e-06,1.0000000000e-02,0.0000000000e+00,4.7754412892e+18,2.6352302230e+20,0.0000000000e+00,3.5168387454e+20,1.1758544666e+20,1.6106721141e+21,4.2249983236e+02,3.0347561776e+02,1.1095440819e+02,4.5325476862e+00,3.5372539602e+00,3.6138050633e-07,4.4027339685e-06,2.4815132256e-02,6.2031546995e+06,5.6681098572e+06,1.8869474062e+08,1.0360421976e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.5717300000e+05,1.7190923240e+03,1.7516423109e+03,2.8940320000e+01,4.2465153019e+02,5.9444337763e+02,1.2701131376e-01,4.4027339685e-06,4.4027339685e-06,1.0000000000e-02,0.0000000000e+00,4.7750513159e+18,2.6350371176e+20,0.0000000000e+00,3.5167789513e+20,1.1758263559e+20,1.6105996275e+21,4.2247976387e+02,3.0346529833e+02,1.1094515732e+02,4.5321697832e+00,3.5371336789e+00,3.6132580167e-07,4.4027339685e-06,2.4814881680e-02,6.2031542219e+06,5.6879588765e+06,2.1603577102e+08,1.0360421976e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.6176700000e+05,1.7191035647e+03,1.7503180048e+03,2.8950490000e+01,4.2240768787e+02,5.9444665685e+02,1.2651661989e-01,4.4027339685e-06,4.4027339685e-06,1.0000000000e-02,0.0000000000e+00,4.7593514092e+18,2.6348788862e+20,0.0000000000e+00,3.5126164674e+20,1.1798481752e+20,1.6137132481e+21,4.2322218290e+02,3.0428706343e+02,1.1085972294e+02,4.5286797427e+00,3.5467120163e+00,3.6300559538e-07,4.4027339685e-06,2.4797261795e-02,6.2035484909e+06,5.6879588765e+06,2.6943527319e+08,1.0334176616e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.6911700000e+05,1.7191039120e+03,1.7483536252e+03,2.6702340000e+01,4.2234677973e+02,5.9445190332e+02,1.2578091450e-01,4.4027339685e-06,4.4027339685e-06,1.0000000000e-02,0.0000000000e+00,4.7183628649e+18,2.6347848600e+20,0.0000000000e+00,3.5015740375e+20,1.1906649632e+20,1.6221740031e+21,4.2524433891e+02,3.0650306930e+02,1.1064866555e+02,4.5200579337e+00,3.5725413583e+00,3.6761090729e-07,4.4027339685e-06,2.4750935418e-02,6.2037399974e+06,5.7078371211e+06,3.7509480676e+08,1.0264381628e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.8087700000e+05,1.7191104519e+03,1.7452067152e+03,2.6632900000e+01,4.2104743939e+02,5.9446029769e+02,1.2525128921e-01,4.4027339685e-06,4.4027339685e-06,1.0000000000e-02,0.0000000000e+00,4.6961665976e+18,2.6342028375e+20,0.0000000000e+00,3.4956551536e+20,1.1962205244e+20,1.6263800944e+21,4.2624203808e+02,3.0762743370e+02,1.1051438055e+02,4.5145723188e+00,3.5856467355e+00,3.6986349672e-07,4.4027339685e-06,2.4726359325e-02,6.2040646599e+06,5.7277445917e+06,6.4221491388e+08,1.0228287875e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.9028500000e+05,1.7191207335e+03,1.7428159975e+03,2.5325130000e+01,4.1900197105e+02,5.9446701316e+02,1.2437616159e-01,4.4027339685e-06,4.4027339685e-06,1.0000000000e-02,0.0000000000e+00,4.6477944888e+18,2.6340442491e+20,0.0000000000e+00,3.4823462682e+20,1.2092377301e+20,1.6365501219e+21,4.2867207260e+02,3.1028763344e+02,1.1026345883e+02,4.5043220308e+00,3.6166535167e+00,3.7543356572e-07,4.4027339685e-06,2.4671703717e-02,6.2046536053e+06,5.7476812902e+06,9.7218227553e+08,1.0145573715e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.9781200000e+05,1.7191378551e+03,1.7410666397e+03,2.3268590000e+01,4.1558617240e+02,5.9447238599e+02,1.2373368449e-01,4.4027339685e-06,4.4027339685e-06,1.0000000000e-02,0.0000000000e+00,4.6123950753e+18,2.6338859791e+20,0.0000000000e+00,3.4724801662e+20,1.2188686617e+20,1.6440638436e+21,4.3046682568e+02,3.1225228039e+02,1.1007823203e+02,4.4967554154e+00,3.6395530671e+00,3.7956419302e-07,4.4027339685e-06,2.4631738822e-02,6.2053875708e+06,5.7476812902e+06,1.3209647033e+09,1.0084952466e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.0383300000e+05,1.7191405850e+03,1.7398824996e+03,1.9844260000e+01,4.1504655730e+02,5.9447668382e+02,1.2328993332e-01,4.4027339685e-06,4.4027339685e-06,1.0000000000e-02,0.0000000000e+00,4.5878358328e+18,2.6337226754e+20,0.0000000000e+00,3.4655792299e+20,1.2255803753e+20,1.6492862477e+21,4.3171351268e+02,3.1361888456e+02,1.0994771756e+02,4.4914238287e+00,3.6554819448e+00,3.8243988792e-07,4.4027339685e-06,2.4604059632e-02,6.2056511406e+06,5.7476812902e+06,1.6280038499e+09,1.0042957394e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.0865000000e+05,1.7191356914e+03,1.7389645351e+03,1.9298300000e+01,4.1602963891e+02,5.9448012220e+02,1.2293227887e-01,4.4027339685e-06,4.4027339685e-06,1.0000000000e-02,0.0000000000e+00,4.5679948763e+18,2.6335944999e+20,0.0000000000e+00,3.4599617828e+20,1.2310458489e+20,1.6535402039e+21,4.3272908133e+02,3.1473108908e+02,1.0984241953e+02,4.4871223470e+00,3.6684455887e+00,3.8478836551e-07,4.4027339685e-06,2.4581692396e-02,6.2055242048e+06,5.7676472193e+06,1.9158545004e+09,1.0008946563e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.1250400000e+05,1.7191416663e+03,1.7381934355e+03,2.0277000000e+01,4.1483910407e+02,5.9448287323e+02,1.2262195920e-01,4.4027339685e-06,4.4027339685e-06,1.0000000000e-02,0.0000000000e+00,4.5508017780e+18,2.6335055432e+20,0.0000000000e+00,3.4550585811e+20,1.2358271015e+20,1.6572676608e+21,4.3361928658e+02,3.1570406238e+02,1.0975200420e+02,4.4834288320e+00,3.6797863800e+00,3.8685245096e-07,4.4027339685e-06,2.4562287961e-02,6.2058574104e+06,5.7676472193e+06,2.1977843410e+09,9.9793492319e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.1867000000e+05,1.7191251041e+03,1.7370394852e+03,1.9082010000e+01,4.1340002332e+02,5.9448727454e+02,1.2215899114e-01,4.4007778457e-06,4.4007778457e-06,1.0000000000e-02,0.0000000000e+00,4.5252121806e+18,2.6333445000e+20,0.0000000000e+00,3.4477142955e+20,1.2429757297e+20,1.6628342454e+21,4.3494829732e+02,3.1715736773e+02,1.0961658717e+02,4.4776914100e+00,3.6966462127e+00,3.8997946425e-07,4.4007778457e-06,2.4533437950e-02,6.2072486926e+06,5.7676472193e+06,2.7014066276e+09,9.9352948067e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.2360300000e+05,1.7182922473e+03,1.7361938639e+03,1.7636820000e+01,4.1148751959e+02,5.9449079574e+02,1.2181023528e-01,4.3320250307e-06,4.3320250307e-06,1.0000000000e-02,0.0000000000e+00,4.5060804165e+18,2.6332028204e+20,0.0000000000e+00,3.4421513870e+20,1.2483814588e+20,1.6670679081e+21,4.3595800772e+02,3.1826240678e+02,1.0952232899e+02,4.4665704455e+00,3.7066967769e+00,3.9375278540e-07,4.3320250307e-06,2.4512097313e-02,6.2074117675e+06,5.7676472193e+06,3.1443819597e+09,9.9020288320e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.2754900000e+05,1.7177106580e+03,1.7355976865e+03,1.5719410000e+01,4.0902150119e+02,5.9449361241e+02,1.2155770481e-01,4.2841586037e-06,4.2841586037e-06,1.0000000000e-02,0.0000000000e+00,4.4921606959e+18,2.6330760018e+20,0.0000000000e+00,3.4380879875e+20,1.2523187423e+20,1.6701446751e+21,4.3669148261e+02,3.1906613481e+02,1.0945267456e+02,4.4586105841e+00,3.7140579748e+00,3.9647978195e-07,4.2841586037e-06,2.4496586976e-02,6.2077019862e+06,5.7676472193e+06,3.5008070701e+09,9.8778749159e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.3078700000e+05,1.7173048547e+03,1.7351919031e+03,1.3249630000e+01,4.0933268935e+02,5.9449592372e+02,1.2138258711e-01,4.2518622503e-06,4.2518622503e-06,1.0000000000e-02,0.0000000000e+00,4.4824348355e+18,2.6329551619e+20,0.0000000000e+00,3.4352457061e+20,1.2550572929e+20,1.6722758768e+21,4.3719908241e+02,3.1962409798e+02,1.0940269657e+02,4.4530935992e+00,3.7191896107e+00,3.9836205309e-07,4.2518622503e-06,2.4485776528e-02,6.2075476475e+06,5.7876423828e+06,3.7668101457e+09,9.8610903695e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.3404100000e+05,1.7173048039e+03,1.7529536672e+03,1.3558350000e+01,4.0934437858e+02,5.9449824646e+02,1.2199729372e-01,4.2518622503e-06,4.2518622503e-06,1.0000000000e-02,0.0000000000e+00,4.4820298919e+18,2.6327402148e+20,0.0000000000e+00,3.4351777177e+20,1.2550208924e+20,1.6721911784e+21,4.3717578437e+02,3.1961144648e+02,1.0939260789e+02,4.4526829527e+00,3.7190423961e+00,3.9829378498e-07,4.2518622503e-06,2.4485517475e-02,6.2075471934e+06,5.6681098572e+06,1.7389872243e+08,9.8610903695e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.3731100000e+05,1.7173047528e+03,1.7528507506e+03,1.3568530000e+01,4.0935610980e+02,5.9450058061e+02,1.2193860120e-01,4.2518622503e-06,4.2518622503e-06,1.0000000000e-02,0.0000000000e+00,4.4816229693e+18,2.6325242154e+20,0.0000000000e+00,3.4351093923e+20,1.2549843116e+20,1.6721060635e+21,4.3715237186e+02,3.1959873251e+02,1.0938246994e+02,4.4522703006e+00,3.7188944547e+00,3.9822518889e-07,4.2518622503e-06,2.4485257140e-02,6.2075467300e+06,5.6681098572e+06,9.9999926890e+21,9.8610903695e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.4254300000e+05,1.7173046714e+03,1.7522099208e+03,1.3578740000e+01,4.0937482619e+02,5.9450431525e+02,1.2230754741e-01,4.2518622503e-06,4.2518622503e-06,1.0000000000e-02,0.0000000000e+00,4.4809719115e+18,2.6321786227e+20,0.0000000000e+00,3.4350000672e+20,1.2549257811e+20,1.6719698804e+21,4.3711491209e+02,3.1957838986e+02,1.0936624975e+02,4.4516100791e+00,3.7186577449e+00,3.9811545117e-07,4.2518622503e-06,2.4484840575e-02,6.2075459791e+06,5.6681098572e+06,9.9999947784e+21,9.8610903695e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.5091500000e+05,1.7173045412e+03,1.7510699971e+03,1.3595010000e+01,4.0940478273e+02,5.9451029123e+02,1.2189333001e-01,4.2518622503e-06,4.2518622503e-06,1.0000000000e-02,0.0000000000e+00,4.4799301669e+18,2.6316256381e+20,0.0000000000e+00,3.4348251190e+20,1.2548321200e+20,1.6717519685e+21,4.3705497139e+02,3.1954583776e+02,1.0934029634e+02,4.4505536793e+00,3.7182789641e+00,3.9793989512e-07,4.2518622503e-06,2.4484173931e-02,6.2075447815e+06,5.6879588765e+06,9.9999957472e+21,9.8610903695e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.6431000000e+05,1.7173006704e+03,1.7491908103e+03,1.3621070000e+01,4.1018551382e+02,5.9451985263e+02,1.2121252366e-01,4.2518622503e-06,4.2518622503e-06,1.0000000000e-02,0.0000000000e+00,4.4782635214e+18,2.6307409184e+20,0.0000000000e+00,3.4345451770e+20,1.2546822560e+20,1.6714033190e+21,4.3695906938e+02,3.1949375321e+02,1.0929877500e+02,4.4488636077e+00,3.7176729012e+00,3.9765911476e-07,4.2518622503e-06,2.4483107125e-02,6.2074622130e+06,5.6879588765e+06,9.9999962463e+21,9.8610903695e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.8574200000e+05,1.7173138122e+03,1.7459728394e+03,1.4395210000e+01,4.0757304164e+02,5.9453515094e+02,1.2004279967e-01,4.2518622503e-06,4.2518622503e-06,1.0000000000e-02,0.0000000000e+00,4.4341190863e+18,2.6297403573e+20,0.0000000000e+00,3.4217088824e+20,1.2668308134e+20,1.6806721911e+21,4.3916166364e+02,3.2193948261e+02,1.0903780352e+02,4.4382411051e+00,3.7461317422e+00,4.0280651149e-07,4.2518622503e-06,2.4433942149e-02,6.2081421425e+06,5.7277445917e+06,9.9999964389e+21,9.7868476402e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
