t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_melt(bar),fO2_solid(bar),thick_surf_bl(m),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),R_trans(m),R_solid(m),viscosity(Pa.s),phi(mass_frac),p_H2S(bar),p_NH3(bar),p_S2(bar),p_SO2(bar),p_N2(bar)
3.9381300000e+06,1.7131016669e+03,1.7432124183e+03,9.9051480000e-02,3.9740948202e+02,5.9668009813e+02,1.1142747044e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.7051025446e+18,2.4284577095e+20,0.0000000000e+00,3.2305604154e+20,1.3473486075e+20,1.6914092576e+21,4.3887744233e+02,3.3308266991e+02,9.7978738019e+01,3.9552373462e+00,3.8607927358e+00,3.9448105270e-07,3.9243433230e-06,2.3767890624e-02,6.2144757002e+06,5.7277445917e+06,9.9999971288e+21,9.0842429338e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.9579210000e+06,1.7131014625e+03,1.7433246353e+03,1.3972880000e-01,3.9745824103e+02,5.9669219720e+02,1.1140704435e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.7031307972e+18,2.4272767836e+20,0.0000000000e+00,3.2301560859e+20,1.3470868001e+20,1.6908953658e+21,4.3873783109e+02,3.3299929941e+02,9.7925608388e+01,3.9530925920e+00,3.8598263804e+00,3.9406979748e-07,3.9243433230e-06,2.3766559679e-02,6.2144717748e+06,5.7277445917e+06,9.9999971124e+21,9.0842429338e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.9778100000e+06,1.7130985850e+03,1.7434278727e+03,1.8061000000e-01,3.9804196688e+02,5.9670435621e+02,1.1138459365e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.7011508557e+18,2.4260908966e+20,0.0000000000e+00,3.2297499297e+20,1.3468238261e+20,1.6903792627e+21,4.3859762079e+02,3.3291556276e+02,9.7872258964e+01,3.9509389652e+00,3.8588557811e+00,3.9365705582e-07,3.9243433230e-06,2.3765222666e-02,6.2143943466e+06,5.7277445917e+06,9.9999970951e+21,9.0842429338e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.9977990000e+06,1.7130983792e+03,1.7433878489e+03,7.5611930000e-01,3.9809107163e+02,5.9671657635e+02,1.1156875839e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6991626722e+18,2.4249000190e+20,0.0000000000e+00,3.2293419350e+20,1.3465596778e+20,1.6898609347e+21,4.3845680778e+02,3.3283145768e+02,9.7818688464e+01,3.9487764140e+00,3.8578809111e+00,3.9324282049e-07,3.9243433230e-06,2.3763879546e-02,6.2143904074e+06,5.7277445917e+06,9.9999970765e+21,9.0842429338e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.0178880000e+06,1.7130981724e+03,1.7433376833e+03,7.9726720000e-01,3.9814042844e+02,5.9672885763e+02,1.1150374784e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6971661426e+18,2.4237040876e+20,0.0000000000e+00,3.2289320785e+20,1.3462943406e+20,1.6893403537e+21,4.3831538444e+02,3.3274697948e+02,9.7764894097e+01,3.9466048256e+00,3.8569017163e+00,3.9282707258e-07,3.9243433230e-06,2.3762530241e-02,6.2143864727e+06,5.7277445917e+06,9.9999970556e+21,9.0842429338e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.0380780000e+06,1.7130979646e+03,1.7432772967e+03,8.3862740000e-01,3.9819002760e+02,5.9674120065e+02,1.1143453942e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6951611910e+18,2.4225030564e+20,0.0000000000e+00,3.2285203425e+20,1.3460278032e+20,1.6888174989e+21,4.3817334512e+02,3.3266212470e+02,9.7710873834e+01,3.9444241182e+00,3.8559181565e+00,3.9240979917e-07,3.9243433230e-06,2.3761174692e-02,6.2143825408e+06,5.7277445917e+06,9.9999970326e+21,9.0842429338e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.0703820000e+06,1.7130976323e+03,1.7431650081e+03,8.8018970000e-01,3.9826936243e+02,5.9676094950e+02,1.1131803506e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6919571305e+18,2.4205836205e+20,0.0000000000e+00,3.2278620968e+20,1.3456017400e+20,1.6879818208e+21,4.3794632631e+02,3.3252648912e+02,9.7624547602e+01,3.9409392730e+00,3.8543459917e+00,3.9174346560e-07,3.9243433230e-06,2.3759007129e-02,6.2143762951e+06,5.7277445917e+06,9.9999969918e+21,9.0842429338e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.0962250000e+06,1.7130973662e+03,1.7430547716e+03,9.4666550000e-01,3.9833285567e+02,5.9677674841e+02,1.1145455409e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6893966676e+18,2.4190496323e+20,0.0000000000e+00,3.2273357718e+20,1.3452610877e+20,1.6873138416e+21,4.3776486804e+02,3.3241805654e+02,9.7555563549e+01,3.9381545025e+00,3.8530891394e+00,3.9121138665e-07,3.9243433230e-06,2.3757274010e-02,6.2143713412e+06,5.7277445917e+06,9.9999969556e+21,9.0842429338e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.1168990000e+06,1.7130971532e+03,1.7429535780e+03,9.9987150000e-01,3.9838369327e+02,5.9678938731e+02,1.1137516682e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6873501062e+18,2.4178234564e+20,0.0000000000e+00,3.2269148914e+20,1.3449886965e+20,1.6867798257e+21,4.3761980368e+02,3.3233136019e+02,9.7500426244e+01,3.9359287019e+00,3.8520842337e+00,3.9078636039e-07,3.9243433230e-06,2.3755888130e-02,6.2143674061e+06,5.7476812902e+06,9.9999969242e+21,9.0842429338e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.1375840000e+06,1.7130947556e+03,1.7428420228e+03,1.0424790000e+00,3.9887173375e+02,5.9680203297e+02,1.1129152390e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6853041508e+18,2.4165975858e+20,0.0000000000e+00,3.2264939776e+20,1.3447163009e+20,1.6862458861e+21,4.3747476188e+02,3.3224466825e+02,9.7445306333e+01,3.9337036035e+00,3.8510793793e+00,3.9036169798e-07,3.9243433230e-06,2.3754502083e-02,6.2142895938e+06,5.7476812902e+06,9.9999968907e+21,9.0842429338e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.1583720000e+06,1.7131032871e+03,1.7426055751e+03,1.5219850000e+00,3.9717460263e+02,5.9681461848e+02,1.1117056873e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6806905450e+18,2.4153921691e+20,0.0000000000e+00,3.2251303974e+20,1.3453834542e+20,1.6864543734e+21,4.3750756808e+02,3.3234617215e+02,9.7378143352e+01,3.9309923466e+00,3.8522559206e+00,3.9033103641e-07,3.9243433230e-06,2.3749976248e-02,6.2147968604e+06,5.7476812902e+06,9.9999968544e+21,9.0790169959e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.1792640000e+06,1.7131031526e+03,1.7427677354e+03,1.0000000000e-08,3.9720883064e+02,5.9682582142e+02,1.1116722107e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6778870748e+18,2.4141622667e+20,0.0000000000e+00,3.2244328155e+20,1.3453803600e+20,1.6861306496e+21,4.3741274440e+02,3.3231314648e+02,9.7319111178e+01,3.9286093168e+00,3.8518731169e+00,3.9001688702e-07,3.9243433230e-06,2.3747670799e-02,6.2147943245e+06,5.7476812902e+06,9.9999968159e+21,9.0775042764e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.2002600000e+06,1.7131030164e+03,1.7429322642e+03,1.0000000000e-08,3.9724343795e+02,5.9683708011e+02,1.1116378484e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6750788689e+18,2.4129261947e+20,0.0000000000e+00,3.2237345890e+20,1.3453740903e+20,1.6858028229e+21,4.3731685217e+02,3.3227931645e+02,9.7259834018e+01,3.9262163972e+00,3.8514809899e+00,3.8969997105e-07,3.9243433230e-06,2.3745363903e-02,6.2147917710e+06,5.7476812902e+06,9.9999967776e+21,9.0760005992e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.2213610000e+06,1.7130998217e+03,1.7430991039e+03,1.0000000000e-08,3.9789002193e+02,5.9684839511e+02,1.1139238508e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6729962725e+18,2.4116765889e+20,0.0000000000e+00,3.2233048560e+20,1.3450954693e+20,1.6852577990e+21,4.3716882361e+02,3.3219073479e+02,9.7203680693e+01,3.9239495817e+00,3.8504542315e+00,3.8926734536e-07,3.9243433230e-06,2.3743950942e-02,6.2147148885e+06,5.7277445917e+06,9.9999967388e+21,9.0760005992e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.2425680000e+06,1.7130996003e+03,1.7431327689e+03,5.0877250000e-01,3.9794168877e+02,5.9685976697e+02,1.1135251836e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6709033734e+18,2.4104207409e+20,0.0000000000e+00,3.2228728312e+20,1.3448153808e+20,1.6847099930e+21,4.3702004138e+02,3.3210169264e+02,9.7147250693e+01,3.9216715972e+00,3.8494221355e+00,3.8883282916e-07,3.9243433230e-06,2.3742530384e-02,6.2147108634e+06,5.7277445917e+06,9.9999966987e+21,9.0760005992e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.2638810000e+06,1.7130993775e+03,1.7431559641e+03,5.5305830000e-01,3.9799365850e+02,5.9687119566e+02,1.1130824206e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6688000391e+18,2.4091585700e+20,0.0000000000e+00,3.2224384847e+20,1.3445338055e+20,1.6841593689e+21,4.3687049570e+02,3.3201218400e+02,9.7090540459e+01,3.9193823001e+00,3.8483846323e+00,3.8839639863e-07,3.9243433230e-06,2.3741102128e-02,6.2147068419e+06,5.7277445917e+06,9.9999966559e+21,9.0760005992e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.2853000000e+06,1.7130991534e+03,1.7431685853e+03,5.9761020000e-01,3.9804594002e+02,5.9688268119e+02,1.1126003638e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6666862701e+18,2.4078900757e+20,0.0000000000e+00,3.2220018139e+20,1.3442507421e+20,1.6836059255e+21,4.3672018628e+02,3.3192220853e+02,9.7033550025e+01,3.9170816919e+00,3.8473417182e+00,3.8795805764e-07,3.9243433230e-06,2.3739666167e-02,6.2147025396e+06,5.7277445917e+06,9.9999966105e+21,9.0760005992e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.3068270000e+06,1.7130989280e+03,1.7431705069e+03,6.4243720000e-01,3.9809852043e+02,5.9689422464e+02,1.1120799295e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6645618700e+18,2.4066151392e+20,0.0000000000e+00,3.2215627756e+20,1.3439661628e+20,1.6830496099e+21,4.3656909881e+02,3.3183175753e+02,9.6976274114e+01,3.9147695594e+00,3.8462932921e+00,3.8751776928e-07,3.9243433230e-06,2.3738222356e-02,6.2146980071e+06,5.7277445917e+06,9.9999965624e+21,9.0760005992e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.3284610000e+06,1.7130987012e+03,1.7431616023e+03,6.8752560000e-01,3.9815140572e+02,5.9690582546e+02,1.1137478785e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6624269386e+18,2.4053338192e+20,0.0000000000e+00,3.2211213875e+20,1.3436800796e+20,1.6824904468e+21,4.3641724001e+02,3.3174083486e+02,9.6918715428e+01,3.9124460118e+00,3.8452393988e+00,3.8707555801e-07,3.9243433230e-06,2.3736770754e-02,6.2146934740e+06,5.7277445917e+06,9.9999965115e+21,9.0760005992e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.3502030000e+06,1.7130984730e+03,1.7431417422e+03,7.3288180000e-01,3.9820459755e+02,5.9691748419e+02,1.1132045329e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6602813778e+18,2.4040460560e+20,0.0000000000e+00,3.2206776267e+20,1.3433924778e+20,1.6819284092e+21,4.3626460257e+02,3.3164943598e+02,9.6860871345e+01,3.9101109431e+00,3.8441799858e+00,3.8663140742e-07,3.9243433230e-06,2.3735311283e-02,6.2146889388e+06,5.7277445917e+06,9.9999964576e+21,9.0760005992e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.3720540000e+06,1.7130957950e+03,1.7431107965e+03,7.7850710000e-01,3.9874810718e+02,5.9692920138e+02,1.1126129470e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6581250898e+18,2.4027517898e+20,0.0000000000e+00,3.2202314701e+20,1.3431033427e+20,1.6813634699e+21,4.3611117916e+02,3.3155755636e+02,9.6802739241e+01,3.9077642476e+00,3.8431150004e+00,3.8618530112e-07,3.9243433230e-06,2.3733843867e-02,6.2146111173e+06,5.7277445917e+06,9.9999964006e+21,9.0760005992e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.3940150000e+06,1.7130955763e+03,1.7429333623e+03,1.3141120000e+00,3.9879950203e+02,5.9694097753e+02,1.1115769490e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6558550913e+18,2.4014520744e+20,0.0000000000e+00,3.2197448409e+20,1.3428507610e+20,1.6808257835e+21,4.3596419644e+02,3.3147282740e+02,9.6743845035e+01,3.9053867873e+00,3.8421328990e+00,3.8575311563e-07,3.9243433230e-06,2.3732241769e-02,6.2146068213e+06,5.7476812902e+06,9.9999963399e+21,9.0757887933e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.4160850000e+06,1.7130959639e+03,1.7427445259e+03,1.3578550000e+00,3.9873015839e+02,5.9695281217e+02,1.1104996099e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6482491907e+18,2.4001991206e+20,0.0000000000e+00,3.2172843279e+20,1.3445681125e+20,1.6818457410e+21,4.3619040104e+02,3.3178256297e+02,9.6660104373e+01,3.9020063172e+00,3.8457230733e+00,3.8613983601e-07,3.9243433230e-06,2.3724077340e-02,6.2146138717e+06,5.7476812902e+06,9.9999962745e+21,9.0646190189e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.4382650000e+06,1.7130937192e+03,1.7425778374e+03,1.2803420000e+00,3.9918711421e+02,5.9696470577e+02,1.1116170587e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6460655052e+18,2.3988859702e+20,0.0000000000e+00,3.2168310389e+20,1.3442735550e+20,1.6812716146e+21,4.3603451324e+02,3.3168907867e+02,9.6601163788e+01,3.8996269846e+00,3.8446394879e+00,3.8568694182e-07,3.9243433230e-06,2.3722589714e-02,6.2145354890e+06,5.7476812902e+06,9.9999962046e+21,9.0646190189e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.4605560000e+06,1.7131014456e+03,1.7422863542e+03,1.7292790000e+00,3.9765031033e+02,5.9697665887e+02,1.1102634612e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6438710644e+18,2.3975662851e+20,0.0000000000e+00,3.2163753325e+20,1.3439774470e+20,1.6806945646e+21,4.3587783378e+02,3.3159510908e+02,9.6541934135e+01,3.8972359828e+00,3.8435502775e+00,3.8523209314e-07,3.9243433230e-06,2.3721094087e-02,6.2150383825e+06,5.7476812902e+06,9.9999961301e+21,9.0646190189e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.4829590000e+06,1.7131012763e+03,1.7424295316e+03,1.8399310000e-01,3.9769201405e+02,5.9698867205e+02,1.1101857163e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6410855905e+18,2.3962453069e+20,0.0000000000e+00,3.2157020095e+20,1.3438946695e+20,1.6802845363e+21,4.3576108088e+02,3.3154367833e+02,9.6479719606e+01,3.8947244866e+00,3.8429541389e+00,3.8486442447e-07,3.9243433230e-06,2.3718875801e-02,6.2150349981e+06,5.7476812902e+06,9.9999960523e+21,9.0634243125e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.5054740000e+06,1.7131011582e+03,1.7425665016e+03,2.1784830000e-01,3.9772357161e+02,5.9700074531e+02,1.1100798760e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6378326193e+18,2.3949222875e+20,0.0000000000e+00,3.2148563332e+20,1.3439801085e+20,1.6800059419e+21,4.3567573280e+02,3.3152575675e+02,9.6415109064e+01,3.8921162674e+00,3.8427464081e+00,3.8456510977e-07,3.9243433230e-06,2.3716085912e-02,6.2150325776e+06,5.7476812902e+06,9.9999959746e+21,9.0612856891e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.5281010000e+06,1.7131010470e+03,1.7426999649e+03,2.4147720000e-01,3.9775377751e+02,5.9701287860e+02,1.1099561430e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6344976432e+18,2.3935934326e+20,0.0000000000e+00,3.2139811294e+20,1.3440908716e+20,1.6797456900e+21,4.3559468894e+02,3.3151272320e+02,9.6349882895e+01,3.8894831963e+00,3.8425953350e+00,3.8427472969e-07,3.9243433230e-06,2.3713199237e-02,6.2150302984e+06,5.7476812902e+06,9.9999958959e+21,9.0589969430e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.5643050000e+06,1.7130979166e+03,1.7429085888e+03,2.6370890000e-01,3.9839276563e+02,5.9703229231e+02,1.1118176554e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6309362372e+18,2.3914494211e+20,0.0000000000e+00,3.2132395679e+20,1.3436084930e+20,1.6788071645e+21,4.3533989564e+02,3.3135976107e+02,9.6253707180e+01,3.8856007440e+00,3.8408223364e+00,3.8353697155e-07,3.9243433230e-06,2.3710767330e-02,6.2149501921e+06,5.7476812902e+06,9.9999957670e+21,9.0589969430e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.5932680000e+06,1.7130976114e+03,1.7428523149e+03,8.8980040000e-01,3.9846388705e+02,5.9704782318e+02,1.1110281005e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6280875213e+18,2.3897343213e+20,0.0000000000e+00,3.2126460209e+20,1.3432224256e+20,1.6780562436e+21,4.3513603851e+02,3.3123735537e+02,9.6176779989e+01,3.8824953223e+00,3.8394035204e+00,3.8294736231e-07,3.9243433230e-06,2.3708820875e-02,6.2149438107e+06,5.7476812902e+06,9.9999956585e+21,9.0589969430e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.6164380000e+06,1.7130973669e+03,1.7427920860e+03,9.5084360000e-01,3.9852084795e+02,5.9706024763e+02,1.1103427258e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6258087215e+18,2.3883622582e+20,0.0000000000e+00,3.2121709741e+20,1.3429134543e+20,1.6774554191e+21,4.3497293204e+02,3.3113940394e+02,9.6115244409e+01,3.8800112341e+00,3.8382681561e+00,3.8247603871e-07,3.9243433230e-06,2.3707263055e-02,6.2149387368e+06,5.7476812902e+06,9.9999955663e+21,9.0589969430e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.6396200000e+06,1.7130973275e+03,1.7427199667e+03,9.9974220000e-01,3.9853695735e+02,5.9707267854e+02,1.1096163334e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6217465103e+18,2.3870072571e+20,0.0000000000e+00,3.2110312321e+20,1.3432684739e+20,1.6773799581e+21,4.3493571276e+02,3.3117437259e+02,9.6045467908e+01,3.8771944738e+00,3.8386734811e+00,3.8227909903e-07,3.9243433230e-06,2.3703500185e-02,6.2149377153e+06,5.7476812902e+06,9.9999954696e+21,9.0553045192e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.6767120000e+06,1.7130946824e+03,1.7426060228e+03,1.0076230000e+00,3.9907917648e+02,5.9709256842e+02,1.1104501765e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6181008798e+18,2.3848107589e+20,0.0000000000e+00,3.2102700762e+20,1.3427730533e+20,1.6764174895e+21,4.3467445060e+02,3.3101738536e+02,9.5946988096e+01,3.8732190090e+00,3.8368538273e+00,3.8152516321e-07,3.9243433230e-06,2.3701005309e-02,6.2138938940e+06,5.7476812902e+06,9.9999953063e+21,9.0553045192e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7063850000e+06,1.7130946095e+03,1.7423223937e+03,1.5366370000e+00,3.9910427215e+02,5.9710848000e+02,1.1089796150e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6131017270e+18,2.3830745293e+20,0.0000000000e+00,3.2088828830e+20,1.3431545106e+20,1.6762631779e+21,4.3461297941e+02,3.3104749561e+02,9.5858624735e+01,3.8696519282e+00,3.8372028379e+00,3.8124314207e-07,3.9243433230e-06,2.3696429494e-02,6.2138921747e+06,5.7476812902e+06,9.9999951667e+21,9.0509799806e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7301240000e+06,1.7131006856e+03,1.7420938769e+03,1.5512180000e+00,3.9789886706e+02,5.9712120958e+02,1.1077904175e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6049079246e+18,2.3817277401e+20,0.0000000000e+00,3.2062012450e+20,1.3450308853e+20,1.6773833772e+21,4.3486183012e+02,3.3138604233e+02,9.5768637234e+01,3.8660192837e+00,3.8411269651e+00,3.8166467445e-07,3.9243433230e-06,2.3687571396e-02,6.2152980401e+06,5.7476812902e+06,9.9999950478e+21,9.0387955534e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7538740000e+06,1.7131005538e+03,1.7422302289e+03,3.3599340000e-01,3.9793358192e+02,5.9713394508e+02,1.1076799159e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.6015516945e+18,2.3803323325e+20,0.0000000000e+00,3.2053272922e+20,1.3450978577e+20,1.6770713851e+21,4.3476747043e+02,3.3136239418e+02,9.5700932909e+01,3.8632861737e+00,3.8408528571e+00,3.8134042212e-07,3.9243433230e-06,2.3684701700e-02,6.2152951844e+06,5.7476812902e+06,9.9999949260e+21,9.0366541799e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7777440000e+06,1.7131003012e+03,1.7423629949e+03,3.6235040000e-01,3.9799241130e+02,5.9714674490e+02,1.1094559675e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.5992141010e+18,2.3789196110e+20,0.0000000000e+00,3.2048365961e+20,1.3447770320e+20,1.6764506393e+21,4.3459902433e+02,3.3126094695e+02,9.5637663993e+01,3.8607321136e+00,3.8396769726e+00,3.8085500775e-07,3.9243433230e-06,2.3683099350e-02,6.2143208266e+06,5.7476812902e+06,9.9999948047e+21,9.0366541799e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.8017320000e+06,1.7130975087e+03,1.7424847023e+03,4.1287450000e-01,3.9855956494e+02,5.9715960801e+02,1.1093237059e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.5968649929e+18,2.3774998526e+20,0.0000000000e+00,3.2043432663e+20,1.3444545088e+20,1.6758267235e+21,4.3442972051e+02,3.3115897087e+02,9.5574084845e+01,3.8581655300e+00,3.8384949583e+00,3.8036752393e-07,3.9243433230e-06,2.3681488320e-02,6.2142487387e+06,5.7476812902e+06,9.9999946821e+21,9.0366541799e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.8258410000e+06,1.7130972536e+03,1.7424413661e+03,9.7138460000e-01,3.9861896048e+02,5.9717253601e+02,1.1086896327e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.5945042277e+18,2.3760729699e+20,0.0000000000e+00,3.2038472694e+20,1.3441302666e+20,1.6751995980e+21,4.3425954826e+02,3.3105645932e+02,9.5510191629e+01,3.8555862681e+00,3.8373067372e+00,3.7987794586e-07,3.9243433230e-06,2.3679868499e-02,6.2142435850e+06,5.7476812902e+06,9.9999945557e+21,9.0366541799e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.8500700000e+06,1.7130969970e+03,1.7423853485e+03,1.0223920000e+00,3.9867870919e+02,5.9718552834e+02,1.1080096922e-01,3.9243433230e-06,3.9243433230e-06,1.0000000000e-02,0.0000000000e+00,3.5921317548e+18,2.3746389309e+20,0.0000000000e+00,3.2033485913e+20,1.3438042966e+20,1.6745692475e+21,4.3408850346e+02,3.3095340961e+02,9.5445982997e+01,3.8529942733e+00,3.8361122782e+00,3.7938626784e-07,3.9243433230e-06,2.3678239838e-02,6.2142384361e+06,5.7476812902e+06,9.9999944231e+21,9.0366541799e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
