t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_melt(bar),fO2_solid(bar),thick_surf_bl(m),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),R_trans(m),R_solid(m),viscosity(Pa.s),phi(mass_frac),p_S2(bar),p_N2(bar),p_SO2(bar),p_H2S(bar),p_NH3(bar)
2.9200000000e+02,3.4555078179e+03,3.8717644502e+03,7.2897290000e+04,7.3291900281e+04,5.9400099508e+02,1.0000000000e+00,1.2431473840e+02,1.2431473840e+02,1.0000000000e-02,0.0000000000e+00,2.1585790196e+19,1.1441124097e+20,0.0000000000e+00,1.5784902975e+21,2.1509144346e+19,7.4437395492e+20,2.5296979984e+02,6.5650465710e+01,4.5756015860e+01,1.4928484300e+01,2.3200955646e+00,3.6509370495e-10,1.2431473840e+02,3.0032063031e-02,6.5549242495e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.4800000000e+02,3.4555073269e+03,3.8717644502e+03,7.2897350000e+04,7.3291998599e+04,5.9400121324e+02,1.0000000000e+00,1.2431473840e+02,1.2431473840e+02,1.0000000000e-02,0.0000000000e+00,2.1585352703e+19,1.1440905771e+20,0.0000000000e+00,1.5784897847e+21,2.1509164457e+19,7.4436950290e+20,2.5296850149e+02,6.5650423054e+01,4.5755070206e+01,1.4928175768e+01,2.3200940571e+00,3.6508568502e-10,1.2431473840e+02,3.0032015437e-02,6.5549238891e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
9.5800000000e+02,3.4555065447e+03,3.8717644502e+03,7.2897450000e+04,7.3292155644e+04,5.9400156259e+02,1.0000000000e+00,1.2431473840e+02,1.2431473840e+02,1.0000000000e-02,0.0000000000e+00,2.1584652032e+19,1.1440556108e+20,0.0000000000e+00,1.5784889634e+21,2.1509196667e+19,7.4436237272e+20,2.5296642211e+02,6.5650354736e+01,4.5753555686e+01,1.4927681636e+01,2.3200916428e+00,3.6507284065e-10,1.2431473840e+02,3.0031939213e-02,6.5549233120e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.6140000000e+03,3.4555052890e+03,3.8717644502e+03,7.2897600000e+04,7.3292407272e+04,5.9400212156e+02,1.0000000000e+00,1.2431473840e+02,1.2431473840e+02,1.0000000000e-02,0.0000000000e+00,2.1583530964e+19,1.1439996647e+20,0.0000000000e+00,1.5784876493e+21,2.1509248202e+19,7.4435096448e+20,2.5296309511e+02,6.5650245424e+01,4.5751132469e+01,1.4926891031e+01,2.3200877797e+00,3.6505228986e-10,1.2431473840e+02,3.0031817252e-02,6.5549223853e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.6630000000e+03,3.4555032905e+03,3.8717644502e+03,7.2897860000e+04,7.3292807486e+04,5.9400301536e+02,1.0000000000e+00,1.2431473840e+02,1.2431473840e+02,1.0000000000e-02,0.0000000000e+00,2.1581738295e+19,1.1439102022e+20,0.0000000000e+00,1.5784855477e+21,2.1509330614e+19,7.4433272183e+20,2.5295777499e+02,6.5650070617e+01,4.5747257573e+01,1.4925626797e+01,2.3200816020e+00,3.6501942784e-10,1.2431473840e+02,3.0031622223e-02,6.5549209001e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.3420000000e+03,3.4555000878e+03,3.8717644502e+03,7.2898250000e+04,7.3293450150e+04,5.9400444599e+02,1.0000000000e+00,1.2431473840e+02,1.2431473840e+02,1.0000000000e-02,0.0000000000e+00,2.1578869035e+19,1.1437670113e+20,0.0000000000e+00,1.5784821839e+21,2.1509462522e+19,7.4430352343e+20,2.5294925987e+02,6.5649790806e+01,4.5741055614e+01,1.4923603328e+01,2.3200717134e+00,3.6496683101e-10,1.2431473840e+02,3.0031310052e-02,6.5549185274e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7.0280000000e+03,3.4555164590e+03,3.8717644502e+03,7.2898900000e+04,7.3290364360e+04,5.9400673468e+02,1.0000000000e+00,1.2431473840e+02,1.2431473840e+02,1.0000000000e-02,0.0000000000e+00,2.1574278991e+19,1.1435379408e+20,0.0000000000e+00,1.5784768018e+21,2.1509673553e+19,7.4425681360e+20,2.5293563794e+02,6.5649343120e+01,4.5731134189e+01,1.4920366337e+01,2.3200558921e+00,3.6488269165e-10,1.2431473840e+02,3.0030810625e-02,6.5550773157e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.1326000000e+04,3.4555079584e+03,3.8717644502e+03,7.2895810000e+04,7.3291884349e+04,5.9401039689e+02,1.0000000000e+00,1.2431473840e+02,1.2431473840e+02,1.0000000000e-02,0.0000000000e+00,2.1566933907e+19,1.1431713676e+20,0.0000000000e+00,1.5784681873e+21,2.1510011282e+19,7.4418206693e+20,2.5291383982e+02,6.5648626564e+01,4.5715257812e+01,1.4915186466e+01,2.3200305690e+00,3.6474805362e-10,1.2431473840e+02,3.0030011332e-02,6.5550711989e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.5777000000e+04,3.4176605864e+03,3.7826308206e+03,7.2897330000e+04,6.4901961997e+04,5.9401418948e+02,1.0000000000e+00,9.3502960780e+01,9.3502960780e+01,1.0000000000e-02,0.0000000000e+00,2.1518892080e+19,1.1431961114e+20,0.0000000000e+00,1.5783003559e+21,2.1669268671e+19,6.7139261966e+20,2.2151543331e+02,6.5634667062e+01,4.5810327777e+01,1.4308974626e+01,2.2585030609e+00,3.7357579967e-10,9.3502960780e+01,2.9776200350e-02,6.5423758928e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.6617000000e+04,3.3828326374e+03,3.7088778273e+03,6.4507390000e+04,5.8004399432e+04,5.9401490522e+02,1.0000000000e+00,7.2218283634e+01,7.2218283634e+01,1.0000000000e-02,0.0000000000e+00,2.1480858300e+19,1.1434910574e+20,0.0000000000e+00,1.5781602758e+21,2.1807730192e+19,6.2115437187e+20,1.9974225407e+02,6.5623016930e+01,4.5905666967e+01,1.3790132601e+01,2.2051539389e+00,3.8241503749e-10,7.2218283634e+01,2.9558819455e-02,6.5306522541e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.7289000000e+04,3.3561193920e+03,3.6559710901e+03,5.7609810000e+04,5.3206184906e+04,5.9401547782e+02,1.0000000000e+00,5.9377437389e+01,5.9377437389e+01,1.0000000000e-02,0.0000000000e+00,2.1455239411e+19,1.1436793749e+20,0.0000000000e+00,1.5780610574e+21,2.1905654133e+19,5.9085479823e+20,1.8655572227e+02,6.5614765801e+01,4.5982524690e+01,1.3414818658e+01,2.1661757301e+00,3.8964639560e-10,5.9377437389e+01,2.9406193833e-02,6.5218666266e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.7827000000e+04,3.3356781149e+03,3.6170721505e+03,5.2811590000e+04,4.9776270799e+04,5.9401593621e+02,1.0000000000e+00,5.1158349165e+01,5.1158349165e+01,1.0000000000e-02,0.0000000000e+00,2.1438837529e+19,1.1437893210e+20,0.0000000000e+00,1.5779909212e+21,2.1974754659e+19,5.7146936330e+20,1.7809055400e+02,6.5608933493e+01,4.6046207437e+01,1.3139744874e+01,2.1373190305e+00,3.9548728037e-10,5.1158349165e+01,2.9298722628e-02,6.5153114630e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.8257000000e+04,3.3196249854e+03,3.5879626782e+03,4.9381670000e+04,4.7326858455e+04,5.9401630260e+02,1.0000000000e+00,4.5630494132e+01,4.5630494132e+01,1.0000000000e-02,0.0000000000e+00,2.1428498161e+19,1.1438496550e+20,0.0000000000e+00,1.5779407203e+21,2.2024128296e+19,5.5843790926e+20,1.7238471822e+02,6.5604759102e+01,4.6099037262e+01,1.2934799603e+01,2.1156281246e+00,4.0018087380e-10,4.5630494132e+01,2.9221879743e-02,6.5099691274e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.8601000000e+04,3.3072468935e+03,3.5658653484e+03,4.6932260000e+04,4.5488051271e+04,5.9401659572e+02,1.0000000000e+00,4.1769002375e+01,4.1769002375e+01,1.0000000000e-02,0.0000000000e+00,2.1421994643e+19,1.1438803450e+20,0.0000000000e+00,1.5779042316e+21,2.2059955714e+19,5.4933922940e+20,1.6839238163e+02,6.5601725014e+01,4.6142564545e+01,1.2779969277e+01,2.0991204201e+00,4.0394095524e-10,4.1769002375e+01,2.9166001953e-02,6.5056924728e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.8876000000e+04,3.2976855226e+03,3.5488494648e+03,4.5093450000e+04,4.4075837155e+04,5.9401683005e+02,1.0000000000e+00,3.8984747590e+01,3.8984747590e+01,1.0000000000e-02,0.0000000000e+00,2.1417880593e+19,1.1438940947e+20,0.0000000000e+00,1.5778772375e+21,2.2086421614e+19,5.4278178018e+20,1.6551025188e+02,6.5599480458e+01,4.6178265332e+01,1.2661359622e+01,2.0863988733e+00,4.0695593475e-10,3.8984747590e+01,2.9124612898e-02,6.4928825070e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.9096000000e+04,3.2900657111e+03,3.5357118879e+03,4.3681230000e+04,4.3027702883e+04,5.9401701749e+02,1.0000000000e+00,3.6940089790e+01,3.6940089790e+01,1.0000000000e-02,0.0000000000e+00,2.1415271200e+19,1.1438983143e+20,0.0000000000e+00,1.5778570742e+21,2.2106162513e+19,5.3796813799e+20,1.6339174687e+02,6.5597803914e+01,4.6207247792e+01,1.2570047032e+01,2.0765583404e+00,4.0936111594e-10,3.6940089790e+01,2.9093653225e-02,6.4903164767e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.9448000000e+04,3.2780388821e+03,3.5151618369e+03,4.2633100000e+04,4.1401205062e+04,5.9401731743e+02,1.0000000000e+00,3.3923010038e+01,3.3923010038e+01,1.0000000000e-02,0.0000000000e+00,2.1412260778e+19,1.1438934695e+20,0.0000000000e+00,1.5778268677e+21,2.2135693601e+19,5.3086882259e+20,1.6026256199e+02,6.5595292330e+01,4.6255137935e+01,1.2427960437e+01,2.0611612451e+00,4.1325757461e-10,3.3923010038e+01,2.9047150780e-02,6.4865006895e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.0011000000e+04,3.2592493721e+03,3.4835771339e+03,4.1006600000e+04,3.8953394482e+04,5.9401779715e+02,1.0000000000e+00,2.9687923785e+01,2.9687923785e+01,1.0000000000e-02,0.0000000000e+00,2.1410346511e+19,1.1438568336e+20,0.0000000000e+00,1.5777837803e+21,2.2177701654e+19,5.2091272807e+20,1.5586354907e+02,6.5591709815e+01,4.6335256829e+01,1.2211194610e+01,2.0374640254e+00,4.1958833134e-10,2.9687923785e+01,2.8980441003e-02,6.4802039707e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.0462000000e+04,3.2446934661e+03,3.4598210710e+03,3.8558780000e+04,3.7185762163e+04,5.9401818143e+02,1.0000000000e+00,2.6803865617e+01,2.6803865617e+01,1.0000000000e-02,0.0000000000e+00,2.1411195503e+19,1.1438038198e+20,0.0000000000e+00,1.5777542144e+21,2.2206404276e+19,5.1414060082e+20,1.5286326615e+02,6.5589251610e+01,4.6400941818e+01,1.2049580137e+01,2.0196269676e+00,4.2463579863e-10,2.6803865617e+01,2.8934297001e-02,6.4752579754e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.0823000000e+04,3.2334280925e+03,3.4417304232e+03,3.6791150000e+04,3.5869764038e+04,5.9401848903e+02,1.0000000000e+00,2.4768336540e+01,2.4768336540e+01,1.0000000000e-02,0.0000000000e+00,2.1413221130e+19,1.1437480230e+20,0.0000000000e+00,1.5777334018e+21,2.2226526863e+19,5.0936584567e+20,1.5074340351e+02,6.5587521210e+01,4.6454244140e+01,1.1927272336e+01,2.0060292832e+00,4.2865540152e-10,2.4768336540e+01,2.8901547634e-02,6.4716845970e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.1111000000e+04,3.2244985237e+03,3.4277309746e+03,3.5475150000e+04,3.4891917372e+04,5.9401873442e+02,1.0000000000e+00,2.3285134742e+01,2.3285134742e+01,1.0000000000e-02,0.0000000000e+00,2.1415629772e+19,1.1436956400e+20,0.0000000000e+00,1.5777183549e+21,2.2241023945e+19,5.0588980554e+20,1.4919754557e+02,6.5586270189e+01,4.6497448653e+01,1.1833182293e+01,1.9955096925e+00,4.3187126212e-10,2.3285134742e+01,2.8877679529e-02,6.4685744337e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.1342000000e+04,3.2176718454e+03,3.4169205026e+03,3.4497300000e+04,3.4120651775e+04,5.9401893125e+02,1.0000000000e+00,2.2191185589e+01,2.2191185589e+01,1.0000000000e-02,0.0000000000e+00,2.1417996209e+19,1.1436493190e+20,0.0000000000e+00,1.5777073582e+21,2.2251580048e+19,5.0332790879e+20,1.4805671585e+02,6.5585355919e+01,4.6532021352e+01,1.1760773743e+01,1.9873792434e+00,4.3442203266e-10,2.2191185589e+01,2.8860117046e-02,6.4662441228e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.1711000000e+04,3.2066990346e+03,3.3998969471e+03,3.3726040000e+04,3.2949450037e+04,5.9401924567e+02,1.0000000000e+00,2.0558109919e+01,2.0558109919e+01,1.0000000000e-02,0.0000000000e+00,2.1422637711e+19,1.1435667590e+20,0.0000000000e+00,1.5776912003e+21,2.2267034694e+19,4.9950701783e+20,1.4635264812e+02,6.5584012557e+01,4.6588576201e+01,1.1647366509e+01,1.9745829337e+00,4.3855568468e-10,2.0558109919e+01,2.8834051587e-02,6.4626555708e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.2302000000e+04,3.1895393422e+03,3.3737558285e+03,3.2554830000e+04,3.1207036905e+04,5.9401974925e+02,1.0000000000e+00,1.8248753650e+01,1.8248753650e+01,1.0000000000e-02,0.0000000000e+00,2.1431952571e+19,1.1434158375e+20,0.0000000000e+00,1.5776691121e+21,2.2287997883e+19,4.9411237084e+20,1.4394082961e+02,6.5582176181e+01,4.6680573733e+01,1.1474404685e+01,1.9549213610e+00,4.4520107180e-10,1.8248753650e+01,2.8797764736e-02,6.4569826912e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.2775000000e+04,3.1762559298e+03,3.3539835031e+03,3.0812420000e+04,2.9944819900e+04,5.9402015229e+02,1.0000000000e+00,1.6652381353e+01,1.6652381353e+01,1.0000000000e-02,0.0000000000e+00,2.1440750015e+19,1.1432817702e+20,0.0000000000e+00,1.5776546007e+21,2.2301610904e+19,4.9039031078e+20,1.4227222878e+02,6.5580969729e+01,4.6754260982e+01,1.1344568744e+01,1.9400479696e+00,4.5047482292e-10,1.6652381353e+01,2.8773334182e-02,6.4524298690e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.3153000000e+04,3.1660147404e+03,3.3387635203e+03,2.9550200000e+04,2.8974529347e+04,5.9402047437e+02,1.0000000000e+00,1.5506754052e+01,1.5506754052e+01,1.0000000000e-02,0.0000000000e+00,2.1448544090e+19,1.1431670874e+20,0.0000000000e+00,1.5776447213e+21,2.2310773518e+19,4.8772354589e+20,1.4107410155e+02,6.5580148391e+01,4.6813357376e+01,1.1245238082e+01,1.9286036471e+00,4.5468347150e-10,1.5506754052e+01,2.8756292788e-02,6.4491433339e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.3455000000e+04,3.1580763855e+03,3.3270787546e+03,2.8579910000e+04,2.8243959169e+04,5.9402073171e+02,1.0000000000e+00,1.4673185771e+01,1.4673185771e+01,1.0000000000e-02,0.0000000000e+00,2.1455125874e+19,1.1430719689e+20,0.0000000000e+00,1.5776378798e+21,2.2317043197e+19,4.8578578253e+20,1.4020198699e+02,6.5579579610e+01,4.6860145012e+01,1.1169263732e+01,1.9198128643e+00,4.5800798612e-10,1.4673185771e+01,2.8744228370e-02,6.4464448908e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.3939000000e+04,3.1453900359e+03,3.3088016307e+03,2.7849340000e+04,2.7153439591e+04,5.9402114410e+02,1.0000000000e+00,1.3446997548e+01,1.3446997548e+01,1.0000000000e-02,0.0000000000e+00,2.1466453652e+19,1.1429118029e+20,0.0000000000e+00,1.5776284888e+21,2.2325518764e+19,4.8294003701e+20,1.3891863864e+02,6.5578798878e+01,4.6935721005e+01,1.1051050709e+01,1.9060704988e+00,4.6336994868e-10,1.3446997548e+01,2.8727133801e-02,6.4422017410e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.4713000000e+04,3.1256058699e+03,3.2807704446e+03,2.6758820000e+04,2.5541213350e+04,5.9402180361e+02,1.0000000000e+00,1.1737292438e+01,1.1737292438e+01,1.0000000000e-02,0.0000000000e+00,2.1486236265e+19,1.1426391715e+20,0.0000000000e+00,1.5776171116e+21,2.2335434716e+19,4.7898338691e+20,1.3712843179e+02,6.5577853029e+01,4.7057287439e+01,1.0871004779e+01,1.8849941026e+00,4.7199932210e-10,1.1737292438e+01,2.8705009891e-02,6.4357044951e+06,3.2493100536e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
