t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_melt(bar),fO2_solid(bar),thick_surf_bl(m),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),R_trans(m),R_solid(m),viscosity(Pa.s),phi(mass_frac),p_SO2(bar),p_NH3(bar),p_N2(bar),p_H2S(bar),p_S2(bar)
9.7890000000e+03,2.6525112438e+03,3.1495649959e+03,9.9503650000e+04,9.6159333780e+04,3.1049243865e+02,1.0000000000e+00,5.8476470207e+00,5.8476470207e+00,1.0000000000e-02,0.0000000000e+00,3.2063748700e+19,1.0388290071e+20,0.0000000000e+00,1.5988575718e+20,1.1417869833e+17,2.6522953893e+20,7.6054790761e+01,4.4465743003e-01,5.7650964513e+01,1.2099431561e+01,1.2090236234e-02,2.8963879918e-14,5.8476470207e+00,4.0382438149e-02,6.5719605339e+06,3.4720767489e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.0064000000e+04,2.6391567643e+03,3.1181420206e+03,9.5960550000e+04,9.2586828308e+04,3.1049256114e+02,1.0000000000e+00,4.9304230046e+00,4.9304230046e+00,1.0000000000e-02,0.0000000000e+00,3.2207130035e+19,1.0373811183e+20,0.0000000000e+00,1.5988622578e+20,1.1370855528e+17,2.6347266887e+20,7.5304139796e+01,4.4466003645e-01,5.8019141653e+01,1.1897984492e+01,1.1930610295e-02,2.9797590101e-14,4.9304230046e+00,4.0535464710e-02,6.5715711342e+06,3.4720767489e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.0284000000e+04,2.6379739291e+03,3.0940046945e+03,9.2388060000e+04,9.2891613452e+04,3.1049265912e+02,1.0000000000e+00,4.3138230295e+00,4.3138230295e+00,1.0000000000e-02,0.0000000000e+00,3.2312370834e+19,1.0363174525e+20,0.0000000000e+00,1.5988656096e+20,1.1337213511e+17,2.6231902295e+20,7.4804473702e+01,4.4466190083e-01,5.8293635513e+01,1.1740545197e+01,1.1808062338e-02,3.0467233853e-14,4.3138230295e+00,4.0645003632e-02,6.5726471584e+06,3.4720767489e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.0636000000e+04,2.6379143087e+03,3.0553744139e+03,9.2692860000e+04,9.3509360338e+04,3.1049281589e+02,1.0000000000e+00,3.4669807006e+00,3.4669807006e+00,1.0000000000e-02,0.0000000000e+00,3.2472579361e+19,1.0346973437e+20,0.0000000000e+00,1.5988705651e+20,1.1287461764e+17,2.6078265480e+20,7.4126428858e+01,4.4466465717e-01,5.8718931719e+01,1.1484239699e+01,1.1612081803e-02,3.1596599346e-14,3.4669807006e+00,4.0806873714e-02,6.5745733550e+06,3.4720767489e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.1200000000e+04,2.6021003654e+03,2.9934032655e+03,9.3310620000e+04,8.3450715329e+04,3.1049306709e+02,1.0000000000e+00,2.4112442457e+00,2.4112442457e+00,1.0000000000e-02,0.0000000000e+00,3.2710613686e+19,1.0322880902e+20,0.0000000000e+00,1.5988775905e+20,1.1216892144e+17,2.5898357013e+20,7.3299678574e+01,4.4466856488e-01,5.9368728836e+01,1.1063738746e+01,1.1298181117e-02,3.3574711089e-14,2.4112442457e+00,4.1035706377e-02,6.5705568493e+06,3.4720767489e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.1651000000e+04,2.5788937468e+03,2.9492805263e+03,8.3252020000e+04,7.7749155026e+04,3.1049326796e+02,1.0000000000e+00,1.8436905079e+00,1.8436905079e+00,1.0000000000e-02,0.0000000000e+00,3.2867675205e+19,1.0306944123e+20,0.0000000000e+00,1.5988820022e+20,1.1172524702e+17,2.5810375092e+20,7.2868276167e+01,4.4467101878e-01,5.9810040299e+01,1.0758799203e+01,1.1075139753e-02,3.5125943481e-14,1.8436905079e+00,4.1178733032e-02,6.5683647169e+06,3.4720767489e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.2012000000e+04,2.5590173399e+03,2.9165529790e+03,7.7550500000e+04,7.3180618948e+04,3.1049342874e+02,1.0000000000e+00,1.5026402077e+00,1.5026402077e+00,1.0000000000e-02,0.0000000000e+00,3.2978427715e+19,1.0295684513e+20,0.0000000000e+00,1.5988850078e+20,1.1142268508e+17,2.5762397616e+20,7.2616033203e+01,4.4467269060e-01,6.0127462789e+01,1.0530347524e+01,1.0909991940e-02,3.6363786188e-14,1.5026402077e+00,4.1275740626e-02,6.5663574109e+06,3.4720767489e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.2300000000e+04,2.5475853300e+03,2.8919143146e+03,7.2981990000e+04,7.0733952953e+04,3.1049355702e+02,1.0000000000e+00,1.2840865276e+00,1.2840865276e+00,1.0000000000e-02,0.0000000000e+00,3.3058936733e+19,1.0287486706e+20,0.0000000000e+00,1.5988871397e+20,1.1120790761e+17,2.5734495747e+20,7.2458355831e+01,4.4467387641e-01,6.0361472653e+01,1.0357336943e+01,1.0785831580e-02,3.7349657878e-14,1.2840865276e+00,4.1344294070e-02,6.5601718394e+06,3.4720767489e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.2531000000e+04,2.5330353432e+03,2.8730227406e+03,7.0535340000e+04,6.7769793867e+04,3.1049365990e+02,1.0000000000e+00,1.1361684717e+00,1.1361684717e+00,1.0000000000e-02,0.0000000000e+00,3.3119127879e+19,1.0281349859e+20,0.0000000000e+00,1.5988887054e+20,1.1105006733e+17,2.5717310133e+20,7.2353973999e+01,4.4467474728e-01,6.0538220075e+01,1.0224219949e+01,1.0690756325e-02,3.8139151103e-14,1.1361684717e+00,4.1394494967e-02,6.5584517964e+06,3.4720767489e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.2716000000e+04,2.5184292281e+03,2.8584615711e+03,6.7571190000e+04,6.4880091618e+04,3.1049374229e+02,1.0000000000e+00,1.0326968969e+00,1.0326968969e+00,1.0000000000e-02,0.0000000000e+00,3.3164683587e+19,1.0276700093e+20,0.0000000000e+00,1.5988898748e+20,1.1093210545e+17,2.5706315550e+20,7.2282355024e+01,4.4467539776e-01,6.0673006511e+01,1.0121358688e+01,1.0617529938e-02,3.8768866357e-14,1.0326968969e+00,4.1431908187e-02,6.5570275718e+06,3.4720767489e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.2879000000e+04,2.5046492260e+03,2.8461910220e+03,6.4681510000e+04,6.2221007915e+04,3.1049381489e+02,1.0000000000e+00,9.5212543173e-01,9.5212543173e-01,1.0000000000e-02,0.0000000000e+00,3.3202521504e+19,1.0272833381e+20,0.0000000000e+00,1.5988908362e+20,1.1083507218e+17,2.5698456526e+20,7.2227533324e+01,4.4467593251e-01,6.0785621245e+01,1.0034554833e+01,1.0555881921e-02,3.9314300855e-14,9.5212543173e-01,4.1462614554e-02,6.5553764433e+06,3.4720767489e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.3044000000e+04,2.4981761545e+03,2.8343055857e+03,6.2022440000e+04,6.1059189609e+04,3.1049388838e+02,1.0000000000e+00,8.7945573426e-01,8.7945573426e-01,1.0000000000e-02,0.0000000000e+00,3.3238727895e+19,1.0269128885e+20,0.0000000000e+00,1.5988917479e+20,1.1074299888e+17,2.5691985248e+20,7.2178914642e+01,4.4467643962e-01,6.0893940151e+01,9.9503461231e+00,1.0496194789e-02,3.9856229690e-14,8.7945573426e-01,4.1491692546e-02,6.5546410908e+06,3.4720767489e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.3209000000e+04,2.4919813387e+03,2.8226631127e+03,6.0860630000e+04,5.9982048167e+04,3.1049396187e+02,1.0000000000e+00,8.1313007460e-01,8.1313007460e-01,1.0000000000e-02,0.0000000000e+00,3.3273772804e+19,1.0265540573e+20,0.0000000000e+00,1.5988926229e+20,1.1065459061e+17,2.5686674027e+20,7.2135338808e+01,4.4467692635e-01,6.0999296726e+01,9.8677972942e+00,1.0437786579e-02,4.0400221908e-14,8.1313007460e-01,4.1519558521e-02,6.5539522280e+06,3.4720767489e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.3473000000e+04,2.4844185857e+03,2.8042642255e+03,5.9783490000e+04,5.8680020329e+04,3.1049407945e+02,1.0000000000e+00,7.1736622580e-01,7.1736622580e-01,1.0000000000e-02,0.0000000000e+00,3.3328384545e+19,1.0259945338e+20,0.0000000000e+00,1.5988939726e+20,1.1051817583e+17,2.5680202183e+20,7.2074026550e+01,4.4467767709e-01,6.1164464681e+01,9.7371724197e+00,1.0345546897e-02,4.1288061976e-14,7.1736622580e-01,4.1562450213e-02,6.5533818578e+06,3.4720767489e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.3895000000e+04,2.4696198673e+03,2.7730630035e+03,5.8481480000e+04,5.6211511962e+04,3.1049426740e+02,1.0000000000e+00,5.7779931101e-01,5.7779931101e-01,1.0000000000e-02,0.0000000000e+00,3.3418996114e+19,1.0250669965e+20,0.0000000000e+00,1.5988961776e+20,1.1029537260e+17,2.5674079130e+20,7.1989133891e+01,4.4467890356e-01,6.1441054168e+01,9.5154121250e+00,1.0189383579e-02,4.2876721537e-14,5.7779931101e-01,4.1632228105e-02,6.5517180698e+06,3.4720767489e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.4570000000e+04,2.4543575470e+03,2.7136237797e+03,5.6012990000e+04,5.3865299880e+04,3.1049456804e+02,9.9943310248e-01,3.7730543704e-01,3.7730543704e-01,1.0000000000e-02,0.0000000000e+00,3.3568453635e+19,1.0235381897e+20,0.0000000000e+00,1.5988986544e+20,1.1004398341e+17,2.5680660396e+20,7.1894219901e+01,4.4527760433e-01,6.1967495429e+01,9.0942353667e+00,9.9060640677e-03,4.6357456042e-14,3.7730543704e-01,4.1756266045e-02,6.5497392701e+06,3.4720767489e+06,1.0000000000e+02,9.9932904380e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.5110000000e+04,2.4106598522e+03,2.6658358035e+03,5.3666790000e+04,4.7327027238e+04,3.1049480855e+02,9.9789585900e-01,2.6413834557e-01,2.6413834557e-01,1.0000000000e-02,0.0000000000e+00,3.3651485314e+19,1.0226805185e+20,0.0000000000e+00,1.5988976964e+20,1.1013687026e+17,2.5704200232e+20,7.1880540531e+01,4.4687644948e-01,6.2401113402e+01,8.7587094543e+00,9.7028795732e-03,4.9788020164e-14,2.6413834557e-01,4.1848972720e-02,6.5452097635e+06,3.4720767489e+06,1.0000000000e+02,9.9753913263e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.5542000000e+04,2.3958399971e+03,2.6313899527e+03,4.7128560000e+04,4.5310004998e+04,3.1049500095e+02,9.9611396895e-01,2.0261696240e-01,2.0261696240e-01,1.0000000000e-02,0.0000000000e+00,3.3689089008e+19,1.0222826563e+20,0.0000000000e+00,1.5988952183e+20,1.1038232580e+17,2.5730372811e+20,7.1901278424e+01,4.4872246099e-01,6.2721468228e+01,8.5189001069e+00,9.5706650249e-03,5.2692221014e-14,2.0261696240e-01,4.1912647022e-02,6.5433038225e+06,3.4720767489e+06,1.0000000000e+02,9.9548357342e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.5888000000e+04,2.3809980282e+03,2.6045282517e+03,4.5111540000e+04,4.3373073440e+04,3.1049515506e+02,9.9428989759e-01,1.6396204782e-01,1.6396204782e-01,1.0000000000e-02,0.0000000000e+00,3.3704462099e+19,1.0221114642e+20,0.0000000000e+00,1.5988921484e+20,1.1068742569e+17,2.5755961354e+20,7.1934198483e+01,4.5061073082e-01,6.2976902525e+01,8.3332468565e+00,9.4763229259e-03,5.5255582309e-14,1.6396204782e-01,4.1960727879e-02,6.5414538017e+06,3.4720767489e+06,1.0000000000e+02,9.9339370543e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.6165000000e+04,2.3662682182e+03,2.5836064917e+03,4.3174610000e+04,4.1544883903e+04,3.1049527843e+02,9.9259370308e-01,1.3861159963e-01,1.3861159963e-01,1.0000000000e-02,0.0000000000e+00,3.3707710102e+19,1.0220650201e+20,0.0000000000e+00,1.5988890376e+20,1.1099700283e+17,2.5778928375e+20,7.1969490232e+01,4.5236805512e-01,6.3179601662e+01,8.1895007118e+00,9.4082036822e-03,5.7457502358e-14,1.3861159963e-01,4.1997325671e-02,6.5399275020e+06,3.4720767489e+06,1.0000000000e+02,9.9146036944e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.6386000000e+04,2.3518025142e+03,2.5674117880e+03,4.1346430000e+04,3.9789266667e+04,3.1049537686e+02,9.9110023751e-01,1.2148404798e-01,1.2148404798e-01,1.0000000000e-02,0.0000000000e+00,3.3704567061e+19,1.0220853194e+20,0.0000000000e+00,1.5988861571e+20,1.1128383767e+17,2.5798562962e+20,7.2002611118e+01,4.5391765210e-01,6.3339049560e+01,8.0788009174e+00,9.3589404146e-03,5.9300798032e-14,1.2148404798e-01,4.2025176948e-02,6.5383649975e+06,3.4720767489e+06,1.0000000000e+02,9.8976480175e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.6568000000e+04,2.3378613123e+03,2.5545512463e+03,3.9590810000e+04,3.8123651615e+04,3.1049545792e+02,9.8980066251e-01,1.0927112879e-01,1.0927112879e-01,1.0000000000e-02,0.0000000000e+00,3.3698531199e+19,1.0221365195e+20,0.0000000000e+00,1.5988835711e+20,1.1154144371e+17,2.5815284986e+20,7.2032410708e+01,4.5526840682e-01,6.3467316504e+01,7.9912327199e+00,9.3219487542e-03,6.0857898688e-14,1.0927112879e-01,4.2047019455e-02,6.5367789810e+06,3.4720767489e+06,1.0000000000e+02,9.8829382547e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.6751000000e+04,2.3288331991e+03,2.5421175803e+03,3.7925210000e+04,3.7103271657e+04,3.1049553942e+02,9.8844069209e-01,9.8532955032e-02,9.8532955032e-02,1.0000000000e-02,0.0000000000e+00,3.3689480039e+19,1.0222178308e+20,0.0000000000e+00,1.5988807974e+20,1.1181781005e+17,2.5832438547e+20,7.2064243736e+01,4.5668471951e-01,6.3592837108e+01,7.9069008170e+00,9.2881370504e-03,6.2448814629e-14,9.8532955032e-02,4.2067908837e-02,6.5358080087e+06,3.4720767489e+06,1.0000000000e+02,9.8675842975e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.6935000000e+04,2.3210107302e+03,2.5297864304e+03,3.6904830000e+04,3.6220182289e+04,3.1049562137e+02,9.8700446110e-01,8.8832605279e-02,8.8832605279e-02,1.0000000000e-02,0.0000000000e+00,3.3677791759e+19,1.0223254683e+20,0.0000000000e+00,1.5988778135e+20,1.1211519178e+17,2.5850300635e+20,7.2098420589e+01,4.5818386148e-01,6.3718638023e+01,7.8235099339e+00,9.2561654563e-03,6.4111074639e-14,8.8832605279e-02,4.2088429570e-02,6.5349504441e+06,3.4720767489e+06,1.0000000000e+02,9.8514097014e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.7229000000e+04,2.3085167558e+03,2.5104524043e+03,3.6021740000e+04,3.4941132070e+04,3.1049575232e+02,9.8453528928e-01,7.5358172339e-02,7.5358172339e-02,1.0000000000e-02,0.0000000000e+00,3.3652772956e+19,1.0225608911e+20,0.0000000000e+00,1.5988725542e+20,1.1263950198e+17,2.5880282635e+20,7.2157962107e+01,4.6077033690e-01,6.3919168940e+01,7.6934545730e+00,9.2100846192e-03,6.6910298245e-14,7.5358172339e-02,4.2120191010e-02,6.5333899237e+06,3.4720767489e+06,1.0000000000e+02,9.8236886613e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.7700000000e+04,2.2941637289e+03,2.4801806614e+03,3.4742680000e+04,3.3414348310e+04,3.1049596209e+02,9.8014897806e-01,5.7942569753e-02,5.7942569753e-02,1.0000000000e-02,0.0000000000e+00,3.3597633866e+19,1.0230886489e+20,0.0000000000e+00,1.5988629064e+20,1.1360167416e+17,2.5931886357e+20,7.2265113981e+01,4.6539705828e-01,6.4241285342e+01,7.4913416820e+00,9.1473285845e-03,7.1813675807e-14,5.7942569753e-02,4.2169009126e-02,6.5315756881e+06,3.4720767489e+06,1.0000000000e+02,9.7746768575e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.8076000000e+04,2.2796463330e+03,2.4566330790e+03,3.3215890000e+04,3.1937106196e+04,3.1049612956e+02,9.7629039740e-01,4.7016611102e-02,4.7016611102e-02,1.0000000000e-02,0.0000000000e+00,3.3541036625e+19,1.0236357747e+20,0.0000000000e+00,1.5988541607e+20,1.1447415164e+17,2.5975929055e+20,7.2360013586e+01,4.6950486335e-01,6.4498948752e+01,7.3354368663e+00,9.1064928786e-03,7.6125410036e-14,4.7016611102e-02,4.2206258313e-02,6.5300358494e+06,3.4720767489e+06,1.0000000000e+02,9.7317692454e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.8377000000e+04,2.2650827131e+03,2.4384340727e+03,3.1738640000e+04,3.0541664129e+04,3.1049626362e+02,9.7302562529e-01,3.9892853619e-02,3.9892853619e-02,1.0000000000e-02,0.0000000000e+00,3.3488635358e+19,1.0241447137e+20,0.0000000000e+00,1.5988465980e+20,1.1522873997e+17,2.6012375081e+20,7.2440405749e+01,4.7301021313e-01,6.4702680122e+01,7.2157426001e+00,9.0799595324e-03,7.9800219557e-14,3.9892853619e-02,4.2234635736e-02,6.5284607961e+06,3.4720767489e+06,1.0000000000e+02,9.6955965832e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.8618000000e+04,2.2518615912e+03,2.4244937347e+03,3.0343190000e+04,2.9375190489e+04,3.1049637096e+02,9.7033118873e-01,3.5117023565e-02,3.5117023565e-02,1.0000000000e-02,0.0000000000e+00,3.3442571821e+19,1.0245932912e+20,0.0000000000e+00,1.5988402469e+20,1.1586248871e+17,2.6041896799e+20,7.2506634010e+01,4.7592507913e-01,6.4861918038e+01,7.1246106993e+00,9.0631699565e-03,8.2847743681e-14,3.5117023565e-02,4.2256123234e-02,6.5267916214e+06,3.4720767489e+06,1.0000000000e+02,9.6658216056e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.8811000000e+04,2.2443580190e+03,2.4136227050e+03,2.9176710000e+04,2.8710872009e+04,3.1049645691e+02,9.6813480557e-01,3.1759542900e-02,3.1759542900e-02,1.0000000000e-02,0.0000000000e+00,3.3403711109e+19,1.0249722513e+20,0.0000000000e+00,1.5988350086e+20,1.1638522602e+17,2.6065721792e+20,7.2560612536e+01,4.7831629985e-01,6.4987683003e+01,7.0538019546e+00,9.0517350309e-03,8.5367536995e-14,3.1759542900e-02,4.2272747396e-02,6.5259812786e+06,3.4720767489e+06,1.0000000000e+02,9.6415988357e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.9005000000e+04,2.2370166606e+03,2.4028867065e+03,2.8512390000e+04,2.8054094440e+04,3.1049654332e+02,9.6587536741e-01,2.8732934986e-02,2.8732934986e-02,1.0000000000e-02,0.0000000000e+00,3.3362550405e+19,1.0253741659e+20,0.0000000000e+00,1.5988295626e+20,1.1692872947e+17,2.6090002324e+20,7.2616089637e+01,4.8079073186e-01,6.5113399804e+01,6.9841241143e+00,9.0420519024e-03,8.7990660659e-14,2.8732934986e-02,4.2289047644e-02,6.5291305615e+06,3.4720767489e+06,1.0000000000e+02,9.6167234032e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.9316000000e+04,2.2255446409e+03,2.3860379663e+03,2.7855610000e+04,2.7057149197e+04,3.1049668184e+02,9.6213611441e-01,2.4509212932e-02,2.4509212932e-02,1.0000000000e-02,0.0000000000e+00,3.3291993216e+19,1.0260642071e+20,0.0000000000e+00,1.5988204234e+20,1.1784088061e+17,2.6129703049e+20,7.2707736914e+01,4.8491940519e-01,6.5313964953e+01,6.8753129885e+00,9.0303542637e-03,9.2402303235e-14,2.4509212932e-02,4.2314390163e-02,6.5278603743e+06,3.4720767489e+06,1.0000000000e+02,9.5756420726e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.9813000000e+04,2.2114096456e+03,2.3597279268e+03,2.6858650000e+04,2.5896019172e+04,3.1049690319e+02,9.5582477357e-01,1.9032480261e-02,1.9032480261e-02,1.0000000000e-02,0.0000000000e+00,3.3167211105e+19,1.0272872272e+20,0.0000000000e+00,1.5988046587e+20,1.1941449427e+17,2.6195596894e+20,7.2861997614e+01,4.9198666608e-01,6.5635295275e+01,6.7066625601e+00,9.0206326135e-03,1.0009183446e-13,1.9032480261e-02,4.2353401592e-02,6.5260374037e+06,3.4720767489e+06,1.0000000000e+02,9.5065237514e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.0608000000e+04,2.1823136300e+03,2.3189820005e+03,2.5697500000e+04,2.3667278466e+04,3.1049725727e+02,9.4485040230e-01,1.2717129465e-02,1.2717129465e-02,1.0000000000e-02,0.0000000000e+00,3.2936625991e+19,1.0295534475e+20,0.0000000000e+00,1.5987762634e+20,1.2224942645e+17,2.6307533941e+20,7.3128983074e+01,5.0458883336e-01,6.6154041726e+01,6.4486076310e+00,9.0277542562e-03,1.1431278760e-13,1.2717129465e-02,4.2412463419e-02,6.5226679413e+06,3.4720767489e+06,1.0000000000e+02,9.3868931193e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.1244000000e+04,2.1670444839e+03,2.2888724333e+03,2.3468710000e+04,2.2534615069e+04,3.1049754054e+02,9.3578449634e-01,9.3522072456e-03,9.3522072456e-03,1.0000000000e-02,0.0000000000e+00,3.2736090094e+19,1.0315271630e+20,0.0000000000e+00,1.5987518801e+20,1.2468399142e+17,2.6398150698e+20,7.3348586688e+01,5.1531986729e-01,6.6554501485e+01,6.2603619466e+00,9.0511823727e-03,1.2703943436e-13,9.3522072456e-03,4.2455044168e-02,6.5211231311e+06,3.4720767489e+06,1.0000000000e+02,9.2885008223e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.1753000000e+04,2.1525353068e+03,2.2658757999e+03,2.2336010000e+04,2.1526539739e+04,3.1049776724e+02,9.2823614312e-01,7.3541641888e-03,7.3541641888e-03,1.0000000000e-02,0.0000000000e+00,3.2563178982e+19,1.0332309722e+20,0.0000000000e+00,1.5987309274e+20,1.2677621034e+17,2.6472530866e+20,7.3530822749e+01,5.2448897230e-01,6.6871801500e+01,6.1180966638e+00,9.0814489771e-03,1.3836154369e-13,7.3541641888e-03,4.2486921858e-02,6.5192847800e+06,3.4720767489e+06,1.0000000000e+02,9.2068314929e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.2160000000e+04,2.1380971779e+03,2.2481456101e+03,2.1327900000e+04,2.0578261647e+04,3.1049794851e+02,9.2210593929e-01,6.0892349576e-03,6.0892349576e-03,1.0000000000e-02,0.0000000000e+00,3.2419748340e+19,1.0346450684e+20,0.0000000000e+00,1.5987134798e+20,1.2851848185e+17,2.6532523092e+20,7.3678745858e+01,5.3210037721e-01,6.7122256550e+01,6.0091886059e+00,9.1110895494e-03,1.4815939371e-13,6.0892349576e-03,4.2511133988e-02,6.5177406816e+06,3.4720767489e+06,1.0000000000e+02,9.1406452077e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.2486000000e+04,2.1242306938e+03,2.2345685678e+03,2.0379600000e+04,1.9743108726e+04,3.1049809371e+02,9.1719646765e-01,5.2589160850e-03,5.2589160850e-03,1.0000000000e-02,0.0000000000e+00,3.2302944464e+19,1.0357969336e+20,0.0000000000e+00,1.5986992190e+20,1.2994255797e+17,2.6580278675e+20,7.3797094549e+01,5.3830582956e-01,6.7318086611e+01,5.9263048888e+00,9.1383028293e-03,1.5639743714e-13,5.2589160850e-03,4.2529441612e-02,6.5159231351e+06,3.4720767489e+06,1.0000000000e+02,9.0877259112e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.2747000000e+04,2.1104083939e+03,2.2240446620e+03,1.9544420000e+04,1.8938505383e+04,3.1049820995e+02,9.1329013170e-01,4.6880808565e-03,4.6880808565e-03,1.0000000000e-02,0.0000000000e+00,3.2209031473e+19,1.0367231282e+20,0.0000000000e+00,1.5986876913e+20,1.3109370750e+17,2.6618174542e+20,7.3891288801e+01,5.4331494901e-01,6.7471813219e+01,5.8623110038e+00,9.1615485979e-03,1.6324489588e-13,4.6880808565e-03,4.2543503238e-02,6.5143880130e+06,3.4720767489e+06,1.0000000000e+02,9.0456713077e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.2961000000e+04,2.1016200710e+03,2.2158616282e+03,1.8739810000e+04,1.8443103851e+04,3.1049830526e+02,9.1013707152e-01,4.2841262110e-03,4.2841262110e-03,1.0000000000e-02,0.0000000000e+00,3.2132316608e+19,1.0374796802e+20,0.0000000000e+00,1.5986782580e+20,1.3203569667e+17,2.6648599416e+20,7.3967195840e+01,5.4740588500e-01,6.7593524128e+01,5.8127995399e+00,9.1821618127e-03,1.6891587356e-13,4.2841262110e-03,4.2554334315e-02,6.5134842145e+06,3.4720767489e+06,1.0000000000e+02,9.0117541741e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
