t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_melt(bar),fO2_solid(bar),thick_surf_bl(m),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),R_trans(m),R_solid(m),viscosity(Pa.s),phi(mass_frac),p_N2(bar),p_S2(bar),p_SO2(bar),p_H2S(bar),p_NH3(bar)
3.2530000000e+04,2.3261265681e+03,2.4354496412e+03,1.4271450000e+04,1.3386404233e+04,3.1050256715e+02,9.6930370348e-01,3.3460876616e-02,3.3460876616e-02,1.0000000000e-02,0.0000000000e+00,6.5873702091e+19,2.0695581189e+20,0.0000000000e+00,4.6898731870e+20,1.0118540190e+18,5.3214408964e+20,1.4782331666e+02,4.1052104818e+00,1.2946702889e+02,1.4139675444e+01,7.7940971053e-02,1.2410744953e-11,3.3460876616e-02,4.1732797913e-02,6.5500162401e+06,3.4719930453e+06,1.0000000000e+02,9.6544864158e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.3314000000e+04,2.3117390761e+03,2.4152246624e+03,1.3182930000e+04,1.2912280277e+04,3.1050291633e+02,9.6509526276e-01,2.7768438977e-02,2.7768438977e-02,1.0000000000e-02,0.0000000000e+00,6.5715806499e+19,2.0710976897e+20,0.0000000000e+00,4.6897839063e+20,1.0207628357e+18,5.3313028297e+20,1.4805061511e+02,4.1447463282e+00,1.2992102064e+02,1.3879296007e+01,7.7783703446e-02,1.3128151000e-11,2.7768438977e-02,4.1757998271e-02,6.5481226616e+06,3.4719930453e+06,1.0000000000e+02,9.6081471323e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.3942000000e+04,2.2975348870e+03,2.3995137041e+03,1.2708790000e+04,1.2498781644e+04,3.1050319603e+02,9.6159259267e-01,2.3971876138e-02,2.3971876138e-02,1.0000000000e-02,0.0000000000e+00,6.5578544610e+19,2.0724387943e+20,0.0000000000e+00,4.6897082710e+20,1.0283108366e+18,5.3393797534e+20,1.4823875803e+02,4.1779965584e+00,1.3028079811e+02,1.3678293617e+01,7.7697865730e-02,1.3737285500e-11,2.3971876138e-02,4.1777052742e-02,6.5462577498e+06,3.4719930453e+06,1.0000000000e+02,9.5696836100e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.4444000000e+04,2.2860265164e+03,2.3872439596e+03,1.2295280000e+04,1.2069493277e+04,3.1050341962e+02,9.5873300618e-01,2.1342683570e-02,2.1342683570e-02,1.0000000000e-02,0.0000000000e+00,6.5463462351e+19,2.0735644523e+20,0.0000000000e+00,4.6896456918e+20,1.0345562629e+18,5.3459126558e+20,1.4839195014e+02,4.2053862796e+00,1.3056557111e+02,1.3522000244e+01,7.7649826586e-02,1.4246343704e-11,2.1342683570e-02,4.1791638252e-02,6.5449896086e+06,3.4719930453e+06,1.0000000000e+02,9.5383417004e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.4846000000e+04,2.2784215995e+03,2.3777663568e+03,1.1865990000e+04,1.1771555402e+04,3.1050359866e+02,9.5642735631e-01,1.9495221267e-02,1.9495221267e-02,1.0000000000e-02,0.0000000000e+00,6.5368502873e+19,2.0744939103e+20,0.0000000000e+00,4.6895946647e+20,1.0396489253e+18,5.3511305614e+20,1.4851503127e+02,4.2276296481e+00,1.3078849181e+02,1.3401786422e+01,7.7628166629e-02,1.4662507681e-11,1.9495221267e-02,4.1802689989e-02,6.5441318565e+06,3.4719930453e+06,1.0000000000e+02,9.5131124476e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.5489000000e+04,2.2660692038e+03,2.3627972364e+03,1.1568040000e+04,1.1314248167e+04,3.1050388504e+02,9.5264899270e-01,1.6871797799e-02,1.6871797799e-02,1.0000000000e-02,0.0000000000e+00,6.5209847267e+19,2.0760482740e+20,0.0000000000e+00,4.6895100478e+20,1.0480944896e+18,5.3596214237e+20,1.4871633136e+02,4.2643951991e+00,1.3114484579e+02,1.3212603675e+01,7.7614899867e-02,1.5361243022e-11,1.6871797799e-02,4.1819820673e-02,6.5427822125e+06,3.4719930453e+06,1.0000000000e+02,9.4718440412e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.6518000000e+04,2.2520500583e+03,2.3397555032e+03,1.1110720000e+04,1.0900273412e+04,3.1050434334e+02,9.4644103147e-01,1.3458235695e-02,1.3458235695e-02,1.0000000000e-02,0.0000000000e+00,6.4940673397e+19,2.0786885362e+20,0.0000000000e+00,4.6893681631e+20,1.0622569668e+18,5.3734036273e+20,1.4904583475e+02,4.3257027075e+00,1.3170557701e+02,1.2923439044e+01,7.7657748396e-02,1.6550575955e-11,1.3458235695e-02,4.1845274823e-02,6.5409067871e+06,3.4719930453e+06,1.0000000000e+02,9.4041984929e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.8164000000e+04,2.2161218621e+03,2.3038771171e+03,1.0696720000e+04,9.8813448969e+03,3.1050507645e+02,9.3584510587e-01,9.3792803370e-03,9.3792803370e-03,1.0000000000e-02,0.0000000000e+00,6.4461869387e+19,2.0833943252e+20,0.0000000000e+00,4.6891180023e+20,1.0872310181e+18,5.3965861019e+20,1.4960623406e+02,4.4330355961e+00,1.3260815811e+02,1.2477784896e+01,7.7876178970e-02,1.8721651811e-11,9.3792803370e-03,4.1882661687e-02,6.5367828954e+06,3.4719930453e+06,1.0000000000e+02,9.2891578606e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.9481000000e+04,2.1942118624e+03,2.2777308428e+03,9.6777560000e+03,9.1880210804e+03,3.1050566302e+02,9.2735262626e-01,7.1573089480e-03,7.1573089480e-03,1.0000000000e-02,0.0000000000e+00,6.4063024853e+19,2.0873171206e+20,0.0000000000e+00,4.6889101166e+20,1.1079853247e+18,5.4149188654e+20,1.5005400802e+02,4.5216361254e+00,1.3329036045e+02,1.2156688392e+01,7.8165748011e-02,2.0602632528e-11,7.1573089480e-03,4.1907995850e-02,6.5344407524e+06,3.4719930453e+06,1.0000000000e+02,9.1972902743e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.0534000000e+04,2.1796225255e+03,2.2582406254e+03,8.9844030000e+03,8.8832856414e+03,3.1050613201e+02,9.2059200664e-01,5.8267748769e-03,5.8267748769e-03,1.0000000000e-02,0.0000000000e+00,6.3737387207e+19,2.0905210830e+20,0.0000000000e+00,4.6887398099e+20,1.1249881731e+18,5.4294073594e+20,1.5041024149e+02,4.5939114019e+00,1.3381272378e+02,1.1919322232e+01,7.8457303180e-02,2.2201787813e-11,5.8267748769e-03,4.1925758103e-02,6.5325976750e+06,3.4719930453e+06,1.0000000000e+02,9.1243222771e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.1377000000e+04,2.1648484000e+03,2.2431154074e+03,8.6796440000e+03,8.4552167414e+03,3.1050650747e+02,9.1509996954e-01,4.9547923622e-03,4.9547923622e-03,1.0000000000e-02,0.0000000000e+00,6.3468330116e+19,2.0931697395e+20,0.0000000000e+00,4.6885983040e+20,1.1391162053e+18,5.4411314999e+20,1.5069977731e+02,4.6537969766e+00,1.3422604509e+02,1.1736252469e+01,7.8727978697e-02,2.3574943513e-11,4.9547923622e-03,4.1938863475e-02,6.5310165063e+06,3.4719930453e+06,1.0000000000e+02,9.0651522033e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.2051000000e+04,2.1540859933e+03,2.2316164759e+03,8.2515550000e+03,8.3051694346e+03,3.1050680766e+02,9.1076014072e-01,4.3737459785e-03,4.3737459785e-03,1.0000000000e-02,0.0000000000e+00,6.3252797752e+19,2.0952915842e+20,0.0000000000e+00,4.6884843936e+20,1.1504890313e+18,5.4503665732e+20,1.5092864218e+02,4.7018939756e+00,1.3454561715e+02,1.1597792786e+01,7.8964518929e-02,2.4707515909e-11,4.3737459785e-03,4.1948378852e-02,6.5296025099e+06,3.4719930453e+06,1.0000000000e+02,9.0184489137e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.3130000000e+04,2.1392166416e+03,2.2134856965e+03,8.1014920000e+03,7.8870787129e+03,3.1050728823e+02,9.0364466328e-01,3.5832576717e-03,3.5832576717e-03,1.0000000000e-02,0.0000000000e+00,6.2894661817e+19,2.0988193926e+20,0.0000000000e+00,4.6882936698e+20,1.1695320010e+18,5.4654732414e+20,1.5130430315e+02,4.7822491197e+00,1.3505839519e+02,1.1380686052e+01,7.9389529494e-02,2.6664220351e-11,3.5832576717e-03,4.1962595338e-02,6.5280409873e+06,3.4719930453e+06,1.0000000000e+02,8.9419965996e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.3993000000e+04,2.1268537330e+03,2.1996785062e+03,7.6833770000e+03,7.5558624562e+03,3.1050767260e+02,8.9802399528e-01,3.0716528572e-03,3.0716528572e-03,1.0000000000e-02,0.0000000000e+00,6.2607902284e+19,2.1016442014e+20,0.0000000000e+00,4.6881394079e+20,1.1849343532e+18,5.4773955959e+20,1.5160170778e+02,4.8471072526e+00,1.3545550870e+02,1.1216266707e+01,7.9753464485e-02,2.8307611523e-11,3.0716528572e-03,4.1972783283e-02,6.5267536921e+06,3.4719930453e+06,1.0000000000e+02,8.8816773748e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.4683000000e+04,2.1178292249e+03,2.1891124475e+03,7.3521400000e+03,7.3202441008e+03,3.1050797991e+02,8.9358924214e-01,2.7264180186e-03,2.7264180186e-03,1.0000000000e-02,0.0000000000e+00,6.2379244403e+19,2.1038965991e+20,0.0000000000e+00,4.6880153819e+20,1.1973176803e+18,5.4867944122e+20,1.5183674201e+02,4.8991658916e+00,1.3576376930e+02,1.1091021174e+01,8.0059219464e-02,2.9666787793e-11,2.7264180186e-03,4.1980164904e-02,6.5258275076e+06,3.4719930453e+06,1.0000000000e+02,8.8341291879e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.5235000000e+04,2.1103075147e+03,2.1810137851e+03,7.1165060000e+03,7.2680355372e+03,3.1050822576e+02,8.9006515153e-01,2.4863180015e-03,2.4863180015e-03,1.0000000000e-02,0.0000000000e+00,6.2195611712e+19,2.1057055992e+20,0.0000000000e+00,4.6879152455e+20,1.2073157690e+18,5.4942475569e+20,1.5202362652e+02,4.9411210553e+00,1.3600421669e+02,1.0995483161e+01,8.0319297660e-02,3.0780825395e-11,2.4863180015e-03,4.1985488433e-02,6.5247407417e+06,3.4719930453e+06,1.0000000000e+02,8.7963559492e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.6118000000e+04,2.0993493340e+03,2.1683291554e+03,7.0642830000e+03,6.9937205870e+03,3.1050861904e+02,8.8419926241e-01,2.1490052099e-03,2.1490052099e-03,1.0000000000e-02,0.0000000000e+00,6.1886017747e+19,2.1087578535e+20,0.0000000000e+00,4.6877455681e+20,1.2242584634e+18,5.5065790842e+20,1.5233411933e+02,5.0120238903e+00,1.3639218177e+02,1.0846968363e+01,8.0796302163e-02,3.2683354195e-11,2.1490052099e-03,4.1993009754e-02,6.5236263428e+06,3.4719930453e+06,1.0000000000e+02,8.7335991774e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7531000000e+04,2.0844127501e+03,2.1479893870e+03,6.7899480000e+03,6.7592316840e+03,3.1050924837e+02,8.7452789618e-01,1.6947728801e-03,1.6947728801e-03,1.0000000000e-02,0.0000000000e+00,6.1369965002e+19,2.1138485276e+20,0.0000000000e+00,4.6874577421e+20,1.2530005056e+18,5.5269706838e+20,1.5284860636e+02,5.1321224890e+00,1.3702312500e+02,1.0610039613e+01,8.1624486043e-02,3.6079551003e-11,1.6947728801e-03,4.2003983507e-02,6.5218539790e+06,3.4719930453e+06,1.0000000000e+02,8.6302753005e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.9792000000e+04,2.0546273580e+03,2.1159841211e+03,6.5554240000e+03,6.2102129990e+03,3.1051025538e+02,8.5822462408e-01,1.1554007251e-03,1.1554007251e-03,1.0000000000e-02,0.0000000000e+00,6.0480633713e+19,2.1226301897e+20,0.0000000000e+00,4.6869474356e+20,1.3039649720e+18,5.5614650822e+20,1.5372286780e+02,5.3443672296e+00,1.3805280925e+02,1.0241347732e+01,8.3188195768e-02,4.2544920752e-11,1.1554007251e-03,4.2017491075e-02,6.5185736188e+06,3.4719930453e+06,1.0000000001e+02,8.4562483160e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.1601000000e+04,2.0316099610e+03,2.0925167556e+03,6.0063460000e+03,5.8571910448e+03,3.1051106108e+02,8.4542704462e-01,8.6581039387e-04,8.6581039387e-04,1.0000000000e-02,0.0000000000e+00,5.9766876723e+19,2.1296786194e+20,0.0000000000e+00,4.6865234009e+20,1.3463136860e+18,5.5886974835e+20,1.5441585500e+02,5.5201626791e+00,1.3883616296e+02,9.9741085906e+00,8.4554960923e-02,4.8372632224e-11,8.6581039387e-04,4.2024180402e-02,6.5159942207e+06,3.4719930453e+06,1.0000000369e+02,8.3197570104e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.3048000000e+04,2.0168436252e+03,2.0748316227e+03,5.6532790000e+03,5.5289405729e+03,3.1051170556e+02,8.3539930248e-01,6.9353429408e-04,6.9353429408e-04,1.0000000000e-02,0.0000000000e+00,5.9199062829e+19,2.1352855766e+20,0.0000000000e+00,4.6861758143e+20,1.3810273448e+18,5.6101897882e+20,1.5496393513e+02,5.6639742133e+00,1.3943936154e+02,9.7742055073e+00,8.5700339169e-02,5.3495174653e-11,6.9353429408e-04,4.2027422880e-02,6.5145607593e+06,3.4719930453e+06,1.0000038311e+02,8.2128470564e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.4206000000e+04,2.0043060226e+03,2.0619277486e+03,5.3249920000e+03,5.4152415932e+03,3.1051222131e+02,8.2767625883e-01,5.8840610297e-04,5.8840610297e-04,1.0000000000e-02,0.0000000000e+00,5.8755626978e+19,2.1396630276e+20,0.0000000000e+00,4.6858982222e+20,1.4087497477e+18,5.6267925267e+20,1.5538843736e+02,5.7785686652e+00,1.3989306478e+02,9.6295677340e+00,8.6647769667e-02,5.7761340095e-11,5.8840610297e-04,4.2028313797e-02,6.5130639339e+06,3.4719930453e+06,1.0001171177e+02,8.1305233812e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.5132000000e+04,1.9942361663e+03,2.0505548132e+03,5.2112640000e+03,5.2131922115e+03,3.1051263374e+02,8.2149530494e-01,5.0780274974e-04,5.0780274974e-04,1.0000000000e-02,0.0000000000e+00,5.8402055262e+19,2.1431532826e+20,0.0000000000e+00,4.6856705039e+20,1.4314916510e+18,5.6403538505e+20,1.5573349421e+02,5.8727975782e+00,1.4027261802e+02,9.5002171997e+00,8.7353603695e-02,6.1648380888e-11,5.0780274974e-04,4.2030081407e-02,6.5120902403e+06,3.4719930453e+06,1.0023314072e+02,8.0646406489e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.5873000000e+04,1.9874039977e+03,2.0430651983e+03,5.0091930000e+03,5.0733615380e+03,3.1051296377e+02,8.1671857009e-01,4.5873090102e-04,4.5873090102e-04,1.0000000000e-02,0.0000000000e+00,5.8124059896e+19,2.1458968815e+20,0.0000000000e+00,4.6854900582e+20,1.4495119404e+18,5.6507371950e+20,1.5599923902e+02,5.9471718574e+00,1.4055040518e+02,9.4132322649e+00,8.7970986084e-02,6.4676618585e-11,4.5873090102e-04,4.2029820101e-02,6.5114462667e+06,3.4719930453e+06,1.0151094981e+02,8.0137458891e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.7058000000e+04,1.9730895920e+03,2.0297254725e+03,4.8693450000e+03,4.9472462416e+03,3.1051349155e+02,8.0910766766e-01,3.7439004726e-04,3.7439004726e-04,1.0000000000e-02,0.0000000000e+00,5.7688177432e+19,2.1501975946e+20,0.0000000000e+00,4.6851970948e+20,1.4787690181e+18,5.6678593947e+20,1.5643289792e+02,6.0686219237e+00,1.4103749260e+02,9.2376263402e+00,8.8782663570e-02,7.0459295202e-11,3.7439004726e-04,4.2032877541e-02,6.5097441728e+06,3.4719930453e+06,1.1439038968e+02,7.9326558846e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.8954000000e+04,1.9596488537e+03,2.0169304318e+03,4.7432010000e+03,4.6709830034e+03,3.1051433600e+02,7.9705540009e-01,3.0194876723e-04,3.0194876723e-04,1.0000000000e-02,0.0000000000e+00,5.6964842422e+19,2.1573380679e+20,0.0000000000e+00,4.6847090350e+20,1.5275111326e+18,5.6939875098e+20,1.5710702728e+02,6.2685857973e+00,1.4168327743e+02,9.0642124460e+00,9.0649661826e-02,7.8952449086e-11,3.0194876723e-04,4.2025442615e-02,6.5084689094e+06,3.4719930453e+06,1.4116464515e+02,7.8042940751e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.0471000000e+04,1.9536707664e+03,2.0105337245e+03,4.4668960000e+03,4.5341937742e+03,3.1051501165e+02,7.8786007994e-01,2.7533097878e-04,2.7533097878e-04,1.0000000000e-02,0.0000000000e+00,5.6390950013e+19,2.1630027519e+20,0.0000000000e+00,4.6843163469e+20,1.5667273744e+18,5.7133332334e+20,1.5761434263e+02,6.4278641297e+00,1.4209428541e+02,8.9994247419e+00,9.2493016105e-02,8.4863949446e-11,2.7533097878e-04,4.2011648907e-02,6.5080582257e+06,3.4719930453e+06,1.4894453641e+02,7.7063488250e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.1685000000e+04,1.9482012632e+03,2.0056280578e+03,4.3300750000e+03,4.5325578653e+03,3.1051555234e+02,7.8071324383e-01,2.5721645973e-04,2.5721645973e-04,1.0000000000e-02,0.0000000000e+00,5.5942023184e+19,2.1674326333e+20,0.0000000000e+00,4.6840007921e+20,1.5982398382e+18,5.7284503350e+20,1.5801101022e+02,6.5556687005e+00,1.4240842814e+02,8.9526678286e+00,9.3988338010e-02,8.9726179739e-11,2.5721645973e-04,4.1999978647e-02,6.5073580082e+06,3.4719930453e+06,1.5436112035e+02,7.6303463524e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.3627000000e+04,1.9421665025e+03,1.9977462812e+03,4.3284120000e+03,4.3812823796e+03,3.1051641728e+02,7.6925044872e-01,2.3033434946e-04,2.3033434946e-04,1.0000000000e-02,0.0000000000e+00,5.5218419998e+19,2.1745737143e+20,0.0000000000e+00,4.6834751051e+20,1.6507385200e+18,5.7529561655e+20,1.5865351845e+02,6.7683898464e+00,1.4291144328e+02,8.8769883209e+00,9.6466668152e-02,9.8211054880e-11,2.3033434946e-04,4.1980243493e-02,6.5069424534e+06,3.4719930453e+06,1.6406875106e+02,7.5086407171e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.6734000000e+04,1.9303114903e+03,1.9855464182e+03,4.1770980000e+03,4.1284208259e+03,3.1051780109e+02,7.5148955492e-01,1.9373297808e-04,1.9373297808e-04,1.0000000000e-02,0.0000000000e+00,5.4087782971e+19,2.1857282431e+20,0.0000000000e+00,4.6826093559e+20,1.7371981722e+18,5.7915739030e+20,1.5966479443e+02,7.1181574343e+00,1.4368696283e+02,8.7589601463e+00,1.0052028356e-01,1.1322958634e-10,1.9373297808e-04,4.1946918651e-02,6.5060409354e+06,3.4719930453e+06,1.8323935655e+02,7.3204861724e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7.1706000000e+04,1.9129169735e+03,1.9671658290e+03,3.9241730000e+03,3.9597969162e+03,3.1052001555e+02,7.2464213720e-01,1.4862781237e-04,1.4862781237e-04,1.0000000000e-02,0.0000000000e+00,5.2356196545e+19,2.2028013399e+20,0.0000000000e+00,4.6811692539e+20,1.8810154308e+18,5.8515356799e+20,1.6123199499e+02,7.6983854675e+00,1.4484641082e+02,8.5798520750e+00,1.0719800190e-01,1.4114086621e-10,1.4862781237e-04,4.1889462579e-02,6.5043022425e+06,3.4719930453e+06,2.2691617612e+02,7.0370446744e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7.5683000000e+04,1.9002062361e+03,1.9530569571e+03,3.7554510000e+03,3.7029625772e+03,3.1052178684e+02,7.0395783361e-01,1.2083856116e-04,1.2083856116e-04,1.0000000000e-02,0.0000000000e+00,5.1003380586e+19,2.2161356263e+20,0.0000000000e+00,4.6799374685e+20,2.0040284107e+18,5.8991636221e+20,1.6247405359e+02,8.1931188419e+00,1.4572664646e+02,8.4413171401e+00,1.1285030793e-01,1.6800854970e-10,1.2083856116e-04,4.1838703122e-02,6.5033870828e+06,3.4719930453e+06,2.8075126568e+02,6.8194792735e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7.8865000000e+04,1.8898812698e+03,1.9425244764e+03,3.4985440000e+03,3.6811051464e+03,3.1052320405e+02,6.8847183801e-01,1.0332503806e-04,1.0332503806e-04,1.0000000000e-02,0.0000000000e+00,4.9979620456e+19,2.2262182742e+20,0.0000000000e+00,4.6789364217e+20,2.1039929682e+18,5.9356996575e+20,1.6342505203e+02,8.5940998069e+00,1.4637620129e+02,8.3372416110e+00,1.1740600257e-01,1.9193473996e-10,1.0332503806e-04,4.1796577503e-02,6.5022331542e+06,3.5794929096e+06,3.4061532287e+02,6.6570640911e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8.1410000000e+04,1.8823111758e+03,1.9341405744e+03,3.4766270000e+03,3.5320244679e+03,3.1052433756e+02,6.7611685532e-01,9.1100854584e-05,9.1100854584e-05,1.0000000000e-02,0.0000000000e+00,4.9156128681e+19,2.2343293878e+20,0.0000000000e+00,4.6780844209e+20,2.1890760453e+18,5.9654421339e+20,1.6419802912e+02,8.9346447800e+00,1.4688804360e+02,8.2539911829e+00,1.2125845222e-01,2.1381004106e-10,9.1100854584e-05,4.1760212433e-02,6.5017220270e+06,3.7733688116e+06,4.0722476478e+02,6.5277753534e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8.3446000000e+04,1.8764979116e+03,1.9277211288e+03,3.3275030000e+03,3.4204389420e+03,3.1052524436e+02,6.6663836087e-01,8.2663797227e-05,8.2663797227e-05,1.0000000000e-02,0.0000000000e+00,4.8520201611e+19,2.2405896804e+20,0.0000000000e+00,4.6773960777e+20,2.2578133946e+18,5.9886298661e+20,1.6479987216e+02,9.2092679865e+00,1.4727618466e+02,8.1899820859e+00,1.2435476477e-01,2.3251313676e-10,8.2663797227e-05,4.1730536958e-02,6.5013413370e+06,3.9160258068e+06,4.7481371256e+02,6.4287625087e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8.6704000000e+04,1.8672646090e+03,1.9178188754e+03,3.2158830000e+03,3.3252595305e+03,3.1052669543e+02,6.5197804184e-01,7.1060553257e-05,7.1060553257e-05,1.0000000000e-02,0.0000000000e+00,4.7529392021e+19,2.2503394715e+20,0.0000000000e+00,4.6762672888e+20,2.3705327607e+18,6.0251702749e+20,1.6574685964e+02,9.6586489384e+00,1.4786794671e+02,8.0907897904e+00,1.2940313208e-01,2.6520322821e-10,7.1060553257e-05,4.1681379498e-02,6.5005526090e+06,4.1211605488e+06,6.2140702083e+02,6.2759131802e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8.9310000000e+04,1.8600140048e+03,1.9102646875e+03,3.1206480000e+03,3.2721085698e+03,3.1052785610e+02,6.4073480135e-01,6.3246711865e-05,6.3246711865e-05,1.0000000000e-02,0.0000000000e+00,4.6763156288e+19,2.2578753194e+20,0.0000000000e+00,4.6753442305e+20,2.4627053239e+18,6.0537903382e+20,1.6648734902e+02,1.0025223072e+01,1.4831378338e+02,8.0147717329e+00,1.3350758751e-01,2.9380471355e-10,6.3246711865e-05,4.1640771887e-02,6.4998769364e+06,4.2713269653e+06,7.8576632493e+02,6.1588887638e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
9.3480000000e+04,1.8599197738e+03,1.9098590025e+03,3.0674550000e+03,3.2045741373e+03,3.1052971335e+02,6.3161095058e-01,6.2850567650e-05,6.2850567650e-05,1.0000000000e-02,0.0000000000e+00,4.6030387222e+19,2.2650007255e+20,0.0000000000e+00,4.6744326771e+20,2.5536400293e+18,6.0795072622e+20,1.6716141584e+02,1.0383371685e+01,1.4861413360e+02,8.0256154480e+00,1.3823225590e-01,3.1623522018e-10,6.2850567650e-05,4.1592406313e-02,6.5002041075e+06,4.2713269653e+06,7.9635408390e+02,6.0505589951e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.0015200000e+05,1.8524370459e+03,1.9016244333e+03,2.9998830000e+03,3.0568414376e+03,3.1053268496e+02,6.0956251972e-01,5.5291405964e-05,5.5291405964e-05,1.0000000000e-02,0.0000000000e+00,4.4386963359e+19,2.2811113634e+20,0.0000000000e+00,4.6722032923e+20,2.7762136722e+18,6.1407846188e+20,1.6875140892e+02,1.1259916437e+01,1.4938483452e+02,7.9576880680e+00,1.4891460596e-01,3.8421987072e-10,5.5291405964e-05,4.1483943543e-02,6.5028388196e+06,4.4243712301e+06,1.0644983225e+03,5.8075096225e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.1082700000e+05,1.8444358591e+03,1.8927428710e+03,2.8520620000e+03,2.8955298181e+03,3.1053743944e+02,5.7792389345e-01,4.8091117871e-05,4.8091117871e-05,1.0000000000e-02,0.0000000000e+00,4.1959548963e+19,2.3048684026e+20,0.0000000000e+00,4.6684285939e+20,3.1530541658e+18,6.2341889845e+20,1.7116654006e+02,1.2732082414e+01,1.5037494882e+02,7.8922791213e+00,1.6718161367e-01,5.0956583667e-10,4.8091117871e-05,4.1297643920e-02,6.5028535549e+06,4.5801793091e+06,1.5194572290e+03,5.4570356451e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
