t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_melt(bar),fO2_solid(bar),thick_surf_bl(m),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),R_trans(m),R_solid(m),viscosity(Pa.s),phi(mass_frac),p_N2(bar),p_S2(bar),p_SO2(bar),p_H2S(bar),p_NH3(bar)
1.3256000000e+04,2.9070175735e+03,3.3331668306e+03,7.6958510000e+04,7.4628423749e+04,3.1049398280e+02,1.0000000000e+00,1.3354312488e+01,1.3354312488e+01,1.0000000000e-02,0.0000000000e+00,6.2254471813e+19,2.1067378778e+20,0.0000000000e+00,4.6899598277e+20,1.0036535543e+18,5.4256069502e+20,1.5602634759e+02,3.8265714499e+00,1.1231522396e+02,2.6419082096e+01,1.1115759160e-01,3.7783647836e-12,1.3354312488e+01,3.9605342773e-02,6.6196913049e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.3706000000e+04,2.9061057485e+03,3.2927871011e+03,7.4424910000e+04,7.5196018985e+04,3.1049418323e+02,1.0000000000e+00,1.0975602081e+01,1.0975602081e+01,1.0000000000e-02,0.0000000000e+00,6.2609775320e+19,2.1031613307e+20,0.0000000000e+00,4.6900098623e+20,9.9863889557e+17,5.3792330769e+20,1.5404656067e+02,3.8266530975e+00,1.1322208239e+02,2.5912825951e+01,1.0939715482e-01,3.8978007323e-12,1.0975602081e+01,3.9787250839e-02,6.6215276210e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.4426000000e+04,2.8551569275e+03,3.2278375125e+03,7.4992510000e+04,6.3847399025e+04,3.1049450390e+02,1.0000000000e+00,7.9132423213e+00,7.9132423213e+00,1.0000000000e-02,0.0000000000e+00,6.3144720578e+19,2.0977742165e+20,0.0000000000e+00,4.6900819514e+20,9.9141210219e+17,5.3219030087e+20,1.5154027028e+02,3.8267707357e+00,1.1462124157e+02,2.5072451615e+01,1.0656403480e-01,4.1059290018e-12,7.9132423213e+00,4.0049626464e-02,6.6151336767e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.5002000000e+04,2.8542617998e+03,3.1838835712e+03,6.3643900000e+04,6.4259652284e+04,3.1049476044e+02,1.0000000000e+00,6.2885915116e+00,6.2885915116e+00,1.0000000000e-02,0.0000000000e+00,6.3483202055e+19,2.0943593856e+20,0.0000000000e+00,4.6901254793e+20,9.8704512766e+17,5.2931312402e+20,1.5023766556e+02,3.8268417673e+00,1.1552954996e+02,2.4488035446e+01,1.0464687095e-01,4.2594513461e-12,6.2885915116e+00,4.0207936974e-02,6.6173373363e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.5463000000e+04,2.8346069741e+03,3.1486657390e+03,6.4056170000e+04,6.0351891238e+04,3.1049496577e+02,1.0000000000e+00,5.2045144048e+00,5.2045144048e+00,1.0000000000e-02,0.0000000000e+00,6.3742115492e+19,2.0917461982e+20,0.0000000000e+00,4.6901576755e+20,9.8381416911e+17,5.2749191198e+20,1.4938373961e+02,3.8268943076e+00,1.1623714572e+02,2.4012073817e+01,1.0311136388e-01,4.3907986434e-12,5.2045144048e+00,4.0324768113e-02,6.6147360443e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.5832000000e+04,2.8191886022e+03,3.1222233667e+03,6.0148410000e+04,5.7578552853e+04,3.1049513011e+02,1.0000000000e+00,4.5015626709e+00,4.5015626709e+00,1.0000000000e-02,0.0000000000e+00,6.3929874483e+19,2.0898493852e+20,0.0000000000e+00,4.6901804295e+20,9.8152972772e+17,5.2636987093e+20,1.4883876910e+02,3.8269314396e+00,1.1675748515e+02,2.3650830651e+01,1.0195918833e-01,4.4947372106e-12,4.5015626709e+00,4.0407153373e-02,6.6131225738e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.6127000000e+04,2.8091009958e+03,3.1021171846e+03,5.7375080000e+04,5.5768729611e+04,3.1049526150e+02,1.0000000000e+00,4.0241389275e+00,4.0241389275e+00,1.0000000000e-02,0.0000000000e+00,6.4069094284e+19,2.0884418335e+20,0.0000000000e+00,4.6901969832e+20,9.7986715543e+17,5.2564239418e+20,1.4847364758e+02,3.8269584533e+00,1.1714729157e+02,2.3374175019e+01,1.0108360857e-01,4.5770446209e-12,4.0241389275e+00,4.0466971509e-02,6.6123335238e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.6363000000e+04,2.7960101476e+03,3.0865434165e+03,5.5565260000e+04,5.3469610791e+04,3.1049536661e+02,1.0000000000e+00,3.6854727321e+00,3.6854727321e+00,1.0000000000e-02,0.0000000000e+00,6.4174938008e+19,2.0873711189e+20,0.0000000000e+00,4.6902093901e+20,9.7862070380e+17,5.2514727337e+20,1.4821762607e+02,3.8269787001e+00,1.1744593743e+02,2.3158831432e+01,1.0040577707e-01,4.6428463743e-12,3.6854727321e+00,4.0511730451e-02,6.6101671204e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.6552000000e+04,2.7863644770e+03,3.0746272815e+03,5.3266150000e+04,5.1877068187e+04,3.1049545079e+02,1.0000000000e+00,3.4435163306e+00,3.4435163306e+00,1.0000000000e-02,0.0000000000e+00,6.4254796570e+19,2.0865627132e+20,0.0000000000e+00,4.6902186503e+20,9.7769007217e+17,5.2480602534e+20,1.4803646908e+02,3.8269938120e+00,1.1767258404e+02,2.2993487519e+01,9.9887372520e-02,4.6944523153e-12,3.4435163306e+00,4.0545095757e-02,6.6086254842e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.6734000000e+04,2.7734096552e+03,3.0633879155e+03,5.1673610000e+04,4.9813584621e+04,3.1049553185e+02,1.0000000000e+00,3.2282032849e+00,3.2282032849e+00,1.0000000000e-02,0.0000000000e+00,6.4329265478e+19,2.0858085759e+20,0.0000000000e+00,4.6902272091e+20,9.7682977172e+17,5.2451239226e+20,1.4787666374e+02,3.8270077790e+00,1.1788495579e+02,2.2837098319e+01,9.9398574573e-02,4.7441647031e-12,3.2282032849e+00,4.0575897139e-02,6.6066282240e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.6918000000e+04,2.7729524467e+03,3.0526487234e+03,4.9610130000e+04,4.9823110624e+04,3.1049561380e+02,1.0000000000e+00,3.0336673978e+00,3.0336673978e+00,1.0000000000e-02,0.0000000000e+00,6.4399645790e+19,2.0850952315e+20,0.0000000000e+00,4.6902352303e+20,9.7602318380e+17,5.2425618485e+20,1.4773353276e+02,3.8270208689e+00,1.1808658238e+02,2.2687330306e+01,9.8931800070e-02,4.7926213443e-12,3.0336673978e+00,4.0604736859e-02,6.6075825044e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.7212000000e+04,2.7728968923e+03,3.0353362528e+03,4.9619660000e+04,4.9845959761e+04,3.1049574475e+02,1.0000000000e+00,2.7417175529e+00,2.7417175529e+00,1.0000000000e-02,0.0000000000e+00,6.4511638234e+19,2.0839600536e+20,0.0000000000e+00,4.6902478634e+20,9.7475273342e+17,5.2389050730e+20,1.4752133796e+02,3.8270414850e+00,1.1840922422e+02,2.2445175067e+01,9.8179633562e-02,4.8728045482e-12,2.7417175529e+00,4.0650083282e-02,6.6075345615e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.7683000000e+04,2.7438222135e+03,3.0077779878e+03,4.9642510000e+04,4.5398705827e+04,3.1049595452e+02,1.0000000000e+00,2.3279851741e+00,2.3279851741e+00,1.0000000000e-02,0.0000000000e+00,6.4686310830e+19,2.0821888915e+20,0.0000000000e+00,4.6902672557e+20,9.7280207099e+17,5.2341943523e+20,1.4722709779e+02,3.8270731317e+00,1.1891685962e+02,2.2058196285e+01,9.6983585940e-02,5.0059237762e-12,2.3279851741e+00,4.0719511954e-02,6.6029806844e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.8436000000e+04,2.7234884462e+03,2.9676670609e+03,4.5195260000e+04,4.2634888061e+04,3.1049628990e+02,1.0000000000e+00,1.8244070338e+00,1.8244070338e+00,1.0000000000e-02,0.0000000000e+00,6.4933243287e+19,2.0796806004e+20,0.0000000000e+00,4.6902940514e+20,9.7010429592e+17,5.2294714956e+20,1.4688260582e+02,3.8271168603e+00,1.1964366078e+02,2.1492175512e+01,9.5245631973e-02,5.2126569032e-12,1.8244070338e+00,4.0815119666e-02,6.6004268244e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.9039000000e+04,2.7027521865e+03,2.9376378500e+03,4.2431450000e+04,3.9856908236e+04,3.1049655847e+02,1.0000000000e+00,1.5132649558e+00,1.5132649558e+00,1.0000000000e-02,0.0000000000e+00,6.5112985683e+19,2.0778520166e+20,0.0000000000e+00,4.6903131337e+20,9.6818153461e+17,5.2273549394e+20,1.4668048614e+02,3.8271480013e+00,1.2017932150e+02,2.1066804666e+01,9.3947013495e-02,5.3784026832e-12,1.5132649558e+00,4.0882961258e-02,6.5977143890e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.9521000000e+04,2.6889807260e+03,2.9151965482e+03,3.9653480000e+04,3.8185677538e+04,3.1049677314e+02,1.0000000000e+00,1.3125192083e+00,1.3125192083e+00,1.0000000000e-02,0.0000000000e+00,6.5244691938e+19,2.0765100852e+20,0.0000000000e+00,4.6903269070e+20,9.6679261616e+17,5.2264536487e+20,1.4655623849e+02,3.8271704785e+00,1.2057530669e+02,2.0748264072e+01,9.2978043190e-02,5.5089268575e-12,1.3125192083e+00,4.0931812036e-02,6.5957479567e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.9907000000e+04,2.6794203335e+03,2.8980803202e+03,3.7982250000e+04,3.7131531215e+04,3.1049694506e+02,1.0000000000e+00,1.1757494304e+00,1.1757494304e+00,1.0000000000e-02,0.0000000000e+00,6.5343720570e+19,2.0754999052e+20,0.0000000000e+00,4.6903371541e+20,9.6575864117e+17,5.2261141053e+20,1.4647521189e+02,3.8271872012e+00,1.2087494804e+02,2.0505087155e+01,9.2240064176e-02,5.6125329110e-12,1.1757494304e+00,4.0968096082e-02,6.5939139840e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.0216000000e+04,2.6658973423e+03,2.8847024959e+03,3.6928110000e+04,3.5658211044e+04,3.1049708268e+02,1.0000000000e+00,1.0778245614e+00,1.0778245614e+00,1.0000000000e-02,0.0000000000e+00,6.5420344750e+19,2.0747177543e+20,0.0000000000e+00,4.6903450227e+20,9.6496437508e+17,5.2260403496e+20,1.4641943361e+02,3.8272000424e+00,1.2110789715e+02,2.0314848196e+01,9.1663665307e-02,5.6961108563e-12,1.0778245614e+00,4.0995921612e-02,6.5921233546e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.0463000000e+04,2.6529068589e+03,2.8744794817e+03,3.5454790000e+04,3.4240763315e+04,3.1049719269e+02,1.0000000000e+00,1.0079938556e+00,1.0079938556e+00,1.0000000000e-02,0.0000000000e+00,6.5478414494e+19,2.0741243525e+20,0.0000000000e+00,4.6903509518e+20,9.6436555430e+17,5.2260889326e+20,1.4638098159e+02,3.8272097184e+00,1.2128507847e+02,2.0169475836e+01,9.1223710793e-02,5.7615343424e-12,1.0079938556e+00,4.1016873931e-02,6.5903090472e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.0665000000e+04,2.6523709331e+03,2.8664483092e+03,3.4037350000e+04,3.4207900846e+04,3.1049728266e+02,1.0000000000e+00,9.5599724214e-01,9.5599724214e-01,1.0000000000e-02,0.0000000000e+00,6.5523760618e+19,2.0736605119e+20,0.0000000000e+00,4.6903555620e+20,9.6389971708e+17,5.2261872373e+20,1.4635315965e+02,3.8272172419e+00,1.2142382010e+02,2.0055246777e+01,9.0878292620e-02,5.8139194130e-12,9.5599724214e-01,4.1033158046e-02,6.5907590239e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.0988000000e+04,2.6521632968e+03,2.8535728668e+03,3.4004490000e+04,3.4186043093e+04,3.1049742652e+02,1.0000000000e+00,8.7759570998e-01,8.7759570998e-01,1.0000000000e-02,0.0000000000e+00,6.5596013818e+19,2.0729213791e+20,0.0000000000e+00,4.6903628746e+20,9.6316073587e+17,5.2264508343e+20,1.4631273262e+02,3.8272291758e+00,1.2164555184e+02,1.9872031163e+01,9.0324729130e-02,5.8998011267e-12,8.7759570998e-01,4.1058963879e-02,6.5907160981e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.1505000000e+04,2.6385504940e+03,2.8331074736e+03,3.3982630000e+04,3.2819141917e+04,3.1049765678e+02,1.0000000000e+00,7.6480248393e-01,7.6480248393e-01,1.0000000000e-02,0.0000000000e+00,6.5709654019e+19,2.0717584060e+20,0.0000000000e+00,4.6903742977e+20,9.6200608080e+17,5.2271183070e+20,1.4625836642e+02,3.8272478178e+00,1.2199593185e+02,1.9580937995e+01,8.9446274636e-02,6.0411684477e-12,7.6480248393e-01,4.1099222901e-02,6.5883891495e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.2332000000e+04,2.6052149247e+03,2.8003647886e+03,3.2615730000e+04,2.9672683066e+04,3.1049802512e+02,1.0000000000e+00,6.1111624888e-01,6.1111624888e-01,1.0000000000e-02,0.0000000000e+00,6.5888719015e+19,2.0699253072e+20,0.0000000000e+00,4.6903921215e+20,9.6020398708e+17,5.2287503104e+20,1.4619380674e+02,3.8272769056e+00,1.2255199678e+02,1.9115373355e+01,8.8043445208e-02,6.2807280616e-12,6.1111624888e-01,4.1161914990e-02,6.5841245033e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.2994000000e+04,2.5903675678e+03,2.7713582764e+03,2.9469280000e+04,2.8454770143e+04,3.1049831996e+02,9.9996193777e-01,4.9876365600e-01,4.9876365600e-01,1.0000000000e-02,0.0000000000e+00,6.6042273047e+19,2.0683558673e+20,0.0000000000e+00,4.6904065720e+20,9.5874321091e+17,5.2307692739e+20,1.4615857439e+02,3.8276710519e+00,1.2304167406e+02,1.8703653507e+01,8.6812117282e-02,6.5091125772e-12,4.9876365600e-01,4.1215816054e-02,6.5823588655e+06,3.4719930453e+06,1.0000000000e+02,9.9995159295e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.3524000000e+04,2.5756494517e+03,2.7473769481e+03,2.8251370000e+04,2.7257422647e+04,3.1049855601e+02,9.9970698067e-01,4.2029050193e-01,4.2029050193e-01,1.0000000000e-02,0.0000000000e+00,6.6153980519e+19,2.0672116791e+20,0.0000000000e+00,4.6904132125e+20,9.5806658730e+17,5.2331140725e+20,1.4615178891e+02,3.8299872224e+00,1.2345082773e+02,1.8364842697e+01,8.5840764427e-02,6.7167974588e-12,4.2029050193e-01,4.1259093917e-02,6.5806108741e+06,3.4719930453e+06,1.0000000000e+02,9.9965060399e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.3948000000e+04,2.5612501609e+03,2.7286116854e+03,2.7054020000e+04,2.6254799943e+04,3.1049874486e+02,9.9934758734e-01,3.6682165625e-01,3.6682165625e-01,1.0000000000e-02,0.0000000000e+00,6.6230673328e+19,2.0664230813e+20,0.0000000000e+00,4.6904146591e+20,9.5791187341e+17,5.2353812295e+20,1.4616044282e+02,3.8332235267e+00,1.2377449615e+02,1.8100788795e+01,8.5112689639e-02,6.8928594428e-12,3.6682165625e-01,4.1292189950e-02,6.5785439641e+06,3.4719930453e+06,1.0000000000e+02,9.9922883182e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.4287000000e+04,2.5472256436e+03,2.7140846023e+03,2.6051400000e+04,2.5209590949e+04,3.1049889584e+02,9.9896616953e-01,3.2974237652e-01,3.2974237652e-01,1.0000000000e-02,0.0000000000e+00,6.6283164972e+19,2.0658808589e+20,0.0000000000e+00,4.6904133822e+20,9.5803154518e+17,5.2373956201e+20,1.4617542625e+02,3.8366437369e+00,1.2402726456e+02,1.7897206083e+01,8.4569498208e-02,7.0379916232e-12,3.2974237652e-01,4.1317346765e-02,6.5768770218e+06,3.4719930453e+06,1.0000000000e+02,9.9878307487e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.4558000000e+04,2.5329803406e+03,2.7027761497e+03,2.5006200000e+04,2.4330668315e+04,3.1049901654e+02,9.9860755817e-01,3.0323968975e-01,3.0323968975e-01,1.0000000000e-02,0.0000000000e+00,6.6319991576e+19,2.0654987712e+20,0.0000000000e+00,4.6904109701e+20,9.5826634362e+17,5.2391153460e+20,1.4619187246e+02,3.8398515504e+00,1.2422554556e+02,1.7739077550e+01,8.4158103133e-02,7.1566602554e-12,3.0323968975e-01,4.1336681316e-02,6.5749500772e+06,3.4719930453e+06,1.0000000000e+02,9.9836528241e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.4781000000e+04,2.5261906194e+03,2.6937957861e+03,2.4127270000e+04,2.3863297908e+04,3.1049911586e+02,9.9828040625e-01,2.8358598920e-01,2.8358598920e-01,1.0000000000e-02,0.0000000000e+00,6.6346453524e+19,2.0652227900e+20,0.0000000000e+00,4.6904080823e+20,9.5854986133e+17,5.2405788061e+20,1.4620799932e+02,3.8427731287e+00,1.2438395252e+02,1.7613848203e+01,8.3839481911e-02,7.2546569305e-12,2.8358598920e-01,4.1351867058e-02,6.5741716711e+06,3.4719930453e+06,1.0000000000e+02,9.9798507789e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.5138000000e+04,2.5254525235e+03,2.6795912861e+03,2.3659900000e+04,2.3756173424e+04,3.1049927486e+02,9.9768698278e-01,2.5483578278e-01,2.5483578278e-01,1.0000000000e-02,0.0000000000e+00,6.6383377107e+19,2.0648353731e+20,0.0000000000e+00,4.6904017805e+20,9.5917154173e+17,5.2430672108e+20,1.4623890591e+02,3.8480651613e+00,1.2463634930e+02,1.7416306204e+01,8.3349466870e-02,7.4167800628e-12,2.5483578278e-01,4.1375603268e-02,6.5745834411e+06,3.4719930453e+06,1.0000000000e+02,9.9729726487e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.5709000000e+04,2.5110812328e+03,2.6566691499e+03,2.3552780000e+04,2.2797299500e+04,3.1049952918e+02,9.9652406351e-01,2.1394433559e-01,2.1394433559e-01,1.0000000000e-02,0.0000000000e+00,6.6429778674e+19,2.0643422714e+20,0.0000000000e+00,4.6903869552e+20,9.6064062608e+17,5.2475361377e+20,1.4630271971e+02,3.8584178771e+00,1.2504882646e+02,1.7098935538e+01,8.2595502332e-02,7.6982144323e-12,2.1394433559e-01,4.1413194742e-02,6.5724161029e+06,3.4719930453e+06,1.0000000000e+02,9.9595526887e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.6622000000e+04,2.4819916240e+03,2.6208599678e+03,2.2593900000e+04,2.1005625414e+04,3.1049993582e+02,9.9416658516e-01,1.6181062380e-01,1.6181062380e-01,1.0000000000e-02,0.0000000000e+00,6.6467826114e+19,2.0639153459e+20,0.0000000000e+00,4.6903515470e+20,9.6415983432e+17,5.2556488863e+20,1.4643669975e+02,3.8793838243e+00,1.2570713236e+02,1.6606861133e+01,8.1511816049e-02,8.1928000708e-12,1.6181062380e-01,4.1470200896e-02,6.5686825612e+06,3.4719930453e+06,1.0000000000e+02,9.9325282786e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.7353000000e+04,2.4525791144e+03,2.5939785040e+03,2.0802220000e+04,1.9270168579e+04,3.1050026139e+02,9.9193299146e-01,1.3055052117e-01,1.3055052117e-01,1.0000000000e-02,0.0000000000e+00,6.6467105713e+19,2.0638854357e+20,0.0000000000e+00,4.6903144419e+20,9.6785300258e+17,5.2626605641e+20,1.4656476810e+02,3.8992654087e+00,1.2621358951e+02,1.6240586218e+01,8.0776441289e-02,8.6145585402e-12,1.3055052117e-01,4.1511651491e-02,6.5652819847e+06,3.4719930453e+06,1.0000000000e+02,9.9070955428e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.7938000000e+04,2.4382284463e+03,2.5739346972e+03,1.9066760000e+04,1.8578430297e+04,3.1050052194e+02,9.8999198421e-01,1.1091753773e-01,1.1091753773e-01,1.0000000000e-02,0.0000000000e+00,6.6449303000e+19,2.0640338178e+20,0.0000000000e+00,4.6902804841e+20,9.7123488879e+17,5.2684150753e+20,1.4667573878e+02,3.9165788800e+00,1.2659872949e+02,1.5969239736e+01,8.0273136243e-02,8.9613183205e-12,1.1091753773e-01,4.1541824688e-02,6.5633350310e+06,3.4719930453e+06,1.0000000000e+02,9.8851022664e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.8406000000e+04,2.4241116777e+03,2.5583739751e+03,1.8375020000e+04,1.7802442263e+04,3.1050073038e+02,9.8831114198e-01,9.7569940277e-02,9.7569940277e-02,1.0000000000e-02,0.0000000000e+00,6.6424608982e+19,2.0642570678e+20,0.0000000000e+00,4.6902501161e+20,9.7426053932e+17,5.2732068274e+20,1.4677134145e+02,3.9316099914e+00,1.2690247898e+02,1.5759771779e+01,7.9910759315e-02,9.2517196976e-12,9.7569940277e-02,4.1564800955e-02,6.5616680199e+06,3.4719930453e+06,1.0000000000e+02,9.8661242058e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.8780000000e+04,2.4146309016e+03,2.5462685835e+03,1.7599030000e+04,1.7293697480e+04,3.1050089696e+02,9.8690457205e-01,8.8207676821e-02,8.8207676821e-02,1.0000000000e-02,0.0000000000e+00,6.6399257112e+19,2.0644916723e+20,0.0000000000e+00,4.6902241968e+20,9.7684353847e+17,5.2771191056e+20,1.4685106070e+02,3.9442183860e+00,1.2714162511e+02,1.5597365411e+01,7.9644123157e-02,9.4912373556e-12,8.8207676821e-02,4.1582433289e-02,6.5605724939e+06,3.4719930453e+06,1.0000000000e+02,9.8502877391e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.9079000000e+04,2.4073470714e+03,2.5369048163e+03,1.7090280000e+04,1.6924644336e+04,3.1050103013e+02,9.8574300184e-01,8.1538190720e-02,8.1538190720e-02,1.0000000000e-02,0.0000000000e+00,6.6375055094e+19,2.0647185808e+20,0.0000000000e+00,4.6902024296e+20,9.7901311035e+17,5.2802772963e+20,1.4691652479e+02,3.9546547363e+00,1.2732860094e+02,1.5472280917e+01,7.9450006137e-02,9.6856314964e-12,8.1538190720e-02,4.1595891539e-02,6.5597942122e+06,3.4719930453e+06,1.0000000000e+02,9.8372360230e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.9558000000e+04,2.3953114476e+03,2.5220705563e+03,1.6721220000e+04,1.6446997651e+04,3.1050124347e+02,9.8379177870e-01,7.1899978986e-02,7.1899978986e-02,1.0000000000e-02,0.0000000000e+00,6.6329835942e+19,2.0651465740e+20,0.0000000000e+00,4.6901653257e+20,9.8271202348e+17,5.2854846200e+20,1.4702609052e+02,3.9722370931e+00,1.2762806178e+02,1.5274732264e+01,7.9159400852e-02,1.0010153408e-11,7.1899978986e-02,4.1616950399e-02,6.5581347981e+06,3.4719930453e+06,1.0000000000e+02,9.8153628955e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.0324000000e+04,2.3805761213e+03,2.4987692799e+03,1.6243570000e+04,1.5710152126e+04,3.1050158463e+02,9.8041787287e-01,5.8833330135e-02,5.8833330135e-02,1.0000000000e-02,0.0000000000e+00,6.6239655799e+19,2.0660097139e+20,0.0000000000e+00,4.6900996783e+20,9.8925836781e+17,5.2942207852e+20,1.4721407329e+02,4.0028048852e+00,1.2810735780e+02,1.4966326046e+01,7.8751232409e-02,1.0565490383e-11,5.8833330135e-02,4.1649310312e-02,6.5564574476e+06,3.4719930453e+06,1.0000000000e+02,9.7776762454e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.1550000000e+04,2.3513468423e+03,2.4625445071e+03,1.5506720000e+04,1.4474911059e+04,3.1050213067e+02,9.7442922769e-01,4.2750864553e-02,4.2750864553e-02,1.0000000000e-02,0.0000000000e+00,6.6053280826e+19,2.0678116448e+20,0.0000000000e+00,4.6899794232e+20,1.0012542781e+18,5.3091367646e+20,1.4754415933e+02,4.0576386714e+00,1.2887425186e+02,1.4491287180e+01,7.8230754665e-02,1.1553624878e-11,4.2750864553e-02,4.1697902457e-02,6.5528432722e+06,3.4719930453e+06,1.0000000000e+02,9.7111361404e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
