z(m),p_tot(bar),T(K),p_H2O(bar),p_CO2(bar),p_O2(bar),p_H2(bar),p_CH4(bar),p_CO(bar),p_N2(bar),p_NH3(bar),p_S2(bar),p_SO2(bar),p_H2S(bar)
5.1018171406e+05,1.0335645764e-04,3.9973917603e+02,7.0355737163e-06,3.9932759094e-05,5.6388477733e-05,2.2135205013e-19,8.2221469949e-67,1.3062531754e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.0445609027e+05,1.6408324775e-04,4.4639823477e+02,1.1169304869e-05,6.3395137113e-05,8.9519366022e-05,2.5456496934e-19,9.6935078873e-67,1.4813490549e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.0033729638e+05,2.2826556764e-04,4.4993680133e+02,1.5538257265e-05,8.8192592219e-05,1.2453549756e-04,2.9748977193e-19,1.3084933488e-66,1.7286796278e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.9619865576e+05,3.1755325472e-04,4.5131043942e+02,2.1616156210e-05,1.2268974682e-04,1.7324843597e-04,3.4958921822e-19,1.7985628887e-66,2.0302735501e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.9203981385e+05,4.4176645049e-04,4.5528907311e+02,3.0071468208e-05,1.7068070681e-04,2.4101578388e-04,4.0781139532e-19,2.4137881714e-66,2.3644003099e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.8784035093e+05,6.1456651405e-04,4.6155840108e+02,4.1834135142e-05,2.3744366934e-04,3.3529080800e-04,4.7223468957e-19,3.1625161596e-66,2.7301899836e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.8358526809e+05,8.5495854149e-04,4.6914388181e+02,5.8197852229e-05,3.3032143565e-04,4.6644217288e-04,5.4376182808e-19,4.0680623299e-66,3.1321392957e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7926111919e+05,1.1893816063e-03,4.7823386084e+02,8.0962352694e-05,4.5952899547e-04,6.4889431931e-04,6.2147813973e-19,5.1074192051e-66,3.5625320577e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7485285150e+05,1.6546166121e-03,4.8900547806e+02,1.1263134812e-04,6.3927700382e-04,9.0271390999e-04,7.0336282841e-19,6.2103504272e-66,4.0064309067e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7034399525e+05,2.3018315725e-03,5.0160341428e+02,1.5668789450e-04,8.8933471363e-04,1.2558168241e-03,7.8596346431e-19,7.2443683131e-66,4.4399248937e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.6570726582e+05,3.2022092304e-03,5.1846044914e+02,2.1797746982e-04,1.2372042607e-03,1.7470384340e-03,8.5394805670e-19,7.7113592450e-66,4.7634827986e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.6089627953e+05,4.4547759609e-03,5.4135777384e+02,3.0324089490e-04,1.7211454351e-03,2.4304048420e-03,8.8608096286e-19,7.0647151492e-66,4.8463026760e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.5582495753e+05,6.1972930043e-03,5.7853368034e+02,4.2185571020e-04,2.3943836140e-03,3.3810748414e-03,8.3229158288e-19,4.6780038403e-66,4.3953695639e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.5039993135e+05,8.6214078818e-03,6.2226757552e+02,5.8686754728e-04,3.3309636558e-03,4.7036061173e-03,8.2504829942e-19,3.6923222183e-66,4.2420164551e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.4457714395e+05,1.1993732395e-02,6.6915739456e+02,8.1642492842e-04,4.6338935880e-03,6.5434548317e-03,1.3140035229e-18,1.3676066686e-65,7.0757699961e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.3832888637e+05,1.6685165431e-02,7.1923599845e+02,1.1357752980e-03,6.4464737549e-03,9.1029733498e-03,6.0681102461e-18,1.6265991251e-63,4.0285292892e-18,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
