z(m),p_tot(bar),T(K),p_H2O(bar),p_CO2(bar),p_O2(bar),p_H2(bar),p_CH4(bar),p_CO(bar),p_N2(bar),p_NH3(bar),p_S2(bar),p_SO2(bar),p_H2S(bar)
5.8999167760e+05,1.0348897412e-04,4.0307914854e+02,1.7044034628e-05,4.5667019684e-05,4.0777842474e-05,6.2748425287e-19,1.0384183553e-65,1.7467036995e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.8375639788e+05,1.6726736977e-04,4.4042595432e+02,2.7547966990e-05,7.3810783539e-05,6.5908494248e-05,7.4260952749e-19,1.3289808450e-65,2.0445786354e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.7933763857e+05,2.3569591000e-04,4.4600022742e+02,3.8817751233e-05,1.0400653647e-04,9.2871446180e-05,8.6948374951e-19,1.7906140335e-65,2.3888475382e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.7487514257e+05,3.3211834482e-04,4.5031571919e+02,5.4697967778e-05,1.4655527431e-04,1.3086485458e-04,1.0205568921e-18,2.4321397422e-65,2.7990637464e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.7036943198e+05,4.6798688602e-04,4.5642970236e+02,7.7074729576e-05,2.0651056326e-04,1.8440124354e-04,1.1910908132e-18,3.2428754445e-65,3.2582927258e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.6580036745e+05,6.5943880819e-04,4.6425250579e+02,1.0860575229e-04,2.9099336708e-04,2.5983919614e-04,1.3811125633e-18,4.2331956045e-65,3.7645262598e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.6114940344e+05,9.2921309279e-04,4.7400827491e+02,1.5303601446e-04,4.1003781283e-04,3.6613857128e-04,1.5875144142e-18,5.3707348283e-65,4.3057807475e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.5639755007e+05,1.3093511651e-03,4.8631436236e+02,2.1564255325e-04,5.7778295647e-04,5.1592467714e-04,1.8005184295e-18,6.5232405119e-65,4.8494472400e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.5152061559e+05,1.8450024939e-03,5.0119893431e+02,3.0386122469e-04,8.1415209615e-04,7.2698779472e-04,2.0069615233e-18,7.4871663714e-65,5.3534685746e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.4648293610e+05,2.5997870496e-03,5.2036053801e+02,4.2816986941e-04,1.1472190867e-03,1.0243961513e-03,2.1688783885e-18,7.7685010833e-65,5.7024970612e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.4122194394e+05,3.6633515271e-03,5.4850105619e+02,6.0333277885e-04,1.6165427064e-03,1.4434733053e-03,2.1911611862e-18,6.4709074235e-65,5.6199829983e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.3563134850e+05,5.1620167939e-03,5.9053191411e+02,8.5015426831e-04,2.2778651015e-03,2.0339935680e-03,2.0217321379e-18,4.0099233050e-65,4.9881726754e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.2962320708e+05,7.2737811766e-03,6.3592698688e+02,1.1979496311e-03,3.2097323508e-03,2.8660937613e-03,2.1855478754e-18,4.1646401485e-65,5.3151868783e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.2316324191e+05,1.0249461541e-02,6.8465927749e+02,1.6880269524e-03,4.5228234791e-03,4.0386034534e-03,4.6448863360e-18,3.9193727859e-64,1.2355347426e-18,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.1622340730e+05,1.4442483124e-02,7.3670589243e+02,2.3785933198e-03,6.3730959426e-03,5.6907830690e-03,3.3425670568e-17,1.9596504787e-61,1.1713670215e-17,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.0877824356e+05,2.0350856280e-02,7.9200713197e+02,3.3516681416e-03,8.9803088870e-03,8.0188640152e-03,6.2334362292e-16,2.1549390982e-57,3.3125198038e-16,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.0079714430e+05,2.8676325794e-02,8.5052306451e+02,4.7228246033e-03,1.2654124193e-02,1.1299355269e-02,1.3372494917e-14,3.6770889167e-53,1.0926601280e-14,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.9224801136e+05,4.0407717972e-02,9.1223979769e+02,6.6549159235e-03,1.7830885302e-02,1.5921884358e-02,2.1535312353e-13,2.4337249924e-49,2.5738722013e-13,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.8310724877e+05,5.6938384764e-02,9.7714628153e+02,9.3774153028e-03,2.5125441785e-02,2.2435472386e-02,2.5189557011e-12,5.6386438568e-46,4.1759443960e-12,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7335446871e+05,8.0231693901e-02,1.0453907925e+03,1.3213661456e-02,3.5404173880e-02,3.1613735921e-02,2.3005163286e-11,5.8023981955e-43,5.0767321243e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.6295661711e+05,1.1305422050e-01,1.1171220919e+03,1.8619228538e-02,4.9887886394e-02,4.4546748676e-02,1.7392229209e-10,3.2129264916e-40,4.9492577777e-10,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.5188024726e+05,1.5930433663e-01,1.1925717615e+03,2.6235925299e-02,7.0296780192e-02,6.2770439430e-02,1.1295213586e-09,1.0812526937e-37,4.0392368114e-09,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.4010166621e+05,2.2447522575e-01,1.2717517456e+03,3.6967696583e-02,9.9054679750e-02,8.8448803921e-02,6.4169579467e-09,2.3491339818e-35,2.8192107227e-08,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
