t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_melt(bar),fO2_solid(bar),thick_surf_bl(m),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),R_trans(m),R_solid(m),viscosity(Pa.s),phi(mass_frac),p_S2(bar),p_H2S(bar),p_N2(bar),p_SO2(bar),p_NH3(bar)
1.2924000000e+04,2.9100587087e+03,3.3237357571e+03,7.4843460000e+04,8.0426312741e+04,1.2241859700e+04,1.0000000000e+00,1.2762314348e+01,1.2762314348e+01,1.0000000000e-02,0.0000000000e+00,5.7946903395e+19,1.9589661955e+20,0.0000000000e+00,4.6889538390e+20,1.0043118538e+18,5.0603584051e+20,1.4554775787e+02,3.8249300394e+00,1.0443889371e+02,2.4410921414e+01,1.1069836070e-01,3.5289463480e-12,1.2762314348e+01,3.9558268311e-02,6.6253081721e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.3401000000e+04,2.8953674868e+03,3.2820630495e+03,7.2402720000e+04,7.7460872889e+04,1.2241783472e+04,1.0000000000e+00,1.0408934630e+01,1.0408934630e+01,1.0000000000e-02,0.0000000000e+00,5.8135250952e+19,1.9503246426e+20,0.0000000000e+00,4.6889710708e+20,9.9912398741e+17,5.0017339357e+20,1.4323165186e+02,3.8249581524e+00,1.0502789809e+02,2.3860980324e+01,1.0888066438e-01,3.6354209862e-12,1.0408934630e+01,3.9745590179e-02,6.6240637063e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.4164000000e+04,2.8573239767e+03,3.2183517127e+03,6.9437620000e+04,6.9350148960e+04,1.2241661540e+04,1.0000000000e+00,7.5348074404e+00,7.5348074404e+00,1.0000000000e-02,0.0000000000e+00,5.8375481679e+19,1.9371189754e+20,0.0000000000e+00,4.6889867435e+20,9.9202230482e+17,4.9275344162e+20,1.4030821313e+02,3.8249837220e+00,1.0584498199e+02,2.2997339709e+01,1.0610026853e-01,3.8110908848e-12,7.5348074404e+00,4.0002087967e-02,6.6207939164e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.4774000000e+04,2.8565036253e+03,3.1735729084e+03,6.1327540000e+04,6.9699917516e+04,1.2241564058e+04,1.0000000000e+00,5.9524934471e+00,5.9524934471e+00,1.0000000000e-02,0.0000000000e+00,5.8495771843e+19,1.9272947082e+20,0.0000000000e+00,4.6889870852e+20,9.8757303085e+17,4.8832356657e+20,1.3858404542e+02,3.8249842795e+00,1.0633204426e+02,2.2370377247e+01,1.0414618776e-01,3.9440017065e-12,5.9524934471e+00,4.0162339499e-02,6.6224703849e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.5262000000e+04,2.8292395180e+03,3.1376668271e+03,6.1677630000e+04,6.4355840902e+04,1.2241486072e+04,1.0000000000e+00,4.9012424041e+00,4.9012424041e+00,1.0000000000e-02,0.0000000000e+00,5.8579041264e+19,1.9195584567e+20,0.0000000000e+00,4.6889845848e+20,9.8428558910e+17,4.8525400200e+20,1.3739134609e+02,3.8249802001e+00,1.0669929038e+02,2.1863252847e+01,1.0258025469e-01,4.0579716511e-12,4.9012424041e+00,4.0280376996e-02,6.6194408140e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.5653000000e+04,2.8128398856e+03,3.1114927849e+03,5.6333990000e+04,6.1420411450e+04,1.2241423588e+04,1.0000000000e+00,4.2409327749e+00,4.2409327749e+00,1.0000000000e-02,0.0000000000e+00,5.8621306307e+19,1.9136138794e+20,0.0000000000e+00,4.6889787819e+20,9.8203441704e+17,4.8315791787e+20,1.3658792437e+02,3.8249707329e+00,1.0693322984e+02,2.1487351579e+01,1.0143945032e-01,4.1447413113e-12,4.2409327749e+00,4.0360889914e-02,6.6178082103e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.5965000000e+04,2.8122631484e+03,3.0916133476e+03,5.3398880000e+04,6.1422188447e+04,1.2241373728e+04,1.0000000000e+00,3.7928610635e+00,3.7928610635e+00,1.0000000000e-02,0.0000000000e+00,5.8644815988e+19,1.9089765124e+20,0.0000000000e+00,4.6889725417e+20,9.8039927217e+17,4.8164376264e+20,1.3601279951e+02,3.8249605521e+00,1.0709511811e+02,2.1199286281e+01,1.0057350242e-01,4.2129911053e-12,3.7928610635e+00,4.0419184203e-02,6.6182099300e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.6215000000e+04,2.7966280983e+03,3.0758379666e+03,5.3400740000e+04,5.8641109670e+04,1.2241333776e+04,1.0000000000e+00,3.4674453008e+00,3.4674453008e+00,1.0000000000e-02,0.0000000000e+00,5.8660484267e+19,1.9052916032e+20,0.0000000000e+00,4.6889669739e+20,9.7914404727e+17,4.8050129050e+20,1.3558046454e+02,3.8249514684e+00,1.0721810457e+02,2.0970076464e+01,9.9886739459e-02,4.2688325818e-12,3.4674453008e+00,4.0463826082e-02,6.6162285730e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.6415000000e+04,2.7823003020e+03,3.0637936492e+03,5.0619890000e+04,5.6214136757e+04,1.2241301815e+04,1.0000000000e+00,3.2357651358e+00,3.2357651358e+00,1.0000000000e-02,0.0000000000e+00,5.8668245370e+19,1.9023944665e+20,0.0000000000e+00,4.6889618225e+20,9.7821020456e+17,4.7964191151e+20,1.3525813665e+02,3.8249430642e+00,1.0730421346e+02,2.0793852393e+01,9.9362594065e-02,4.3123274356e-12,3.2357651358e+00,4.0496958982e-02,6.6140388051e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.6735000000e+04,2.7818183819e+03,3.0455874207e+03,4.8193150000e+04,5.6208976810e+04,1.2241250677e+04,1.0000000000e+00,2.9114437146e+00,2.9114437146e+00,1.0000000000e-02,0.0000000000e+00,5.8672231604e+19,1.8978488318e+20,0.0000000000e+00,4.6889523822e+20,9.7683736811e+17,4.7835321445e+20,1.3478020180e+02,3.8249276627e+00,1.0741994039e+02,2.0525319238e+01,9.8570802510e-02,4.3794613648e-12,2.9114437146e+00,4.0545531408e-02,6.6144757105e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.7247000000e+04,2.7519806377e+03,3.0164363670e+03,4.8188030000e+04,5.1457242269e+04,1.2241168855e+04,1.0000000000e+00,2.4515991678e+00,2.4515991678e+00,1.0000000000e-02,0.0000000000e+00,5.8673977498e+19,1.8906204669e+20,0.0000000000e+00,4.6889363829e+20,9.7472579329e+17,4.7641842026e+20,1.3406578933e+02,3.8249015604e+00,1.0759659504e+02,2.0095389306e+01,9.7304250194e-02,4.4917851035e-12,2.4515991678e+00,4.0619979024e-02,6.6104412314e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.7657000000e+04,2.7372825288e+03,2.9954429232e+03,4.3436770000e+04,4.9340718830e+04,1.2241103335e+04,1.0000000000e+00,2.1614285480e+00,2.1614285480e+00,1.0000000000e-02,0.0000000000e+00,5.8658343544e+19,1.8850152608e+20,0.0000000000e+00,4.6889212425e+20,9.7326941520e+17,4.7500638678e+20,1.3355619376e+02,3.8248768596e+00,1.0769216220e+02,1.9781333087e+01,9.6393068636e-02,4.5754906777e-12,2.1614285480e+00,4.0671054945e-02,6.6083377584e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.7985000000e+04,2.7273137613e+03,2.9794776652e+03,4.1320460000e+04,4.7935830891e+04,1.2241050918e+04,1.0000000000e+00,1.9615489215e+00,1.9615489215e+00,1.0000000000e-02,0.0000000000e+00,5.8639337510e+19,1.8806013126e+20,0.0000000000e+00,4.6889082193e+20,9.7219460470e+17,4.7393511121e+20,1.3317453887e+02,3.8248556127e+00,1.0775142906e+02,1.9541004535e+01,9.5700737584e-02,4.6409985237e-12,1.9615489215e+00,4.0708609514e-02,6.6068893577e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.8247000000e+04,2.7267991111e+03,2.9671505499e+03,3.9915690000e+04,4.7941923672e+04,1.2241009049e+04,1.0000000000e+00,1.8186103326e+00,1.8186103326e+00,1.0000000000e-02,0.0000000000e+00,5.8620763773e+19,1.8771123359e+20,0.0000000000e+00,4.6888973396e+20,9.7138289087e+17,4.7310960530e+20,1.3288315986e+02,3.8248378632e+00,1.0778981412e+02,1.9354730973e+01,9.5166564993e-02,4.6927406529e-12,1.8186103326e+00,4.0736891126e-02,6.6073379016e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.8666000000e+04,2.7140116790e+03,2.9474795252e+03,3.9921890000e+04,4.6149083255e+04,1.2240942090e+04,1.0000000000e+00,1.6095947435e+00,1.6095947435e+00,1.0000000000e-02,0.0000000000e+00,5.8588962837e+19,1.8715522041e+20,0.0000000000e+00,4.6888795762e+20,9.7011737010e+17,4.7182983749e+20,1.3243350708e+02,3.8248088831e+00,1.0784686557e+02,1.9057922951e+01,9.4314931144e-02,4.7778985125e-12,1.6095947435e+00,4.0780869188e-02,6.6054341670e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.9337000000e+04,2.7001745681e+03,2.9174935235e+03,3.8129240000e+04,4.4382165303e+04,1.2240834859e+04,1.0000000000e+00,1.3319217025e+00,1.3319217025e+00,1.0000000000e-02,0.0000000000e+00,5.8525800472e+19,1.8627804444e+20,0.0000000000e+00,4.6888494501e+20,9.6825573902e+17,4.6988160265e+20,1.3175910497e+02,3.8247597345e+00,1.0790583327e+02,1.8603571649e+01,9.3018614414e-02,4.9133286578e-12,1.3319217025e+00,4.0845249820e-02,6.6034210204e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.0410000000e+04,2.6708920865e+03,2.8718279074e+03,3.6362640000e+04,4.0817535401e+04,1.2240663387e+04,1.0000000000e+00,9.9055563044e-01,9.9055563044e-01,1.0000000000e-02,0.0000000000e+00,5.8403923796e+19,1.8489791346e+20,0.0000000000e+00,4.6887983540e+20,9.6555805433e+17,4.6695186976e+20,1.3076324137e+02,3.8246763754e+00,1.0794606803e+02,1.7910892040e+01,9.1049288855e-02,5.1344284035e-12,9.9055563044e-01,4.0937907580e-02,6.5993317988e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.1269000000e+04,2.6416528738e+03,2.8389604405e+03,3.2798480000e+04,3.7506664000e+04,1.2240526113e+04,1.0000000000e+00,7.9565976776e-01,7.9565976776e-01,1.0000000000e-02,0.0000000000e+00,5.8281474930e+19,1.8382061750e+20,0.0000000000e+00,4.6887541895e+20,9.6370929967e+17,4.6472342285e+20,1.3002602896e+02,3.8246043253e+00,1.0790839639e+02,1.7407732894e+01,8.9635582546e-02,5.3042686496e-12,7.9565976776e-01,4.1000878789e-02,6.5953063912e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.1956000000e+04,2.6273073661e+03,2.8151035598e+03,2.9487930000e+04,3.5988044317e+04,1.2240416325e+04,1.0000000000e+00,6.7648235935e-01,6.7648235935e-01,1.0000000000e-02,0.0000000000e+00,5.8168636968e+19,1.8297604639e+20,0.0000000000e+00,4.6887169740e+20,9.6241147711e+17,4.6298731819e+20,1.2946358996e+02,3.8245436124e+00,1.0783504843e+02,1.7038904167e+01,8.8611397500e-02,5.4331095181e-12,6.7648235935e-01,4.1044789516e-02,6.5932703000e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.2505000000e+04,2.6124540855e+03,2.7953317239e+03,2.7969590000e+04,3.4501717941e+04,1.2240328591e+04,1.0000000000e+00,5.9012022436e-01,5.9012022436e-01,1.0000000000e-02,0.0000000000e+00,5.8080240915e+19,1.8230020576e+20,0.0000000000e+00,4.6886873194e+20,9.6135722870e+17,4.6162777029e+20,1.2902302451e+02,3.8244952346e+00,1.0778338013e+02,1.6737264797e+01,8.7764122245e-02,5.5456585295e-12,5.9012022436e-01,4.1080395520e-02,6.5912652195e+06,3.4719930453e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.2945000000e+04,2.6006900899e+03,2.7779761858e+03,2.6483480000e+04,3.3370722392e+04,1.2240258276e+04,9.9999224225e-01,5.2262170561e-01,5.2262170561e-01,1.0000000000e-02,0.0000000000e+00,5.8014965546e+19,1.8175364711e+20,0.0000000000e+00,4.6886639394e+20,9.6046873260e+17,4.6056318942e+20,1.2867464276e+02,3.8245517690e+00,1.0776227842e+02,1.6478166973e+01,8.7023898113e-02,5.6501971880e-12,5.2262170561e-01,4.1111211884e-02,6.5897075783e+06,3.4719930453e+06,1.0000000000e+02,9.9998762256e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.3297000000e+04,2.5911568353e+03,2.7638555197e+03,2.5352620000e+04,3.2497770204e+04,1.2240202025e+04,9.9990674407e-01,4.7289520732e-01,4.7289520732e-01,1.0000000000e-02,0.0000000000e+00,5.7958961784e+19,1.8132061678e+20,0.0000000000e+00,4.6886434575e+20,9.5993264464e+17,4.5973528305e+20,1.2840324970e+02,3.8252942626e+00,1.0774942619e+02,1.6269196101e+01,8.6437938304e-02,5.7406810794e-12,4.7289520732e-01,4.1135817133e-02,6.5878761080e+06,3.4719930453e+06,1.0000000000e+02,9.9988620062e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.3578000000e+04,2.5836313723e+03,2.7528045935e+03,2.4479790000e+04,3.1807818691e+04,1.2240157119e+04,9.9978477130e-01,4.3700397096e-01,4.3700397096e-01,1.0000000000e-02,0.0000000000e+00,5.7909885490e+19,1.8097969256e+20,0.0000000000e+00,4.6886256868e+20,9.5964501075e+17,4.5908758661e+20,1.2819171558e+02,3.8263671862e+00,1.0773631879e+02,1.6106034708e+01,8.5990917809e-02,5.8148560538e-12,4.3700397096e-01,4.1154730727e-02,6.5868964527e+06,3.4719930453e+06,1.0000000000e+02,9.9974221619e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.3803000000e+04,2.5833929245e+03,2.7441558243e+03,2.3789870000e+04,3.1774203489e+04,1.2240121162e+04,9.9965476494e-01,4.1064398632e-01,4.1064398632e-01,1.0000000000e-02,0.0000000000e+00,5.7867661314e+19,1.8070980883e+20,0.0000000000e+00,4.6886105674e+20,9.5950200160e+17,4.5857609592e+20,1.2802533312e+02,3.8275142147e+00,1.0772313748e+02,1.5978389382e+01,8.5648059747e-02,5.8750162352e-12,4.1064398632e-01,4.1169325101e-02,6.5873338897e+06,3.4719930453e+06,1.0000000000e+02,9.9958918033e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.4163000000e+04,2.5691738056e+03,2.7301364112e+03,2.3756310000e+04,3.0505893329e+04,1.2240063632e+04,9.9938325379e-01,3.7092277895e-01,3.7092277895e-01,1.0000000000e-02,0.0000000000e+00,5.7797035211e+19,1.8028094627e+20,0.0000000000e+00,4.6885849414e+20,9.5941249629e+17,4.5777378268e+20,1.2776391686e+02,3.8299132108e+00,1.0770517753e+02,1.5772799243e+01,8.5104092836e-02,5.9770407795e-12,3.7092277895e-01,4.1192683943e-02,6.5848982670e+06,3.4719930453e+06,1.0000000000e+02,9.9927060637e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.4739000000e+04,2.5584641513e+03,2.7087942010e+03,2.2488140000e+04,2.9545174985e+04,1.2239971583e+04,9.9880486310e-01,3.1709615338e-01,3.1709615338e-01,1.0000000000e-02,0.0000000000e+00,5.7670356847e+19,1.7960952853e+20,0.0000000000e+00,4.6885399622e+20,9.5966310172e+17,4.5651743427e+20,1.2735795972e+02,3.8350236639e+00,1.0766167903e+02,1.5459852364e+01,8.4308502659e-02,6.1425539632e-12,3.1709615338e-01,4.1227314817e-02,6.5834516016e+06,3.4719930453e+06,1.0000000000e+02,9.9859500342e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.5661000000e+04,2.5299383519e+03,2.6754708939e+03,2.1527450000e+04,2.7313212957e+04,1.2239824241e+04,9.9749767220e-01,2.4700000988e-01,2.4700000988e-01,1.0000000000e-02,0.0000000000e+00,5.7441319826e+19,1.7856210594e+20,0.0000000000e+00,4.6884585192e+20,9.6098724507e+17,4.5458186488e+20,1.2673516219e+02,3.8465661215e+00,1.0758331488e+02,1.4975139677e+01,8.3141500997e-02,6.4295947959e-12,2.4700000988e-01,4.1279496409e-02,6.5793958003e+06,3.4719930453e+06,1.0000000000e+02,9.9707830691e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.6398000000e+04,2.5152442916e+03,2.6511651457e+03,1.9295650000e+04,2.6141862386e+04,1.2239706464e+04,9.9620585932e-01,2.0505413709e-01,2.0505413709e-01,1.0000000000e-02,0.0000000000e+00,5.7233622831e+19,1.7775175475e+20,0.0000000000e+00,4.6883862881e+20,9.6273141594e+17,4.5306933834e+20,1.2625527686e+02,3.8579624648e+00,1.0748903242e+02,1.4620876645e+01,8.2351195097e-02,6.6619352165e-12,2.0505413709e-01,4.1315919720e-02,6.5774814544e+06,3.4719930453e+06,1.0000000000e+02,9.9558920469e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.6988000000e+04,2.5003597993e+03,2.6326412433e+03,1.8124270000e+04,2.5040974885e+04,1.2239612178e+04,9.9501900522e-01,1.7752771295e-01,1.7752771295e-01,1.0000000000e-02,0.0000000000e+00,5.7054660662e+19,1.7711660679e+20,0.0000000000e+00,4.6883242725e+20,9.6452363340e+17,4.5187981977e+20,1.2588052316e+02,3.8684344723e+00,1.0740143356e+02,1.4351343509e+01,8.1783905623e-02,6.8539035993e-12,1.7752771295e-01,4.1342811406e-02,6.5755762329e+06,3.4719930453e+06,1.0000000000e+02,9.9422759018e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.7460000000e+04,2.4892282183e+03,2.6186056476e+03,1.7023420000e+04,2.4354438328e+04,1.2239536749e+04,9.9399340663e-01,1.5894998234e-01,1.5894998234e-01,1.0000000000e-02,0.0000000000e+00,5.6903859508e+19,1.7661680022e+20,0.0000000000e+00,4.6882723649e+20,9.6617138089e+17,4.5093556677e+20,1.2558523743e+02,3.8774885736e+00,1.0732060960e+02,1.4146813560e+01,8.1375715147e-02,7.0084505329e-12,1.5894998234e-01,4.1362637115e-02,6.5737843689e+06,3.4719930453e+06,1.0000000000e+02,9.9305513493e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.7837000000e+04,2.4812362993e+03,2.6076775769e+03,1.6336880000e+04,2.3796595437e+04,1.2239476501e+04,9.9312722967e-01,1.4571663929e-01,1.4571663929e-01,1.0000000000e-02,0.0000000000e+00,5.6779688647e+19,1.7622183248e+20,0.0000000000e+00,4.6882295844e+20,9.6760951005e+17,4.5018764782e+20,1.2535213713e+02,3.8851414598e+00,1.0725244214e+02,1.3987768080e+01,8.1068812650e-02,7.1345508824e-12,1.4571663929e-01,4.1377798609e-02,6.5728130664e+06,3.4719930453e+06,1.0000000000e+02,9.9206754850e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.8139000000e+04,2.4750547532e+03,2.5992816387e+03,1.5778940000e+04,2.3390599686e+04,1.2239428240e+04,9.9240771271e-01,1.3624418980e-01,1.3624418980e-01,1.0000000000e-02,0.0000000000e+00,5.6677274378e+19,1.7590861423e+20,0.0000000000e+00,4.6881944675e+20,9.6883894542e+17,4.4958951747e+20,1.2516669821e+02,3.8915029959e+00,1.0719278834e+02,1.3865320273e+01,8.0842409309e-02,7.2350735481e-12,1.3624418980e-01,4.1389215122e-02,6.5720636095e+06,3.4719930453e+06,1.0000000000e+02,9.9124891322e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.8622000000e+04,2.4653477299e+03,2.5860244993e+03,1.5372950000e+04,2.2742426393e+04,1.2239351053e+04,9.9119376466e-01,1.2241184559e-01,1.2241184559e-01,1.0000000000e-02,0.0000000000e+00,5.6509412561e+19,1.7541202470e+20,0.0000000000e+00,4.6881366665e+20,9.7095957010e+17,4.4864167772e+20,1.2487328455e+02,3.9022499714e+00,1.0709555099e+02,1.3672574430e+01,8.0497307501e-02,7.4007908859e-12,1.2241184559e-01,4.1406962932e-02,6.5708504827e+06,3.4719930453e+06,1.0000000000e+02,9.8987079530e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.9395000000e+04,2.4498910689e+03,2.5655119673e+03,1.4724730000e+04,2.1826884742e+04,1.2239227523e+04,9.8909990478e-01,1.0350155286e-01,1.0350155286e-01,1.0000000000e-02,0.0000000000e+00,5.6229888989e+19,1.7462889141e+20,0.0000000000e+00,4.6880400450e+20,9.7473958254e+17,4.4714171264e+20,1.2441074462e+02,3.9208301379e+00,1.0693121344e+02,1.3375201185e+01,7.9998301844e-02,7.6753812410e-12,1.0350155286e-01,4.1433641206e-02,6.5685099989e+06,3.4719930453e+06,1.0000000000e+02,9.8750224033e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.0013000000e+04,2.4383460144e+03,2.5499156705e+03,1.3809040000e+04,2.1077826378e+04,1.2239128762e+04,9.8734082591e-01,9.0939164291e-02,9.0939164291e-02,1.0000000000e-02,0.0000000000e+00,5.5998776611e+19,1.7401154978e+20,0.0000000000e+00,4.6879600287e+20,9.7800533725e+17,4.4594862600e+20,1.2404496480e+02,3.9364887976e+00,1.0678881636e+02,1.3149075232e+01,7.9645242681e-02,7.8992394230e-12,9.0939164291e-02,4.1453265589e-02,6.5670489848e+06,3.4719930453e+06,1.0000000000e+02,9.8551940689e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.0508000000e+04,2.4294468762e+03,2.5380679599e+03,1.3059840000e+04,2.0557207879e+04,1.2239049658e+04,9.8588932598e-01,8.2341120621e-02,8.2341120621e-02,1.0000000000e-02,0.0000000000e+00,5.5808899476e+19,1.7352240945e+20,0.0000000000e+00,4.6878943445e+20,9.8075744492e+17,4.4499289082e+20,1.2375362552e+02,3.9494439319e+00,1.0666563678e+02,1.2976808157e+01,7.9395533644e-02,8.0788262804e-12,8.2341120621e-02,4.1467716789e-02,6.5660097036e+06,3.4719930453e+06,1.0000000000e+02,9.8388792210e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.0904000000e+04,2.4222590398e+03,2.5288986602e+03,1.2539170000e+04,2.0211081110e+04,1.2238986374e+04,9.8470704678e-01,7.6200619872e-02,7.6200619872e-02,1.0000000000e-02,0.0000000000e+00,5.5654708127e+19,1.7313371233e+20,0.0000000000e+00,4.6878409463e+20,9.8302883309e+17,4.4422827479e+20,1.2352137142e+02,3.9600240445e+00,1.0656258723e+02,1.2843348112e+01,7.9211404377e-02,8.2235362358e-12,7.6200619872e-02,4.1478657113e-02,6.5646602757e+06,3.4719930453e+06,1.0000000000e+02,9.8256150975e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.1221000000e+04,2.4168138643e+03,2.5217040551e+03,1.2192980000e+04,1.9892672352e+04,1.2238935715e+04,9.8374188912e-01,7.1675485929e-02,7.1675485929e-02,1.0000000000e-02,0.0000000000e+00,5.5529825698e+19,1.7282433891e+20,0.0000000000e+00,4.6877975686e+20,9.8490095627e+17,4.4361765412e+20,1.2333626006e+02,3.9686791805e+00,1.0647816181e+02,1.2738670971e+01,7.9072612647e-02,8.3408847144e-12,7.1675485929e-02,4.1487101069e-02,6.5640390803e+06,3.4719930453e+06,1.0000000000e+02,9.8148042818e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.1728000000e+04,2.4080529528e+03,2.5104521733e+03,1.1874440000e+04,1.9459875734e+04,1.2238854694e+04,9.8216269290e-01,6.5086695963e-02,6.5086695963e-02,1.0000000000e-02,0.0000000000e+00,5.5327327867e+19,1.7233255268e+20,0.0000000000e+00,4.6877270328e+20,9.8799791257e+17,4.4264319570e+20,1.2304150263e+02,3.9828797213e+00,1.0633957056e+02,1.2575099201e+01,7.8866445520e-02,8.5314453621e-12,6.5086695963e-02,4.1500041108e-02,6.5625058061e+06,3.4719930453e+06,1.0000000000e+02,9.7971444127e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.2539000000e+04,2.3947022829e+03,2.4929933786e+03,1.1441480000e+04,1.8726212196e+04,1.2238725090e+04,9.7952834143e-01,5.5947111580e-02,5.5947111580e-02,1.0000000000e-02,0.0000000000e+00,5.4996145541e+19,1.7155412023e+20,0.0000000000e+00,4.6876108905e+20,9.9325061820e+17,4.4109386817e+20,1.2257413549e+02,4.0066765305e+00,1.0611100262e+02,1.2321933976e+01,7.8575251967e-02,8.8458551088e-12,5.5947111580e-02,4.1519465955e-02,6.5609272734e+06,3.4719930453e+06,1.0000000000e+02,9.7677650388e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
