t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_melt(bar),fO2_solid(bar),thick_surf_bl(m),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),R_trans(m),R_solid(m),viscosity(Pa.s),phi(mass_frac),p_S2(bar),p_H2S(bar),p_N2(bar),p_SO2(bar),p_NH3(bar)
3.3188000000e+04,2.3843590150e+03,2.4797778451e+03,1.0707620000e+04,1.8221421211e+04,1.2238621375e+04,9.7740150835e-01,4.9821330950e-02,4.9821330950e-02,1.0000000000e-02,0.0000000000e+00,5.4727492786e+19,1.7093561952e+20,0.0000000000e+00,4.6875164451e+20,9.9755878396e+17,4.3984797019e+20,1.2220028512e+02,4.0259922618e+00,1.0591648787e+02,1.2129608819e+01,7.8374834287e-02,9.0984719341e-12,4.9821330950e-02,4.1533590321e-02,6.5598315837e+06,3.4719930453e+06,1.0000000000e+02,9.7441088593e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.3707000000e+04,2.3764548370e+03,2.4696789105e+03,1.0202690000e+04,1.7834209846e+04,1.2238538436e+04,9.7568726326e-01,4.5559564626e-02,4.5559564626e-02,1.0000000000e-02,0.0000000000e+00,5.4510339083e+19,1.7044377917e+20,0.0000000000e+00,4.6874399054e+20,1.0010751594e+18,4.3884782444e+20,1.2190137294e+02,4.0416319594e+00,1.0575377477e+02,1.1982171127e+01,7.8235517752e-02,9.3008351688e-12,4.5559564626e-02,4.1544002534e-02,6.5590076555e+06,3.4719930453e+06,1.0000000000e+02,9.7250786463e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.4122000000e+04,2.3703008238e+03,2.4618391822e+03,9.8152900000e+03,1.7537771285e+04,1.2238472116e+04,9.7430480201e-01,4.2481908766e-02,4.2481908766e-02,1.0000000000e-02,0.0000000000e+00,5.4335367443e+19,1.7005210390e+20,0.0000000000e+00,4.6873780124e+20,1.0039363417e+18,4.3804675210e+20,1.2166254927e+02,4.0542900052e+00,1.0562010854e+02,1.1867533692e+01,7.8135123351e-02,9.4638445732e-12,4.2481908766e-02,4.1551871839e-02,6.5583376556e+06,3.4719930453e+06,1.0000000000e+02,9.7097570584e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.4454000000e+04,2.3652571667e+03,2.4557164569e+03,9.5187530000e+03,1.7363408318e+04,1.2238419060e+04,9.7319392152e-01,4.0210677101e-02,4.0210677101e-02,1.0000000000e-02,0.0000000000e+00,5.4194684544e+19,1.6973964758e+20,0.0000000000e+00,4.6873281135e+20,1.0062510422e+18,4.3740466133e+20,1.2147149967e+02,4.0644908846e+00,1.0551087315e+02,1.1777863597e+01,7.8061366134e-02,9.5948373982e-12,4.0210677101e-02,4.1557883992e-02,6.5572565569e+06,3.4719930453e+06,1.0000000000e+02,9.6974616099e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.4985000000e+04,2.3577511923e+03,2.4461416998e+03,9.3442880000e+03,1.6997841514e+04,1.2238334203e+04,9.7139337094e-01,3.6881248115e-02,3.6881248115e-02,1.0000000000e-02,0.0000000000e+00,5.3967859616e+19,1.6924216990e+20,0.0000000000e+00,4.6872473358e+20,1.0100349917e+18,4.3637836355e+20,1.2116665320e+02,4.0810892596e+00,1.0533305178e+02,1.1637674776e+01,7.7956144435e-02,9.8068397014e-12,3.6881248115e-02,4.1567032058e-02,6.5564160758e+06,3.4719930453e+06,1.0000000000e+02,9.6775542564e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.5835000000e+04,2.3458369409e+03,2.4313064336e+03,8.9785320000e+03,1.6503871561e+04,1.2238198367e+04,9.6846546727e-01,3.2214770074e-02,3.2214770074e-02,1.0000000000e-02,0.0000000000e+00,5.3601150557e+19,1.6845003335e+20,0.0000000000e+00,4.6871159022e+20,1.0162623769e+18,4.3473463932e+20,1.2067962434e+02,4.1082436517e+00,1.0504089611e+02,1.1420455741e+01,7.7814071591e-02,1.0152968931e-11,3.2214770074e-02,4.1580637115e-02,6.5545561796e+06,3.4719930453e+06,1.0000000000e+02,9.6452477413e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.6515000000e+04,2.3369651157e+03,2.4199988267e+03,8.4842570000e+03,1.6054480786e+04,1.2238089698e+04,9.6611880644e-01,2.9025803129e-02,2.9025803129e-02,1.0000000000e-02,0.0000000000e+00,5.3306026143e+19,1.6781908070e+20,0.0000000000e+00,4.6870094680e+20,1.0213187565e+18,4.3341325436e+20,1.2028949772e+02,4.1301577313e+00,1.0479832935e+02,1.1254261562e+01,7.7723274275e-02,1.0431532140e-11,2.9025803129e-02,4.1590478481e-02,6.5541757775e+06,3.4719930453e+06,1.0000000000e+02,9.6194070534e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.7059000000e+04,2.3301891118e+03,2.4114521235e+03,8.0347070000e+03,1.5769860634e+04,1.2238002764e+04,9.6426440781e-01,2.6810095910e-02,2.6810095910e-02,1.0000000000e-02,0.0000000000e+00,5.3069437909e+19,1.6731500536e+20,0.0000000000e+00,4.6869239981e+20,1.0253581981e+18,4.3234592564e+20,1.1997562079e+02,4.1475706615e+00,1.0459599595e+02,1.1127576639e+01,7.7667447558e-02,1.0650878715e-11,2.6810095910e-02,4.1597511909e-02,6.5535109370e+06,3.4719930453e+06,1.0000000000e+02,9.5990179766e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.7494000000e+04,2.3246300917e+03,2.4048095632e+03,7.7499010000e+03,1.5594420600e+04,1.2237933248e+04,9.6279161566e-01,2.5195375637e-02,2.5195375637e-02,1.0000000000e-02,0.0000000000e+00,5.2880232888e+19,1.6691219273e+20,0.0000000000e+00,4.6868554029e+20,1.0285896448e+18,4.3148830632e+20,1.1972391937e+02,4.1614638159e+00,1.0443080332e+02,1.1028828191e+01,7.7628667662e-02,1.0826421469e-11,2.5195375637e-02,4.1602795922e-02,6.5523837378e+06,3.4719930453e+06,1.0000000000e+02,9.5828410450e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.7842000000e+04,2.3204222628e+03,2.3995886677e+03,7.5742580000e+03,1.5421623595e+04,1.2237877635e+04,9.6160913725e-01,2.3988819749e-02,2.3988819749e-02,1.0000000000e-02,0.0000000000e+00,5.2728502551e+19,1.6659061447e+20,0.0000000000e+00,4.6868001387e+20,1.0311993223e+18,4.3080164760e+20,1.1952261773e+02,4.1726581966e+00,1.0429720329e+02,1.0951165449e+01,7.7601971506e-02,1.0967987456e-11,2.3988819749e-02,4.1606834053e-02,6.5519707206e+06,3.4719930453e+06,1.0000000000e+02,9.5698651769e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.8399000000e+04,2.3138641339e+03,2.3913805434e+03,7.4013330000e+03,1.5135250066e+04,1.2237788622e+04,9.5971013806e-01,2.2197821871e-02,2.2197821871e-02,1.0000000000e-02,0.0000000000e+00,5.2485048866e+19,1.6607669657e+20,0.0000000000e+00,4.6867110761e+20,1.0354174337e+18,4.2970089116e+20,1.1920029885e+02,4.1907108014e+00,1.0408079038e+02,1.0829033864e+01,7.7565989324e-02,1.1196968116e-11,2.2197821871e-02,4.1612985630e-02,6.5512516346e+06,3.4719930453e+06,1.0000000000e+02,9.5490490944e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.9290000000e+04,2.3033685174e+03,2.3788019771e+03,7.1147820000e+03,1.4806851115e+04,1.2237646235e+04,9.5667820697e-01,1.9689769930e-02,1.9689769930e-02,1.0000000000e-02,0.0000000000e+00,5.2094485178e+19,1.6525627554e+20,0.0000000000e+00,4.6865674549e+20,1.0422295802e+18,4.2793081493e+20,1.1868333754e+02,4.2197376760e+00,1.0372533669e+02,1.0641042999e+01,7.7530400898e-02,1.1564097216e-11,1.9689769930e-02,4.1621797005e-02,6.5497066586e+06,3.4719930453e+06,1.0000000000e+02,9.5158576411e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.0003000000e+04,2.2955304000e+03,2.3691033334e+03,6.7861000000e+03,1.4478235285e+04,1.2237532292e+04,9.5426056487e-01,1.7935075153e-02,1.7935075153e-02,1.0000000000e-02,0.0000000000e+00,5.1781740709e+19,1.6460084269e+20,0.0000000000e+00,4.6864514663e+20,1.0477223883e+18,4.2650783545e+20,1.1826867299e+02,4.2430597525e+00,1.0343448449e+02,1.0495678628e+01,7.7515048128e-02,1.1860604261e-11,1.7935075153e-02,4.1628146923e-02,6.5488536364e+06,3.4719930453e+06,1.0000000000e+02,9.4894346780e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.0573000000e+04,2.2894583001e+03,2.3616604753e+03,6.4572350000e+03,1.4253575860e+04,1.2237441202e+04,9.5235601599e-01,1.6686354939e-02,1.6686354939e-02,1.0000000000e-02,0.0000000000e+00,5.1532380738e+19,1.6407661042e+20,0.0000000000e+00,4.6863585685e+20,1.0520880822e+18,4.2536176601e+20,1.1793548320e+02,4.2615421889e+00,1.0319633834e+02,1.0383405555e+01,7.7510759433e-02,1.2095986202e-11,1.6686354939e-02,4.1632704438e-02,6.5482696426e+06,3.4719930453e+06,1.0000000000e+02,9.4686466388e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.1029000000e+04,2.2845297613e+03,2.3559636625e+03,6.2324010000e+03,1.4140574598e+04,1.2237368330e+04,9.5086028831e-01,1.5785147614e-02,1.5785147614e-02,1.0000000000e-02,0.0000000000e+00,5.1333531667e+19,1.6365681252e+20,0.0000000000e+00,4.6862843375e+20,1.0555443022e+18,4.2443746794e+20,1.1766739308e+02,4.2761322458e+00,1.0300125444e+02,1.0296707486e+01,7.7513764774e-02,1.2280904998e-11,1.5785147614e-02,4.1635944702e-02,6.5472359005e+06,3.4719930453e+06,1.0000000000e+02,9.4523297177e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.1759000000e+04,2.2772012352e+03,2.3469753215e+03,6.1192030000e+03,1.3854419291e+04,1.2237251671e+04,9.4844176943e-01,1.4453117211e-02,1.4453117211e-02,1.0000000000e-02,0.0000000000e+00,5.1014134684e+19,1.6298642685e+20,0.0000000000e+00,4.6861641682e+20,1.0611773903e+18,4.2295868492e+20,1.1723878843e+02,4.2998597891e+00,1.0268680743e+02,1.0160140269e+01,7.7527830479e-02,1.2582906943e-11,1.4453117211e-02,4.1640773836e-02,6.5464534065e+06,3.4719930453e+06,1.0000000000e+02,9.4259719396e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.2927000000e+04,2.2658241114e+03,2.3331379458e+03,5.8328030000e+03,1.3448177500e+04,1.2237065017e+04,9.4457963932e-01,1.2601592920e-02,1.2601592920e-02,1.0000000000e-02,0.0000000000e+00,5.0502831725e+19,1.6191486280e+20,0.0000000000e+00,4.6859700255e+20,1.0702858788e+18,4.2058153589e+20,1.1655114201e+02,4.3380919074e+00,1.0217369396e+02,9.9491831397e+00,7.7571406521e-02,1.3071836126e-11,1.2601592920e-02,4.1647403541e-02,6.5453087662e+06,3.4719930453e+06,1.0000000000e+02,9.3839551311e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.3861000000e+04,2.2570206512e+03,2.3228565800e+03,5.4262270000e+03,1.3225518671e+04,1.2236915758e+04,9.4159051567e-01,1.1369309630e-02,1.1369309630e-02,1.0000000000e-02,0.0000000000e+00,5.0097029359e+19,1.6105583103e+20,0.0000000000e+00,4.6858148820e+20,1.0774394531e+18,4.1865535977e+20,1.1599585406e+02,4.3679862165e+00,1.0174886948e+02,9.7900056781e+00,7.7623375232e-02,1.3452928259e-11,1.1369309630e-02,4.1651459224e-02,6.5439628778e+06,3.4719930453e+06,1.0000000000e+02,9.3514786877e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.4609000000e+04,2.2505130839e+03,2.3149518326e+03,5.2031660000e+03,1.2986895359e+04,1.2236796222e+04,9.3923459229e-01,1.0497880005e-02,1.0497880005e-02,1.0000000000e-02,0.0000000000e+00,4.9773451098e+19,1.6036727841e+20,0.0000000000e+00,4.6856901697e+20,1.0831396762e+18,4.1710265420e+20,1.1554904853e+02,4.3917427776e+00,1.0140233639e+02,9.6667987228e+00,7.7672765852e-02,1.3756829818e-11,1.0497880005e-02,4.1654127785e-02,6.5432528039e+06,3.4719930453e+06,1.0000000000e+02,9.3259033726e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.5207000000e+04,2.2454292011e+03,2.3088757333e+03,4.9643120000e+03,1.2830064034e+04,1.2236700658e+04,9.3737455383e-01,9.8699527919e-03,9.8699527919e-03,1.0000000000e-02,0.0000000000e+00,4.9515561852e+19,1.5981636961e+20,0.0000000000e+00,4.6855901651e+20,1.0876774201e+18,4.1585413118e+20,1.1519034303e+02,4.4106063653e+00,1.0112083827e+02,9.5713097063e+00,7.7718730489e-02,1.3997547899e-11,9.8699527919e-03,4.1655846836e-02,6.5427951342e+06,3.4719930453e+06,1.0000000000e+02,9.3057405554e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.5685000000e+04,2.2414733338e+03,2.3041524221e+03,4.8073260000e+03,1.2705900812e+04,1.2236624270e+04,9.3592865273e-01,9.4057185516e-03,9.4057185516e-03,1.0000000000e-02,0.0000000000e+00,4.9311097870e+19,1.5937453107e+20,0.0000000000e+00,4.6855106647e+20,1.0912288622e+18,4.1484846881e+20,1.1490178872e+02,4.4253544961e+00,1.0089267058e+02,9.4966036046e+00,7.7754316547e-02,1.4187229133e-11,9.4057185516e-03,4.1657036588e-02,6.5424717410e+06,3.4719930453e+06,1.0000000000e+02,9.2900636275e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.6068000000e+04,2.2383736443e+03,2.3004582611e+03,4.6829610000e+03,1.2609469404e+04,1.2236563064e+04,9.3477300332e-01,9.0566212965e-03,9.0566212965e-03,1.0000000000e-02,0.0000000000e+00,4.9147340239e+19,1.5902054847e+20,0.0000000000e+00,4.6854466934e+20,1.0940810497e+18,4.1404063346e+20,1.1467019369e+02,4.4371778744e+00,1.0070830060e+02,9.4378723755e+00,7.7786212460e-02,1.4338653321e-11,9.0566212965e-03,4.1657823829e-02,6.5421921652e+06,3.4719930453e+06,1.0000000000e+02,9.2775514738e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.6681000000e+04,2.2335635783e+03,2.2947193251e+03,4.5864220000e+03,1.2458356754e+04,1.2236465103e+04,9.3294186925e-01,8.5378722109e-03,8.5378722109e-03,1.0000000000e-02,0.0000000000e+00,4.8885798802e+19,1.5845359279e+20,0.0000000000e+00,4.6853441771e+20,1.0986325139e+18,4.1274234750e+20,1.1429838975e+02,4.4560090980e+00,1.0041000369e+02,9.3459969206e+00,7.7842174215e-02,1.4578798368e-11,8.5378722109e-03,4.1658784711e-02,6.5417350681e+06,3.4719930453e+06,1.0000000000e+02,9.2577245570e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7661000000e+04,2.2261009291e+03,2.2858147254e+03,4.4351650000e+03,1.2223689281e+04,1.2236308492e+04,9.3003650174e-01,7.7865551618e-03,7.7865551618e-03,1.0000000000e-02,0.0000000000e+00,4.8468682856e+19,1.5754660563e+20,0.0000000000e+00,4.6851794801e+20,1.1059215891e+18,4.1065817713e+20,1.1370218277e+02,4.4861007390e+00,9.9927599883e+01,9.2027557695e+00,7.7939820455e-02,1.4963308953e-11,7.7865551618e-03,4.1659776311e-02,6.5410304047e+06,3.4719930453e+06,1.0000000000e+02,9.2262987344e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.8445000000e+04,2.2201190138e+03,2.2790394601e+03,4.2002440000e+03,1.2115490614e+04,1.2236183204e+04,9.2779493840e-01,7.2559137600e-03,7.2559137600e-03,1.0000000000e-02,0.0000000000e+00,4.8138386737e+19,1.5681811997e+20,0.0000000000e+00,4.6850483237e+20,1.1116049606e+18,4.0897393544e+20,1.1322126006e+02,4.5095070751e+00,9.9534194309e+01,9.0922835066e+00,7.8019259117e-02,1.5262891551e-11,7.2559137600e-03,4.1660057855e-02,6.5399363175e+06,3.4719930453e+06,1.0000000000e+02,9.2020656888e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.9073000000e+04,2.2156556349e+03,2.2737376097e+03,4.0917310000e+03,1.1973455732e+04,1.2236082845e+04,9.2599903992e-01,6.8639509501e-03,6.8639509501e-03,1.0000000000e-02,0.0000000000e+00,4.7873990372e+19,1.5623497305e+20,0.0000000000e+00,4.6849423513e+20,1.1161943881e+18,4.0762268546e+20,1.1283570113e+02,4.5283712179e+00,9.9216823069e+01,9.0055542938e+00,7.8088598888e-02,1.5504241424e-11,6.8639509501e-03,4.1659996297e-02,6.5394838379e+06,3.4719930453e+06,1.0000000000e+02,9.1826711418e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.9575000000e+04,2.2122087646e+03,2.2696305752e+03,3.9495640000e+03,1.1872128337e+04,1.2236002622e+04,9.2460727996e-01,6.5737303761e-03,6.5737303761e-03,1.0000000000e-02,0.0000000000e+00,4.7664481395e+19,1.5576719341e+20,0.0000000000e+00,4.6848581538e+20,1.1197753696e+18,4.0653456215e+20,1.1252557016e+02,4.5430715316e+00,9.8960041119e+01,8.9377413802e+00,7.8142401696e-02,1.5692961677e-11,6.5737303761e-03,4.1659776735e-02,6.5392095988e+06,3.4719930453e+06,1.0000000000e+02,9.1676378562e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.0378000000e+04,2.2068166222e+03,2.2632769642e+03,3.8480560000e+03,1.1718447784e+04,1.2235874297e+04,9.2237882216e-01,6.1469077176e-03,6.1469077176e-03,1.0000000000e-02,0.0000000000e+00,4.7329210479e+19,1.5501928923e+20,0.0000000000e+00,4.6847225226e+20,1.1255517806e+18,4.0479003392e+20,1.1202878768e+02,4.5667253829e+00,9.8545719457e+01,8.8319570285e+00,7.8238905749e-02,1.5993475419e-11,6.1469077176e-03,4.1658984069e-02,6.5387429247e+06,3.4719930453e+06,1.0000000000e+02,9.1435999193e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.1663000000e+04,2.1982156545e+03,2.2535157237e+03,3.6941910000e+03,1.1544392389e+04,1.2235668945e+04,9.1889396188e-01,5.5403823363e-03,5.5403823363e-03,1.0000000000e-02,0.0000000000e+00,4.6796428656e+19,1.5381930410e+20,0.0000000000e+00,4.6845052983e+20,1.1346930746e+18,4.0197908590e+20,1.1122934316e+02,4.6040648030e+00,9.7873509398e+01,8.6678303739e+00,7.8398204235e-02,1.6468529765e-11,5.5403823363e-03,4.1656974592e-02,6.5373905564e+06,3.4719930453e+06,1.0000000000e+02,9.1060244341e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.2691000000e+04,2.1920810766e+03,2.2460383448e+03,3.5197840000e+03,1.1320505375e+04,1.2235504664e+04,9.1617163015e-01,5.1133647439e-03,5.1133647439e-03,1.0000000000e-02,0.0000000000e+00,4.6373495348e+19,1.5285720619e+20,0.0000000000e+00,4.6843308041e+20,1.1419254097e+18,3.9971577320e+20,1.1058646568e+02,4.6335267129e+00,9.7328517007e+01,8.5407788735e+00,7.8529720083e-02,1.6843744153e-11,5.1133647439e-03,4.1654748903e-02,6.5375731817e+06,3.4719930453e+06,1.0000000000e+02,9.0766901910e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.3513000000e+04,2.1870576589e+03,2.2403961463e+03,3.2956760000e+03,1.1244590306e+04,1.2235373303e+04,9.1408503792e-01,4.8113287321e-03,4.8113287321e-03,1.0000000000e-02,0.0000000000e+00,4.6039060504e+19,1.5208415013e+20,0.0000000000e+00,4.6841920929e+20,1.1475229720e+18,3.9788729707e+20,1.1006790656e+02,4.6562644792e+00,9.6885291247e+01,8.4429049887e+00,7.8634517432e-02,1.7130960144e-11,4.8113287321e-03,4.1652503110e-02,6.5365318031e+06,3.4719930453e+06,1.0000000000e+02,9.0542330148e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.4171000000e+04,2.1833211730e+03,2.2360166572e+03,3.2194730000e+03,1.1139185273e+04,1.2235268150e+04,9.1243469310e-01,4.5882590556e-03,4.5882590556e-03,1.0000000000e-02,0.0000000000e+00,4.5772365962e+19,1.5146488092e+20,0.0000000000e+00,4.6840805945e+20,1.1519879415e+18,3.9641896339e+20,1.0965179016e+02,4.6743651653e+00,9.6527849309e+01,8.3662657611e+00,7.8721662877e-02,1.7358375757e-11,4.5882590556e-03,4.1650439595e-02,6.5361811401e+06,3.4719930453e+06,1.0000000000e+02,9.0364704188e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.4697000000e+04,2.1804503903e+03,2.2326564949e+03,3.1139600000e+03,1.1066164018e+04,1.2235184091e+04,9.1115457570e-01,4.4236038178e-03,4.4236038178e-03,1.0000000000e-02,0.0000000000e+00,4.5560782798e+19,1.5096840991e+20,0.0000000000e+00,4.6839918688e+20,1.1554753032e+18,3.9523776166e+20,1.0931736950e+02,4.6884741183e+00,9.6239158235e+01,8.3065223726e+00,7.8791168962e-02,1.7533984764e-11,4.4236038178e-03,4.1648601909e-02,6.5359882091e+06,3.4719930453e+06,1.0000000000e+02,9.0226926078e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.5539000000e+04,2.1758968869e+03,2.2273597187e+03,3.0407780000e+03,1.0949658048e+04,1.2235049534e+04,9.0910637133e-01,4.1750074469e-03,4.1750074469e-03,1.0000000000e-02,0.0000000000e+00,4.5222542371e+19,1.5017340592e+20,0.0000000000e+00,4.6838490073e+20,1.1610878743e+18,3.9334403371e+20,1.0878141884e+02,4.7111493428e+00,9.5775069365e+01,8.2121190926e+00,7.8906034885e-02,1.7816130746e-11,4.1750074469e-03,4.1645417411e-02,6.5356184453e+06,3.4719930453e+06,1.0000000000e+02,9.0006783360e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.6886000000e+04,2.1686295081e+03,2.2192157710e+03,2.9241190000e+03,1.0832820223e+04,1.2234834274e+04,9.0592589418e-01,3.8176522952e-03,3.8176522952e-03,1.0000000000e-02,0.0000000000e+00,4.4685997712e+19,1.4889755114e+20,0.0000000000e+00,4.6836206966e+20,1.1699061109e+18,3.9029460742e+20,1.0791922559e+02,4.7466861460e+00,9.5024485747e+01,8.0651470025e+00,7.9089040754e-02,1.8257063241e-11,3.8176522952e-03,4.1639724857e-02,6.5344057012e+06,3.4719930453e+06,1.0000000000e+02,8.9664854637e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.9041000000e+04,2.1574793794e+03,2.2066003252e+03,2.8069730000e+03,1.0617493528e+04,1.2234489891e+04,9.0087967042e-01,3.3190842781e-03,3.3190842781e-03,1.0000000000e-02,0.0000000000e+00,4.3832233392e+19,1.4685406089e+20,0.0000000000e+00,4.6832508343e+20,1.1841282632e+18,3.8539775139e+20,1.0653579331e+02,4.8038176219e+00,9.3812621575e+01,7.8366398197e+00,7.9395211254e-02,1.8968425727e-11,3.3190842781e-03,4.1629259023e-02,6.5329277767e+06,3.4719930453e+06,1.0000000000e+02,8.9123032297e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.0765000000e+04,2.1495545068e+03,2.1973221184e+03,2.5910620000e+03,1.0404310699e+04,1.2234214384e+04,8.9703768413e-01,2.9913614362e-03,2.9913614362e-03,1.0000000000e-02,0.0000000000e+00,4.3158822598e+19,1.4521201282e+20,0.0000000000e+00,4.6829537187e+20,1.1951695870e+18,3.8143980984e+20,1.0541947860e+02,4.8479352210e+00,9.2825609171e+01,7.6632973464e+00,7.9645502239e-02,1.9505794383e-11,2.9913614362e-03,4.1619416670e-02,6.5322356097e+06,3.4719930453e+06,1.0000000000e+02,8.8710954549e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.2145000000e+04,2.1432311885e+03,2.1904940661e+03,2.3774960000e+03,1.0349639246e+04,1.2233993850e+04,8.9417232704e-01,2.7694431472e-03,2.7694431472e-03,1.0000000000e-02,0.0000000000e+00,4.2629073581e+19,1.4388933276e+20,0.0000000000e+00,4.6827176042e+20,1.2035345886e+18,3.7823344708e+20,1.0451655252e+02,4.8811931542e+00,9.2021834382e+01,7.5309182856e+00,7.9837259422e-02,1.9900163678e-11,2.7694431472e-03,4.1610706347e-02,6.5312045768e+06,3.4719930453e+06,1.0000000000e+02,8.8403765110e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.3249000000e+04,2.1388439340e+03,2.1851310014e+03,2.3225620000e+03,1.0188324304e+04,1.2233817424e+04,8.9188560030e-01,2.6058435479e-03,2.6058435479e-03,1.0000000000e-02,0.0000000000e+00,4.2206596181e+19,1.4283089455e+20,0.0000000000e+00,4.6825262403e+20,1.2102841504e+18,3.7566463023e+20,1.0379342547e+02,4.9079689155e+00,9.1376105681e+01,7.4267497725e+00,7.9995252820e-02,2.0217156684e-11,2.6058435479e-03,4.1603297437e-02,6.5315311497e+06,3.4719930453e+06,1.0000000000e+02,8.8158686068e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.4132000000e+04,2.1352328099e+03,2.1812397489e+03,2.1611100000e+03,1.0155666032e+04,1.2233676314e+04,8.9016587832e-01,2.4927463546e-03,2.4927463546e-03,1.0000000000e-02,0.0000000000e+00,4.1872862486e+19,1.4198008649e+20,0.0000000000e+00,4.6823745038e+20,1.2154205254e+18,3.7358927274e+20,1.0321001268e+02,4.9282383091e+00,9.0851943447e+01,7.3472164525e+00,8.0121726179e-02,2.0444419567e-11,2.4927463546e-03,4.1596879282e-02,6.5305453996e+06,3.4719930453e+06,1.0000000000e+02,8.7974354078e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
