t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_melt(bar),fO2_solid(bar),thick_surf_bl(m),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),R_trans(m),R_solid(m),viscosity(Pa.s),phi(mass_frac),p_S2(bar),p_N2(bar),p_SO2(bar),p_H2S(bar),p_NH3(bar)
0.0000000000e+00,3.4482564315e+03,3.8717634262e+03,1.0000000000e+03,7.4839066672e+04,5.9400074628e+02,1.0000000000e+00,1.2431473840e+02,1.2431473840e+02,1.0000000000e-02,0.0000000000e+00,4.5307474294e+19,2.2769252573e+20,0.0000000000e+00,1.5798843247e+21,2.0115675341e+19,9.7760362497e+20,3.2178039139e+02,6.5770163575e+01,9.7545650090e+01,3.1825513618e+01,2.3243257019e+00,7.8117128704e-10,1.2431473840e+02,3.2170752980e-02,6.5009621850e+06,3.2492808734e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,3.4482523063e+03,3.8717634262e+03,7.4444570000e+04,7.4749840140e+04,5.9400074628e+02,1.0000000000e+00,1.2431473840e+02,1.2431473840e+02,1.0000000000e-02,0.0000000000e+00,4.5307474278e+19,2.2769252566e+20,0.0000000000e+00,1.5798843247e+21,2.0115675342e+19,9.7760362482e+20,3.2178039134e+02,6.5770163575e+01,9.7545650055e+01,3.1825513607e+01,2.3243257019e+00,7.8117128678e-10,1.2431473840e+02,3.2170752979e-02,6.5005964801e+06,3.2492808734e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,3.4482521527e+03,3.8717634262e+03,7.4355350000e+04,7.4743231009e+04,5.9400074628e+02,1.0000000000e+00,1.2431473840e+02,1.2431473840e+02,1.0000000000e-02,0.0000000000e+00,4.5307474305e+19,2.2769252579e+20,0.0000000000e+00,1.5798843250e+21,2.0115675350e+19,9.7760362518e+20,3.2178039145e+02,6.5770163601e+01,9.7545650115e+01,3.1825513626e+01,2.3243257029e+00,7.8117128786e-10,1.2431473840e+02,3.2170752980e-02,6.5005648508e+06,3.2492808734e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,3.4482517085e+03,3.8717634262e+03,7.4348740000e+04,7.4743192786e+04,5.9400074628e+02,1.0000000000e+00,1.2431473840e+02,1.2431473840e+02,1.0000000000e-02,0.0000000000e+00,4.5307474290e+19,2.2769252571e+20,0.0000000000e+00,1.5798843247e+21,2.0115675342e+19,9.7760362493e+20,3.2178039138e+02,6.5770163575e+01,9.7545650081e+01,3.1825513615e+01,2.3243257019e+00,7.8117128696e-10,1.2431473840e+02,3.2170752980e-02,6.5005515219e+06,3.2492808734e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.0000000000e+00,3.4482516720e+03,3.8717634262e+03,7.4348700000e+04,7.4743094486e+04,5.9400074628e+02,1.0000000000e+00,1.2431473840e+02,1.2431473840e+02,1.0000000000e-02,0.0000000000e+00,4.5307474290e+19,2.2769252571e+20,0.0000000000e+00,1.5798843247e+21,2.0115675342e+19,9.7760362493e+20,3.2178039138e+02,6.5770163575e+01,9.7545650081e+01,3.1825513615e+01,2.3243257019e+00,7.8117128696e-10,1.2431473840e+02,3.2170752980e-02,6.5005490474e+06,3.2492808734e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.0000000000e+00,3.4482516757e+03,3.8717634262e+03,7.4348600000e+04,7.4743096519e+04,5.9400074628e+02,1.0000000000e+00,1.2431473840e+02,1.2431473840e+02,1.0000000000e-02,0.0000000000e+00,4.5307474290e+19,2.2769252571e+20,0.0000000000e+00,1.5798843247e+21,2.0115675342e+19,9.7760362493e+20,3.2178039138e+02,6.5770163575e+01,9.7545650081e+01,3.1825513615e+01,2.3243257019e+00,7.8117128696e-10,1.2431473840e+02,3.2170752980e-02,6.5005489327e+06,3.2492808734e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.2000000000e+01,3.4482516589e+03,3.8717634262e+03,7.4348600000e+04,7.4743100035e+04,5.9400075651e+02,1.0000000000e+00,1.2431473840e+02,1.2431473840e+02,1.0000000000e-02,0.0000000000e+00,4.5307455029e+19,2.2769243620e+20,0.0000000000e+00,1.5798843145e+21,2.0115675921e+19,9.7760343240e+20,3.2178033425e+02,6.5770162726e+01,9.7545607668e+01,3.1825499777e+01,2.3243256719e+00,7.8117092716e-10,1.2431473840e+02,3.2170751638e-02,6.5005489202e+06,3.2492808734e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.2000000000e+01,3.4482516415e+03,3.8717634262e+03,7.4348610000e+04,7.4743102967e+04,5.9400075651e+02,1.0000000000e+00,1.2431473840e+02,1.2431473840e+02,1.0000000000e-02,0.0000000000e+00,4.5307435769e+19,2.2769234670e+20,0.0000000000e+00,1.5798843043e+21,2.0115676500e+19,9.7760323988e+20,3.2178027712e+02,6.5770161878e+01,9.7545565255e+01,3.1825485940e+01,2.3243256420e+00,7.8117056736e-10,1.2431473840e+02,3.2170750297e-02,6.5005489072e+06,3.2492808734e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.2000000000e+01,3.4482516265e+03,3.8717634262e+03,7.4348610000e+04,7.4743106474e+04,5.9400077355e+02,1.0000000000e+00,1.2431473840e+02,1.2431473840e+02,1.0000000000e-02,0.0000000000e+00,4.5307416508e+19,2.2769225719e+20,0.0000000000e+00,1.5798842941e+21,2.0115677080e+19,9.7760304735e+20,3.2178021999e+02,6.5770161030e+01,9.7545522843e+01,3.1825472102e+01,2.3243256120e+00,7.8117020756e-10,1.2431473840e+02,3.2170748956e-02,6.5005488957e+06,3.2492808734e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.3200000000e+02,3.4482514563e+03,3.8717634262e+03,7.4348610000e+04,7.4743140617e+04,5.9400085877e+02,1.0000000000e+00,1.2431473840e+02,1.2431473840e+02,1.0000000000e-02,0.0000000000e+00,4.5307223902e+19,2.2769136213e+20,0.0000000000e+00,1.5798841922e+21,2.0115682873e+19,9.7760112208e+20,3.2177964871e+02,6.5770152547e+01,9.7545098716e+01,3.1825333725e+01,2.3243253122e+00,7.8116660954e-10,1.2431473840e+02,3.2170735541e-02,6.5005487877e+06,3.2492808734e+06,1.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
