z(m),p_tot(bar),T(K),p_H2O(bar),p_CO2(bar),p_O2(bar),p_H2(bar),p_CH4(bar),p_CO(bar),p_N2(bar),p_NH3(bar),p_S2(bar),p_SO2(bar),p_H2S(bar)
6.3342412195e+05,1.0360200180e-04,4.0089071519e+02,1.6355330762e-05,6.5870226484e-05,2.1376551060e-05,8.3434104300e-19,5.0722796366e-65,3.4928184422e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.2676996781e+05,1.7002868825e-04,4.4715445251e+02,2.6841908334e-05,1.0810436100e-04,3.5082593704e-05,9.7533882221e-19,6.1765468608e-65,4.0261031743e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.2197763688e+05,2.4221647184e-04,4.5773360037e+02,3.8237972674e-05,1.5400140519e-04,4.9977342988e-05,1.1308053645e-18,8.0044179669e-65,4.6470954902e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.1711162363e+05,3.4505247224e-04,4.6226519328e+02,5.4472377146e-05,2.1938460744e-04,7.1195842393e-05,1.3315258993e-18,1.0910590193e-64,5.4606043906e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.1219078142e+05,4.9154876912e-04,4.6937189395e+02,7.7599298930e-05,3.1252705727e-04,1.0142291829e-04,1.5536899817e-18,1.4437794347e-64,6.3496045487e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.0719417196e+05,7.0024188165e-04,4.7818829448e+02,1.1054504154e-04,4.4521428674e-04,1.4448327329e-04,1.7985890278e-18,1.8617286867e-64,7.3160370433e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.0210441099e+05,9.9753823754e-04,4.8902546908e+02,1.5747830686e-04,6.3423552142e-04,2.0582543486e-04,2.0593456154e-18,2.3162280096e-64,8.3234196170e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.9689597329e+05,1.4210554402e-03,5.0221346341e+02,2.2433767074e-04,9.0350806030e-04,2.9321117020e-04,2.3223994346e-18,2.7426072408e-64,9.3051852944e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.9153854514e+05,2.0243821119e-03,5.1952732517e+02,3.1958300490e-04,1.2871035876e-03,4.1769760080e-04,2.5462830261e-18,2.9624322517e-64,1.0069973078e-18,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.8596468094e+05,2.8838585880e-03,5.4602854297e+02,4.5526592429e-04,1.8335593428e-03,5.9503628598e-04,2.6142310291e-18,2.5828885962e-64,1.0102026984e-18,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
