t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_solid(bar),fO2_melt(bar),thick_surf_bl(m),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),R_trans(m),R_solid(m),viscosity(Pa.s),p_N2(bar),p_NH3(bar),p_S2(bar),p_SO2(bar),p_H2S(bar)
2.6920000000e+03,3.3974040079e+03,3.8799809908e+03,1.6622010000e+05,1.6309179822e+05,3.1048927776e+02,1.0000000000e+00,1.2431473840e+02,1.2431473840e+02,1.0000000000e-02,0.0,5.2425639837e+19,2.2056919229e+20,0.0,1.5861844708e+21,1.3815205490e+19,9.2206373953e+20,2.9102967249e+02,4.3759243676e+01,9.1542367347e+01,2.9866865985e+01,1.5464570748e+00,3.2452060291e-10,1.2431473840e+02,3.3105731915e-02,6.8719071647e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
5.2520000000e+03,3.3973386828e+03,3.8799809908e+03,1.6288580000e+05,1.5964675901e+05,3.1049041794e+02,1.0000000000e+00,1.2431473840e+02,1.2431473840e+02,1.0000000000e-02,0.0,5.2424644307e+19,2.2056527929e+20,0.0,1.5861841459e+21,1.3815222966e+19,9.2205523508e+20,2.9102729676e+02,4.3759225748e+01,9.1540590044e+01,2.9866286117e+01,1.5464564413e+00,3.2451403642e-10,1.2431473840e+02,3.3105676473e-02,6.8702558976e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
7.9080000000e+03,3.3935800257e+03,3.7972899844e+03,1.5944080000e+05,1.4944233198e+05,3.1049160089e+02,1.0000000000e+00,9.6000095112e+01,9.6000095112e+01,1.0000000000e-02,0.0,5.2905299791e+19,2.2007953835e+20,0.0,1.5862716062e+21,1.3727444105e+19,8.5263007823e+20,2.6310173993e+02,4.3764051546e+01,9.2743112742e+01,2.9084863537e+01,1.5096169920e+00,3.3553608745e-10,9.6000095112e+01,3.3293825098e-02,6.8563285335e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
8.3640000000e+03,3.3453661557e+03,3.7142395280e+03,1.4923640000e+05,9.0932937702e+04,3.1049180398e+02,1.0000000000e+00,7.2047249700e+01,7.2047249700e+01,1.0000000000e-02,0.0,5.3429378291e+19,2.1955459439e+20,0.0,1.5863684901e+21,1.3630506311e+19,7.9429209550e+20,2.3959751482e+02,4.3769397613e+01,9.4063595407e+01,2.8246790686e+01,1.4704814106e+00,3.4866477524e-10,7.2047249700e+01,3.3505579796e-02,6.8044848933e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
9.0560000000e+03,3.2897046959e+03,3.6376411071e+03,9.0726970000e+04,6.2200782766e+04,3.1049211219e+02,1.0000000000e+00,5.4213791858e+01,5.4213791858e+01,1.0000000000e-02,0.0,5.3930945991e+19,2.1905176281e+20,0.0,1.5864612995e+21,1.3537618402e+19,7.5121949696e+20,2.2220256132e+02,4.3774519163e+01,9.5339953532e+01,2.7440875946e+01,1.4334208250e+00,3.6257388623e-10,5.4213791858e+01,3.3711660186e-02,6.7653148711e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
1.0056000000e+04,3.2497790809e+03,3.5618947269e+03,6.1994820000e+04,5.4999703973e+04,3.1049255757e+02,1.0000000000e+00,4.0245068819e+01,4.0245068819e+01,1.0000000000e-02,0.0,5.4431634432e+19,2.1854930783e+20,0.0,1.5865529770e+21,1.3445831742e+19,7.1782360522e+20,2.0866889438e+02,4.3779578541e+01,9.6629944789e+01,2.6618005058e+01,1.3962971737e+00,3.7810367016e-10,4.0245068819e+01,3.3917715926e-02,6.7502551031e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
1.1056000000e+04,3.2131366898e+03,3.4950593981e+03,5.4793740000e+04,4.9258127999e+04,3.1049300296e+02,1.0000000000e+00,3.0516769750e+01,3.0516769750e+01,1.0000000000e-02,0.0,5.4870559764e+19,2.1810863005e+20,0.0,1.5866318693e+21,1.3366831633e+19,6.9484613346e+20,1.9931185530e+02,4.3783932581e+01,9.7776926633e+01,2.5870948234e+01,1.3632781005e+00,3.9341495768e-10,3.0516769750e+01,3.4096526352e-02,6.7377196504e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
1.2056000000e+04,3.1786409338e+03,3.4353733191e+03,4.9052170000e+04,4.4420119184e+04,3.1049344834e+02,1.0000000000e+00,2.3571473871e+01,2.3571473871e+01,1.0000000000e-02,0.0,5.5256287626e+19,2.1772116007e+20,0.0,1.5866996594e+21,1.3298934697e+19,6.7866254427e+20,1.9268004135e+02,4.3787674071e+01,9.8799597460e+01,2.5187644263e+01,1.3336516819e+00,4.0849826346e-10,2.3571473871e+01,3.4250955299e-02,6.7270996288e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
1.3056000000e+04,3.1462487892e+03,3.3817606565e+03,4.4214160000e+04,4.0312272238e+04,3.1049389373e+02,1.0000000000e+00,1.8519968516e+01,1.8519968516e+01,1.0000000000e-02,0.0,5.5595766950e+19,2.1737994743e+20,0.0,1.5867579127e+21,1.3240575590e+19,6.6706859792e+20,1.8789168143e+02,4.3790889324e+01,9.9712509390e+01,2.4561354652e+01,1.3069595432e+00,4.2330615333e-10,1.8519968516e+01,3.4384020154e-02,6.7177908637e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
1.4056000000e+04,3.1158154897e+03,3.3332608191e+03,4.0106310000e+04,3.6796829469e+04,3.1049433911e+02,1.0000000000e+00,1.4774986713e+01,1.4774986713e+01,1.0000000000e-02,0.0,5.5896184958e+19,2.1707780391e+20,0.0,1.5868082525e+21,1.3190130619e+19,6.5861778229e+20,1.8436803295e+02,4.3793667898e+01,1.0053133459e+02,2.3985273023e+01,1.2827707246e+00,4.3783711814e-10,1.4774986713e+01,3.4499133782e-02,6.7095364457e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
