,C,H,He,N,O,P,S,Si,Ti,V,Cl,K,Na,Mg,F,Ca,Fe,Al,e-,AlH,HAlO,HAlO2,AlN,AlO,N2O5,AlO2,AlS,Al2,Al2O,Al2O2,AlC,CH,HCN,HNCO,HCO,CHP,CH2,H2CO,CH3,CH4,CH4O2,KCN,CN,NaCN,NCO,CN2_cnn,CN2_ncn,CO,COS,CO2,PC,CS,CS2,SiC,Si2C,C2,C2H,C2H2,C2H2O2,C2H4,C2H4O,K2C2N2,C2N,C2NO,C2N2,SiC2,CCO,TiC2,C3,C3H,C3N2O,C3O2,C4,C4N2,CaH,CaOH,CaO,CaS,Ca2,FeH,FeO2H2,FeO,FeS,KH,KOH,MgH,MgOH,NH,HNO,HNO2,HNO3,NaH,NaOH,OH,CHO,HO2,PH,HS,SiH,TiH,H2,K2O2H2,MgO2H2,NH2,N2H2,H2O,H2O2,H2SO4,PH2,H2S,SiH2,NH3,PH3,SiH3,N2H4,SiH4,KO,K2,K2SO4,MgN,MgO,MgS,Mg2,NO,NO2,NO3,PN,NS,SiN,Si2N,TiN,N2,N2O,N2O3,N2O4,N3,NaO,Na2,PO,SO,S2O,SiO,TiO,O2,PO2,SO2,SiO2,TiO2,O3,SO3,PS,P2,P4,SiS,TiS,S2,S3,S4,S5,S6,S7,S8,Si2,Si3,Al_p,Al_m,AlO_p,AlO_m,AlO2_m,Al2O_p,Al2O2_p,CH_p,CH_m,CHO_p,CN_p,CN_m,CO2_m,C2_m,Ca_p,Ca_m,CaOH_p,Fe_p,Fe_m,H_p,H_m,KOH_p,MgOH_p,NaOH_p,OH_p,OH_m,HS_m,SiH_p,H2_p,H2_m,H3O_p,He_p,K_p,K_m,KO_m,Mg_p,N_p,N_m,NO_p,NO2_m,N2_p,N2_m,N2O_p,Na_p,Na_m,NaO_m,O_p,O_m,O2_p,O2_m,P_p,P_m,S_p,S_m,Si_p,Si_m,Ti_p,Ti_m
0,4.646191070928843e-08,1.5241650869963448e-09,3.771567493913352e-30,5.453322004256479e-31,9.522043512779322e-17,8.183326486465346e-21,9.453475793436187e-24,3.4468211550918123e-09,2.5480943866258496e-13,3.771567493913352e-30,3.771567493913352e-30,0.003526188717565489,0.09505919107770348,0.032137164674676824,3.771567493913352e-30,1.2125969884111357e-07,0.298751859996501,5.782076551828055e-07,5.728581611014556e-09,5.471344496172495e-13,4.896894086358518e-23,6.687452873226712e-25,2.0851727269985023e-34,1.1820768538100228e-14,1.4707888887041587e-121,4.736206563650039e-26,2.3657891425232963e-25,2.1343328993444529e-13,1.8421459945928955e-12,1.4670299502971337e-21,7.841242517547055e-10,1.3184090537196685e-12,3.2263192897357157e-24,1.5854783284530964e-33,4.953701644768584e-13,1.61885311262038e-18,1.5999839756679408e-15,2.8983642825339245e-18,4.352029067453559e-18,7.051546372123656e-22,1.3014950912885152e-50,4.689626145375405e-19,1.904565492526203e-23,1.0548624374974311e-17,8.090609899949668e-32,2.6630976904280698e-51,2.359334924959217e-48,0.6886149700586814,1.607653813397666e-22,7.311468198186878e-10,9.399077591917015e-18,1.101370204793757e-17,8.329753747459684e-36,6.71022496316023e-10,2.226048889722865e-08,5.01855601019696e-05,0.0006216952841646537,2.2578272726634212e-06,7.961224144199068e-26,1.849599024961103e-19,4.305442896650835e-33,3.2230792550658246e-39,8.495484137083742e-21,1.415102699003865e-26,1.022538083226906e-38,0.07950492108453429,1.0044633165470045e-05,1.0721961054053355e-08,49.91928520253764,4.558161975672802,7.322268109766635e-47,2.80861563011344e-06,51.779668082203095,9.422295674276677e-34,3.537869848773159e-14,7.837353191225521e-20,2.6176449957873936e-18,2.01941960798214e-26,1.2574791906333078e-17,1.3041628166806176e-10,2.1184441075015512e-28,1.8299108914055763e-11,7.876812439526753e-21,3.124711969147253e-11,6.447970345652238e-17,1.2772969329427861e-11,2.860167316347906e-16,1.1843538675243128e-35,2.644738177562059e-44,1.8787541949173004e-55,1.1060285005817853e-70,6.029873624835455e-10,5.080785849103723e-16,5.166809015442386e-19,4.953701644768584e-13,1.4477903539312696e-33,1.528446032135865e-25,7.701057646355237e-28,8.091962258118502e-15,2.0450387041650023e-21,6.118723827230023e-12,9.980648487212222e-36,2.3290543330680137e-29,1.2809288629139242e-39,1.706968733382108e-64,2.6478859754611234e-20,1.3201934303585998e-38,3.3799747188649685e-77,6.141002115914213e-31,4.0472989203733996e-32,2.472381679668116e-21,1.865972246635546e-42,9.234689742565985e-36,6.19517311707369e-26,2.424099387444941e-78,1.6935643627214927e-32,2.524365852879094e-16,4.924047460032257e-08,2.5733473658909944e-62,1.4771129101619773e-27,8.779383785934006e-14,4.425887817477516e-22,1.579831423629805e-07,2.726483083431912e-35,5.171489137719341e-50,5.752718754566227e-68,9.403101104708515e-40,1.2663216051464414e-46,5.9577708563081304e-30,3.785118003652689e-33,8.419507014023633e-37,2.2406807539631032e-41,7.362831009605768e-60,1.2576860373979833e-90,2.653773275224689e-106,2.819917456377605e-76,7.183828597225744e-15,6.167061452210039e-05,5.910879963882027e-26,2.650857453656916e-31,1.485566200976155e-51,1.8297838506255533e-09,1.0962011108594141e-16,1.8026706461116615e-25,4.6929470425334085e-34,2.7662390670414192e-39,2.2265254326357335e-20,5.572338096244042e-23,2.1046691554654052e-45,9.846717577071758e-54,6.570775654241059e-37,3.299904684963211e-33,4.073357522747478e-67,3.922317561525303e-21,4.1502143000223196e-29,5.623633608757928e-41,2.0192760392413704e-63,2.155549429883147e-85,1.9286108326754808e-108,7.835231128056609e-130,2.4321291650072175e-151,9.225903725157412e-174,1.0734219705275769e-14,1.0434538810767676e-18,1.240222695532069e-13,8.382889974401573e-16,2.0784787734118883e-29,5.888376318991149e-16,3.8200159359194476e-26,6.759650083943598e-24,1.4674396488421882e-37,1.0896114673250212e-31,1.1836210986674452e-18,1.1111386842399956e-25,1.1904582488760864e-50,9.48181331600181e-24,1.2368046962285812e-17,7.038684128719357e-05,1.3345552859697602e-13,7.505613702453486e-17,1.878603675840867e-25,4.2244100617550885e-12,4.864624675705125e-11,2.6053146909143312e-36,4.725606938670576e-18,3.4372380274218475e-26,4.201918037972441e-27,2.4347194614399944e-29,2.1165989595629507e-44,6.301401409929534e-25,2.3150377832336075e-32,1.3698824903563912e-26,1.212417933640477e-42,4.148783537519678e-28,4.121888054062271e-42,5.577513087126801e-86,5.917244089918877e-05,2.269515201189981e-12,1.6719727588408208e-21,2.571918061990668e-12,1.1683511340613952e-59,4.423170020462203e-41,9.286160524082288e-51,6.110714408313178e-54,7.267620344013387e-73,3.0800124218881615e-55,1.3936158239298877e-83,1.12202555361932e-05,8.215003708232583e-11,3.6796167957897516e-20,1.3577716163733203e-43,3.227729278277031e-23,8.508292423700158e-48,3.322688016901602e-34,1.2567749501636839e-38,1.0221794602519869e-28,9.104631041177427e-42,1.4941005154618453e-28,3.84482367516256e-21,5.362410001190401e-16,3.477834026272169e-21,3.2465813433284755e-23
