t(yr),T_surf(K),T_pot(K),phi(vol_frac),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),mmw(kg/mol),p_surf(bar),p_H2O(bar),p_CO2(bar),p_O2(bar),p_H2(bar),p_CH4(bar),p_CO(bar),p_N2(bar),p_NH3(bar),p_S2(bar),p_SO2(bar),p_H2S(bar),fO2_liquid(bar),fO2_solid(bar),R_trans(m),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),thick_surf_bl(m)
1.0708871000e+07,1.7785905274e+03,1.8143638924e+03,1.5127161035e-01,0.0000000000e+00,6.9713326041e+18,2.4883485811e+20,0.0000000000e+00,4.0079091931e+20,6.6829412083e+19,1.1723601132e+21,2.7624705193e-02,2.9716752011e+02,1.8065711114e+02,1.0930049153e+02,1.2843681166e-05,2.2192624688e+00,9.9422240217e-08,4.9906420251e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2843681166e-05,0.0000000000e+00,6.5591473926e+06,1.0955450000e+00,2.2948767942e+02,3.4268814237e+02,1.0000000000e-02
1.0846693000e+07,1.7785905274e+03,1.8134369820e+03,1.5082402891e-01,0.0000000000e+00,6.9341712541e+18,2.4867999386e+20,0.0000000000e+00,4.0034545011e+20,6.7223309097e+19,1.1750445902e+21,2.7585523644e-02,2.9775135972e+02,1.8146417061e+02,1.0907753748e+02,1.2843681166e-05,2.2291767023e+00,1.0010791315e-07,4.9804619810e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2843681166e-05,0.0000000000e+00,6.5596471103e+06,1.0303220000e+00,2.2946148778e+02,3.4272066988e+02,1.0000000000e-02
1.0956950000e+07,1.7783026059e+03,1.8127370143e+03,1.5048420579e-01,0.0000000000e+00,6.9059114899e+18,2.4855470750e+20,0.0000000000e+00,4.0000402839e+20,6.7523224146e+19,1.1770782063e+21,2.7555852527e-02,2.9819235729e+02,1.8207826414e+02,1.0890781323e+02,1.2779424610e-05,2.2361633612e+00,1.0074111868e-07,4.9701036767e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2779424610e-05,0.0000000000e+00,6.5599868040e+06,9.8244510000e-01,2.2942053298e+02,3.4274669171e+02,1.0000000000e-02
1.1045156000e+07,1.7777702577e+03,1.8122168584e+03,1.5023015771e-01,0.0000000000e+00,6.8847065885e+18,2.4845311975e+20,0.0000000000e+00,3.9974638055e+20,6.7747513706e+19,1.1785882151e+21,2.7533750630e-02,2.9851841780e+02,1.8253756153e+02,1.0878059023e+02,1.2661407969e-05,2.2407715418e+00,1.0133881966e-07,4.9594817474e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2661407969e-05,0.0000000000e+00,6.5601968767e+06,9.2414260000e-01,2.2936760128e+02,3.4276750928e+02,1.0000000000e-02
1.1115721000e+07,1.7777702577e+03,1.8274339495e+03,1.5162723044e-01,0.0000000000e+00,6.8816247942e+18,2.4835799397e+20,0.0000000000e+00,3.9972264664e+20,6.7744468642e+19,1.1783164469e+21,2.7531718712e-02,2.9844453857e+02,1.8251588678e+02,1.0873091652e+02,1.2661407969e-05,2.2405054697e+00,1.0126849038e-07,4.9572170432e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2661407969e-05,0.0000000000e+00,6.5602115995e+06,8.5733260000e-01,2.2937879828e+02,3.4278416338e+02,1.0000000000e-02
1.1172173000e+07,1.7777702577e+03,1.8273309623e+03,1.5158085423e-01,0.0000000000e+00,6.8791588335e+18,2.4828187293e+20,0.0000000000e+00,3.9970364826e+20,6.7742030891e+19,1.1780989659e+21,2.7530092325e-02,2.9838541749e+02,1.8249853763e+02,1.0869116968e+02,1.2661407969e-05,2.2402924972e+00,1.0121222713e-07,4.9554049211e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2661407969e-05,0.0000000000e+00,6.5602230585e+06,8.5742690000e-01,2.2938756396e+02,3.4279748667e+02,1.0000000000e-02
1.1256851000e+07,1.7777702577e+03,1.8269122610e+03,1.5139226816e-01,0.0000000000e+00,6.8754584465e+18,2.4816764044e+20,0.0000000000e+00,3.9967513005e+20,6.7738371913e+19,1.1777725931e+21,2.7527650873e-02,2.9829669503e+02,1.8247249660e+02,1.0863152712e+02,1.2661407969e-05,2.2399728261e+00,1.0112782214e-07,4.9526857208e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2661407969e-05,0.0000000000e+00,6.5602402621e+06,8.5731040000e-01,2.2940070941e+02,3.4281747160e+02,1.0000000000e-02
1.1383868000e+07,1.7777702577e+03,1.8262020939e+03,1.5107225903e-01,0.0000000000e+00,6.8699046146e+18,2.4799617710e+20,0.0000000000e+00,3.9963230626e+20,6.7732878147e+19,1.1772826938e+21,2.7523984475e-02,2.9816351946e+02,1.8243339612e+02,1.0854201311e+02,1.2661407969e-05,2.2394928412e+00,1.0100119200e-07,4.9486046335e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2661407969e-05,0.0000000000e+00,6.5602661222e+06,8.5713270000e-01,2.2942044171e+02,3.4284744899e+02,1.0000000000e-02
1.1574393000e+07,1.7777702577e+03,1.8251010786e+03,1.5057571214e-01,0.0000000000e+00,6.8615665803e+18,2.4773872504e+20,0.0000000000e+00,3.9956796605e+20,6.7724625593e+19,1.1765470816e+21,2.7518475390e-02,2.9796354998e+02,1.8237465783e+02,1.0840762972e+02,1.2661407969e-05,2.2387717892e+00,1.0081119678e-07,4.9424778791e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2661407969e-05,0.0000000000e+00,6.5603050008e+06,8.5688020000e-01,2.2945005096e+02,3.4289241499e+02,1.0000000000e-02
1.1860181000e+07,1.7777702577e+03,1.8234342258e+03,1.4982298731e-01,0.0000000000e+00,6.8463930941e+18,2.4735461672e+20,0.0000000000e+00,3.9943637721e+20,6.7747062273e+19,1.1757220028e+21,2.7507165034e-02,2.9772654782e+02,1.8236009469e+02,1.0819506083e+02,1.2661407969e-05,2.2385930168e+00,1.0059745528e-07,4.9327865222e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2661407969e-05,0.0000000000e+00,6.5604043917e+06,8.5651230000e-01,2.2949056166e+02,3.4295986406e+02,1.0000000000e-02
1.2288863000e+07,1.7777702577e+03,1.8209456294e+03,1.4869666479e-01,0.0000000000e+00,6.7500411404e+18,2.4685075869e+20,0.0000000000e+00,3.9825681969e+20,6.8762230485e+19,1.1823676494e+21,2.7405804177e-02,2.9915582749e+02,1.8441065667e+02,1.0757679425e+02,1.2661407969e-05,2.2637650466e+00,1.0228467473e-07,4.9045987561e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2661407969e-05,0.0000000000e+00,6.5617030731e+06,8.5205720000e-01,2.2943971411e+02,3.4306103765e+02,1.0000000000e-02
1.2631808000e+07,1.7777702577e+03,1.8192646835e+03,1.4793389886e-01,0.0000000000e+00,6.6831080254e+18,2.4643969035e+20,0.0000000000e+00,3.9742974305e+20,6.9456156023e+19,1.1867366340e+21,2.7335884988e-02,3.0008482288e+02,1.8579644114e+02,1.0712365317e+02,1.2661407969e-05,2.2807764846e+00,1.0339037205e-07,4.8839393266e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2661407969e-05,0.0000000000e+00,6.5625970013e+06,7.3376100000e-01,2.2941304730e+02,3.4313898173e+02,1.0000000000e-02
1.2906164000e+07,1.7777702577e+03,1.8180862472e+03,1.4739795510e-01,0.0000000000e+00,6.6350078025e+18,2.4610794761e+20,0.0000000000e+00,3.9683243553e+20,6.9946409235e+19,1.1897155943e+21,2.7285961938e-02,3.0071139079e+02,1.8676616527e+02,1.0678407485e+02,1.2661407969e-05,2.2926805015e+00,1.0414126158e-07,4.8684574059e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2661407969e-05,0.0000000000e+00,6.5632336119e+06,6.5513180000e-01,2.2939815738e+02,3.4319846381e+02,1.0000000000e-02
1.3125649000e+07,1.7777702577e+03,1.8172364637e+03,1.4701078386e-01,0.0000000000e+00,6.5995615556e+18,2.4584110244e+20,0.0000000000e+00,3.9639121590e+20,7.0301714534e+19,1.1918057151e+21,2.7249385445e-02,3.0114646363e+02,1.8746324796e+02,1.0652530555e+02,1.2661407969e-05,2.3012376611e+00,1.0466584995e-07,4.8566596983e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2661407969e-05,0.0000000000e+00,6.5636987383e+06,6.0058740000e-01,2.2938027650e+02,3.4324604952e+02,1.0000000000e-02
1.3301237000e+07,1.7777702577e+03,1.8166239779e+03,1.4673131641e-01,0.0000000000e+00,6.5733723223e+18,2.4562644730e+20,0.0000000000e+00,3.9606559907e+20,7.0558458529e+19,1.1932591436e+21,2.7222554266e-02,3.0144512532e+02,1.8796260913e+02,1.0632749458e+02,1.2661407969e-05,2.3073676560e+00,1.0502881169e-07,4.8476411787e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2661407969e-05,0.0000000000e+00,6.5640412260e+06,5.5098290000e-01,2.2938801464e+02,3.4328411806e+02,1.0000000000e-02
1.3441707000e+07,1.7777702577e+03,1.8161536237e+03,1.4651644107e-01,0.0000000000e+00,6.5530780731e+18,2.4545468487e+20,0.0000000000e+00,3.9581266042e+20,7.0756227130e+19,1.1943619957e+21,2.7201803542e-02,3.0167056347e+02,1.8834577194e+02,1.0617214881e+02,1.2661407969e-05,2.3120712376e+00,1.0530337712e-07,4.8405587154e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2661407969e-05,0.0000000000e+00,6.5643050600e+06,5.3334220000e-01,2.2938651413e+02,3.4331457285e+02,1.0000000000e-02
1.3554083000e+07,1.7777702577e+03,1.8157979620e+03,1.4635378612e-01,0.0000000000e+00,6.5375080284e+18,2.4531700197e+20,0.0000000000e+00,3.9561871500e+20,7.0905994868e+19,1.1951773425e+21,2.7185947134e-02,3.0183580527e+02,1.8863441576e+02,1.0605073877e+02,1.2661407969e-05,2.3156145349e+00,1.0550559773e-07,4.8350234369e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2661407969e-05,0.0000000000e+00,6.5645211188e+06,5.1153860000e-01,2.2938629862e+02,3.4333893664e+02,1.0000000000e-02
1.3722647000e+07,1.7777702577e+03,1.8152841609e+03,1.4611853408e-01,0.0000000000e+00,6.5148102894e+18,2.4511059142e+20,0.0000000000e+00,3.9533560172e+20,7.1122887176e+19,1.1963398280e+21,2.7162877968e-02,3.0207005205e+02,1.8905086510e+02,1.0587159162e+02,1.2661407969e-05,2.3207267311e+00,1.0579294857e-07,4.8268558307e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2661407969e-05,0.0000000000e+00,6.5648310238e+06,4.9508070000e-01,2.2938692527e+02,3.4337548239e+02,1.0000000000e-02
1.3975493000e+07,1.7777702577e+03,1.8145608731e+03,1.4578676261e-01,0.0000000000e+00,6.4823300266e+18,2.4480113691e+20,0.0000000000e+00,3.9493010152e+20,7.1429169355e+19,1.1979345797e+21,2.7129994487e-02,3.0238789737e+02,1.8963513870e+02,1.0560992098e+02,1.2661407969e-05,2.3278990832e+00,1.0618478362e-07,4.8149258459e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2661407969e-05,0.0000000000e+00,6.5652702928e+06,4.7134360000e-01,2.2939016173e+02,3.4343030096e+02,1.0000000000e-02
1.4354762000e+07,1.7777702577e+03,1.8135763897e+03,1.4533381099e-01,0.0000000000e+00,6.4369138746e+18,2.4433750789e+20,0.0000000000e+00,3.9436298091e+20,7.1847758485e+19,1.2000080173e+21,2.7084310713e-02,3.0279297689e+02,1.9042524336e+02,1.0523240818e+02,1.2661407969e-05,2.3375981501e+00,1.0668871616e-07,4.7977144317e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2661407969e-05,0.0000000000e+00,6.5658772346e+06,4.3803460000e-01,2.2939918558e+02,3.4351252882e+02,1.0000000000e-02
1.4658178000e+07,1.7777702577e+03,1.8128980311e+03,1.4502056245e-01,0.0000000000e+00,6.4040820360e+18,2.4396581806e+20,0.0000000000e+00,3.9395531905e+20,7.2136470226e+19,1.2013028370e+21,2.7051709051e-02,3.0303498628e+02,1.9096030684e+02,1.0494585046e+02,1.2661407969e-05,2.3441664149e+00,1.0699695550e-07,4.7846498049e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2661407969e-05,0.0000000000e+00,6.5663053534e+06,3.9224020000e-01,2.2941192773e+02,3.4357831128e+02,1.0000000000e-02
1.4900910000e+07,1.7777702577e+03,1.8124150565e+03,1.4479681739e-01,0.0000000000e+00,6.3797121993e+18,2.4366769663e+20,0.0000000000e+00,3.9365446837e+20,7.2341965820e+19,1.2021369784e+21,2.7027773520e-02,3.0318306944e+02,1.9133485234e+02,1.0472486538e+02,1.2661407969e-05,2.3487642132e+00,1.0719090146e-07,4.7745747403e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2661407969e-05,0.0000000000e+00,6.5666142873e+06,3.6112770000e-01,2.2942279418e+02,3.4362767346e+02,1.0000000000e-02
1.5095096000e+07,1.7776124901e+03,1.8120627044e+03,1.4463311146e-01,0.0000000000e+00,6.3613487406e+18,2.4342869757e+20,0.0000000000e+00,3.9342856243e+20,7.2491463972e+19,1.2026910156e+21,2.7009953741e-02,3.0327583866e+02,1.9160416196e+02,1.0455447983e+02,1.2626628251e-05,2.3517489589e+00,1.0738308832e-07,4.7654351769e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2626628251e-05,0.0000000000e+00,6.5668174866e+06,3.3908620000e-01,2.2942132296e+02,3.4366664968e+02,1.0000000000e-02
1.5250445000e+07,1.7773579794e+03,1.8118140234e+03,1.4451726637e-01,0.0000000000e+00,6.3477388165e+18,2.4323681558e+20,0.0000000000e+00,3.9326264732e+20,7.2596184910e+19,1.2030197527e+21,2.6996979328e-02,3.0332408180e+02,1.9178929380e+02,1.0442399410e+02,1.2570709494e-05,2.3535025996e+00,1.0756165475e-07,4.7572786305e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2570709494e-05,0.0000000000e+00,6.5669415533e+06,3.1163100000e-01,2.2941261284e+02,3.4369783066e+02,1.0000000000e-02
1.5374724000e+07,1.7771832322e+03,1.8116432791e+03,1.4443754463e-01,0.0000000000e+00,6.3377150265e+18,2.4308269627e+20,0.0000000000e+00,3.9314245405e+20,7.2667388238e+19,1.2031816819e+21,2.6987596746e-02,3.0333986043e+02,1.9191103516e+02,1.0432300949e+02,1.2532449579e-05,2.3546401893e+00,1.0766645500e-07,4.7511629525e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2532449579e-05,0.0000000000e+00,6.5670305746e+06,2.8213370000e-01,2.2940922044e+02,3.4372277542e+02,1.0000000000e-02
1.5474147000e+07,1.7770591649e+03,1.8115220539e+03,1.4438082474e-01,0.0000000000e+00,6.3301668454e+18,2.4295908587e+20,0.0000000000e+00,3.9305314781e+20,7.2717485803e+19,1.2032560993e+21,2.6980633854e-02,3.0334004050e+02,1.9199404259e+02,1.0424408593e+02,1.2505351749e-05,2.3554055476e+00,1.0772950677e-07,4.7464938215e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2505351749e-05,0.0000000000e+00,6.5670957249e+06,2.6211150000e-01,2.2940826871e+02,3.4374273122e+02,1.0000000000e-02
1.5553686000e+07,1.7769689179e+03,1.8114338743e+03,1.4433948083e-01,0.0000000000e+00,6.3243972417e+18,2.4286002549e+20,0.0000000000e+00,3.9298562235e+20,7.2753635722e+19,1.2032841117e+21,2.6975373809e-02,3.0333307073e+02,1.9205222113e+02,1.0418201550e+02,1.2485675053e-05,2.3559351322e+00,1.0776804355e-07,4.7428863755e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2485675053e-05,0.0000000000e+00,6.5671445913e+06,2.4785600000e-01,2.2940855787e+02,3.4375869595e+02,1.0000000000e-02
1.5672994000e+07,1.7768437563e+03,1.8113115800e+03,1.4428192313e-01,0.0000000000e+00,6.3160439655e+18,2.4271132587e+20,0.0000000000e+00,3.9288868451e+20,7.2803525192e+19,1.2032915427e+21,2.6967828139e-02,3.0331482112e+02,1.9213041129e+02,1.0409013726e+02,1.2458433706e-05,2.3566387999e+00,1.0781262108e-07,4.7376212134e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2458433706e-05,0.0000000000e+00,6.5672141753e+06,2.3750210000e-01,2.2941010372e+02,3.4378264296e+02,1.0000000000e-02
1.5851956000e+07,1.7768437563e+03,1.8278358012e+03,1.4587685370e-01,0.0000000000e+00,6.3091315694e+18,2.4248308675e+20,0.0000000000e+00,3.9282790202e+20,7.2793771790e+19,1.2026202702e+21,2.6963096795e-02,3.0313323502e+02,1.9207096819e+02,1.0397400891e+02,1.2458433706e-05,2.3559096810e+00,1.0762571232e-07,4.7323356777e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2458433706e-05,0.0000000000e+00,6.5672468151e+06,2.2308340000e-01,2.2943407934e+02,3.4381856346e+02,1.0000000000e-02
1.6120399000e+07,1.7768437563e+03,1.8276372441e+03,1.4579147063e-01,0.0000000000e+00,6.2987906424e+18,2.4214158309e+20,0.0000000000e+00,3.9273688091e+20,7.2779168647e+19,1.2016158012e+21,2.6956010787e-02,3.0286151921e+02,1.9198196999e+02,1.0380028970e+02,1.2458433706e-05,2.3548180443e+00,1.0734634246e-07,4.7244289169e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2458433706e-05,0.0000000000e+00,6.5672953676e+06,2.2311210000e-01,2.2946991540e+02,3.4387244422e+02,1.0000000000e-02
1.6523064000e+07,1.7768437563e+03,1.8272756171e+03,1.4563592328e-01,0.0000000000e+00,6.2833414333e+18,2.4163125002e+20,0.0000000000e+00,3.9260069340e+20,7.2757324645e+19,1.2001145836e+21,2.6945406629e-02,3.0245543713e+02,1.9184884772e+02,1.0354077447e+02,1.2458433706e-05,2.3531851893e+00,1.0692951517e-07,4.7126171846e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2458433706e-05,0.0000000000e+00,6.5673681373e+06,2.2302790000e-01,2.2952371127e+02,3.4395326548e+02,1.0000000000e-02
1.7127061000e+07,1.7768437563e+03,1.8267181391e+03,1.4539604072e-01,0.0000000000e+00,6.2602708122e+18,2.4086886547e+20,0.0000000000e+00,3.9239686665e+20,7.2724643799e+19,1.1978715429e+21,2.6929531463e-02,3.0184870766e+02,1.9164969485e+02,1.0315327742e+02,1.2458433706e-05,2.3507424142e+00,1.0630828050e-07,4.6949804102e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2458433706e-05,0.0000000000e+00,6.5674772670e+06,2.2294330000e-01,2.2960274313e+02,3.4407168144e+02,1.0000000000e-02
1.8033057000e+07,1.7768437563e+03,1.8258809395e+03,1.4503559717e-01,0.0000000000e+00,6.2256426449e+18,2.3972388977e+20,0.0000000000e+00,3.9208990252e+20,7.2675454561e+19,1.1945020193e+21,2.6905613412e-02,3.0093730951e+02,1.9134996478e+02,1.0257175361e+02,1.2458433706e-05,2.3470659764e+00,1.0537858243e-07,4.6685125852e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2458433706e-05,0.0000000000e+00,6.5676377029e+06,2.2303160000e-01,2.2971246930e+02,3.4423626361e+02,1.0000000000e-02
1.9392051000e+07,1.7768437563e+03,1.8246271188e+03,1.4449526478e-01,0.0000000000e+00,6.1736462478e+18,2.3800312381e+20,0.0000000000e+00,3.9162663774e+20,7.2601283082e+19,1.1894360888e+21,2.6869494162e-02,2.9956714975e+02,1.9089806163e+02,1.0169877331e+02,1.2458433706e-05,2.3415230096e+00,1.0398879606e-07,4.6287792341e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2458433706e-05,0.0000000000e+00,6.5678820398e+06,2.2303700000e-01,2.2987673063e+02,3.4448192420e+02,1.0000000000e-02
2.1430542000e+07,1.7768437563e+03,1.8228462345e+03,1.4372673762e-01,0.0000000000e+00,6.0851119442e+18,2.3541762062e+20,0.0000000000e+00,3.9076527205e+20,7.2646951280e+19,1.1830561173e+21,2.6802185966e-02,2.9778580495e+02,1.9053964051e+02,1.0034199902e+02,1.2458433706e-05,2.3371266773e+00,1.0221655273e-07,4.5670261916e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2458433706e-05,0.0000000000e+00,6.5684432276e+06,2.2352560000e-01,2.3008585171e+02,3.4481763814e+02,1.0000000000e-02
2.4488278000e+07,1.7768437563e+03,1.8207195216e+03,1.4280714433e-01,0.0000000000e+00,5.9110118672e+18,2.3159252210e+20,0.0000000000e+00,3.8878749222e+20,7.3390628130e+19,1.1789179559e+21,2.6648265529e-02,2.9634399787e+02,1.9138473001e+02,9.8144743900e+01,1.2458433706e-05,2.3474924008e+00,1.0086707153e-07,4.4670189985e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2458433706e-05,0.0000000000e+00,6.5701064758e+06,2.0883880000e-01,2.3030123199e+02,3.4526433509e+02,1.0000000000e-02
2.6934467000e+07,1.7768437563e+03,1.8208357600e+03,1.4285746046e-01,0.0000000000e+00,5.8195328064e+18,2.2850827506e+20,0.0000000000e+00,3.8792515277e+20,7.3246594282e+19,1.1697509872e+21,2.6582353302e-02,2.9386858638e+02,1.9053668023e+02,9.6598175662e+01,1.2458433706e-05,2.3370903671e+00,9.8399730987e-08,4.3966275601e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2458433706e-05,0.0000000000e+00,6.5705255731e+06,1.2642300000e-01,2.3051213213e+02,3.4557816847e+02,1.0000000000e-02
2.8891418000e+07,1.7768437563e+03,1.8210260539e+03,1.4293982229e-01,0.0000000000e+00,5.7468206872e+18,2.2605179484e+20,0.0000000000e+00,3.8723080142e+20,7.3130232208e+19,1.1624369657e+21,2.6529423954e-02,2.9189411574e+02,1.8985520341e+02,9.5369465001e+01,1.2458433706e-05,2.3287314888e+00,9.6454424402e-08,4.3407032828e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2458433706e-05,0.0000000000e+00,6.5708642939e+06,1.2810210000e-01,2.3067100659e+02,3.4580755676e+02,1.0000000000e-02
3.0456979000e+07,1.7768437563e+03,1.8211808005e+03,1.4300678558e-01,0.0000000000e+00,5.6889737111e+18,2.2409430817e+20,0.0000000000e+00,3.8667261622e+20,7.3036434888e+19,1.1566002607e+21,2.6486968206e-02,2.9031883336e+02,1.8930825320e+02,9.4392316169e+01,1.2458433706e-05,2.3220226910e+00,9.4916898221e-08,4.2962287422e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2458433706e-05,0.0000000000e+00,6.5711336796e+06,1.3405200000e-01,2.3079002951e+02,3.4597620987e+02,1.0000000000e-02
3.2805321000e+07,1.7768437563e+03,1.8214121166e+03,1.4310686279e-01,0.0000000000e+00,5.6027526514e+18,2.2117180538e+20,0.0000000000e+00,3.8583295015e+20,7.2895502815e+19,1.1478791263e+21,2.6423045572e-02,2.8796537873e+02,1.8848697379e+02,9.2936476591e+01,1.2458433706e-05,2.3119490181e+00,9.2643869349e-08,4.2299667826e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2458433706e-05,0.0000000000e+00,6.5715357378e+06,1.4064020000e-01,2.3095655524e+02,3.4621492669e+02,1.0000000000e-02
3.6327834000e+07,1.7768437563e+03,1.8218182320e+03,1.4328250476e-01,0.0000000000e+00,5.4746315239e+18,2.1681803776e+20,0.0000000000e+00,3.8456776608e+20,7.2683511585e+19,1.1348709220e+21,2.6326603947e-02,2.8445574473e+02,1.8725286597e+02,9.0774489746e+01,1.2458433706e-05,2.2968116623e+00,8.9307629427e-08,4.1315648109e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2458433706e-05,0.0000000000e+00,6.5721982680e+06,1.4802240000e-01,2.3118443328e+02,3.4653951053e+02,1.0000000000e-02
4.1611604000e+07,1.7768437563e+03,1.8226397301e+03,1.4363753703e-01,0.0000000000e+00,5.2861525954e+18,2.1038822384e+20,0.0000000000e+00,3.8266689171e+20,7.2365747976e+19,1.1156231552e+21,2.6181450559e-02,2.7926430657e+02,1.8540630206e+02,8.7596892217e+01,1.2458433706e-05,2.2741620249e+00,8.4490033202e-08,3.9869377228e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2458433706e-05,0.0000000000e+00,6.5731991595e+06,1.5951250000e-01,2.3150313429e+02,3.4698177411e+02,1.0000000000e-02
4.9537259000e+07,1.7768437563e+03,1.8233003076e+03,1.4392281514e-01,0.0000000000e+00,5.0197809426e+18,2.0124709380e+20,0.0000000000e+00,3.7989357487e+20,7.1903232872e+19,1.0881746778e+21,2.5969313062e-02,2.7186475847e+02,1.8272863553e+02,8.3111983303e+01,1.2458433706e-05,2.2413182247e+00,7.7865426538e-08,3.7828088766e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2458433706e-05,0.0000000000e+00,6.5746688307e+06,1.8337290000e-01,2.3191170229e+02,3.4754613546e+02,1.0000000000e-02
5.5877783000e+07,1.7768437563e+03,1.8230119408e+03,1.4379830286e-01,0.0000000000e+00,4.8127933392e+18,1.9409285672e+20,0.0000000000e+00,3.7764361312e+20,7.1523115518e+19,1.0665501693e+21,2.5798998465e-02,2.6604154548e+02,1.8057058402e+02,7.9631696019e+01,1.2458433706e-05,2.2148479336e+00,7.2853055207e-08,3.6244049846e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2458433706e-05,0.0000000000e+00,6.5758472153e+06,2.1570240000e-01,2.3220769128e+02,3.4794210373e+02,1.0000000000e-02
