t(yr),T_surf(K),T_pot(K),phi(vol_frac),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),mmw(kg/mol),p_surf(bar),p_H2O(bar),p_CO2(bar),p_O2(bar),p_H2(bar),p_CH4(bar),p_CO(bar),p_N2(bar),p_NH3(bar),p_S2(bar),p_SO2(bar),p_H2S(bar),fO2_liquid(bar),fO2_solid(bar),R_trans(m),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),thick_surf_bl(m)
1.2687060000e+06,1.8136876727e+03,1.8473149533e+03,3.8152692543e-01,0.0000000000e+00,2.6212916927e+19,2.4360838198e+20,0.0000000000e+00,4.6161527308e+20,8.3436318455e+18,6.9932762525e+20,3.8954479367e-02,1.8997673080e+02,3.1793768402e+01,1.5046421428e+02,2.3380869011e-05,4.0244863871e-01,3.7171645765e-09,7.3162761003e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.3380869011e-05,0.0000000000e+00,6.4667668700e+06,8.8564880000e+01,3.1267670209e+02,3.3981863695e+02,1.0000000000e-02
1.3152450000e+06,1.8136876727e+03,1.8485890660e+03,3.7648361585e-01,0.0000000000e+00,2.5778203885e+19,2.4396436247e+20,0.0000000000e+00,4.6133817997e+20,8.6180283488e+18,7.0240438453e+20,3.8842654220e-02,1.9071706720e+02,3.2745097363e+01,1.5025152180e+02,2.3380869011e-05,4.1449065400e-01,3.9373679975e-09,7.3059339942e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.3380869011e-05,0.0000000000e+00,6.4673901830e+06,8.6132340000e+01,3.0979509291e+02,3.3983761113e+02,1.0000000000e-02
1.3850530000e+06,1.8124967779e+03,1.8461511179e+03,3.6696976681e-01,0.0000000000e+00,2.4983845836e+19,2.4464070977e+20,0.0000000000e+00,4.6079684841e+20,9.1551911805e+18,7.0840522884e+20,3.8628983657e-02,1.9215781521e+02,3.4595181779e+01,1.4985383770e+02,2.2919402891e-05,4.3746970758e-01,4.4023291423e-09,7.2713030991e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2919402891e-05,0.0000000000e+00,6.4684171052e+06,8.3238080000e+01,3.0393233090e+02,3.3986607217e+02,1.0000000000e-02
1.4409000000e+06,1.8080296422e+03,1.8417855489e+03,3.5862372405e-01,0.0000000000e+00,2.4298975566e+19,2.4523131230e+20,0.0000000000e+00,4.6028954190e+20,9.6589699150e+18,7.1400736601e+20,3.8436356595e-02,1.9349514852e+02,3.6318539537e+01,1.4952100688e+02,2.1262968238e-05,4.5753206637e-01,4.9210366145e-09,7.1980487657e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.1262968238e-05,0.0000000000e+00,6.4688247718e+06,7.7356340000e+01,2.9699083240e+02,3.3988884127e+02,1.0000000000e-02
1.4855770000e+06,1.8061193724e+03,1.8399187430e+03,3.5311285466e-01,0.0000000000e+00,2.3838782518e+19,2.4561621739e+20,0.0000000000e+00,4.5992802003e+20,1.0017526398e+19,7.1786942637e+20,3.8300145974e-02,1.9441489759e+02,3.7534013676e+01,1.4924817835e+02,2.0589281801e-05,4.7207994274e-01,5.2833936158e-09,7.1606050304e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0589281801e-05,0.0000000000e+00,6.4693711917e+06,7.0399660000e+01,2.9331759864e+02,3.3990705631e+02,1.0000000000e-02
1.5213190000e+06,1.8059155768e+03,1.8397195854e+03,3.4946130406e-01,0.0000000000e+00,2.3527358501e+19,2.4586747428e+20,0.0000000000e+00,4.5967385209e+20,1.0269240402e+19,7.2050160971e+20,3.8204383704e-02,1.9504100567e+02,3.8381021913e+01,1.4902977438e+02,2.0518596946e-05,4.8264971926e-01,5.5206037920e-09,7.1475391365e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0518596946e-05,0.0000000000e+00,6.4698882541e+06,6.6714290000e+01,2.9146617824e+02,3.3992162848e+02,1.0000000000e-02
1.5499130000e+06,1.8059155768e+03,1.8407565007e+03,3.4711858096e-01,0.0000000000e+00,2.3322715284e+19,2.4602401603e+20,0.0000000000e+00,4.5950238221e+20,1.0438701212e+19,7.2223724449e+20,3.8140176368e-02,1.9545272629e+02,3.8948808699e+01,1.4887403739e+02,2.0518596946e-05,4.8978976190e-01,5.6792082176e-09,7.1400699160e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0518596946e-05,0.0000000000e+00,6.4702502671e+06,6.4853150000e+01,2.9029588754e+02,3.3993328641e+02,1.0000000000e-02
1.5727880000e+06,1.8059155768e+03,1.8427538015e+03,3.4572126471e-01,0.0000000000e+00,2.3195882321e+19,2.4611238569e+20,0.0000000000e+00,4.5939443464e+20,1.0545016800e+19,7.2330052285e+20,3.8099976764e-02,1.9570394869e+02,3.9304022672e+01,1.4877054258e+02,2.0518596946e-05,4.9425665505e-01,5.7792491518e-09,7.1351062557e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0518596946e-05,0.0000000000e+00,6.4704819217e+06,6.3675090000e+01,2.8960551611e+02,3.3994261264e+02,1.0000000000e-02
1.6071000000e+06,1.8038540223e+03,1.8377049601e+03,3.4025285390e-01,0.0000000000e+00,2.2749183966e+19,2.4650140668e+20,0.0000000000e+00,4.5899739407e+20,1.0939586111e+19,7.2745992671e+20,3.7955548847e-02,1.9669109279e+02,4.0620999560e+01,1.4846571067e+02,1.9816170838e-05,5.0992539139e-01,6.2074985553e-09,7.0944373475e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9816170838e-05,0.0000000000e+00,6.4710507212e+06,6.2978500000e+01,2.8610528711e+02,3.3995660182e+02,1.0000000000e-02
1.6585680000e+06,1.8038540223e+03,1.8414125934e+03,3.3699819382e-01,0.0000000000e+00,2.2457680310e+19,2.4670649616e+20,0.0000000000e+00,4.5873001543e+20,1.1203129731e+19,7.3005939414e+20,3.7858154301e-02,1.9730380966e+02,4.1492847602e+01,1.4820795198e+02,1.9816170838e-05,5.2086991415e-01,6.4655763090e-09,7.0821203425e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9816170838e-05,0.0000000000e+00,6.4716209379e+06,5.9468950000e+01,2.8458921777e+02,3.3997758558e+02,1.0000000000e-02
1.7357700000e+06,1.8022875638e+03,1.8361741750e+03,3.2781595936e-01,0.0000000000e+00,2.1689566165e+19,2.4734508187e+20,0.0000000000e+00,4.5797568127e+20,1.1951581914e+19,7.3762941404e+20,3.7590046255e-02,1.9909258462e+02,4.3952122335e+01,1.4755801379e+02,1.9297496605e-05,5.5100813797e-01,7.2649482325e-09,7.0314210556e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9297496605e-05,0.0000000000e+00,6.4729842377e+06,5.7938890000e+01,2.7975785596e+02,3.4000906123e+02,1.0000000000e-02
1.7975320000e+06,1.7997852619e+03,1.8337288849e+03,3.2156984658e-01,0.0000000000e+00,2.1163295488e+19,2.4776794472e+20,0.0000000000e+00,4.5741728056e+20,1.2504986018e+19,7.4313419126e+20,3.7397698439e-02,2.0038688566e+02,4.5753162535e+01,1.4708373825e+02,1.8495139396e-05,5.7236726079e-01,7.9205536619e-09,6.9775991186e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.8495139396e-05,0.0000000000e+00,6.4738032060e+06,5.3086540000e+01,2.7607222374e+02,3.4003424187e+02,1.0000000000e-02
1.8469410000e+06,1.7993921522e+03,1.8333447345e+03,3.1746308515e-01,0.0000000000e+00,2.0811406774e+19,2.4803724251e+20,0.0000000000e+00,4.5702529156e+20,1.2892806599e+19,7.4688554007e+20,3.7263697765e-02,2.0126728118e+02,4.7003288724e+01,1.4672067591e+02,1.8371954124e-05,5.8780938766e-01,8.3508801563e-09,6.9554887795e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.8371954124e-05,0.0000000000e+00,6.4745754225e+06,4.9384120000e+01,2.7418328283e+02,3.4005438617e+02,1.0000000000e-02
1.8864690000e+06,1.7993921522e+03,1.8344340235e+03,3.1480656079e-01,0.0000000000e+00,2.0579897407e+19,2.4820274691e+20,0.0000000000e+00,4.5675879275e+20,1.3155874518e+19,7.4937839977e+20,3.7173425606e-02,2.0185070738e+02,4.7846165202e+01,1.4646290484e+02,1.8371954124e-05,5.9835015448e-01,8.6378638624e-09,6.9432687993e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.8371954124e-05,0.0000000000e+00,6.4751421935e+06,4.7481750000e+01,2.7307233152e+02,3.4007050193e+02,1.0000000000e-02
1.9180910000e+06,1.7993921522e+03,1.8366775285e+03,3.1319309817e-01,0.0000000000e+00,2.0435896391e+19,2.4829398114e+20,0.0000000000e+00,4.5658967164e+20,1.3322198753e+19,7.5091960080e+20,3.7116591445e-02,2.0220992959e+02,4.8376987860e+01,1.4629273329e+02,1.8371954124e-05,6.0498846746e-01,8.8203301833e-09,6.9352015906e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.8371954124e-05,0.0000000000e+00,6.4755257002e+06,4.6360060000e+01,2.7239497451e+02,3.4008339439e+02,1.0000000000e-02
1.9655240000e+06,1.7993921522e+03,1.8369450967e+03,3.0952489431e-01,0.0000000000e+00,2.0120667307e+19,2.4853009452e+20,0.0000000000e+00,4.5620716627e+20,1.3700459171e+19,7.5449918794e+20,3.6989270468e-02,2.0304748687e+02,4.9579908116e+01,1.4592954440e+02,1.8371954124e-05,6.2003183652e-01,9.2414283876e-09,6.9179841383e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.8371954124e-05,0.0000000000e+00,6.4763846202e+06,4.5674100000e+01,2.7093624645e+02,3.4010273304e+02,1.0000000000e-02
2.0366740000e+06,1.7993921522e+03,1.8348587325e+03,3.0353346479e-01,0.0000000000e+00,1.9610108726e+19,2.4892209458e+20,0.0000000000e+00,4.5555418670e+20,1.4346903092e+19,7.6058668838e+20,3.6775844332e-02,2.0447057749e+02,5.1619720199e+01,1.4531638145e+02,1.8371954124e-05,6.4554113011e-01,9.9753997383e-09,6.8889163329e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.8371954124e-05,0.0000000000e+00,6.4777875238e+06,4.4202480000e+01,2.6854310477e+02,3.4013174123e+02,1.0000000000e-02
2.0935940000e+06,1.7993921522e+03,1.8346841105e+03,2.9935256271e-01,0.0000000000e+00,1.9251287684e+19,2.4918622729e+20,0.0000000000e+00,4.5506965018e+20,1.4825982144e+19,7.6502944712e+20,3.6620615575e-02,2.0550624446e+02,5.3118272424e+01,1.4485655445e+02,1.8371954124e-05,6.6428158614e-01,1.0529566107e-08,6.8671176224e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.8371954124e-05,0.0000000000e+00,6.4788270903e+06,4.1790000000e+01,2.6692748615e+02,3.4015494780e+02,1.0000000000e-02
2.1391300000e+06,1.7954593157e+03,1.8295015758e+03,2.9439820634e-01,0.0000000000e+00,1.8838301714e+19,2.4952355636e+20,0.0000000000e+00,4.5447777259e+20,1.5413358324e+19,7.7061741834e+20,3.6438160976e-02,2.0680686240e+02,5.4949850963e+01,1.4437580157e+02,1.7180969201e-05,6.8488534396e-01,1.1397055289e-08,6.7963073353e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.7180969201e-05,0.0000000000e+00,6.4793783965e+06,4.0158910000e+01,2.6375144032e+02,3.4017351307e+02,1.0000000000e-02
2.1755580000e+06,1.7954593157e+03,1.8322242480e+03,2.9298269667e-01,0.0000000000e+00,1.8711678308e+19,2.4958976675e+20,0.0000000000e+00,4.5429278578e+20,1.5594613358e+19,7.7221057606e+20,3.6380778098e-02,2.0717444489e+02,5.5508486867e+01,1.4418668770e+02,1.7180969201e-05,6.9184808428e-01,1.1614730893e-08,6.7874050404e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.7180969201e-05,0.0000000000e+00,6.4797666034e+06,3.6970490000e+01,2.6322742218e+02,3.4018836492e+02,1.0000000000e-02
2.2047010000e+06,1.7950897366e+03,1.8291404280e+03,2.9006983662e-01,0.0000000000e+00,1.8466077272e+19,2.4978705946e+20,0.0000000000e+00,4.5392115748e+20,1.5963223302e+19,7.7562359626e+20,3.6266880571e-02,2.0796905778e+02,5.6642872930e+01,1.4385318584e+02,1.7072831649e-05,7.0576399221e-01,1.2083054382e-08,6.7672179338e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.7072831649e-05,0.0000000000e+00,6.4804823012e+06,3.6436570000e+01,2.6207140478e+02,3.4020024668e+02,1.0000000000e-02
2.2280150000e+06,1.7950897366e+03,1.8334649605e+03,2.9003313149e-01,0.0000000000e+00,1.8456543284e+19,2.4975800121e+20,0.0000000000e+00,4.5390835137e+20,1.5973563084e+19,7.7562896925e+20,3.6262993967e-02,2.0796639248e+02,5.6673487782e+01,1.4382103661e+02,1.7072831649e-05,7.0614544990e-01,1.2093416111e-08,6.7657055527e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.7072831649e-05,0.0000000000e+00,6.4805062093e+06,3.5272630000e+01,2.6204767166e+02,3.4020895026e+02,1.0000000000e-02
2.2629860000e+06,1.7950897366e+03,1.8298210674e+03,2.8666632649e-01,0.0000000000e+00,1.8171730094e+19,2.4998498983e+20,0.0000000000e+00,4.5346181680e+20,1.6416399424e+19,7.7969120060e+20,3.6127659987e-02,2.0891141021e+02,5.8027281502e+01,1.4341451625e+02,1.7072831649e-05,7.2301357136e-01,1.2642246749e-08,6.7465818058e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.7072831649e-05,0.0000000000e+00,6.4814206812e+06,3.5243100000e+01,2.6083639097e+02,3.4022116149e+02,1.0000000000e-02
2.3154430000e+06,1.7950897366e+03,1.8313673811e+03,2.8396383035e-01,0.0000000000e+00,1.7937134425e+19,2.5013308552e+20,0.0000000000e+00,4.5308290411e+20,1.6789631695e+19,7.8300239720e+20,3.6014419367e-02,2.0967678632e+02,5.9160531689e+01,1.4304968460e+02,1.7072831649e-05,7.3713374456e-01,1.3107435878e-08,6.7294192018e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.7072831649e-05,0.0000000000e+00,6.4822060292e+06,3.4023680000e+01,2.5991327603e+02,3.4023947849e+02,1.0000000000e-02
2.3941280000e+06,1.7950897366e+03,1.8304433400e+03,2.7894182868e-01,0.0000000000e+00,1.7506414481e+19,2.5043449318e+20,0.0000000000e+00,4.5235310454e+20,1.7510751467e+19,7.8943971362e+20,3.5800239418e-02,2.1116655799e+02,6.1334551911e+01,1.4237030760e+02,1.7072831649e-05,7.6422179840e-01,1.4021565896e-08,6.6974595885e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.7072831649e-05,0.0000000000e+00,6.4836874115e+06,3.3088350000e+01,2.5821103251e+02,3.4026695382e+02,1.0000000000e-02
2.4570760000e+06,1.7950897366e+03,1.8314655815e+03,2.7559560758e-01,0.0000000000e+00,1.7218138141e+19,2.5061971120e+20,0.0000000000e+00,4.5184053211e+20,1.8016117907e+19,7.9388329813e+20,3.5652864212e-02,2.1219187954e+02,6.2844911975e+01,1.4188908796e+02,1.7072831649e-05,7.8304071934e-01,1.4670872473e-08,6.6748217987e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.7072831649e-05,0.0000000000e+00,6.4846903109e+06,3.1367790000e+01,2.5705992382e+02,3.4028893408e+02,1.0000000000e-02
2.5074350000e+06,1.7925384595e+03,1.8266473734e+03,2.7134111617e-01,0.0000000000e+00,1.6859016442e+19,2.5089662139e+20,0.0000000000e+00,4.5116639043e+20,1.8684349702e+19,7.9991177531e+20,3.5464984524e-02,2.1358454975e+02,6.4834160730e+01,1.4132635626e+02,1.6343475746e-05,8.0606572743e-01,1.5702133981e-08,6.6179506701e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.6343475746e-05,0.0000000000e+00,6.4856237527e+06,3.0202030000e+01,2.5500833474e+02,3.4030651848e+02,1.0000000000e-02
2.5477220000e+06,1.7925384595e+03,1.8303645354e+03,2.7032835265e-01,0.0000000000e+00,1.6769120795e+19,2.5092095499e+20,0.0000000000e+00,4.5099548939e+20,1.8850368318e+19,8.0127649799e+20,3.5417456496e-02,2.1389510654e+02,6.5322581745e+01,1.4115064761e+02,1.6343475746e-05,8.1213813488e-01,1.5919788265e-08,6.6097226849e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.6343475746e-05,0.0000000000e+00,6.4859466174e+06,2.8138720000e+01,2.5467710397e+02,3.4032058595e+02,1.0000000000e-02
2.5799510000e+06,1.7925384595e+03,1.8274490748e+03,2.6780397390e-01,0.0000000000e+00,1.6554176363e+19,2.5108352608e+20,0.0000000000e+00,4.5057159059e+20,1.9270332589e+19,8.0499182403e+20,3.5300611792e-02,2.1475341294e+02,6.6557587845e+01,1.4077613106e+02,1.6343475746e-05,8.2749263441e-01,1.6483593791e-08,6.5921850358e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.6343475746e-05,0.0000000000e+00,6.4867708501e+06,2.7798110000e+01,2.5388154520e+02,3.4033183972e+02,1.0000000000e-02
2.6057350000e+06,1.7910494381e+03,1.8251923484e+03,2.6582363409e-01,0.0000000000e+00,1.6386981805e+19,2.5120889941e+20,0.0000000000e+00,4.5023081037e+20,1.9607903078e+19,8.0800509735e+20,3.5209128842e-02,2.1544763264e+02,6.7549067921e+01,1.4049823527e+02,1.5931336000e-05,8.3874896921e-01,1.7040133448e-08,6.5615645346e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5931336000e-05,0.0000000000e+00,6.4871789035e+06,2.6995050000e+01,2.5286441298e+02,3.4034084300e+02,1.0000000000e-02
2.6444110000e+06,1.7910494381e+03,1.8294000780e+03,2.6514850339e-01,0.0000000000e+00,1.6326373604e+19,2.5120691270e+20,0.0000000000e+00,4.5010871963e+20,1.9725108027e+19,8.0891865484e+20,3.5176152187e-02,2.1565308458e+02,6.7889193812e+01,1.4036553538e+02,1.5931336000e-05,8.4297227308e-01,1.7195911055e-08,6.5553671694e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5931336000e-05,0.0000000000e+00,6.4874103917e+06,2.5971910000e+01,2.5266524855e+02,3.4035434793e+02,1.0000000000e-02
2.7024250000e+06,1.7902593275e+03,1.8244202818e+03,2.6088146796e-01,0.0000000000e+00,1.5963439150e+19,2.5147615277e+20,0.0000000000e+00,4.4933589814e+20,2.0490572505e+19,8.1564180203e+20,3.4970798505e-02,2.1720236994e+02,7.0112617014e+01,1.3970453058e+02,1.5716601951e-05,8.6999076218e-01,1.8308839375e-08,6.5152158483e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5716601951e-05,0.0000000000e+00,6.4887578124e+06,2.5763740000e+01,2.5118117746e+02,3.4037460532e+02,1.0000000000e-02
2.7488360000e+06,1.7902593275e+03,1.8283043990e+03,2.5982701741e-01,0.0000000000e+00,1.5871151506e+19,2.5149374556e+20,0.0000000000e+00,4.4913605496e+20,2.0684329465e+19,8.1720643753e+20,3.4918352767e-02,2.1755704366e+02,7.0669453218e+01,1.3950477437e+02,1.5716601951e-05,8.7690025115e-01,1.8574216434e-08,6.5059000818e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5716601951e-05,0.0000000000e+00,6.4891383465e+06,2.4266170000e+01,2.5088699126e+02,3.4039081119e+02,1.0000000000e-02
2.8184520000e+06,1.7884259840e+03,1.8226288193e+03,2.5502210750e-01,0.0000000000e+00,1.5463040874e+19,2.5179011397e+20,0.0000000000e+00,4.4820160047e+20,2.1609593610e+19,8.2528171189e+20,3.4678765616e-02,2.1941368672e+02,7.3325517060e+01,1.3873126112e+02,1.5228697757e-05,9.0842763028e-01,2.0024061717e-08,6.4484656658e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5228697757e-05,0.0000000000e+00,6.4906080516e+06,2.3961180000e+01,2.4907535721e+02,3.4041511977e+02,1.0000000000e-02
2.8741450000e+06,1.7884259840e+03,1.8261679414e+03,2.5362233099e-01,0.0000000000e+00,1.5341809165e+19,2.5182233180e+20,0.0000000000e+00,4.4791696598e+20,2.1886588592e+19,8.2753697082e+20,3.4606699680e-02,2.1992582543e+02,7.4111083490e+01,1.3846067819e+02,1.5228697757e-05,9.1815998921e-01,2.0415515591e-08,6.4358885100e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5228697757e-05,0.0000000000e+00,6.4911333302e+06,2.2133340000e+01,2.4869292185e+02,3.4043456672e+02,1.0000000000e-02
2.9186990000e+06,1.7884259840e+03,1.8227835078e+03,2.5080693059e-01,0.0000000000e+00,1.5101540388e+19,2.5199154097e+20,0.0000000000e+00,4.4732975112e+20,2.2467627470e+19,8.3253244613e+20,3.4459901708e-02,2.2107327755e+02,7.5755846039e+01,1.3796598503e+02,1.5228697757e-05,9.3853690306e-01,2.1255528325e-08,6.4128943278e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5228697757e-05,0.0000000000e+00,6.4922095528e+06,2.1737940000e+01,2.4790472332e+02,3.4045012415e+02,1.0000000000e-02
2.9543430000e+06,1.7884259840e+03,1.8281982449e+03,2.5076965494e-01,0.0000000000e+00,1.5097665441e+19,2.5193871589e+20,0.0000000000e+00,4.4732384029e+20,2.2468482900e+19,8.3240154807e+20,3.4458471568e-02,2.2103675765e+02,7.5755586253e+01,1.3793133856e+02,1.5228697757e-05,9.3853368458e-01,2.1250044823e-08,6.4112839008e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5228697757e-05,0.0000000000e+00,6.4922183680e+06,2.0939370000e+01,2.4791477749e+02,3.4046257038e+02,1.0000000000e-02
3.0078090000e+06,1.7884259840e+03,1.8241594773e+03,2.4751703509e-01,0.0000000000e+00,1.4819902856e+19,2.5213157183e+20,0.0000000000e+00,4.4661682263e+20,2.3167928385e+19,8.3838679779e+20,3.4285126645e-02,2.2241024186e+02,7.7720907712e+01,1.3734252220e+02,1.5228697757e-05,9.6288199316e-01,2.2271441108e-08,6.3839147118e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5228697757e-05,0.0000000000e+00,6.4935025445e+06,2.0941130000e+01,2.4702203546e+02,3.4048123969e+02,1.0000000000e-02
3.0880080000e+06,1.7884259840e+03,1.8265996830e+03,2.4493632827e-01,0.0000000000e+00,1.4599886468e+19,2.5222477859e+20,0.0000000000e+00,4.4603850495e+20,2.3734593766e+19,8.4307162260e+20,3.4146038604e-02,2.2347760653e+02,7.9298876422e+01,1.3683591663e+02,1.5228697757e-05,9.8243140015e-01,2.3099455683e-08,6.3603668210e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5228697757e-05,0.0000000000e+00,6.4945401725e+06,2.0035940000e+01,2.4635384308e+02,3.4050924366e+02,1.0000000000e-02
3.2083060000e+06,1.7884259840e+03,1.8264217931e+03,2.4018232123e-01,0.0000000000e+00,1.4195675612e+19,2.5243977559e+20,0.0000000000e+00,4.4491815113e+20,2.4837142363e+19,8.5227443090e+20,3.3883116708e-02,2.2557857780e+02,8.2343606115e+01,1.3589803164e+02,1.5228697757e-05,1.0201524649e+00,2.4736628333e-08,6.3167723269e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5228697757e-05,0.0000000000e+00,6.4965297573e+06,1.9349080000e+01,2.4514258958e+02,3.4055124948e+02,1.0000000000e-02
3.3045450000e+06,1.7855597072e+03,1.8198280547e+03,2.3501579095e-01,0.0000000000e+00,1.3757791257e+19,2.5272718107e+20,0.0000000000e+00,4.4360883843e+20,2.6131649696e+19,8.6325063347e+20,3.3588753325e-02,2.2808650151e+02,8.5885272101e+01,1.3490174852e+02,1.4494131178e-05,1.0614115184e+00,2.7004983918e-08,6.2380548490e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.4494131178e-05,0.0000000000e+00,6.4983675255e+06,1.8109820000e+01,2.4325052586e+02,3.4058485432e+02,1.0000000000e-02
3.3815360000e+06,1.7855597072e+03,1.8236374075e+03,2.3340181736e-01,0.0000000000e+00,1.3621820887e+19,2.5274349025e+20,0.0000000000e+00,4.4318936762e+20,2.6538747700e+19,8.6648441706e+20,3.3496050615e-02,2.2881686191e+02,8.6982525513e+01,1.3453811028e+02,1.4494131178e-05,1.0749719040e+00,2.7624746535e-08,6.2212396832e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.4494131178e-05,0.0000000000e+00,6.4990825263e+06,1.6195350000e+01,2.4288538652e+02,3.4061173812e+02,1.0000000000e-02
3.4431290000e+06,1.7855597072e+03,1.8198492550e+03,2.3048496339e-01,0.0000000000e+00,1.3373489590e+19,2.5289638233e+20,0.0000000000e+00,4.4238810304e+20,2.7329990930e+19,8.7308538966e+20,3.3321898485e-02,2.3032366054e+02,8.9110156795e+01,1.3391958487e+02,1.4494131178e-05,1.1012661952e+00,2.8859410949e-08,6.1926381602e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.4494131178e-05,0.0000000000e+00,6.5004449634e+06,1.5812290000e+01,2.4217713967e+02,3.4063324524e+02,1.0000000000e-02
3.4924030000e+06,1.7855597072e+03,1.8258433339e+03,2.3033279471e-01,0.0000000000e+00,1.3363289178e+19,2.5283050866e+20,0.0000000000e+00,4.4236018774e+20,2.7349685030e+19,8.7306816120e+20,3.3315942413e-02,2.3031099731e+02,8.9158430591e+01,1.3386077089e+02,1.4494131178e-05,1.1018627860e+00,2.8877999500e-08,6.1899185157e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.4494131178e-05,0.0000000000e+00,6.5004959934e+06,1.5089700000e+01,2.4218148690e+02,3.4065045079e+02,1.0000000000e-02
