t(yr),T_surf(K),p_H2O(bar),phi(vol_frac)
0,3599,4.492781473326236,0.927748727236315
1.192092895507812e-07,3.598999999555803e+03,4.492781473326779,0.927748727236269
3.576278686523438e-07,3.598999998667408e+03,4.492781473327862,0.927748727236175
4.768371582031250e-07,3.598999998223211e+03,4.492781473328404,0.927748727236129
5.960464477539062e-07,3.598999997779014e+03,4.492781473328946,0.927748727236082
1.192092895507812e-06,3.598999995558027e+03,4.492781473331656,0.927748727235850
4.172325134277344e-06,3.598999984453095e+03,4.492781473345198,0.927748727234688
1.907348632812500e-05,3.598999928928438e+03,4.492781473412912,0.927748727228879
9.357929229736328e-05,3.598999651305275e+03,4.492781473751571,0.927748727199826
4.621595144271851e-04,3.598998277906951e+03,4.492781475428922,0.927748727055941
0.001389540731907,3.598994822326988e+03,4.492781479664028,0.927748726692749
0.002081006765366,3.598992245840298e+03,4.492781482835486,0.927748726420864
0.003052487969398,3.598988625995912e+03,4.492781487311119,0.927748726037306
0.004023969173431,3.598985006191554e+03,4.492781491809954,0.927748725651912
0.005941823124886,3.598977860238314e+03,4.492781500759598,0.927748724885689
0.007390864193439,3.598972461186897e+03,4.492781507581697,0.927748724302008
0.009327478706837,3.598965245559821e+03,4.492781516780385,0.927748723515516
0.011264093220234,3.598958030084270e+03,4.492781526071980,0.927748722721677
0.013200707733631,3.598950814746538e+03,4.492781535456708,0.927748721920472
0.015137322247028,3.598943599546680e+03,4.492781544934785,0.927748721111885
0.017073936760426,3.598936384484749e+03,4.492781554506418,0.927748720295897
0.019010551273823,3.598929169560799e+03,4.492781564171822,0.927748719472495
0.021417550742626,3.598920202396932e+03,4.492781576315880,0.927748718438733
0.023824550211430,3.598911235443399e+03,4.492781588605518,0.927748717393457
0.026231549680233,3.598902268703301e+03,4.492781601041128,0.927748716336637
0.028638549149036,3.598893302176739e+03,4.492781613623108,0.927748715268241
0.031045548617840,3.598884335863813e+03,4.492781626351850,0.927748714188237
0.033452548086643,3.598875369764623e+03,4.492781639227748,0.927748713096596
0.036423735320568,3.598864302366086e+03,4.492781655325204,0.927748711732984
0.039394922554493,3.598853235282253e+03,4.492781671648219,0.927748710351532
0.042366109788418,3.598842168524614e+03,4.492781688197498,0.927748708952186
0.045337297022343,3.598831102093351e+03,4.492781704973760,0.927748707534888
0.048308484256268,3.598820035988645e+03,4.492781721977716,0.927748706099582
0.051279671490192,3.598808970210677e+03,4.492781739210080,0.927748704646212
0.054250858724117,3.598797904759625e+03,4.492781756671551,0.927748703174722
0.057850904762745,3.598784497704614e+03,4.492781778136821,0.927748701367426
0.061450950801373,3.598771091143487e+03,4.492781799940686,0.927748699533351
0.065050996840000,3.598757685063189e+03,4.492781822084395,0.927748697672399
0.068651042878628,3.598744279464031e+03,4.492781844569166,0.927748695784472
0.072251088917255,3.598730874346316e+03,4.492781867396205,0.927748693869477
0.075851134955883,3.598717469710351e+03,4.492781890566712,0.927748691927317
0.079451180994511,3.598704065556434e+03,4.492781914081879,0.927748689957898
0.083051227033138,3.598690661884867e+03,4.492781937942883,0.927748687961128
0.087372131645679,3.598674574962473e+03,4.492781967040059,0.927748685528284
0.091693036258221,3.598658488727353e+03,4.492781996639159,0.927748683055743
0.096013940870762,3.598642403188530e+03,4.492782026742167,0.927748680543349
0.100334845483303,3.598626318346505e+03,4.492782057351067,0.927748677990945
0.104655750095844,3.598610234201773e+03,4.492782088467819,0.927748675398377
0.108976654708385,3.598594150754826e+03,4.492782120094372,0.927748672765489
0.113297559320927,3.598578068006153e+03,4.492782152232659,0.927748670092128
0.117618463933468,3.598561985956237e+03,4.492782184884597,0.927748667378145
0.121939368546009,3.598545904605557e+03,4.492782218052099,0.927748664623386
0.126260273158550,3.598529823954590e+03,4.492782251737043,0.927748661827704
0.131518736481667,3.598510255037349e+03,4.492782293431853,0.927748658369981
0.136777199804783,3.598490687156359e+03,4.492782335899158,0.927748654851163
0.142035663127899,3.598471120314053e+03,4.492782379142271,0.927748651270989
0.147294126451015,3.598451554511259e+03,4.492782423164477,0.927748647629198
0.152552589774132,3.598431989748796e+03,4.492782467969035,0.927748643925531
0.157811053097248,3.598412426027478e+03,4.492782513559186,0.927748640159734
0.163069516420364,3.598392863348109e+03,4.492782559938132,0.927748636331553
0.168327979743481,3.598373301711486e+03,4.492782607109049,0.927748632440736
0.173586443066597,3.598353741118401e+03,4.492782655075083,0.927748628487035
0.178844906389713,3.598334181569637e+03,4.492782703839369,0.927748624470202
0.184103369712830,3.598314623065971e+03,4.492782753405001,0.927748620389992
0.190493136644363,3.598290858154767e+03,4.492782814717247,0.927748615346308
0.196882903575897,3.598267094796126e+03,4.492782877222714,0.927748610208254
0.203272670507431,3.598243332984499e+03,4.492782940926836,0.927748604975400
0.209662437438965,3.598219572721228e+03,4.492783005834979,0.927748599647324
0.216052204370499,3.598195814007642e+03,4.492783071952453,0.927748594223604
0.222441971302032,3.598172056845054e+03,4.492783139284520,0.927748588703824
0.228831738233566,3.598148301234766e+03,4.492783207836396,0.927748583087572
0.235221505165100,3.598124547178069e+03,4.492783277613253,0.927748577374439
0.241611272096634,3.598100794676239e+03,4.492783348620214,0.927748571564020
0.248001039028168,3.598077043730542e+03,4.492783420862344,0.927748565655914
0.254390805959702,3.598053294342232e+03,4.492783494344678,0.927748559649722
0.262065954506397,3.598024769524524e+03,4.492783584255696,0.927748552305068
0.269741103053093,3.597996246960964e+03,4.492783675971831,0.927748544817651
0.277416251599789,3.597967726650418e+03,4.492783769501566,0.927748537186800
0.285091400146484,3.597939208594971e+03,4.492783864853296,0.927748529411851
0.292766548693180,3.597910692796687e+03,4.492783962035336,0.927748521492147
0.300441697239876,3.597882179257610e+03,4.492784061055922,0.927748513427036
0.308116845786572,3.597853667979759e+03,4.492784161923212,0.927748505215874
0.315791994333267,3.597825158965138e+03,4.492784264645283,0.927748496858021
0.323467142879963,3.597796652215727e+03,4.492784369230130,0.927748488352845
0.331142291426659,3.597768147733487e+03,4.492784475685685,0.927748479699718
0.338817439973354,3.597739645520361e+03,4.492784584019804,0.927748470898020
0.346492588520050,3.597711145578273e+03,4.492784694240274,0.927748461947134
0.355782233178616,3.597676653616455e+03,4.492784830180696,0.927748450912936
0.365071877837181,3.597642164979075e+03,4.492784968909424,0.927748439658217
0.374361522495747,3.597607679678104e+03,4.492785110439831,0.927748428181918
0.383651167154312,3.597573197716811e+03,4.492785254785188,0.927748416482991
0.392940811812878,3.597538719098429e+03,4.492785401958641,0.927748404560396
0.402230456471443,3.597504243826156e+03,4.492785551973205,0.927748392413104
0.411520101130009,3.597469771903156e+03,4.492785704841753,0.927748380040098
0.420809745788574,3.597435303332558e+03,4.492785860577024,0.927748367440368
0.430099390447140,3.597400838117461e+03,4.492786019191651,0.927748354612917
0.439389035105705,3.597366376260929e+03,4.492786180698141,0.927748341556755
0.448678679764271,3.597331917765998e+03,4.492786345108890,0.927748328270901
0.457968324422836,3.597297462635669e+03,4.492786512436173,0.927748314754386
0.469160415232182,3.597255955837162e+03,4.492786717922187,0.927748298162032
0.480352506041527,3.597214453933511e+03,4.492786927680325,0.927748281231806
0.491544596850872,3.597172956928203e+03,4.492787141731411,0.927748263962061
0.502736687660217,3.597131464826261e+03,4.492787360096060,0.927748246351167
0.513928778469563,3.597089977632652e+03,4.492787582794669,0.927748228397512
0.525120869278908,3.597048495352286e+03,4.492787809847409,0.927748210099498
0.536312960088253,3.597007017990019e+03,4.492788041274248,0.927748191455546
0.547505050897598,3.596965545550653e+03,4.492788277094990,0.927748172464092
0.558697141706944,3.596924078038936e+03,4.492788517329205,0.927748153123588
0.569889232516289,3.596882615459569e+03,4.492788761996277,0.927748133432501
0.581081323325634,3.596841157817199e+03,4.492789011115399,0.927748113389311
0.592273414134979,3.596799705116425e+03,4.492789264705602,0.927748092992516
0.605724252760410,3.596749893128583e+03,4.492789575417484,0.927748068009294
0.619175091385841,3.596700088288342e+03,4.492789892646767,0.927748042510626
0.632625930011272,3.596650290607654e+03,4.492790216425452,0.927748016493984
0.646076768636703,3.596600500094141e+03,4.492790546785184,0.927747989956863
0.659527607262135,3.596550716755335e+03,4.492790883757279,0.927747962896788
0.672978445887566,3.596500940598677e+03,4.492791227372710,0.927747935311308
0.686429284512997,3.596451171631523e+03,4.492791577662131,0.927747907198001
0.699880123138428,3.596401409861146e+03,4.492791934655886,0.927747878554466
0.713330961763859,3.596351655294732e+03,4.492792298383994,0.927747849378329
0.726781800389290,3.596301907939391e+03,4.492792668876197,0.927747819667240
0.740232639014721,3.596252167802149e+03,4.492793046161926,0.927747789418871
0.753683477640152,3.596202434889959e+03,4.492793430270301,0.927747758630918
0.769831046462059,3.596142740685529e+03,4.492793900441194,0.927747720954343
0.785978615283966,3.596083056914160e+03,4.492794380535630,0.927747682492943
0.802126184105873,3.596023383588587e+03,4.492794870602440,0.927747643242857
0.818273752927780,3.595963720720266e+03,4.492795370689930,0.927747603200267
0.834421321749687,3.595904068320514e+03,4.492795880845845,0.927747562361397
0.850568890571594,3.595844426400506e+03,4.492796401117379,0.927747520722513
0.866716459393501,3.595784794971281e+03,4.492796931551262,0.927747478279920
0.882864028215408,3.595725174043747e+03,4.492797472193719,0.927747435029964
0.899011597037315,3.595665563628680e+03,4.492798023090491,0.927747390969029
0.915159165859222,3.595605963736729e+03,4.492798584286825,0.927747346093535
0.931306734681129,3.595546374378422e+03,4.492799155827493,0.927747300399941
0.947454303503036,3.595486795564162e+03,4.492799737756837,0.927747253884741
0.966836869716644,3.595415294679510e+03,4.492800450052597,0.927747196960660
0.986219435930252,3.595343809033312e+03,4.492801177454695,0.927747138841872
1.005602002143860,3.595272338628844e+03,4.492801920037441,0.927747079522499
1.024984568357468,3.595200883483208e+03,4.492802677874216,0.927747018996741
1.044367134571075,3.595129443613283e+03,4.492803451037523,0.927746957258865
1.063749700784683,3.595058019035729e+03,4.492804239599034,0.927746894303202
1.083132266998291,3.594986609766993e+03,4.492805043629665,0.927746830124145
1.102514833211899,3.594915215823314e+03,4.492805863199513,0.927746764716150
1.121897399425507,3.594843837220725e+03,4.492806698377920,0.927746698073735
1.141279965639114,3.594772473975064e+03,4.492807549233512,0.927746630191473
1.160662531852722,3.594701126101970e+03,4.492808415834194,0.927746561063998
1.180045098066330,3.594629793616896e+03,4.492809298247106,0.927746490685997
1.203326188027859,3.594544133996999e+03,4.492810379143934,0.927746404491730
1.226607277989388,3.594458496623879e+03,4.492811483063294,0.927746316476712
1.249888367950916,3.594372881525310e+03,4.492812610117670,0.927746226632048
1.273169457912445,3.594287288726664e+03,4.492813760418231,0.927746134948948
1.296450547873974,3.594201718252966e+03,4.492814934074834,0.927746041418726
1.319731637835503,3.594116170128893e+03,4.492816131196056,0.927745946032797
1.343012727797031,3.594030644378792e+03,4.492817351889192,0.927745848782676
1.366293817758560,3.593945141026678e+03,4.492818596260338,0.927745749659974
1.389574907720089,3.593859660096248e+03,4.492819864414446,0.927745648656396
1.412855997681618,3.593774201610886e+03,4.492821156455279,0.927745545763741
1.436137087643147,3.593688765593671e+03,4.492822472485383,0.927745440973897
1.459418177604675,3.593603352067381e+03,4.492823812606253,0.927745334278840
1.487420350313187,3.593500647691012e+03,4.492825456545423,0.927745203412024
1.515422523021698,3.593397975920021e+03,4.492827135654416,0.927745069763821
1.543424695730209,3.593295336795607e+03,4.492828850103675,0.927744933320757
1.571426868438721,3.593192730355196e+03,4.492830600061569,0.927744794069524
1.599429041147232,3.593090156635658e+03,4.492832385694348,0.927744651996976
1.627431213855743,3.592987615673322e+03,4.492834207166248,0.927744507090131
1.655433386564255,3.592885107503984e+03,4.492836064639614,0.927744359336157
1.683435559272766,3.592782632162928e+03,4.492837958274738,0.927744208722381
1.711437731981277,3.592680189684927e+03,4.492839888230078,0.927744055236274
1.739439904689789,3.592577780104264e+03,4.492841854662312,0.927743898865457
1.767442077398300,3.592475403454736e+03,4.492843857726267,0.927743739597689
1.795444250106812,3.592373059769671e+03,4.492845897575011,0.927743577420873
1.829195752739906,3.592249747024503e+03,4.492848405350307,0.927743378062568
1.862947255373001,3.592126482266866e+03,4.492850967047811,0.927743174439958
1.896698758006096,3.592003265559778e+03,4.492853582925706,0.927742966532635
1.930450260639191,3.591880096958073e+03,4.492856253238888,0.927742754320452
1.964201763272285,3.591756976515700e+03,4.492858978239020,0.927742537783520
1.997953265905380,3.591633904285747e+03,4.492861758174504,0.927742316902204
2.031704768538475,3.591510880320456e+03,4.492864593290640,0.927742091657119
2.065456271171570,3.591387904671246e+03,4.492867483829687,0.927741862029122
2.099207773804665,3.591264977388730e+03,4.492870430030858,0.927741627999307
2.132959276437759,3.591142098522734e+03,4.492873432130486,0.927741389549000
2.166710779070854,3.591019268122315e+03,4.492876490362050,0.927741146659754
2.200462281703949,3.590896486235775e+03,4.492879604956155,0.927740899313344
2.241263166069984,3.590748124800741e+03,4.492883445654065,0.927740594328527
2.282064050436020,3.590599834422042e+03,4.492887369447080,0.927740282772575
2.322864934802055,3.590451615172076e+03,4.492891376727342,0.927739964614510
2.363665819168091,3.590303467130503e+03,4.492895467881159,0.927739639823805
2.404466703534126,3.590155390375559e+03,4.492899643289585,0.927739308370350
2.445267587900162,3.590007384984086e+03,4.492903903328617,0.927738970224447
2.486068472266197,3.589859451031568e+03,4.492908248369112,0.927738625356798
2.526869356632233,3.589711588592159e+03,4.492912678777023,0.927738273738493
2.567670240998268,3.589563797738716e+03,4.492917194913501,0.927737915341008
2.608471125364304,3.589416078542825e+03,4.492921797134973,0.927737550136189
2.649272009730339,3.589268431074835e+03,4.492926485793288,0.927737178096247
2.690072894096375,3.589120855403879e+03,4.492931261235718,0.927736799193751
2.739592015743256,3.588941842662176e+03,4.492937174173704,0.927736330069264
2.789111137390137,3.588762935894182e+03,4.492943216055216,0.927735850748537
2.838630259037018,3.588584135220050e+03,4.492949387475560,0.927735361184554
2.888149380683899,3.588405440754096e+03,4.492955689021340,0.927734861331002
2.937668502330780,3.588226852608308e+03,4.492962121270518,0.927734351142252
2.987187623977661,3.588048370892398e+03,4.492968684792495,0.927733830573344
3.036706745624542,3.587869995713848e+03,4.492975380148483,0.927733299579973
3.086225867271423,3.587691727177967e+03,4.492982207891632,0.927732758118473
3.135744988918304,3.587513565387939e+03,4.492989168567243,0.927732206145800
3.185264110565186,3.587335510444871e+03,4.492996262712891,0.927731643619524
3.234783232212067,3.587157562447843e+03,4.493003490858652,0.927731070497810
3.294277213513851,3.586943911162723e+03,4.493012352969093,0.927730367857827
3.353771194815636,3.586730414545461e+03,4.493021410148365,0.927729649793949
3.413265176117420,3.586517072764289e+03,4.493030663274370,0.927728916236898
3.472759157419205,3.586303885976076e+03,4.493040113211034,0.927728167118517
3.532253138720989,3.586090854333961e+03,4.493049760808603,0.927727402371742
3.591747120022774,3.585877977987428e+03,4.493059606903582,0.927726621930583
