z(m),p_tot(bar),T(K),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar)
3.647942776320581906e+05,1.000003900835915554e-06,6.148287019823465016e+02,3.841102642398680752e-09,9.433601343286640908e-07,4.819234235017514867e-08,4.610321513816341028e-09,8.612840683468035803e-19,4.057646481585675819e-37
3.647942247794340365e+05,1.000007801687108875e-06,6.148287019857177711e+02,3.841117625993342312e-09,9.433638142217315895e-07,4.819253034068157068e-08,4.610339497841067980e-09,8.612941473041677914e-19,4.057646484039996305e-37
3.647941190741843311e+05,1.000015603420051171e-06,6.148287019924604238e+02,3.841147593300005966e-09,9.433711740366922827e-07,4.819290632316614768e-08,4.610375466031423002e-09,8.613143055337527299e-19,4.057646488948518672e-37
3.647940133689345676e+05,1.000023405214104565e-06,6.148287019992031901e+02,3.841177560841422650e-09,9.433785339093025676e-07,4.819328230859581192e-08,4.610411434503500851e-09,8.613344642357512393e-19,4.057646493857109529e-37
3.647939076636848622e+05,1.000031207069269692e-06,6.148287020059459564e+02,3.841207528617567549e-09,9.433858938395626561e-07,4.819365829697076854e-08,4.610447403257327171e-09,8.613546234101704455e-19,4.057646498765861586e-37
3.647928506111877505e+05,1.000109228982176186e-06,6.148287020733769168e+02,3.841507219290062650e-09,9.434594963130262970e-07,4.819741834270650525e-08,4.610807106291831487e-09,8.615562411408385654e-19,4.057646547854621660e-37
3.647917935586906387e+05,1.000187257006795971e-06,6.148287021408131068e+02,3.841806933438483685e-09,9.435331045520134521e-07,4.820117868297932127e-08,4.611166837502887621e-09,8.617579061271874919e-19,4.057646596946994978e-37
3.647907365061935270e+05,1.000265291143607833e-06,6.148287022082545263e+02,3.842106671064844011e-09,9.436067185569761194e-07,4.820493931781232470e-08,4.611526596892532091e-09,8.619596183802188109e-19,4.057646646043380784e-37
3.647896794536964153e+05,1.000343331393092250e-06,6.148287022757012892e+02,3.842406432170793852e-09,9.436803383283676734e-07,4.820870024722844500e-08,4.611886384463173648e-09,8.621613779111451903e-19,4.057646695143351435e-37
3.647791089287252980e+05,1.001124070190726516e-06,6.148287029504581369e+02,3.845405335021148798e-09,9.444168532956696104e-07,4.824632574856646735e-08,4.615485810605170610e-09,8.641815759422664191e-19,4.057647186356044723e-37
3.647685384037541808e+05,1.001905420784685035e-06,6.148287036257415821e+02,3.848406587873877673e-09,9.451539454049435622e-07,4.828398073372651227e-08,4.619088057274841542e-09,8.662065139772031163e-19,4.057647677952187035e-37
3.647579678787830635e+05,1.002687383656292162e-06,6.148287043015520794e+02,3.851410192577885486e-09,9.458916151102504340e-07,4.832166522590447113e-08,4.622693126691158822e-09,8.682362031522469031e-19,4.057648169932024767e-37
3.647473973538118880e+05,1.003469959287256383e-06,6.148287049778899700e+02,3.854416150983439607e-09,9.466298628660122848e-07,4.835937924831543253e-08,4.626301021074947711e-09,8.702706546299329886e-19,4.057648662295674852e-37
3.646416921041019959e+05,1.011329523616337602e-06,6.148287117703702052e+02,3.884605596778726808e-09,9.540442334348094754e-07,4.873814875588832126e-08,4.662535827970227553e-09,8.908795706677851877e-19,4.057653607122115755e-37
3.645359868543921039e+05,1.019250896581654659e-06,6.148287186160522424e+02,3.915032458965437011e-09,9.615169115755398969e-07,4.911989695880036645e-08,4.699055587436889990e-09,9.119771925787447727e-19,4.057658590684663314e-37
3.644302816046822118e+05,1.027234566232841006e-06,6.148287255153546766e+02,3.945698612258561183e-09,9.690483576929023134e-07,4.950464737728832263e-08,4.735862549458297002e-09,9.335751249887080763e-19,4.057663613288274970e-37
3.643245763549722615e+05,1.035281024460334295e-06,6.148287324686989450e+02,3.976605946127050141e-09,9.766390358148411780e-07,4.989242371668624342e-08,4.772958981723982156e-09,9.556852483781587214e-19,4.057668675239837568e-37
3.642188711052623694e+05,1.043390767061499784e-06,6.148287394765102363e+02,4.007756365048045196e-09,9.842894136549251034e-07,5.028324987061414364e-08,4.810347169934268968e-09,9.783197257452654648e-19,4.057673776848915727e-37
3.639755119969081716e+05,1.062304653318360318e-06,6.148287558195759175e+02,4.080406706443941035e-09,1.002131949887864028e-06,5.119475124290102393e-08,4.897545480119023468e-09,1.032491403986398782e-18,4.057685674445043268e-37
3.637321528885539738e+05,1.081562801452721112e-06,6.148287724589067693e+02,4.154379411668296259e-09,1.020299247761191789e-06,5.212284336050327981e-08,4.986330918268069964e-09,1.089666898179850763e-18,4.057697787754755237e-37
