 z(m),p_tot(bar),T(K),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar)
0.000000000000000000e+00,1.725403053118000116e+02,3.754588756503130298e+03,1.927228879686370533e+01,7.987014008137492738e+01,5.039623714017662337e+01,1.451226922266267927e+00,7.459734289193922758e-10,2.155041237037256252e+01
8.435352068145787143e+02,1.709127915372642121e+02,3.749082310565683201e+03,1.910812092160328746e+01,7.934322809733698989e+01,4.976597115165622398e+01,1.431304348318167330e+00,7.199047782590525683e-10,2.126416701762961026e+01
8.937954465890792562e+03,1.563689127260432770e+02,3.696376327218938059e+03,1.764012917955691506e+01,7.463624593642516913e+01,4.413231836510236406e+01,1.254249107292288334e+00,5.125540832186924546e-10,1.870597013715400436e+01
1.703237372496700482e+04,1.428420189264953422e+02,3.643802612515230521e+03,1.625927794429749795e+01,7.008338664504906035e+01,3.901174451069742588e+01,1.096195614350902847e+00,3.624510541420700543e-10,1.639141421173802726e+01
2.330336648229106140e+04,1.330268240322676547e+02,3.603162578915108043e+03,1.524713994336281253e+01,6.666221223896906167e+01,3.537634816561821793e+01,9.857342309103245270e-01,2.757908380889050789e-10,1.475538945313146932e+01
2.957435923961511799e+04,1.237649200017900597e+02,3.562601011135345743e+03,1.428356576563646030e+01,6.333384382379526301e+01,3.201410191884321677e+01,8.849273989853372324e-01,2.089564641728633731e-10,1.324848109432082843e+01
3.584535199693917093e+04,1.150325857901116109e+02,3.522117409533797399e+03,1.336697820120949842e+01,6.009854817392000825e+01,2.891044254059234575e+01,7.930779671089006611e-01,1.576315409090658708e-10,1.186353890712321579e+01
4.211634475426322751e+04,1.068067985061484251e+02,3.481711213111777852e+03,1.249583098296923289e+01,5.695664801792196386e+01,2.605118578990733269e+01,7.095270342220548754e-01,1.183882928683131126e-10,1.059360668100947045e+01
4.838733751158728410e+04,9.906521638429305199e+01,3.441381797224513321e+03,1.166860754886061535e+01,5.390850330562632564e+01,2.342252930428569613e+01,6.336526669696660452e-01,8.851590393818679210e-11,9.431923558462230517e+00
5.465833026891134068e+04,9.178616260899096346e+01,3.401128471319600976e+03,1.088381984853974771e+01,5.095449165965127492e+01,2.101105657895821466e+01,5.648686162141655087e-01,6.587967734790387822e-11,8.371925905561694137e+00
6.092932302623539726e+04,8.494861000552477037e+01,3.360950476711970168e+03,1.014000720285609880e+01,4.809498820431569044e+01,1.880374190973357429e+01,5.026230349573644896e-01,4.880593431771024012e-11,7.407249653613273033e+00
6.720031578355946112e+04,7.853216660468707744e+01,3.320846984402145608e+03,9.435735225391425729e+00,4.533034499291440511e+01,1.678795615042430711e+01,4.463971998997297574e-01,3.598832852467321231e-11,6.531733036021229566e+00
7.347130854088350316e+04,7.251706208247044572e+01,3.280817092943001171e+03,8.769594815870199511e+00,4.266087027965263445e+01,1.495147311432622672e+01,3.957042388753823636e-01,2.641190990399575394e-11,5.739419633719577085e+00
7.856778991363247042e+04,6.791091673040497767e+01,3.248338052173600772e+03,8.255348299307229354e+00,4.056164090266037192e+01,1.358285045402546842e+01,3.582651421386990331e-01,2.046834789196475230e-11,5.152811932252745919e+00
8.366427128638143768e+04,6.354719126217342051e+01,3.215906420012832314e+03,7.764640541781487215e+00,3.852552291273608631e+01,1.231870321343139807e+01,3.239479481449809017e-01,1.581241506308058321e-11,4.614376646063661269e+00
8.876075265913039038e+04,5.941614765560782274e+01,3.183521601305158129e+03,7.296749714322166014e+00,3.655256302782088085e+01,1.115307544033797704e+01,2.925344112906623217e-01,1.217714625634521274e-11,4.121225061823955649e+00
9.385723403187935764e+04,5.550830073691751210e+01,3.151182966096989730e+03,6.850963756781134784e+00,3.464275738323783571e+01,1.008019808996151667e+01,2.638182044741532173e-01,9.348206482176129263e-12,3.670563302453514254e+00
9.895371540462832490e+04,5.181441470856868392e+01,3.118889848953906494e+03,6.426580180888885607e+00,3.279604518591663265e+01,9.094491415726546180e+00,2.376044868576699109e-01,7.154098459928742490e-12,3.259693439171801099e+00
