 z(m),p_tot(bar),T(K),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar)
0.000000000000000000e+00,1.530055000000000121e+02,3.032082188715017310e+03,1.029892726451782714e+01,1.189351047974063960e+02,1.577687562200292071e+01,1.860384325573844477e-01,4.721852350069935397e-12,7.808553883510770177e+00
7.276274788351885263e+02,1.512441214859242109e+02,3.027167684317257226e+03,1.018547187355587802e+01,1.177234186286634809e+02,1.548809660094517326e+01,1.827089169676579528e-01,4.502377234744054794e-12,7.664425465787530811e+00
4.785319565109646646e+03,1.419316626170316624e+02,2.999788582206010233e+03,9.585102803581175834e+00,1.113009905383733837e+02,1.397234225919065054e+01,1.652296690883550967e-01,3.453718832916742157e-12,6.907997346794642723e+00
8.843011651384103970e+03,1.331079740318815823e+02,2.972436190922026981e+03,9.013960162508064755e+00,1.051458013316274673e+02,1.258366451714599599e+01,1.492145389300834069e-01,2.639452197300574512e-12,6.215333481667318694e+00
1.290070373765856129e+04,1.247524024905763440e+02,2.945110052268603795e+03,8.470969656433821271e+00,9.925133084494339641e+01,1.131344828893596599e+01,1.345598066077438593e-01,2.009493291522255830e-12,5.582093893653410355e+00
1.615789456781335139e+04,1.183703586819885913e+02,2.923193488497991439e+03,8.054758657055776538e+00,9.470393208303350718e+01,1.037397633157477195e+01,1.237141247858087323e-01,1.609908063499596723e-12,5.113977485537119172e+00
1.941508539796813784e+04,1.122669580179054805e+02,2.901293285412330988e+03,7.655478254037253016e+00,9.031690285194416390e+01,9.501495487684069374e+00,1.136338863241768277e-01,1.286490895336005547e-12,4.679447537914539268e+00
2.267227622812292975e+04,1.064323779888898258e+02,2.879409185721486665e+03,7.272606071058038246e+00,8.608682810663181328e+01,8.692121839668864425e+00,1.042733712783746047e-01,1.025377220198064914e-12,4.276548600251693699e+00
2.592946705827771802e+04,1.008570444892507254e+02,2.857540926005537131e+03,6.905629534782009138e+00,8.201028380301379173e+01,7.942134483878351858e+00,9.558904407975303552e-02,8.151015185646367195e-13,3.903407623496001566e+00
2.918665788843250630e+04,9.553162866327124902e+01,2.835688236665330805e+03,6.554045842451337478e+00,7.808383880192675974e+01,7.247972253670538656e+00,8.753947907912650039e-02,6.462048491372425288e-13,3.558232286142810175e+00
3.244384871858729457e+04,9.044704374472381403e+01,2.813850841871857028e+03,6.217361931027163280e+00,7.430405690181426337e+01,6.606230349914658184e+00,8.008528735886077943e-02,5.109026790218884568e-13,3.239309274608376921e+00
3.570103954874208284e+04,8.559444188723016111e+01,2.792028459514209317e+03,5.895094447529869441e+00,7.066749899157026960e+01,6.013656883230261485e+00,7.318904482766783182e-02,4.028043847160841358e-13,2.945002520071693830e+00
3.962205994634504896e+04,8.004839544349235325e+01,2.765778085868153084e+03,5.525600182539803562e+00,6.647490522182491191e+01,5.361150632225093915e+00,6.557722498160099833e-02,3.014186157361649667e-13,2.621162181920639433e+00
4.354308034394801507e+04,7.481148114672215854e+01,2.739548533578899423e+03,5.175503749850585145e+00,6.247888231662481218e+01,4.770275609842676623e+00,5.866407858975704326e-02,2.246048990678464605e-13,2.328155391814107578e+00
4.746410074155098118e+04,6.986960188521779003e+01,2.713339273585118008e+03,4.844017584555513345e+00,5.867344329681969839e+01,4.236195669016018961e+00,5.239477995060294602e-02,1.666487482144985503e-13,2.063550554875793530e+00
