 z(m),p_tot(bar),T(K),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar)
0.000000000000000000e+00,1.681697008071085691e+02,1.730392975281661620e+03,1.720276229333814655e+01,1.251667866742322417e+02,2.483339005304831559e+01,9.667610600232074969e-01,4.885074524276599404e-07,2.379592087686241201e-07
3.735235912749635077e+02,1.665143458009297319e+02,1.727797646752088667e+03,1.703085981153126482e+01,1.239372943950780552e+02,2.458637651783709543e+01,9.598143624144724884e-01,4.895335494424055993e-07,2.245353080806468249e-07
8.328704140561824261e+02,1.644998213670857012e+02,1.724605702750854789e+03,1.682167362035732694e+01,1.224410192318234323e+02,2.428578210946053773e+01,9.513457055780722982e-01,4.908576088664015149e-07,2.090087250181669748e-07
1.292217236837401515e+03,1.625062867277302132e+02,1.721413459839305915e+03,1.661468653315304778e+01,1.209603145573428122e+02,2.398833920989716617e+01,9.429457406033371347e-01,4.922316493268751568e-07,1.945022128827724486e-07
1.848734119597483186e+03,1.601188954566749487e+02,1.717545526019330509e+03,1.636683168669653199e+01,1.191870454633580181e+02,2.363215747072997885e+01,9.328601637231005439e-01,4.939643683916296802e-07,1.782029553685761629e-07
2.405251002357564630e+03,1.577617168662198992e+02,1.713677143090118079e+03,1.612214187980093527e+01,1.174361888570522723e+02,2.328051166097477065e+01,9.228738094163426720e-01,4.957728822142556843e-07,1.632026924395214557e-07
2.757573580481493991e+03,1.562848936392982182e+02,1.711227892506994976e+03,1.596885308728152175e+01,1.163392247800751136e+02,2.306021262675361427e+01,9.166024938973802438e-01,4.969576403036305404e-07,1.543329857798792833e-07
3.109896158605423352e+03,1.548199687444605388e+02,1.708778458150041388e+03,1.581681062386627268e+01,1.152510872940950719e+02,2.284169980419960311e+01,9.103703782048155890e-01,4.981737030672736389e-07,1.459210790644453327e-07
3.462218736729352258e+03,1.533668612947778342e+02,1.706328838541259074e+03,1.566600596865270845e+01,1.141717164426098492e+02,2.262496100215610184e+01,9.041772439931071714e-01,4.994214449371368232e-07,1.379446334879436798e-07
3.814541314853281619e+03,1.519254908558993691e+02,1.703879032194045067e+03,1.551643064858213528e+01,1.131010526044152300e+02,2.240998409784779710e+01,8.980228739706187513e-01,5.007012489645698903e-07,1.303823351542150073e-07
4.166863892977210526e+03,1.504957774440581488e+02,1.701429037613126411e+03,1.536807623822847724e+01,1.120390364921281048e+02,2.219675703657885535e+01,8.919070518953190474e-01,5.020135070104056902e-07,1.232138511609073512e-07
4.204607108793328734e+03,1.503433046804966295e+02,1.701166566131539412e+03,1.535225554666438974e+01,1.119257763923533844e+02,2.217401795687042565e+01,8.912541599839519657e-01,5.021560262949964575e-07,1.224684513878689366e-07
4.242350324609446034e+03,1.501909646842624113e+02,1.700904092470644173e+03,1.533644876000389878e+01,1.118126147861775905e+02,2.215129880633389448e+01,8.906017077207752930e-01,5.022989231180405548e-07,1.217273244553051431e-07
4.280093540425564242e+03,1.500387573579376976e+02,1.700641616628584416e+03,1.532065586798544032e+01,1.116995516013901408e+02,2.212859957028738478e+01,8.899496948420672071e-01,5.024421979797513833e-07,1.209904472611362677e-07
4.317836756241681542e+03,1.498866826041635250e+02,1.700379138603502724e+03,1.530487686035364092e+01,1.115865867658241797e+02,2.210592023405779472e+01,8.892981210842602069e-01,5.025858513816380928e-07,1.202577968204345163e-07
4.355579972057799750e+03,1.497347403256392511e+02,1.700116658393540547e+03,1.528911172685933373e+01,1.114737202073557114e+02,2.208326078298106765e+01,8.886469861838955930e-01,5.027298838263410457e-07,1.195293502648956413e-07
4.359354293639128628e+03,1.497195533801812815e+02,1.700090410252304309e+03,1.528753597619306781e+01,1.114624389539738161e+02,2.208099593099247571e+01,8.885818968208714086e-01,5.027443079375432554e-07,1.194567359460632753e-07
4.363128615220457505e+03,1.497043677584061072e+02,1.700064162089198817e+03,1.528596036415548554e+01,1.114511586825699965e+02,2.207873127769418531e+01,8.885168118435372575e-01,5.027587358447310299e-07,1.193841634157748981e-07
4.366902936801786382e+03,1.496891834602165829e+02,1.700037913904222250e+03,1.528438489073637641e+01,1.114398793930722178e+02,2.207646682307154506e+01,8.884517312516146959e-01,5.027731675483922599e-07,1.193116326513530022e-07
4.370677258383115259e+03,1.496740004855159043e+02,1.700011665697372791e+03,1.528280955592553703e+01,1.114286010854086726e+02,2.207420256711010609e+01,8.883866550448445976e-01,5.027876030490491414e-07,1.192391436301332097e-07
