# z(m),p_tot(bar),T(K),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar)
2.849849422851062845e+05,1.000003892727763182e-06,4.667430639301457518e+02,1.203000151232968919e-08,8.470384905279005474e-07,2.860087989015782679e-08,1.108510357698022556e-07,1.483485027554053812e-09,4.745918217779151509e-52
2.849848987166592851e+05,1.000007785470804131e-06,4.667430639326442474e+02,1.203005247136338874e-08,8.470418093305130410e-07,2.860097680055901034e-08,1.108514466044200607e-07,1.483500263948641589e-09,4.745923249811303312e-52
2.849848115797653445e+05,1.000015570987441471e-06,4.667430639376412387e+02,1.203015438995392664e-08,8.470484469623389920e-07,2.860117062172994926e-08,1.108522682763049912e-07,1.483530737113707659e-09,4.745933313957157524e-52
2.849847244428713457e+05,1.000023356565190333e-06,4.667430639426382868e+02,1.203025630950442749e-08,8.470550846470354691e-07,2.860136444391039594e-08,1.108530899538795480e-07,1.483561210860971361e-09,4.745943378234983066e-52
2.849846373059773468e+05,1.000031142204050927e-06,4.667430639476353917e+02,1.203035823001518247e-08,8.470617223846023663e-07,2.860155826709982430e-08,1.108539116371434530e-07,1.483591685190329504e-09,4.745953442644950561e-52
2.849837659370318870e+05,1.000109001953912096e-06,4.667430639976084876e+02,1.203137748793453834e-08,8.471281026682630304e-07,2.860349655448923167e-08,1.108621287827206520e-07,1.483896460504410356e-09,4.746054094006254860e-52
2.849828945680864272e+05,1.000186867815494604e-06,4.667430640475854489e+02,1.203239684188419328e-08,8.471944882394866338e-07,2.860543494278150836e-08,1.108703464972982949e-07,1.484201294044071809e-09,4.746154758572813026e-52
2.849820231991409673e+05,1.000264739789282741e-06,4.667430640975663323e+02,1.203341629187363007e-08,8.472608790987025161e-07,2.860737343197777934e-08,1.108785647809098527e-07,1.484506185819302068e-09,4.746255436345851324e-52
2.849811518301954493e+05,1.000342617875763339e-06,4.667430641475511379e+02,1.203443583791359380e-08,8.473272752463444642e-07,2.860931202207772036e-08,1.108867836335880950e-07,1.484811135839823607e-09,4.746356127327029251e-52
2.849724381407392793e+05,1.001121735045770697e-06,4.667430646476142897e+02,1.204463658339134947e-08,8.479915276813245488e-07,2.862870347294156980e-08,1.109690034664047331e-07,1.487863841708548599e-09,4.747363763915625334e-52
2.849637244512831094e+05,1.001901464020702446e-06,4.667430651480688084e+02,1.205484694540927608e-08,8.486563094347960228e-07,2.864810501486390941e-08,1.110512802426695953e-07,1.490922382963731794e-09,4.748372722973557880e-52
2.849550107618269394e+05,1.002681805287921016e-06,4.667430656489149783e+02,1.206506693441756154e-08,8.493216209397965394e-07,2.866751664841703898e-08,1.111336139958064429e-07,1.493986769483934849e-09,4.749383006010961925e-52
2.849462970723708277e+05,1.003462759335190118e-06,4.667430661501531404e+02,1.207529656087916048e-08,8.499874626297303055e-07,2.868693837416690886e-08,1.112160047592527882e-07,1.497057011160972719e-09,4.750394614539746246e-52
2.848591601778119802e+05,1.011306110310492518e-06,4.667430711841627158e+02,1.217812519636547605e-08,8.566751353159640415e-07,2.888171082296960845e-08,1.120430553277989651e-07,1.528083647394480421e-09,4.760583935360338694e-52
2.847720232832531328e+05,1.019211278782461465e-06,4.667430762577149039e+02,1.228192917977303288e-08,8.634163059416044157e-07,2.907749306941203514e-08,1.128758438114858835e-07,1.559706780186098796e-09,4.770907477924041231e-52
2.846848863886942854e+05,1.027178759149977786e-06,4.667430813711249016e+02,1.238671918304371247e-08,8.702114139795337275e-07,2.927428558105797392e-08,1.137144038821451507e-07,1.591936524197452944e-09,4.781366775805108676e-52
2.845977494941354962e+05,1.035209049833149820e-06,4.667430865247105203e+02,1.249250600598742059e-08,8.770609025822013032e-07,2.947208876458579334e-08,1.145587693500884674e-07,1.624783130286812607e-09,4.791963375909035867e-52
2.845106125995766488e+05,1.043302653344370794e-06,4.667430917187921295e+02,1.259930057822980972e-08,8.839652186437243518e-07,2.967090296673749955e-08,1.154089741689552760e-07,1.658256986723757264e-09,4.802698838593301971e-52
2.843132741045036237e+05,1.061868919568531864e-06,4.667431036332092731e+02,1.284494148331760480e-08,8.998064482606706188e-07,3.012489541919983793e-08,1.173561949893256658e-07,1.736439416018466163e-09,4.827533024522338215e-52
2.841159356094305404e+05,1.080768476956931965e-06,4.667431157607871910e+02,1.309593894805891299e-08,9.159365042864764478e-07,3.058407678588499906e-08,1.193339388579851248e-07,1.818018078526481159e-09,4.853106050596015042e-52
2.839555204436726635e+05,1.096381580417658488e-06,4.667431257789552888e+02,1.330401295789094856e-08,9.292650744825214046e-07,3.096116620749376515e-08,1.209644026683283179e-07,1.886924101424107641e-09,4.874451652999518658e-52
2.837951052779147867e+05,1.112222252117219360e-06,4.667431359426521453e+02,1.351578950567855930e-08,9.427910277166102619e-07,3.134168445970586583e-08,1.226155201910222053e-07,1.958230244202388535e-09,4.896308292753930956e-52
2.836346901121569099e+05,1.128293860891891203e-06,4.667431462540251346e+02,1.373134430727628887e-08,9.565173656257761511e-07,3.172563044334426771e-08,1.242875113737676418e-07,2.032009141727265400e-09,4.918686463410632907e-52
2.834742749463990913e+05,1.144599826682063351e-06,4.667431567152539742e+02,1.395075474892986062e-08,9.704471364823396806e-07,3.211300238975415566e-08,1.259805979313547220e-07,2.108335129684987081e-09,4.941596822252005936e-52
2.833138597806412145e+05,1.161143621338792572e-06,4.667431673285515217e+02,1.417409992176171288e-08,9.845834359081334695e-07,3.250379786825885430e-08,1.276950033742611543e-07,2.187284266377216216e-09,4.965050192166670055e-52
2.831534446148833376e+05,1.177928769429144208e-06,4.667431780961640015e+02,1.440146065664878659e-08,9.989294075868387510e-07,3.289801379431162015e-08,1.294309530369966829e-07,2.268934354348300382e-09,4.989057563569383058e-52
2.828326142833690392e+05,1.212237492698725805e-06,4.667432001034894711e+02,1.486856104849006504e-08,1.028263187107140712e-06,3.369669143800951641e-08,1.329683956603656595e-07,2.440657444719697255e-09,5.038779122144848691e-52
2.825117839518546825e+05,1.247555278806898944e-06,4.667432227558902582e+02,1.535273872983212617e-08,1.058474613498445676e-06,3.450899794194826695e-08,1.365947661141298659e-07,2.624162522543205486e-09,5.090852849193544548e-52
2.821909536203403841e+05,1.283912307361861122e-06,4.667432460725963779e+02,1.585470667662708155e-08,1.089590641620220765e-06,3.533488615887718424e-08,1.403119359171340509e-07,2.820136989001821070e-09,5.145372911417625620e-52
2.818701232888260274e+05,1.321339683331724162e-06,4.667432700734255491e+02,1.637520925944599306e-08,1.121639067358972068e-06,3.617429960707627842e-08,1.441218088997694205e-07,3.029298206460307589e-09,5.202436365835860726e-52
2.815492929573117290e+05,1.359869466023388150e-06,4.667432947788017259e+02,1.691502351033831056e-08,1.154648552989537844e-06,3.702717296310752979e-08,1.480263223793337080e-07,3.252394181070573734e-09,5.262143240401237097e-52
2.812284626257974305e+05,1.399534698960983001e-06,4.667433202097737990e+02,1.747496043392578705e-08,1.188648653271579016e-06,3.789343260890441020e-08,1.520274483974140938e-07,3.490204249159908663e-09,5.324596620807224086e-52
2.809076322942830739e+05,1.440369440674547294e-06,4.667433463880353202e+02,1.805586636455318005e-08,1.223669842297689631e-06,3.877299722861852842e-08,1.561271950129112951e-07,3.743539770774818103e-09,5.389902743889623369e-52
2.803856754711725516e+05,1.509393398675947416e-06,4.667433906321549557e+02,1.904804260600783586e-08,1.282909059229144189e-06,4.023215498703246720e-08,1.630130826475709934e-07,4.191059206191838921e-09,5.502528914177494807e-52
2.798637186480620294e+05,1.581763430181503648e-06,4.667434370138026338e+02,2.010209163132038626e-08,1.345075264559060271e-06,4.172587660333474514e-08,1.701744548150029305e-07,4.685742572785392641e-09,5.623487353227001805e-52
2.793417618249515072e+05,1.657644817067066232e-06,4.667434856382155886e+02,2.122231971083318484e-08,1.410316500172582541e-06,4.325371044804209252e-08,1.776206288263475557e-07,5.231657909261130121e-09,5.753293622751447598e-52
2.788198050018409849e+05,1.737211201352340234e-06,4.667435366159374439e+02,2.241333664587027353e-08,1.478788335403757171e-06,4.481517728417653108e-08,1.853612268601900297e-07,5.833125158346248454e-09,5.892489678706228895e-52
2.782978481787304627e+05,1.820645013704929091e-06,4.667435900630890728e+02,2.368007538303139410e-08,1.550654240015932961e-06,4.640977926701346071e-08,1.934061932029024711e-07,6.494725836048878380e-09,6.041645529126394386e-52
2.777758913556199404e+05,1.908137923708351653e-06,4.667436461016537237e+02,2.502781285754779966e-08,1.626085976703635284e-06,4.803700904734481543e-08,2.017658116087717486e-07,7.221313491052534174e-09,6.201361056511820296e-52
2.772539345325094182e+05,1.999891312995915867e-06,4.667437048597760167e+02,2.646219215314345824e-08,1.705264014356330575e-06,4.969635880807470454e-08,2.104507225817825486e-07,8.018025096585558036e-09,6.372268008373993823e-52
2.767319777093988960e+05,2.096116772473337253e-06,4.667437664720765156e+02,2.798924606900812397e-08,1.788377963410525000e-06,5.138732907980469589e-08,2.194719404021996609e-07,8.890293511800895896e-09,6.555032158268347486e-52
2.760378250291783479e+05,2.231399807776824263e-06,4.667438530766658573e+02,3.017480991987024266e-08,1.905353372775682546e-06,5.368432013275239895e-08,2.320099989176376072e-07,1.017730603088138098e-08,6.817673949312676769e-52
2.753436723489577998e+05,2.375540942997547345e-06,4.667439453326505259e+02,3.255212374232419884e-08,2.030139921109958135e-06,5.603532185935518379e-08,2.451910279879428142e-07,1.162254829796687859e-08,7.104292350053623007e-52
2.746495196687373100e+05,2.529132005482697829e-06,4.667440436163673780e+02,3.513907619969423665e-08,2.163267733908009846e-06,5.843937810196676531e-08,2.590443084422412278e-07,1.324150883078507430e-08,7.416779454667568014e-52
2.739553669885167619e+05,2.692805136243488377e-06,4.667441483297060358e+02,3.795518595170289384e-08,2.305302928302494322e-06,6.089566745502500197e-08,2.736005154565781583e-07,1.505083907768745503e-08,7.757172454418544979e-52
2.732612143082962139e+05,2.867235559445894424e-06,4.667442599018590386e+02,4.102174169146363542e-08,2.456850077088621029e-06,6.340352646378949316e-08,2.888917736939153978e-07,1.706844050810482235e-08,8.127666797457878292e-52
2.725670616280756658e+05,3.053144543952438942e-06,4.667443787911919912e+02,4.436195372017605738e-08,2.618554851771746991e-06,6.596246903597384588e-08,3.049517079991724384e-07,1.931356142536925475e-08,8.530630312567101177e-52
2.718729089478551177e+05,3.251302570727544877e-06,4.667445054872442256e+02,4.800111783661725613e-08,2.791106856955681162e-06,6.857220218300319382e-08,3.218154897763844707e-07,2.180690397585883026e-08,8.968618315177874353e-52
2.711787562676345697e+05,3.462532720888989444e-06,4.667446405128678180e+02,5.196679235218290371e-08,2.975242669095690582e-06,7.123263832488690879e-08,3.395198793208192841e-07,2.457074179540943798e-08,9.444389724626452618e-52
