# z(m),p_tot(bar),T(K),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar)
2.751397061349495198e+05,1.000003897699580826e-06,3.275390448572012474e+02,3.312339152005992620e-07,6.426567176823336519e-07,8.902362947968885805e-13,1.077986121811276892e-08,1.533251336226884072e-08,3.093219625382944778e-70
2.751396682292448822e+05,1.000007795414439206e-06,3.275390448591468271e+02,3.312352195618648148e-07,6.426592239934443914e-07,8.902380882933343225e-13,1.077988334381642584e-08,1.533257827722497013e-08,3.093231292438436428e-70
2.751395924178356654e+05,1.000015590874711834e-06,3.275390448630380433e+02,3.312378282946874766e-07,6.426642366353674333e-07,8.902416752902461950e-13,1.077992759527277992e-08,1.533270810770837071e-08,3.093254626636199828e-70
2.751395166064263904e+05,1.000023386396095560e-06,3.275390448669292596e+02,3.312404370480766277e-07,6.426692493165989448e-07,8.902452623012621432e-13,1.077997184690369559e-08,1.533283793925414581e-08,3.093277961014442388e-70
2.751394407950171153e+05,1.000031181978591231e-06,3.275390448708205327e+02,3.312430458220316330e-07,6.426742620371389262e-07,8.902488493264481032e-13,1.078001609870890482e-08,1.533296777186234507e-08,3.093301295573003247e-70
2.751386826809272752e+05,1.000109141164801041e-06,3.275390449097347414e+02,3.312691346927599345e-07,6.427243914045735024e-07,8.902847203539354355e-13,1.078045862636802169e-08,1.533426615637942351e-08,3.093534651087163003e-70
2.751379245668374351e+05,1.000187106462724989e-06,3.275390449486520197e+02,3.312952256202896374e-07,6.427745247032039245e-07,8.903205927926240937e-13,1.078090117148998338e-08,1.533556464714887734e-08,3.093768024651685789e-70
2.751371664527475368e+05,1.000265077872842285e-06,3.275390449875723107e+02,3.313213186047823133e-07,6.428246619333384066e-07,8.903564666424603597e-13,1.078134373407610016e-08,1.533686324417928608e-08,3.094001416268227187e-70
2.751364083386576967e+05,1.000343055395634042e-06,3.275390450264956712e+02,3.313474136464002219e-07,6.428748030952852686e-07,8.903923419035612626e-13,1.078178631412658048e-08,1.533816194747945091e-08,3.094234825937963415e-70
2.751288271977585391e+05,1.001123166926580992e-06,3.275390454158963394e+02,3.316084772402474194e-07,6.433764310326450784e-07,8.907511721454287744e-13,1.078621307533596713e-08,1.535115482718069766e-08,3.096569915880284451e-70
