 z(m),p_tot(bar),T(K),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar)
0.000000000000000000e+00,1.574086535755892839e+02,1.983985083191575995e+03,8.754710073697177464e+00,1.173342637000372122e+02,3.080918182341881106e+01,5.104787534359562784e-01,2.349431043209148250e-08,1.920150580478775776e-05
1.729333701388955205e+03,1.510096575394848344e+02,1.971850236005313718e+03,8.394314856847723050e+00,1.125688822474917856e+02,2.955222026788931800e+01,4.942245333540687402e-01,2.320083776611756542e-08,1.561070111118893303e-05
5.767736758391652984e+03,1.372409316916137811e+02,1.943506606675849298e+03,7.618997755917880532e+00,1.023150562200520000e+02,2.684776357964616977e+01,4.591045861028467678e-01,2.275269348769433700e-08,9.527142179367392521e-06
8.656375454281380371e+03,1.280687231941121809e+02,1.923228288440234564e+03,7.102826309877359634e+00,9.548402313579637735e+01,2.504647388125887275e+01,4.353932135926603664e-01,2.250229473466133753e-08,6.631084613658610370e-06
1.154501415017110958e+04,1.194294091009111725e+02,1.902945786365110507e+03,6.616901324273799290e+00,8.904960554318031996e+01,2.335009574180168457e+01,4.128018904152676583e-01,2.231090034321481369e-08,4.578929180273630477e-06
1.443365284606083696e+04,1.112966091220760489e+02,1.882658578261112552e+03,6.159717194833892684e+00,8.299217830441388344e+01,2.175342699335601893e+01,3.912834712366357603e-01,2.217947897836990868e-08,3.136056156746596139e-06
1.732229154195056617e+04,1.036450281877352921e+02,1.862366120260253638e+03,5.729830461397251717e+00,7.729292325793858254e+01,2.025147977674876643e+01,3.707925398241606052e-01,2.210953515914929322e-08,2.129716998055742978e-06
2.021093023784029356e+04,9.645042049565765296e+01,1.842067845577786102e+03,5.325857747058591940e+00,7.193380252335170155e+01,1.883947341484951110e+01,3.512853546223577705e-01,2.210316897870410649e-08,1.433672338612683875e-06
2.309956893373002094e+04,8.968955447955451632e+01,1.821763163179774438e+03,4.946473749823949717e+00,6.689753248138244146e+01,1.751282747399879725e+01,3.327197957996779198e-01,2.216314993625462262e-08,9.563865138557988448e-07
2.598820762961975197e+04,8.334017868109101812e+01,1.801451456347724843e+03,4.590409285873566780e+00,6.216755841832001295e+01,1.626715500886655263e+01,3.150553137168791151e-01,2.229300788536423091e-08,6.320210053467576170e-07
2.887684632550947936e+04,7.738098850970311560e+01,1.781132081131781888e+03,4.256449383573997380e+00,5.772802982472534694e+01,1.509825598651746681e+01,2.982528787743169429e-01,2.249714488494085708e-08,4.136148414239238374e-07
3.002044994153471271e+04,7.512504765054472955e+01,1.773085433505086257e+03,4.130085210181449362e+00,5.604731825030382453e+01,1.465581311373195739e+01,2.918307049943906217e-01,2.259964358383249958e-08,3.487334678823966820e-07
3.116405355755994606e+04,7.292583020931576243e+01,1.765037435801222955e+03,4.006932876714426328e+00,5.440883195879963097e+01,1.422452958441981430e+01,2.855354731092645815e-01,2.271500401122876161e-08,2.935576160232565839e-07
3.230765717358517941e+04,7.078213099891095794e+01,1.756988044192023608e+03,3.886923678787120640e+00,5.281167426763440886e+01,1.380416783355778954e+01,2.793649493789352456e-01,2.284364123995704954e-08,2.467090616153652527e-07
3.345126078961041640e+04,6.869276592203485166e+01,1.748937214057966912e+03,3.769990119297271125e+00,5.125496417999552534e+01,1.339449445863094645e+01,2.733169341307530309e-01,2.298600311699995537e-08,2.069943483480060264e-07
3.459486440563564975e+04,6.665657167681037265e+01,1.740884899968489663e+03,3.656065891543529567e+00,4.973783616596765000e+01,1.299528016145973730e+01,2.673892613153114883e-01,2.314257249767374500e-08,1.733815625974325967e-07
3.573846802166088310e+04,6.467240546549346902e+01,1.732831055661679784e+03,3.545085862520896747e+00,4.825943994596634212e+01,1.260629969064558331e+01,2.615797980669523071e-01,2.331386967622391025e-08,1.449798215574352722e-07
3.688207163768611645e+04,6.273914470635447316e+01,1.724775634023310204e+03,3.436986056397669298e+00,4.681894027652033685e+01,1.222733178464584114e+01,2.558864442689943730e-01,2.350045503154180771e-08,1.210211835268233492e-07
3.737412559174574562e+04,6.192271592780974743e+01,1.721309161292414046e+03,3.391344901359202968e+00,4.621059764910982892e+01,1.206730124510283453e+01,2.534719967407559893e-01,2.358558932478396567e-08,1.119115321105111573e-07
3.786617954580536752e+04,6.111542013666277029e+01,1.717842383805816098e+03,3.346220371555368001e+00,4.560905419001716865e+01,1.190906694962237999e+01,2.510784983403712145e-01,2.367371565197177718e-08,1.034537641236836570e-07
3.835823349986499670e+04,6.031717129467678262e+01,1.714375297659288663e+03,3.301607564513747928e+00,4.501424588264405457e+01,1.175261194088197314e+01,2.487057872683819393e-01,2.376488627301415552e-08,9.560373154201056350e-08
3.885028745392462588e+04,5.952788402880084817e+01,1.710907898917210105e+03,3.257501615834460296e+00,4.442610920514563588e+01,1.159791939283554285e+01,2.463537028059553380e-01,2.385915512693980041e-08,8.832010059521179063e-08
3.934234140798424778e+04,5.874747362708383491e+01,1.707440183612218334e+03,3.213897698955825444e+00,4.384458112739195457e+01,1.144497260990658027e+01,2.440220853087243791e-01,2.395657788492337618e-08,8.156418403853080822e-08
