t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_solid(bar),fO2_melt(bar),thick_surf_bl(m),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),R_trans(m),R_solid(m),viscosity(Pa.s)
0.0,3434.3434343,3500.0,1500000.0,0.0,0.0,0.0,nan,1e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.992000000000004,9.999999999999999e-18,0.0,0.0,0.0,0.0,0.0,9.999999999999999e-18,0.0,NaN,3500000.0,0.0015111691826463977
8.195638656616211e-08,3341.8450247903943,3499.999999913778,270396.7367661143,270793.14864123665,396.1002973085807,0.9999853974833899,nan,1.0226215259047389,0.0024565788162331653,0.0,3.1786648511277298e+19,2.4121335148872273e+20,0.0,7.774192632714693e+20,2.5807367285310674e+18,4.8693870607263773e+20,140.7208181376924,7.632621705476198,57.79944132741992,73.47193651810159,0.7941970596125311,1.1774238139124748e-09,1.0226215259047386,0.03421231289973257,NaN,3500000.0,0.0015111691827422954
8.717179298400879e-07,3341.845029340421,3499.999999051558,270396.7243711964,270793.15215875366,396.1002973085807,0.9999853974775587,nan,1.022621540506454,0.002456578844775136,0.0,3.17866483842399e+19,2.4121335161575942e+20,0.0,7.774192632688392e+20,2.58073673115992e+18,4.8693870587084466e+20,140.72081812383144,7.632621703864904,57.79944109704095,73.47193671783897,0.7941970634027096,1.1774238213630343e-09,1.022621540506454,0.034212312874464405,NaN,3500000.0,0.0015111691837012742
8.799135684967041e-06,3341.8450018683457,3499.999990429356,270396.7667692632,270793.1309205932,396.1002973085807,0.9999853974192472,nan,1.02262145234457,0.0024565787523748986,0.0,3.1786649151265202e+19,2.412133508487354e+20,0.0,7.774192632847072e+20,2.580736715287384e+18,4.869387070892243e+20,140.72081820752146,7.632621713593453,57.799442488021256,73.47193551186638,0.7941970405183856,1.1774237763779204e-09,1.0226214523445702,0.03421231302702832,NaN,3500000.0,0.0015111691932910645
8.807331323623657e-05,3341.844923520663,3499.9999042073887,270396.7430993627,270793.07035152987,396.1002973085807,0.9999853968361337,nan,1.0226212009158748,0.0024565788451089265,0.0,3.178665133875038e+19,2.412133486612488e+20,0.0,7.774192633299261e+20,2.5807366700200955e+18,4.869387105639219e+20,140.72081844619808,7.632621741337734,57.799446454968255,73.4719320725445,0.7941969752543173,1.1774236480838433e-09,1.022621200915875,0.034212313462126505,NaN,3500000.0,0.0015111692891889132
0.0008808150887489319,3341.84427638788,3499.9990419903806,270396.19559788215,270792.5700661877,396.1002973085807,0.9999853910050148,nan,1.0226191241785745,0.002456580478367147,0.0,3.178666940685586e+19,2.4121333059314477e+20,0.0,7.774192637033428e+20,2.5807362961228334e+18,4.869387392641307e+20,140.72082041761226,7.632621970497419,57.799479221004454,73.47190366456566,0.794196436188726,1.1774225884045764e-09,1.0226191241785745,0.034212317055933826,NaN,3500000.0,0.001511170248165137
0.00880827009677887,3341.8378955389785,3499.990419895622,270390.5145283007,270787.637211273,396.1002973085807,0.9999853326943369,nan,1.0225986473192168,0.002456597279148929,0.0,3.178684756197019e+19,2.4121315243803057e+20,0.0,7.774192673852255e+20,2.580732609431615e+18,4.869390222541611e+20,140.72083985620557,7.632624230049254,57.799802300633765,73.47162355610526,0.7941911209206608,1.1774121398373413e-09,1.022598647319217,0.03421235249158471,NaN,3500000.0,0.001511179837913452
0.08808274567127228,3341.771374144259,3499.9042080851104,270339.91150089935,270736.2168920117,396.1002973085807,0.9999847473765149,nan,1.022385189306848,0.0024567512020857,0.0,3.178870488462632e+19,2.41211295115373e+20,0.0,7.774193057708718e+20,2.5806941757005906e+18,4.8694197254447615e+20,140.72104251579336,7.632647785856037,57.80317050597724,73.46870332305588,0.7941357104200397,1.1773032192250148e-09,1.0223851893068479,0.034212721918826454,NaN,3500000.0,0.0015112757322182525
0.8808275461196899,3341.108991386017,3499.0429881563346,269829.7292052066,270224.7495487664,396.1002973085807,0.9999782744296548,nan,1.0202613487119876,0.002458301345775263,0.0,3.18072017118726e+19,2.4119279828812802e+20,0.0,7.774196879307856e+20,2.580311534986372e+18,4.869713571803154e+20,140.7230613928131,7.632882299077547,57.83671395174499,73.43961962661845,0.7935841654838787,1.1762193810187968e-09,1.0202613487119878,0.034216400948195,NaN,3500000.0,0.0015122343737108016
8.808275543153286,3334.5472628557527,3490.5196757146787,264813.8803317207,265211.3730765766,396.1002973085807,0.9998524108023342,nan,0.9993842483334944,0.002473753011688413,0.0,3.1990694480336765e+19,2.4100930551966286e+20,0.0,7.774234676784081e+20,2.5765269840456694e+18,4.872631586641711e+20,140.74314890777765,7.635201297328175,58.16946675579435,73.15095641290331,0.7881401922528001,1.1655542064087355e-09,0.9993842483334942,0.034252893141667316,NaN,3500000.0,0.0015217906845578562
88.08275549858809,3274.0632945034167,3413.1577363827955,222869.98419880617,223265.8577050095,396.1002973085807,0.9934648369239802,nan,0.8205976335366137,0.0026212442110296534,0.0,3.3702952822541984e+19,2.3929704717745757e+20,0.0,7.774577855244978e+20,2.542161552911564e+18,4.9000831161065885e+20,140.93505607406686,7.65622390753384,61.274018948766255,70.44459821579456,0.7396173673624784,1.0731450568812992e-09,0.8205976335366135,0.034593019093715024,NaN,3500000.0,0.0016146200905155245
188.1827555000782,3208.557271688031,3331.5801019739424,185053.69087797732,185450.08483698525,396.1002973085807,0.9761170526243949,nan,0.6537198516890268,0.0027921404039519117,0.0,3.5594601341768593e+19,2.374053986582314e+20,0.0,7.774938569665624e+20,2.5060310869677425e+18,4.930724684581934e+20,141.15347004019117,7.678279737818914,64.70269352278562,67.42846538002954,0.6903115468838165,9.84229865257903e-10,0.6537198516890268,0.03496796675073207,NaN,3500000.0,0.0017259793547285407
288.2827555015683,3152.1803347329937,3262.98478858619,157786.23182475896,158182.58014888832,396.1002973085807,0.9527553153272523,nan,0.5309873600225298,0.0029494253129784143,0.0,3.72470773852883e+19,2.3575292261471257e+20,0.0,7.775239505822093e+20,2.4758794852999475e+18,4.957599937528141e+20,141.34661926507357,7.696675876121315,67.6968319474467,64.77168597965202,0.6504381009148734,9.161361567698516e-10,0.5309873600225299,0.035294854325955825,NaN,3500000.0,0.001832346275950327
