t(yr),T_surf(K),phi(vol_frac),p_H2O(bar)
4.0978193283081055e-08,3275.023590092119,0.9751362635050377,0.5114330928368331
4.3585896492004395e-07,3275.023585685669,0.9751362633251934,0.5114330929730848
4.3995678424835205e-06,3275.023585644521,0.9751362615267521,0.5114330929743569
4.4036656618118286e-05,3275.023548063947,0.9751362435423399,0.5114330941363855
0.00044040754437446594,3275.0225765148807,0.9751360636982608,0.5114331241777235
0.004404135048389435,3275.0180817012624,0.9751342652709715,0.5114332631616808
0.04404137283563614,3274.9703343393285,0.9751162789512989,0.51143473953417
0.44041377305984497,3274.4937204674443,0.9749361642256179,0.5114494744558697
4.404137771576643,3269.7540281053784,0.9731107383688098,0.5115957866424224
44.04137774929404,3224.7672063128202,0.9527545537463784,0.5129647700945104
144.14137775078416,3127.195591943812,0.8905827474795254,0.5158133006816027
167.51028690114617,3107.0856850851933,0.8748519777099052,0.5163802605650818
190.87919605523348,3090.5841757332555,0.8611864392722978,0.523257715457894
214.09761914983392,3074.9953737847727,0.8481462502900919,0.5307472187354202
314.19761915132403,3013.0415393267444,0.7954997238199704,0.5633138847396473
414.29761914908886,2958.314760961196,0.7480450568246383,0.5962295253278094
514.397619150579,2909.6638728578628,0.7051125796990283,0.6293593774539692
614.4976191483438,2866.090797262857,0.6661572535086527,0.6625834409749615
714.5976191498339,2826.7928148920946,0.6306996127103806,0.6958125242949484
814.697619151324,2791.156829776768,0.5983216033762708,0.728978543084197
914.7976191490889,2758.7831401255726,0.5686900707286234,0.7619936224230334
1014.897619150579,2729.17948094577,0.5415019843707424,0.7947992966641424
1114.9976191483438,2702.0129342256923,0.5164852455511731,0.8273538328831269
1215.097619149834,2676.998210887543,0.49340439922413837,0.8596210667168395
1315.197619151324,2653.7866680178736,0.4720473771291187,0.89158253193551
1415.2976191490889,2631.9351189401204,0.45213134555479256,0.9233834910558825
1515.397619150579,2611.505637415648,0.4334769851791941,0.9550535202151705
1615.4976191483438,2592.365749175906,0.4159547204621908,0.9865744718054409
1715.597619149834,2574.4012312554746,0.3994425245921581,1.0179283511085262
1815.697619151324,2557.512037081861,0.3838263352561003,1.049096220798717
1915.7976191490889,2541.6104712197566,0.3690121568953627,1.0800601641467407
2015.897619150579,2526.6190874872273,0.35496406949568177,1.1108035270877272
2115.997619148344,2512.465131422791,0.34171085717757016,1.1413083603389287
2216.097619149834,2499.0897355494853,0.3292758060795884,1.1715578172810353
2316.197619151324,2486.4331360234155,0.31764451840280833,1.2015361492398495
2416.297619149089,2474.44713172814,0.3067789716243471,1.2312262667457121
2516.397619150579,2463.085548264894,0.29663070221921123,1.2606131046165912
2616.497619148344,2452.3081319238972,0.2871496952742653,1.2896796066789562
2716.597619149834,2442.075281678303,0.2782862309441669,1.3184120331621398
2816.697619151324,2432.354441870655,0.2699937464338035,1.3467954370183957
2916.797619149089,2423.1122105146997,0.2622286076305919,1.374816790994946
3016.897619150579,2414.3213708631415,0.25495081784360546,1.402462580360165
3116.997619148344,2405.955481094495,0.2481240324284256,1.4297188692561664
3217.097619149834,2397.9896686098236,0.24171424353901966,1.4565751950561356
3317.197619151324,2390.4002754296157,0.2356908228482616,1.4830202254167906
3417.297619149089,2383.1670606198218,0.23002558469117992,1.5090439477570954
3517.397619150579,2376.2705311765653,0.22469280007849463,1.5346369986623032
3617.497619148344,2369.692973343891,0.21966920599189715,1.559789656801388
3717.597619149834,2363.4169690423228,0.2149330993142325,1.5844949106079835
3817.697619151324,2357.4262700819468,0.21046476551243648,1.608745871981468
3917.797619149089,2351.7091916616064,0.2062462056062229,1.6325353664095916
