t(yr),T_surf(K),phi(vol_frac),p_H2O(bar)
4.0978193283081055e-08,3317.6450836629433,0.9751362635094414,1.8740856303882456
4.3585896492004395e-07,3317.645083514836,0.9751362633736327,1.874085630416759
4.3995678424835205e-06,3317.6453620765424,0.9751362620155439,1.874085576788515
4.4036656618118286e-05,3317.645041901823,0.9751362484346731,1.8740856384279219
0.00044040754437446594,3317.6447278719743,0.9751361126259048,1.8740856988834598
0.004404135048389435,3317.6410768177193,0.9751347545474341,1.874086401768131
0.04404137283563614,3317.604489171436,0.9751211739949581,1.8740934454031772
0.44041377305984497,3317.2350887743437,0.9749852218001569,1.8741645545115213
4.404137771576643,3313.561964668204,0.9736127207204238,1.8748710656240835
44.04137774929404,3278.4627715739434,0.9587469463484876,1.8815705607927737
144.14137775078416,3200.900877387421,0.9150705716568649,1.8960371076217615
182.65455143153667,3174.491406914177,0.8969457975398402,1.9008544972205677
221.16772511601448,3149.6527079277084,0.8784515796833221,1.9053341746396106
321.2677251175046,3099.3612855308907,0.8378381296456962,1.9870087499167273
414.12208884209394,3058.204114108959,0.8039127026022984,2.0682550527385835
514.2220888435841,3017.97278490206,0.7703353216950626,2.1549824104764053
614.3220888413489,2981.333231664099,0.7394569391031064,2.240852237323154
714.422088842839,2947.79842206641,0.7109372682205887,2.325881981972609
814.5220888443291,2916.9631243645954,0.6845123465440807,2.410041602505205
914.622088842094,2888.1711043676455,0.6599171547023384,2.493503685262151
1014.7220888435841,2861.1960915601385,0.6368541216390682,2.5766345491526796
1114.822088841349,2835.929836825816,0.6151683523428081,2.659449185030173
1214.922088842839,2812.1844703092347,0.5947281979590833,2.741974493069475
1315.0220888443291,2789.805277068609,0.575418551205947,2.8242368678427883
1415.122088842094,2768.6558259505346,0.5571375320079603,2.906266831668629
1515.222088843584,2748.624840321122,0.5397958418112343,2.988090738732299
1615.322088841349,2729.6065443199604,0.5233138466886761,3.0697387990140617
1715.422088842839,2711.514545420923,0.5076204797226324,3.1512399869501446
1815.5220888443291,2694.270945102804,0.49265297744391895,3.2326184617416582
1915.622088842094,2677.807266870184,0.4783543996415537,3.3138994868302847
2015.722088843584,2662.071991919797,0.46467312356548657,3.395104992386668
2115.822088841349,2647.056491820492,0.4515728832345608,3.4761813091677283
2215.922088842839,2632.6744971966314,0.43901618843654405,3.5571102100702
2316.022088844329,2618.8809392431795,0.4269596452589247,3.6379155456595904
2416.122088842094,2605.633770960315,0.41536287702007346,3.718616811698986
2516.222088843584,2592.899157787115,0.4041876305658327,3.799229167559097
2616.322088841349,2580.6407340185624,0.39339689359736546,3.8797709151632294
2716.422088842839,2568.831291939959,0.38295677989700017,3.9602540834080897
2816.522088844329,2557.440468234244,0.37283892363656435,4.040696407968359
2916.622088842094,2546.44450924934,0.36302922181199865,4.121108937169912
3016.722088843584,2535.82006794659,0.35353142853074265,4.201506956282241
3116.822088841349,2525.546262871855,0.3443601982972824,4.28190018095188
3216.922088842839,2515.6042586834187,0.33552664624753675,4.362298735564609
3317.022088844329,2505.975456367655,0.32703300257053675,4.442713193247398
3417.122088842094,2496.644772484703,0.31887432527147924,4.523150836134975
3517.222088843584,2487.5950487511936,0.3110408646727822,4.603620643019659
3617.322088841349,2478.739200938602,0.303512576581705,4.684230292008915
3717.422088842839,2470.0812204566096,0.2962547838807976,4.76523039687597
3817.522088844329,2461.634342594855,0.2892557016211705,4.846639553417389
3917.622088842094,2453.390587072944,0.2825044633409475,4.928470838035437
4017.722088843584,2445.3419000426848,0.275990431531579,5.0107345122298375
4117.822088841349,2437.4788788866576,0.26970319930434417,5.093441896633091
4217.922088842839,2429.7948002801027,0.2636324760997838,5.176605902816654
4318.022088844329,2422.2831766137056,0.2577688927098465,5.260232851213459
4418.122088842094,2414.934573560299,0.25210284702624675,5.344338660532642
4518.222088843584,2407.745450548566,0.24662539078787107,5.428935256108816
4618.322088841349,2400.709488466049,0.24132848795766004,5.514027738906057
4718.422088842839,2393.8199606471057,0.23620408528222697,5.599627526973774
4818.522088844329,2387.0724543043507,0.2312446297769582,5.685745072290293
4918.622088842094,2380.46226598179,0.22644305889738073,5.7723872726775864
5018.722088843584,2373.984648386595,0.22179287627175914,5.859559357234558
5118.822088841349,2367.6336055376764,0.2172872505296953,5.9472774789463525
5218.922088842839,2361.4061982390854,0.21292024884277794,6.035548874639449
5319.022088844329,2355.2988468395242,0.20868626636012838,6.124378090084995
5419.122088842094,2349.307198649218,0.20458004177977177,6.21376942988301
5519.222088843584,2343.4271328226423,0.20059621491496693,6.303736277549403
5619.322088841349,2337.656884530204,0.19673003346491258,6.394280824433487
5719.422088842839,2331.9925674302085,0.19297709734208446,6.485405964169997
5819.522088844329,2326.4297989739166,0.18933304071403312,6.577117181731385
5919.622088842094,2320.966067611928,0.18579327184927288,6.669430856896128
6019.722088843584,2315.5990040031647,0.18235389168995872,6.762351219191967
6119.822088841349,2310.3263393247817,0.17901145522390405,6.855876581932562
6219.922088842839,2305.1457584731006,0.17576245361434442,6.950009679995661
6320.022088844329,2300.0527906600923,0.1726032914198801,7.044760349914122
6420.122088842094,2295.0470463059637,0.1695307403454124,7.140132595330627
6520.222088843584,2290.1264234556,0.16654177551344188,7.236129058173817
6620.322088841349,2285.28864371341,0.16363365247141323,7.332747637227759
6720.422088842839,2280.5304890081015,0.1608036379199889,7.429990002001294
6820.522088844329,2275.8501556891915,0.15804867413631543,7.527869610623226
6920.622088842094,2271.246648848087,0.15536638744044107,7.62638555110368
7020.722088843584,2266.718370997766,0.15275446451021432,7.725535523347653
7120.822088841349,2262.2638875762923,0.15021057899085807,7.825319282155567
7220.922088842839,2257.8799508884695,0.14773256821123354,7.925737016574464
7321.022088844329,2253.5652940654877,0.14531804649162264,8.026800771749677
7421.122088842094,2249.318795449408,0.14296503823742657,8.12850936386445
7521.222088843584,2245.139639914737,0.14067161753351232,8.230860398135713
7621.322088841349,2241.026346209997,0.13843604852989522,8.333850230208897
7721.422088842839,2236.977521070734,0.13625664820482708,8.43747492716536
7821.522088844329,2232.9904632993553,0.13413154995102078,8.541737587295662
7921.622088842094,2229.0269300634245,0.1320561088607735,8.646801793269915
8021.722088843584,2225.1085043607095,0.13002510220189986,8.752865204276965
8121.822088841349,2221.2377625794143,0.12803743769604012,8.859938038708966
8221.922088842839,2217.413214518559,0.12609196475664855,8.968030307054807
8322.02208884433,2213.634867803727,0.12418780256465567,9.077147185408272
8422.122088842094,2209.899302532871,0.12232368540916308,9.187313739610815
8522.222088843584,2206.208254227673,0.1204985645364034,9.298541123263506
8622.322088841349,2202.5607705374373,0.11871154842288723,9.41083996040418
8722.422088842839,2198.9566666015075,0.11696182765394038,9.524214695620682
8822.52208884433,2195.3949921142466,0.1152485390462095,9.638674332249007
8922.622088842094,2191.8755077669534,0.11357093109100092,9.754222694603525
9022.722088843584,2188.3964953539394,0.11192810434176288,9.87087419712889
9122.822088841349,2184.9579167378033,0.1103191379381004,9.988648092209015
9222.922088842839,2181.559498651335,0.10874334497005445,10.107548737895966
9323.02208884433,2178.201397211082,0.10720002325043458,10.227583697275792
9423.122088842094,2174.882549300837,0.10568841698481439,10.34876153898512
9523.222088843584,2171.6027333328802,0.10420792637974821,10.47108567325826
9623.322088841349,2168.361886628396,0.10275793341377545,10.594562332927088
9723.422088842839,2165.158057770999,0.10133771537908891,10.719207097349654
9823.52208884433,2161.991768742337,0.09994646421670766,10.845036234695172
9923.622088842094,2158.862776797122,0.09858369565763629,10.972055150198923
10023.722088843584,2155.7710282016524,0.09724884109315782,11.10026909593963
