,t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_melt(bar),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),viscosity(Pa.s),R_solid(m)
156,78181.48883400857,2222.0132618179355,2212.033862737222,2551.927032771013,3291.803197856484,879.9970921835212,0.3179557935433842,1.457561265092886e-05,7.858949101228855e+18,9.78957154695984e+18,2.5511359553195337e+20,1.8467784101031e+20,2.0843047824978146e+20,7.69122514581392e+18,148.431022204919,16.869721487956962,44.43597507161846,80.68045300408008,5.762497462350526,1.0677779131261815e-05,1.457561265092886e-05,0.030649425189827613,0.03460255435523172,5331975.232330483
157,78932.5589749366,2217.036499794843,2207.045608862343,2538.825371718968,3279.4902127435475,879.9970921835212,0.3146675965510341,1.415530803138414e-05,7.903209616501822e+18,9.748862184873329e+18,2.5511034670677216e+20,1.856165879161607e+20,2.0706962758969498e+20,7.716239443270095e+18,148.78342155417442,17.025378035141788,45.06601474174887,80.28495080956067,5.723301293724262,1.0599006975264992e-05,1.415530803138414e-05,0.03070727021355954,0.03564890678019509,5339413.432396096
158,79687.13608495891,2212.000980930683,2201.991061425101,2528.231256199567,3269.812423707852,879.9970921835212,0.3115243080726719,1.3764983115259584e-05,7.948761261906777e+18,9.71841872302008e+18,2.5509557442609925e+20,1.865793191448395e+20,2.0569895526921175e+20,7.728612144772034e+18,149.13471255074612,17.16304482634332,45.74664470611613,79.8682568341408,5.6714096014176745,1.0462462684290813e-05,1.3764983115259584e-05,0.030773708632482175,0.03673020798229887,5346997.261997735
159,80361.4652031064,2207.5118496618115,2197.4885344908716,2518.246643757023,3260.557859165354,879.9970921835212,0.3087220874920418,1.3435281438086612e-05,7.9898647131368e+18,9.687271064074912e+18,2.5508589418282602e+20,1.8744559329137603e+20,2.044648301934514e+20,7.746211138355573e+18,149.46810162703477,17.302318842579542,46.37241365330364,79.4785808808527,5.628017919527936,1.0345013604472593e-05,1.3435281438086612e-05,0.030832717756986996,0.03771310136194635,5353782.105139262
160,81112.53381501138,2202.530612208131,2192.4818092061655,2511.073652946431,3254.3777531721016,879.9970921835212,0.3056126827378299,1.3103556879280317e-05,8.036089329193804e+18,9.667738099782844e+18,2.5505957169370674e+20,1.884152779820057e+20,2.0310825720634986e+20,7.74691381297407e+18,149.82452327801712,17.425102741175483,47.117320991126284,79.02988967186273,5.563662866489503,1.0143398413102305e-05,1.3103556879280317e-05,0.030908478294106586,0.03882432183332757,5361337.286991626
161,81866.43143472075,2197.543788252491,2187.4709914172645,2503.744424771853,3248.0931947455274,879.9970921835212,0.3024997907586239,1.2791931573608486e-05,8.083013275583645e+18,9.64546088755721e+18,2.5503530977525367e+20,1.893952421680533e+20,2.01738898429797e+20,7.752871582641032e+18,150.20259718810172,17.562685669383335,47.891295240331296,78.55733432000768,5.500925865686228,9.941273320387919e-06,1.2791931573608486e-05,0.030985279029966284,0.039958144150238795,5368929.068329196
162,82622.32098125666,2192.557203639712,2182.457723856531,2497.6393347840703,3243.016236297295,879.9970921835212,0.2993870481828205,1.2507501336812761e-05,8.13061048989108e+18,9.626458110689772e+18,2.550071236194102e+20,1.9038444286569293e+20,2.0036695854332736e+20,7.756475477260656e+18,150.5938683276533,17.701120583543666,48.70783181200228,78.05884268485148,5.433806105743527,9.71406763731029e-06,1.2507501336812761e-05,0.031066646914778683,0.04111292289581802,5376548.7805297375
163,83380.24409420788,2187.5681346865767,2177.4388657542095,2492.8580115754794,3239.2725495562536,879.9970921835212,0.29635908685784534,1.2249926893866392e-05,8.179031547957885e+18,9.61094100840566e+18,2.549746539316285e+20,1.91385450785751e+20,1.989902399936307e+20,7.757259813884045e+18,150.9982069838041,17.839648724358273,49.56918162832728,77.5332379143622,5.3618517896521025,9.460265275103739e-06,1.2249926893866392e-05,0.031152894373366456,0.042288947396203105,5384215.829723313
164,84139.82781621069,2182.5043174074203,2172.3417931418658,2489.4187975190016,3236.886891827792,879.9970921835212,0.29343954852206755,1.2015499958529808e-05,8.229088997284023e+18,9.599227260361802e+18,2.5493678623353324e+20,1.9241425939180346e+20,1.9759274486805316e+20,7.754844769985539e+18,151.42167764283423,17.9795911251134,50.49117434242111,76.97071937244148,5.283740287429155,9.176074593361117e-06,1.2015499958529808e-05,0.031245642138468345,0.04350338724080883,5392051.038396173
165,84814.83770707995,2178.009338417235,2167.8222477842196,2485.3304490320434,3233.7474109759323,879.9970921835212,0.2908479732821032,1.1818605451084571e-05,8.274152135969021e+18,9.583578945789133e+18,2.549077562290827e+20,1.9333604248121108e+20,1.96340301880454e+20,7.761109323146054e+18,151.82099204192627,18.124191639139536,51.33028859478479,76.4494872875246,5.218655231145423,8.93635195213302e-06,1.1818605451084571e-05,0.03132713405870954,0.044598708987444134,5399031.077166241
166,85565.68647895008,2173.0159970703726,2162.7865620914627,2485.9913627949854,3235.6751809594152,879.9970921835212,0.2879690677683124,1.1642969079503612e-05,8.325009068174574e+18,9.585340126736286e+18,2.5485566275712998e+20,1.943688681636499e+20,1.949689381970986e+20,7.745458286289949e+18,152.25626353088683,18.246947845702227,52.34734347207402,75.83430544419207,5.1268694950151055,8.58944053719359e-06,1.1642969079503612e-05,0.03143208271072062,0.04583435338645969,5406812.665695677
167,86317.53651253879,2168.013102295174,2157.741828676921,2486.418429590478,3237.3517747772476,879.9970921835212,0.28508465423582197,1.148797215460404e-05,8.376806399224444e+18,9.583740061641867e+18,2.5480601533202668e+20,1.9541347359626507e+20,1.935832239958471e+20,7.736823269325366e+18,152.72194866878877,18.38999030838567,53.40924365141965,75.1824209074377,5.037015794461324,8.245788958260927e-06,1.148797215460404e-05,0.0315387686113869,0.047092237873063346,5414638.536095942
168,86993.81001082063,2163.5108827068834,2153.2094788020604,2484.3899538433175,3236.207203286291,879.9970921835212,0.28248890443690833,1.1341057654242634e-05,8.420985928751099e+18,9.575070376461238e+18,2.5477091804474746e+20,1.9629971537735755e+20,1.9238307519579754e+20,7.742723777605887e+18,153.16185500934438,18.546353444898774,54.35824773207129,74.58583075283889,4.966010708268642,7.977133253601988e-06,1.1341057654242634e-05,0.03162955930611866,0.04824153927368627,5421239.086599929
169,87744.85456231236,2158.513478068467,2148.1676451255385,2485.0533826533047,3237.9193944297936,879.9970921835212,0.2796076562367992,1.1183471813082762e-05,8.466515125108863e+18,9.581403939004285e+18,2.5471953647605442e+20,1.9720656481077438e+20,1.9115018742475702e+20,7.732965027625979e+18,153.6267300052959,18.68508155337918,55.43908554484499,73.91718341796972,4.877467136823356,7.65244705771022e-06,1.1183471813082762e-05,0.031737068845351865,0.04953701883640905,5427957.917525292
170,88496.28916270286,2153.4977086465915,2143.1095839553673,2485.7050117748604,3239.5563941590995,879.9970921835212,0.2769340871981937,1.1026311768375845e-05,8.513094467208287e+18,9.587805722345275e+18,2.5466705002702134e+20,1.9812767680953133e+20,1.8990888639208964e+20,7.722886735748634e+18,154.09523299235062,18.82323023406743,56.53812418542631,73.23426459509852,4.7891741309528655,7.335239566450254e-06,1.1026311768375845e-05,0.031845724174460216,0.05085788248571239,5434747.137002125
171,89170.45406490564,2148.93864915455,2138.517180028741,2484.4306744512096,3239.2557838419184,879.9970921835212,0.27453354968057797,1.0878076739109265e-05,8.556075647139336e+18,9.586125503909626e+18,2.5462615664665395e+20,1.9897268808352298e+20,1.887731106489347e+20,7.723780026471311e+18,154.53638178978466,18.96935994459437,57.53367687542092,72.60453107870936,4.716148846854742,7.076703167792746e-06,1.0878076739109265e-05,0.03194062384022001,0.05207606699136078,5440942.3334406875
172,89909.82246245444,2143.9547942728486,2133.4685864247367,2484.0602174030264,3240.566650664364,879.9970921835212,0.2715389921871837,1.07610381123414e-05,8.603851579766473e+18,9.585051062926377e+18,2.545799836810652e+20,1.9990583951965585e+20,1.8752409021732825e+20,7.729411576079502e+18,155.06366593431196,19.151733063817723,58.71115933180611,71.85263920844385,4.632874014460922,6.770498101357053e-06,1.07610381123414e-05,0.032050891074553875,0.053959727918405025,5447741.256131868
