pressure[Pa] solidus[K] liquidus[K]
1.1361e+11 4.0282e+03 5.1550e+03
1.1367e+11 4.0289e+03 5.1556e+03
1.1374e+11 4.0296e+03 5.1561e+03
1.1380e+11 4.0303e+03 5.1567e+03
1.1387e+11 4.0310e+03 5.1573e+03
1.1393e+11 4.0317e+03 5.1578e+03
1.1400e+11 4.0324e+03 5.1584e+03
1.1406e+11 4.0331e+03 5.1590e+03
1.1413e+11 4.0338e+03 5.1596e+03
1.1419e+11 4.0346e+03 5.1601e+03
1.1426e+11 4.0353e+03 5.1607e+03
1.1432e+11 4.0360e+03 5.1613e+03
1.1439e+11 4.0367e+03 5.1618e+03
1.1445e+11 4.0374e+03 5.1624e+03
1.1452e+11 4.0381e+03 5.1629e+03
1.1458e+11 4.0388e+03 5.1635e+03
1.1465e+11 4.0395e+03 5.1641e+03
1.1472e+11 4.0402e+03 5.1646e+03
1.1478e+11 4.0409e+03 5.1652e+03
1.1485e+11 4.0416e+03 5.1658e+03
1.1491e+11 4.0423e+03 5.1663e+03
1.1498e+11 4.0430e+03 5.1669e+03
1.1504e+11 4.0437e+03 5.1674e+03
1.1511e+11 4.0444e+03 5.1680e+03
1.1517e+11 4.0451e+03 5.1685e+03
1.1524e+11 4.0458e+03 5.1691e+03
1.1530e+11 4.0465e+03 5.1696e+03
1.1537e+11 4.0473e+03 5.1702e+03
1.1543e+11 4.0480e+03 5.1707e+03
1.1550e+11 4.0487e+03 5.1713e+03
1.1556e+11 4.0494e+03 5.1718e+03
1.1563e+11 4.0501e+03 5.1724e+03
1.1569e+11 4.0508e+03 5.1729e+03
1.1576e+11 4.0515e+03 5.1735e+03
1.1582e+11 4.0522e+03 5.1740e+03
1.1589e+11 4.0529e+03 5.1746e+03
1.1595e+11 4.0536e+03 5.1751e+03
1.1602e+11 4.0543e+03 5.1757e+03
1.1608e+11 4.0550e+03 5.1762e+03
1.1615e+11 4.0557e+03 5.1768e+03
1.1621e+11 4.0564e+03 5.1773e+03
1.1628e+11 4.0571e+03 5.1778e+03
1.1634e+11 4.0578e+03 5.1784e+03
1.1641e+11 4.0585e+03 5.1789e+03
1.1648e+11 4.0592e+03 5.1795e+03
1.1654e+11 4.0599e+03 5.1800e+03
1.1661e+11 4.0606e+03 5.1805e+03
1.1667e+11 4.0613e+03 5.1811e+03
1.1674e+11 4.0620e+03 5.1816e+03
1.1680e+11 4.0627e+03 5.1821e+03
1.1687e+11 4.0634e+03 5.1827e+03
1.1693e+11 4.0641e+03 5.1832e+03
1.1700e+11 4.0648e+03 5.1837e+03
1.1706e+11 4.0655e+03 5.1843e+03
1.1713e+11 4.0662e+03 5.1848e+03
1.1719e+11 4.0669e+03 5.1853e+03
1.1726e+11 4.0677e+03 5.1859e+03
1.1732e+11 4.0684e+03 5.1864e+03
1.1739e+11 4.0691e+03 5.1869e+03
1.1745e+11 4.0698e+03 5.1874e+03
1.1752e+11 4.0705e+03 5.1880e+03
1.1758e+11 4.0712e+03 5.1885e+03
1.1765e+11 4.0719e+03 5.1890e+03
1.1771e+11 4.0726e+03 5.1895e+03
1.1778e+11 4.0733e+03 5.1901e+03
1.1784e+11 4.0740e+03 5.1906e+03
1.1791e+11 4.0747e+03 5.1911e+03
1.1797e+11 4.0754e+03 5.1916e+03
1.1804e+11 4.0761e+03 5.1921e+03
1.1810e+11 4.0768e+03 5.1927e+03
1.1817e+11 4.0775e+03 5.1932e+03
1.1823e+11 4.0782e+03 5.1937e+03
1.1830e+11 4.0789e+03 5.1942e+03
1.1837e+11 4.0796e+03 5.1947e+03
1.1843e+11 4.0803e+03 5.1952e+03
1.1850e+11 4.0810e+03 5.1958e+03
1.1856e+11 4.0817e+03 5.1963e+03
1.1863e+11 4.0824e+03 5.1968e+03
1.1869e+11 4.0831e+03 5.1973e+03
1.1876e+11 4.0838e+03 5.1978e+03
1.1882e+11 4.0845e+03 5.1983e+03
1.1889e+11 4.0852e+03 5.1988e+03
1.1895e+11 4.0859e+03 5.1993e+03
1.1902e+11 4.0866e+03 5.1998e+03
1.1908e+11 4.0873e+03 5.2003e+03
1.1915e+11 4.0880e+03 5.2008e+03
1.1921e+11 4.0887e+03 5.2013e+03
1.1928e+11 4.0894e+03 5.2019e+03
1.1934e+11 4.0901e+03 5.2024e+03
1.1941e+11 4.0908e+03 5.2029e+03
1.1947e+11 4.0915e+03 5.2034e+03
1.1954e+11 4.0922e+03 5.2039e+03
1.1960e+11 4.0929e+03 5.2044e+03
1.1967e+11 4.0936e+03 5.2049e+03
1.1973e+11 4.0943e+03 5.2054e+03
1.1980e+11 4.0950e+03 5.2059e+03
1.1986e+11 4.0957e+03 5.2064e+03
1.1993e+11 4.0964e+03 5.2069e+03
1.1999e+11 4.0971e+03 5.2073e+03
1.2006e+11 4.0978e+03 5.2078e+03
1.2013e+11 4.0985e+03 5.2083e+03
1.2019e+11 4.0992e+03 5.2088e+03
1.2026e+11 4.0999e+03 5.2093e+03
1.2032e+11 4.1006e+03 5.2098e+03
1.2039e+11 4.1013e+03 5.2103e+03
1.2045e+11 4.1020e+03 5.2108e+03
1.2052e+11 4.1027e+03 5.2113e+03
1.2058e+11 4.1034e+03 5.2118e+03
1.2065e+11 4.1041e+03 5.2123e+03
1.2071e+11 4.1047e+03 5.2128e+03
1.2078e+11 4.1054e+03 5.2132e+03
1.2084e+11 4.1061e+03 5.2137e+03
1.2091e+11 4.1068e+03 5.2142e+03
1.2097e+11 4.1075e+03 5.2147e+03
1.2104e+11 4.1082e+03 5.2152e+03
1.2110e+11 4.1089e+03 5.2157e+03
1.2117e+11 4.1096e+03 5.2161e+03
1.2123e+11 4.1103e+03 5.2166e+03
1.2130e+11 4.1110e+03 5.2171e+03
1.2136e+11 4.1117e+03 5.2176e+03
1.2143e+11 4.1124e+03 5.2181e+03
1.2149e+11 4.1131e+03 5.2185e+03
1.2156e+11 4.1138e+03 5.2190e+03
1.2162e+11 4.1145e+03 5.2195e+03
1.2169e+11 4.1152e+03 5.2200e+03
1.2175e+11 4.1159e+03 5.2204e+03
1.2182e+11 4.1166e+03 5.2209e+03
1.2188e+11 4.1173e+03 5.2214e+03
1.2195e+11 4.1180e+03 5.2219e+03
1.2202e+11 4.1187e+03 5.2223e+03
1.2208e+11 4.1194e+03 5.2228e+03
1.2215e+11 4.1201e+03 5.2233e+03
1.2221e+11 4.1208e+03 5.2238e+03
1.2228e+11 4.1215e+03 5.2242e+03
1.2234e+11 4.1222e+03 5.2247e+03
1.2241e+11 4.1229e+03 5.2252e+03
1.2247e+11 4.1236e+03 5.2256e+03
1.2254e+11 4.1243e+03 5.2261e+03
1.2260e+11 4.1250e+03 5.2266e+03
1.2267e+11 4.1257e+03 5.2270e+03
1.2273e+11 4.1263e+03 5.2275e+03
1.2280e+11 4.1270e+03 5.2280e+03
1.2286e+11 4.1277e+03 5.2284e+03
1.2293e+11 4.1284e+03 5.2289e+03
1.2299e+11 4.1291e+03 5.2293e+03
1.2306e+11 4.1298e+03 5.2298e+03
1.2312e+11 4.1305e+03 5.2303e+03
1.2319e+11 4.1312e+03 5.2307e+03
1.2325e+11 4.1319e+03 5.2312e+03
1.2332e+11 4.1326e+03 5.2316e+03
1.2338e+11 4.1333e+03 5.2321e+03
1.2345e+11 4.1340e+03 5.2326e+03
1.2351e+11 4.1347e+03 5.2330e+03
1.2358e+11 4.1354e+03 5.2335e+03
1.2364e+11 4.1361e+03 5.2339e+03
1.2371e+11 4.1368e+03 5.2344e+03
1.2378e+11 4.1375e+03 5.2348e+03
1.2384e+11 4.1382e+03 5.2353e+03
1.2391e+11 4.1389e+03 5.2357e+03
1.2397e+11 4.1396e+03 5.2362e+03
1.2404e+11 4.1402e+03 5.2366e+03
1.2410e+11 4.1409e+03 5.2371e+03
1.2417e+11 4.1416e+03 5.2375e+03
1.2423e+11 4.1423e+03 5.2380e+03
1.2430e+11 4.1430e+03 5.2384e+03
1.2436e+11 4.1437e+03 5.2389e+03
1.2443e+11 4.1444e+03 5.2393e+03
1.2449e+11 4.1451e+03 5.2398e+03
1.2456e+11 4.1458e+03 5.2402e+03
1.2462e+11 4.1465e+03 5.2407e+03
1.2469e+11 4.1472e+03 5.2411e+03
1.2475e+11 4.1479e+03 5.2415e+03
1.2482e+11 4.1486e+03 5.2420e+03
1.2488e+11 4.1493e+03 5.2424e+03
1.2495e+11 4.1500e+03 5.2429e+03
1.2501e+11 4.1506e+03 5.2433e+03
1.2508e+11 4.1513e+03 5.2437e+03
1.2514e+11 4.1520e+03 5.2442e+03
1.2521e+11 4.1527e+03 5.2446e+03
1.2527e+11 4.1534e+03 5.2451e+03
1.2534e+11 4.1541e+03 5.2455e+03
1.2540e+11 4.1548e+03 5.2459e+03
1.2547e+11 4.1555e+03 5.2464e+03
1.2554e+11 4.1562e+03 5.2468e+03
1.2560e+11 4.1569e+03 5.2472e+03
1.2567e+11 4.1576e+03 5.2477e+03
1.2573e+11 4.1583e+03 5.2481e+03
1.2580e+11 4.1590e+03 5.2485e+03
1.2586e+11 4.1597e+03 5.2490e+03
1.2593e+11 4.1603e+03 5.2494e+03
1.2599e+11 4.1610e+03 5.2498e+03
1.2606e+11 4.1617e+03 5.2502e+03
1.2612e+11 4.1624e+03 5.2507e+03
1.2619e+11 4.1631e+03 5.2511e+03
1.2625e+11 4.1638e+03 5.2515e+03
1.2632e+11 4.1645e+03 5.2520e+03
1.2638e+11 4.1652e+03 5.2524e+03
1.2645e+11 4.1659e+03 5.2528e+03
1.2651e+11 4.1666e+03 5.2532e+03
1.2658e+11 4.1673e+03 5.2537e+03
1.2664e+11 4.1680e+03 5.2541e+03
1.2671e+11 4.1686e+03 5.2545e+03
1.2677e+11 4.1693e+03 5.2549e+03
1.2684e+11 4.1700e+03 5.2553e+03
1.2690e+11 4.1707e+03 5.2558e+03
1.2697e+11 4.1714e+03 5.2562e+03
1.2703e+11 4.1721e+03 5.2566e+03
1.2710e+11 4.1728e+03 5.2570e+03
1.2716e+11 4.1735e+03 5.2574e+03
1.2723e+11 4.1742e+03 5.2579e+03
1.2729e+11 4.1749e+03 5.2583e+03
1.2736e+11 4.1756e+03 5.2587e+03
1.2743e+11 4.1762e+03 5.2591e+03
1.2749e+11 4.1769e+03 5.2595e+03
1.2756e+11 4.1776e+03 5.2599e+03
1.2762e+11 4.1783e+03 5.2603e+03
1.2769e+11 4.1790e+03 5.2607e+03
1.2775e+11 4.1797e+03 5.2612e+03
1.2782e+11 4.1804e+03 5.2616e+03
1.2788e+11 4.1811e+03 5.2620e+03
1.2795e+11 4.1818e+03 5.2624e+03
1.2801e+11 4.1825e+03 5.2628e+03
1.2808e+11 4.1831e+03 5.2632e+03
1.2814e+11 4.1838e+03 5.2636e+03
1.2821e+11 4.1845e+03 5.2640e+03
1.2827e+11 4.1852e+03 5.2644e+03
1.2834e+11 4.1859e+03 5.2648e+03
1.2840e+11 4.1866e+03 5.2652e+03
1.2847e+11 4.1873e+03 5.2656e+03
1.2853e+11 4.1880e+03 5.2660e+03
1.2860e+11 4.1887e+03 5.2664e+03
1.2866e+11 4.1893e+03 5.2669e+03
1.2873e+11 4.1900e+03 5.2673e+03
1.2879e+11 4.1907e+03 5.2677e+03
1.2886e+11 4.1914e+03 5.2681e+03
1.2892e+11 4.1921e+03 5.2685e+03
1.2899e+11 4.1928e+03 5.2689e+03
1.2905e+11 4.1935e+03 5.2693e+03
1.2912e+11 4.1942e+03 5.2696e+03
1.2919e+11 4.1949e+03 5.2700e+03
1.2925e+11 4.1955e+03 5.2704e+03
1.2932e+11 4.1962e+03 5.2708e+03
1.2938e+11 4.1969e+03 5.2712e+03
1.2945e+11 4.1976e+03 5.2716e+03
1.2951e+11 4.1983e+03 5.2720e+03
1.2958e+11 4.1990e+03 5.2724e+03
1.2964e+11 4.1997e+03 5.2728e+03
1.2971e+11 4.2004e+03 5.2732e+03
1.2977e+11 4.2011e+03 5.2736e+03
1.2984e+11 4.2017e+03 5.2740e+03
1.2990e+11 4.2024e+03 5.2744e+03
1.2997e+11 4.2031e+03 5.2748e+03
1.3003e+11 4.2038e+03 5.2751e+03
1.3010e+11 4.2045e+03 5.2755e+03
1.3016e+11 4.2052e+03 5.2759e+03
1.3023e+11 4.2059e+03 5.2763e+03
1.3029e+11 4.2066e+03 5.2767e+03
1.3036e+11 4.2072e+03 5.2771e+03
