pressure[Pa] solidus[K] liquidus[K]
3.7739e+10 3.0307e+03 3.4404e+03
3.7804e+10 3.0321e+03 3.4434e+03
3.7869e+10 3.0335e+03 3.4463e+03
3.7934e+10 3.0349e+03 3.4492e+03
3.7999e+10 3.0363e+03 3.4522e+03
3.8065e+10 3.0376e+03 3.4551e+03
3.8130e+10 3.0390e+03 3.4580e+03
3.8195e+10 3.0404e+03 3.4609e+03
3.8260e+10 3.0417e+03 3.4638e+03
3.8325e+10 3.0431e+03 3.4667e+03
3.8391e+10 3.0444e+03 3.4696e+03
3.8456e+10 3.0458e+03 3.4725e+03
3.8521e+10 3.0471e+03 3.4754e+03
3.8586e+10 3.0485e+03 3.4783e+03
3.8651e+10 3.0498e+03 3.4812e+03
3.8716e+10 3.0512e+03 3.4841e+03
3.8782e+10 3.0525e+03 3.4870e+03
3.8847e+10 3.0538e+03 3.4899e+03
3.8912e+10 3.0551e+03 3.4928e+03
3.8977e+10 3.0565e+03 3.4956e+03
3.9042e+10 3.0578e+03 3.4985e+03
3.9107e+10 3.0591e+03 3.5014e+03
3.9173e+10 3.0604e+03 3.5042e+03
3.9238e+10 3.0617e+03 3.5071e+03
3.9303e+10 3.0630e+03 3.5099e+03
3.9368e+10 3.0643e+03 3.5128e+03
3.9433e+10 3.0656e+03 3.5156e+03
3.9499e+10 3.0669e+03 3.5185e+03
3.9564e+10 3.0682e+03 3.5213e+03
3.9629e+10 3.0695e+03 3.5241e+03
3.9694e+10 3.0708e+03 3.5270e+03
3.9759e+10 3.0721e+03 3.5298e+03
3.9824e+10 3.0734e+03 3.5326e+03
3.9890e+10 3.0747e+03 3.5355e+03
3.9955e+10 3.0760e+03 3.5383e+03
4.0020e+10 3.0772e+03 3.5411e+03
4.0085e+10 3.0785e+03 3.5439e+03
4.0150e+10 3.0798e+03 3.5467e+03
4.0216e+10 3.0810e+03 3.5495e+03
4.0281e+10 3.0823e+03 3.5523e+03
4.0346e+10 3.0836e+03 3.5551e+03
4.0411e+10 3.0848e+03 3.5579e+03
4.0476e+10 3.0861e+03 3.5607e+03
4.0541e+10 3.0873e+03 3.5635e+03
4.0607e+10 3.0886e+03 3.5662e+03
4.0672e+10 3.0898e+03 3.5690e+03
4.0737e+10 3.0911e+03 3.5718e+03
4.0802e+10 3.0923e+03 3.5746e+03
4.0867e+10 3.0936e+03 3.5773e+03
4.0933e+10 3.0948e+03 3.5801e+03
4.0998e+10 3.0960e+03 3.5829e+03
4.1063e+10 3.0973e+03 3.5856e+03
4.1128e+10 3.0985e+03 3.5884e+03
4.1193e+10 3.0997e+03 3.5911e+03
4.1258e+10 3.1010e+03 3.5939e+03
4.1324e+10 3.1022e+03 3.5966e+03
4.1389e+10 3.1034e+03 3.5993e+03
4.1454e+10 3.1046e+03 3.6021e+03
4.1519e+10 3.1058e+03 3.6048e+03
4.1584e+10 3.1070e+03 3.6075e+03
4.1649e+10 3.1083e+03 3.6103e+03
4.1715e+10 3.1095e+03 3.6130e+03
4.1780e+10 3.1107e+03 3.6157e+03
4.1845e+10 3.1119e+03 3.6184e+03
4.1910e+10 3.1131e+03 3.6211e+03
4.1975e+10 3.1143e+03 3.6238e+03
4.2041e+10 3.1155e+03 3.6265e+03
4.2106e+10 3.1167e+03 3.6292e+03
4.2171e+10 3.1179e+03 3.6319e+03
4.2236e+10 3.1191e+03 3.6346e+03
4.2301e+10 3.1202e+03 3.6373e+03
4.2366e+10 3.1214e+03 3.6400e+03
4.2432e+10 3.1226e+03 3.6427e+03
4.2497e+10 3.1238e+03 3.6453e+03
4.2562e+10 3.1250e+03 3.6480e+03
4.2627e+10 3.1262e+03 3.6507e+03
4.2692e+10 3.1273e+03 3.6534e+03
4.2758e+10 3.1285e+03 3.6560e+03
4.2823e+10 3.1297e+03 3.6587e+03
4.2888e+10 3.1309e+03 3.6613e+03
4.2953e+10 3.1320e+03 3.6640e+03
4.3018e+10 3.1332e+03 3.6666e+03
4.3083e+10 3.1343e+03 3.6693e+03
4.3149e+10 3.1355e+03 3.6719e+03
4.3214e+10 3.1367e+03 3.6746e+03
4.3279e+10 3.1378e+03 3.6772e+03
4.3344e+10 3.1390e+03 3.6798e+03
4.3409e+10 3.1401e+03 3.6825e+03
4.3474e+10 3.1413e+03 3.6851e+03
4.3540e+10 3.1424e+03 3.6877e+03
4.3605e+10 3.1436e+03 3.6903e+03
4.3670e+10 3.1447e+03 3.6930e+03
4.3735e+10 3.1459e+03 3.6956e+03
4.3800e+10 3.1470e+03 3.6982e+03
4.3866e+10 3.1482e+03 3.7008e+03
4.3931e+10 3.1493e+03 3.7034e+03
4.3996e+10 3.1504e+03 3.7060e+03
4.4061e+10 3.1516e+03 3.7086e+03
4.4126e+10 3.1527e+03 3.7112e+03
4.4191e+10 3.1538e+03 3.7138e+03
4.4257e+10 3.1550e+03 3.7164e+03
4.4322e+10 3.1561e+03 3.7189e+03
4.4387e+10 3.1572e+03 3.7215e+03
4.4452e+10 3.1584e+03 3.7241e+03
4.4517e+10 3.1595e+03 3.7267e+03
4.4583e+10 3.1606e+03 3.7292e+03
4.4648e+10 3.1617e+03 3.7318e+03
4.4713e+10 3.1628e+03 3.7343e+03
4.4778e+10 3.1640e+03 3.7369e+03
4.4843e+10 3.1651e+03 3.7395e+03
4.4908e+10 3.1662e+03 3.7420e+03
4.4974e+10 3.1673e+03 3.7446e+03
4.5039e+10 3.1684e+03 3.7471e+03
4.5104e+10 3.1695e+03 3.7496e+03
4.5169e+10 3.1706e+03 3.7522e+03
4.5234e+10 3.1717e+03 3.7547e+03
4.5300e+10 3.1728e+03 3.7572e+03
4.5365e+10 3.1739e+03 3.7598e+03
4.5430e+10 3.1750e+03 3.7623e+03
4.5495e+10 3.1761e+03 3.7648e+03
4.5560e+10 3.1772e+03 3.7673e+03
4.5625e+10 3.1783e+03 3.7699e+03
4.5691e+10 3.1794e+03 3.7724e+03
4.5756e+10 3.1805e+03 3.7749e+03
4.5821e+10 3.1816e+03 3.7774e+03
4.5886e+10 3.1827e+03 3.7799e+03
4.5951e+10 3.1838e+03 3.7824e+03
4.6016e+10 3.1849e+03 3.7849e+03
4.6082e+10 3.1860e+03 3.7874e+03
4.6147e+10 3.1870e+03 3.7898e+03
4.6212e+10 3.1881e+03 3.7923e+03
4.6277e+10 3.1892e+03 3.7948e+03
4.6342e+10 3.1903e+03 3.7973e+03
4.6408e+10 3.1914e+03 3.7998e+03
4.6473e+10 3.1924e+03 3.8022e+03
4.6538e+10 3.1935e+03 3.8047e+03
4.6603e+10 3.1946e+03 3.8072e+03
4.6668e+10 3.1957e+03 3.8096e+03
4.6733e+10 3.1967e+03 3.8121e+03
4.6799e+10 3.1978e+03 3.8145e+03
4.6864e+10 3.1989e+03 3.8170e+03
4.6929e+10 3.1999e+03 3.8194e+03
4.6994e+10 3.2010e+03 3.8219e+03
4.7059e+10 3.2021e+03 3.8243e+03
4.7125e+10 3.2031e+03 3.8268e+03
4.7190e+10 3.2042e+03 3.8292e+03
4.7255e+10 3.2052e+03 3.8316e+03
4.7320e+10 3.2063e+03 3.8341e+03
4.7385e+10 3.2074e+03 3.8365e+03
4.7450e+10 3.2084e+03 3.8389e+03
4.7516e+10 3.2095e+03 3.8413e+03
4.7581e+10 3.2105e+03 3.8437e+03
4.7646e+10 3.2116e+03 3.8461e+03
4.7711e+10 3.2126e+03 3.8486e+03
4.7776e+10 3.2137e+03 3.8510e+03
4.7841e+10 3.2147e+03 3.8534e+03
4.7907e+10 3.2158e+03 3.8558e+03
4.7972e+10 3.2168e+03 3.8582e+03
4.8037e+10 3.2179e+03 3.8605e+03
4.8102e+10 3.2189e+03 3.8629e+03
4.8167e+10 3.2199e+03 3.8653e+03
4.8233e+10 3.2210e+03 3.8677e+03
4.8298e+10 3.2220e+03 3.8701e+03
4.8363e+10 3.2231e+03 3.8725e+03
4.8428e+10 3.2241e+03 3.8748e+03
4.8493e+10 3.2251e+03 3.8772e+03
4.8558e+10 3.2262e+03 3.8796e+03
4.8624e+10 3.2272e+03 3.8819e+03
4.8689e+10 3.2282e+03 3.8843e+03
4.8754e+10 3.2293e+03 3.8867e+03
4.8819e+10 3.2303e+03 3.8890e+03
4.8884e+10 3.2313e+03 3.8914e+03
4.8950e+10 3.2324e+03 3.8937e+03
4.9015e+10 3.2334e+03 3.8961e+03
4.9080e+10 3.2344e+03 3.8984e+03
4.9145e+10 3.2354e+03 3.9007e+03
4.9210e+10 3.2365e+03 3.9031e+03
4.9275e+10 3.2375e+03 3.9054e+03
4.9341e+10 3.2385e+03 3.9077e+03
4.9406e+10 3.2395e+03 3.9101e+03
4.9471e+10 3.2405e+03 3.9124e+03
4.9536e+10 3.2416e+03 3.9147e+03
4.9601e+10 3.2426e+03 3.9170e+03
4.9667e+10 3.2436e+03 3.9193e+03
4.9732e+10 3.2446e+03 3.9216e+03
4.9797e+10 3.2456e+03 3.9240e+03
4.9862e+10 3.2466e+03 3.9263e+03
4.9927e+10 3.2476e+03 3.9286e+03
4.9992e+10 3.2486e+03 3.9309e+03
5.0058e+10 3.2496e+03 3.9331e+03
5.0123e+10 3.2507e+03 3.9354e+03
5.0188e+10 3.2517e+03 3.9377e+03
5.0253e+10 3.2527e+03 3.9400e+03
5.0318e+10 3.2537e+03 3.9423e+03
5.0383e+10 3.2547e+03 3.9446e+03
5.0449e+10 3.2557e+03 3.9469e+03
5.0514e+10 3.2567e+03 3.9491e+03
5.0579e+10 3.2577e+03 3.9514e+03
5.0644e+10 3.2587e+03 3.9537e+03
5.0709e+10 3.2597e+03 3.9559e+03
5.0775e+10 3.2607e+03 3.9582e+03
5.0840e+10 3.2617e+03 3.9604e+03
5.0905e+10 3.2627e+03 3.9627e+03
5.0970e+10 3.2637e+03 3.9650e+03
5.1035e+10 3.2647e+03 3.9672e+03
5.1100e+10 3.2656e+03 3.9694e+03
5.1166e+10 3.2666e+03 3.9717e+03
5.1231e+10 3.2676e+03 3.9739e+03
5.1296e+10 3.2686e+03 3.9762e+03
5.1361e+10 3.2696e+03 3.9784e+03
5.1426e+10 3.2706e+03 3.9806e+03
5.1492e+10 3.2716e+03 3.9829e+03
5.1557e+10 3.2726e+03 3.9851e+03
5.1622e+10 3.2735e+03 3.9873e+03
5.1687e+10 3.2745e+03 3.9895e+03
5.1752e+10 3.2755e+03 3.9917e+03
5.1817e+10 3.2765e+03 3.9939e+03
5.1883e+10 3.2775e+03 3.9962e+03
5.1948e+10 3.2785e+03 3.9984e+03
5.2013e+10 3.2794e+03 4.0006e+03
5.2078e+10 3.2804e+03 4.0028e+03
5.2143e+10 3.2814e+03 4.0050e+03
5.2208e+10 3.2824e+03 4.0072e+03
5.2274e+10 3.2833e+03 4.0093e+03
5.2339e+10 3.2843e+03 4.0115e+03
5.2404e+10 3.2853e+03 4.0137e+03
5.2469e+10 3.2863e+03 4.0159e+03
5.2534e+10 3.2872e+03 4.0181e+03
5.2600e+10 3.2882e+03 4.0203e+03
5.2665e+10 3.2892e+03 4.0224e+03
5.2730e+10 3.2901e+03 4.0246e+03
5.2795e+10 3.2911e+03 4.0268e+03
5.2860e+10 3.2921e+03 4.0289e+03
5.2925e+10 3.2930e+03 4.0311e+03
5.2991e+10 3.2940e+03 4.0333e+03
5.3056e+10 3.2950e+03 4.0354e+03
5.3121e+10 3.2959e+03 4.0376e+03
5.3186e+10 3.2969e+03 4.0397e+03
5.3251e+10 3.2979e+03 4.0419e+03
5.3317e+10 3.2988e+03 4.0440e+03
5.3382e+10 3.2998e+03 4.0461e+03
5.3447e+10 3.3007e+03 4.0483e+03
5.3512e+10 3.3017e+03 4.0504e+03
5.3577e+10 3.3027e+03 4.0526e+03
5.3642e+10 3.3036e+03 4.0547e+03
5.3708e+10 3.3046e+03 4.0568e+03
5.3773e+10 3.3055e+03 4.0589e+03
5.3838e+10 3.3065e+03 4.0611e+03
5.3903e+10 3.3074e+03 4.0632e+03
5.3968e+10 3.3084e+03 4.0653e+03
5.4034e+10 3.3093e+03 4.0674e+03
5.4099e+10 3.3103e+03 4.0695e+03
5.4164e+10 3.3112e+03 4.0716e+03
5.4229e+10 3.3122e+03 4.0737e+03
5.4294e+10 3.3131e+03 4.0758e+03
5.4359e+10 3.3141e+03 4.0779e+03
5.4425e+10 3.3150e+03 4.0800e+03
5.4490e+10 3.3160e+03 4.0821e+03
5.4555e+10 3.3169e+03 4.0842e+03
5.4620e+10 3.3179e+03 4.0863e+03
5.4685e+10 3.3188e+03 4.0884e+03
5.4750e+10 3.3198e+03 4.0904e+03
5.4816e+10 3.3207e+03 4.0925e+03
5.4881e+10 3.3217e+03 4.0946e+03
5.4946e+10 3.3226e+03 4.0967e+03
5.5011e+10 3.3235e+03 4.0987e+03
5.5076e+10 3.3245e+03 4.1008e+03
5.5142e+10 3.3254e+03 4.1029e+03
5.5207e+10 3.3264e+03 4.1049e+03
5.5272e+10 3.3273e+03 4.1070e+03
5.5337e+10 3.3282e+03 4.1090e+03
5.5402e+10 3.3292e+03 4.1111e+03
5.5467e+10 3.3301e+03 4.1131e+03
5.5533e+10 3.3310e+03 4.1152e+03
5.5598e+10 3.3320e+03 4.1172e+03
5.5663e+10 3.3329e+03 4.1193e+03
5.5728e+10 3.3338e+03 4.1213e+03
5.5793e+10 3.3348e+03 4.1233e+03
5.5859e+10 3.3357e+03 4.1254e+03
5.5924e+10 3.3366e+03 4.1274e+03
5.5989e+10 3.3376e+03 4.1294e+03
5.6054e+10 3.3385e+03 4.1314e+03
5.6119e+10 3.3394e+03 4.1335e+03
5.6184e+10 3.3403e+03 4.1355e+03
5.6250e+10 3.3413e+03 4.1375e+03
5.6315e+10 3.3422e+03 4.1395e+03
5.6380e+10 3.3431e+03 4.1415e+03
5.6445e+10 3.3440e+03 4.1435e+03
5.6510e+10 3.3450e+03 4.1455e+03
5.6575e+10 3.3459e+03 4.1475e+03
5.6641e+10 3.3468e+03 4.1495e+03
5.6706e+10 3.3477e+03 4.1515e+03
5.6771e+10 3.3487e+03 4.1535e+03
5.6836e+10 3.3496e+03 4.1555e+03
5.6901e+10 3.3505e+03 4.1575e+03
5.6967e+10 3.3514e+03 4.1595e+03
5.7032e+10 3.3523e+03 4.1615e+03
5.7097e+10 3.3533e+03 4.1635e+03
5.7162e+10 3.3542e+03 4.1654e+03
5.7227e+10 3.3551e+03 4.1674e+03
5.7292e+10 3.3560e+03 4.1694e+03
5.7358e+10 3.3569e+03 4.1714e+03
5.7423e+10 3.3578e+03 4.1733e+03
5.7488e+10 3.3587e+03 4.1753e+03
5.7553e+10 3.3597e+03 4.1772e+03
5.7618e+10 3.3606e+03 4.1792e+03
5.7684e+10 3.3615e+03 4.1812e+03
5.7749e+10 3.3624e+03 4.1831e+03
5.7814e+10 3.3633e+03 4.1851e+03
5.7879e+10 3.3642e+03 4.1870e+03
5.7944e+10 3.3651e+03 4.1890e+03
5.8009e+10 3.3660e+03 4.1909e+03
5.8075e+10 3.3669e+03 4.1928e+03
5.8140e+10 3.3679e+03 4.1948e+03
5.8205e+10 3.3688e+03 4.1967e+03
5.8270e+10 3.3697e+03 4.1986e+03
5.8335e+10 3.3706e+03 4.2006e+03
5.8401e+10 3.3715e+03 4.2025e+03
5.8466e+10 3.3724e+03 4.2044e+03
5.8531e+10 3.3733e+03 4.2063e+03
5.8596e+10 3.3742e+03 4.2083e+03
5.8661e+10 3.3751e+03 4.2102e+03
5.8726e+10 3.3760e+03 4.2121e+03
5.8792e+10 3.3769e+03 4.2140e+03
5.8857e+10 3.3778e+03 4.2159e+03
5.8922e+10 3.3787e+03 4.2178e+03
5.8987e+10 3.3796e+03 4.2197e+03
5.9052e+10 3.3805e+03 4.2216e+03
5.9117e+10 3.3814e+03 4.2235e+03
5.9183e+10 3.3823e+03 4.2254e+03
5.9248e+10 3.3832e+03 4.2273e+03
5.9313e+10 3.3841e+03 4.2292e+03
5.9378e+10 3.3850e+03 4.2311e+03
5.9443e+10 3.3859e+03 4.2329e+03
5.9509e+10 3.3868e+03 4.2348e+03
5.9574e+10 3.3877e+03 4.2367e+03
5.9639e+10 3.3886e+03 4.2386e+03
5.9704e+10 3.3895e+03 4.2405e+03
5.9769e+10 3.3904e+03 4.2423e+03
5.9834e+10 3.3912e+03 4.2442e+03
5.9900e+10 3.3921e+03 4.2461e+03
5.9965e+10 3.3930e+03 4.2479e+03
6.0030e+10 3.3939e+03 4.2498e+03
6.0095e+10 3.3948e+03 4.2516e+03
6.0160e+10 3.3957e+03 4.2535e+03
6.0226e+10 3.3966e+03 4.2554e+03
6.0291e+10 3.3975e+03 4.2572e+03
6.0356e+10 3.3984e+03 4.2590e+03
6.0421e+10 3.3993e+03 4.2609e+03
6.0486e+10 3.4001e+03 4.2627e+03
6.0551e+10 3.4010e+03 4.2646e+03
6.0617e+10 3.4019e+03 4.2664e+03
6.0682e+10 3.4028e+03 4.2682e+03
6.0747e+10 3.4037e+03 4.2701e+03
6.0812e+10 3.4046e+03 4.2719e+03
6.0877e+10 3.4055e+03 4.2737e+03
6.0942e+10 3.4063e+03 4.2756e+03
6.1008e+10 3.4072e+03 4.2774e+03
6.1073e+10 3.4081e+03 4.2792e+03
6.1138e+10 3.4090e+03 4.2810e+03
6.1203e+10 3.4099e+03 4.2828e+03
6.1268e+10 3.4107e+03 4.2847e+03
6.1334e+10 3.4116e+03 4.2865e+03
6.1399e+10 3.4125e+03 4.2883e+03
6.1464e+10 3.4134e+03 4.2901e+03
6.1529e+10 3.4143e+03 4.2919e+03
6.1594e+10 3.4151e+03 4.2937e+03
6.1659e+10 3.4160e+03 4.2955e+03
6.1725e+10 3.4169e+03 4.2973e+03
6.1790e+10 3.4178e+03 4.2991e+03
6.1855e+10 3.4186e+03 4.3008e+03
6.1920e+10 3.4195e+03 4.3026e+03
6.1985e+10 3.4204e+03 4.3044e+03
6.2051e+10 3.4213e+03 4.3062e+03
6.2116e+10 3.4221e+03 4.3080e+03
6.2181e+10 3.4230e+03 4.3098e+03
6.2246e+10 3.4239e+03 4.3115e+03
6.2311e+10 3.4248e+03 4.3133e+03
6.2376e+10 3.4256e+03 4.3151e+03
6.2442e+10 3.4265e+03 4.3168e+03
6.2507e+10 3.4274e+03 4.3186e+03
6.2572e+10 3.4282e+03 4.3204e+03
6.2637e+10 3.4291e+03 4.3221e+03
6.2702e+10 3.4300e+03 4.3239e+03
6.2768e+10 3.4309e+03 4.3256e+03
6.2833e+10 3.4317e+03 4.3274e+03
6.2898e+10 3.4326e+03 4.3291e+03
6.2963e+10 3.4335e+03 4.3309e+03
6.3028e+10 3.4343e+03 4.3326e+03
6.3093e+10 3.4352e+03 4.3344e+03
6.3159e+10 3.4361e+03 4.3361e+03
6.3224e+10 3.4369e+03 4.3379e+03
6.3289e+10 3.4378e+03 4.3396e+03
6.3354e+10 3.4387e+03 4.3413e+03
6.3419e+10 3.4395e+03 4.3431e+03
6.3484e+10 3.4404e+03 4.3448e+03
6.3550e+10 3.4412e+03 4.3465e+03
6.3615e+10 3.4421e+03 4.3482e+03
6.3680e+10 3.4430e+03 4.3500e+03
6.3745e+10 3.4438e+03 4.3517e+03
6.3810e+10 3.4447e+03 4.3534e+03
6.3876e+10 3.4456e+03 4.3551e+03
6.3941e+10 3.4464e+03 4.3568e+03
6.4006e+10 3.4473e+03 4.3585e+03
6.4071e+10 3.4481e+03 4.3602e+03
6.4136e+10 3.4490e+03 4.3619e+03
6.4201e+10 3.4499e+03 4.3636e+03
6.4267e+10 3.4507e+03 4.3653e+03
6.4332e+10 3.4516e+03 4.3670e+03
6.4397e+10 3.4524e+03 4.3687e+03
6.4462e+10 3.4533e+03 4.3704e+03
6.4527e+10 3.4541e+03 4.3721e+03
6.4593e+10 3.4550e+03 4.3738e+03
6.4658e+10 3.4559e+03 4.3755e+03
6.4723e+10 3.4567e+03 4.3772e+03
6.4788e+10 3.4576e+03 4.3789e+03
6.4853e+10 3.4584e+03 4.3805e+03
6.4918e+10 3.4593e+03 4.3822e+03
6.4984e+10 3.4601e+03 4.3839e+03
6.5049e+10 3.4610e+03 4.3856e+03
6.5114e+10 3.4618e+03 4.3872e+03
6.5179e+10 3.4627e+03 4.3889e+03
6.5244e+10 3.4635e+03 4.3906e+03
6.5309e+10 3.4644e+03 4.3922e+03
6.5375e+10 3.4652e+03 4.3939e+03
6.5440e+10 3.4661e+03 4.3955e+03
6.5505e+10 3.4669e+03 4.3972e+03
6.5570e+10 3.4678e+03 4.3989e+03
6.5635e+10 3.4686e+03 4.4005e+03
6.5701e+10 3.4695e+03 4.4022e+03
6.5766e+10 3.4703e+03 4.4038e+03
6.5831e+10 3.4712e+03 4.4054e+03
6.5896e+10 3.4720e+03 4.4071e+03
6.5961e+10 3.4729e+03 4.4087e+03
6.6026e+10 3.4737e+03 4.4104e+03
6.6092e+10 3.4746e+03 4.4120e+03
6.6157e+10 3.4754e+03 4.4136e+03
6.6222e+10 3.4763e+03 4.4153e+03
6.6287e+10 3.4771e+03 4.4169e+03
6.6352e+10 3.4780e+03 4.4185e+03
6.6418e+10 3.4788e+03 4.4201e+03
6.6483e+10 3.4796e+03 4.4218e+03
6.6548e+10 3.4805e+03 4.4234e+03
6.6613e+10 3.4813e+03 4.4250e+03
6.6678e+10 3.4822e+03 4.4266e+03
6.6743e+10 3.4830e+03 4.4282e+03
6.6809e+10 3.4839e+03 4.4298e+03
6.6874e+10 3.4847e+03 4.4314e+03
6.6939e+10 3.4855e+03 4.4330e+03
6.7004e+10 3.4864e+03 4.4346e+03
6.7069e+10 3.4872e+03 4.4362e+03
6.7135e+10 3.4881e+03 4.4378e+03
6.7200e+10 3.4889e+03 4.4394e+03
6.7265e+10 3.4897e+03 4.4410e+03
6.7330e+10 3.4906e+03 4.4426e+03
6.7395e+10 3.4914e+03 4.4442e+03
6.7460e+10 3.4923e+03 4.4458e+03
6.7526e+10 3.4931e+03 4.4474e+03
6.7591e+10 3.4939e+03 4.4490e+03
6.7656e+10 3.4948e+03 4.4506e+03
6.7721e+10 3.4956e+03 4.4521e+03
6.7786e+10 3.4964e+03 4.4537e+03
6.7851e+10 3.4973e+03 4.4553e+03
6.7917e+10 3.4981e+03 4.4569e+03
6.7982e+10 3.4990e+03 4.4584e+03
6.8047e+10 3.4998e+03 4.4600e+03
6.8112e+10 3.5006e+03 4.4616e+03
6.8177e+10 3.5015e+03 4.4631e+03
6.8243e+10 3.5023e+03 4.4647e+03
6.8308e+10 3.5031e+03 4.4662e+03
6.8373e+10 3.5040e+03 4.4678e+03
6.8438e+10 3.5048e+03 4.4694e+03
6.8503e+10 3.5056e+03 4.4709e+03
6.8568e+10 3.5065e+03 4.4725e+03
6.8634e+10 3.5073e+03 4.4740e+03
6.8699e+10 3.5081e+03 4.4756e+03
6.8764e+10 3.5089e+03 4.4771e+03
6.8829e+10 3.5098e+03 4.4786e+03
6.8894e+10 3.5106e+03 4.4802e+03
6.8960e+10 3.5114e+03 4.4817e+03
6.9025e+10 3.5123e+03 4.4832e+03
6.9090e+10 3.5131e+03 4.4848e+03
6.9155e+10 3.5139e+03 4.4863e+03
6.9220e+10 3.5148e+03 4.4878e+03
6.9285e+10 3.5156e+03 4.4894e+03
6.9351e+10 3.5164e+03 4.4909e+03
6.9416e+10 3.5172e+03 4.4924e+03
6.9481e+10 3.5181e+03 4.4939e+03
6.9546e+10 3.5189e+03 4.4955e+03
6.9611e+10 3.5197e+03 4.4970e+03
6.9677e+10 3.5205e+03 4.4985e+03
6.9742e+10 3.5214e+03 4.5000e+03
6.9807e+10 3.5222e+03 4.5015e+03
6.9872e+10 3.5230e+03 4.5030e+03
6.9937e+10 3.5238e+03 4.5045e+03
7.0002e+10 3.5247e+03 4.5060e+03
7.0068e+10 3.5255e+03 4.5075e+03
7.0133e+10 3.5263e+03 4.5090e+03
7.0198e+10 3.5271e+03 4.5105e+03
7.0263e+10 3.5280e+03 4.5120e+03
7.0328e+10 3.5288e+03 4.5135e+03
7.0393e+10 3.5296e+03 4.5150e+03
7.0459e+10 3.5304e+03 4.5165e+03
7.0524e+10 3.5312e+03 4.5180e+03
7.0589e+10 3.5321e+03 4.5195e+03
7.0654e+10 3.5329e+03 4.5209e+03
7.0719e+10 3.5337e+03 4.5224e+03
7.0785e+10 3.5345e+03 4.5239e+03
7.0850e+10 3.5354e+03 4.5254e+03
7.0915e+10 3.5362e+03 4.5268e+03
7.0980e+10 3.5370e+03 4.5283e+03
7.1045e+10 3.5378e+03 4.5298e+03
7.1110e+10 3.5386e+03 4.5313e+03
7.1176e+10 3.5394e+03 4.5327e+03
7.1241e+10 3.5403e+03 4.5342e+03
7.1306e+10 3.5411e+03 4.5356e+03
7.1371e+10 3.5419e+03 4.5371e+03
7.1436e+10 3.5427e+03 4.5386e+03
7.1502e+10 3.5435e+03 4.5400e+03
7.1567e+10 3.5443e+03 4.5415e+03
7.1632e+10 3.5452e+03 4.5429e+03
7.1697e+10 3.5460e+03 4.5444e+03
7.1762e+10 3.5468e+03 4.5458e+03
7.1827e+10 3.5476e+03 4.5473e+03
7.1893e+10 3.5484e+03 4.5487e+03
7.1958e+10 3.5492e+03 4.5502e+03
7.2023e+10 3.5501e+03 4.5516e+03
7.2088e+10 3.5509e+03 4.5530e+03
7.2153e+10 3.5517e+03 4.5545e+03
7.2218e+10 3.5525e+03 4.5559e+03
7.2284e+10 3.5533e+03 4.5573e+03
7.2349e+10 3.5541e+03 4.5588e+03
7.2414e+10 3.5549e+03 4.5602e+03
7.2479e+10 3.5557e+03 4.5616e+03
7.2544e+10 3.5566e+03 4.5630e+03
7.2610e+10 3.5574e+03 4.5645e+03
7.2675e+10 3.5582e+03 4.5659e+03
7.2740e+10 3.5590e+03 4.5673e+03
7.2805e+10 3.5598e+03 4.5687e+03
7.2870e+10 3.5606e+03 4.5701e+03
7.2935e+10 3.5614e+03 4.5715e+03
7.3001e+10 3.5622e+03 4.5729e+03
7.3066e+10 3.5630e+03 4.5743e+03
7.3131e+10 3.5638e+03 4.5758e+03
7.3196e+10 3.5647e+03 4.5772e+03
7.3261e+10 3.5655e+03 4.5786e+03
7.3327e+10 3.5663e+03 4.5800e+03
7.3392e+10 3.5671e+03 4.5814e+03
7.3457e+10 3.5679e+03 4.5828e+03
7.3522e+10 3.5687e+03 4.5841e+03
7.3587e+10 3.5695e+03 4.5855e+03
7.3652e+10 3.5703e+03 4.5869e+03
7.3718e+10 3.5711e+03 4.5883e+03
7.3783e+10 3.5719e+03 4.5897e+03
7.3848e+10 3.5727e+03 4.5911e+03
7.3913e+10 3.5735e+03 4.5925e+03
7.3978e+10 3.5743e+03 4.5938e+03
7.4044e+10 3.5751e+03 4.5952e+03
7.4109e+10 3.5759e+03 4.5966e+03
7.4174e+10 3.5767e+03 4.5980e+03
7.4239e+10 3.5775e+03 4.5993e+03
7.4304e+10 3.5784e+03 4.6007e+03
7.4369e+10 3.5792e+03 4.6021e+03
7.4435e+10 3.5800e+03 4.6034e+03
7.4500e+10 3.5808e+03 4.6048e+03
7.4565e+10 3.5816e+03 4.6062e+03
7.4630e+10 3.5824e+03 4.6075e+03
7.4695e+10 3.5832e+03 4.6089e+03
7.4760e+10 3.5840e+03 4.6103e+03
7.4826e+10 3.5848e+03 4.6116e+03
7.4891e+10 3.5856e+03 4.6130e+03
7.4956e+10 3.5864e+03 4.6143e+03
7.5021e+10 3.5872e+03 4.6157e+03
7.5086e+10 3.5880e+03 4.6170e+03
7.5152e+10 3.5888e+03 4.6184e+03
7.5217e+10 3.5896e+03 4.6197e+03
7.5282e+10 3.5904e+03 4.6210e+03
7.5347e+10 3.5912e+03 4.6224e+03
7.5412e+10 3.5920e+03 4.6237e+03
7.5477e+10 3.5928e+03 4.6251e+03
7.5543e+10 3.5936e+03 4.6264e+03
7.5608e+10 3.5944e+03 4.6277e+03
