pressure[Pa] solidus[K] liquidus[K]
3.840000000000000000e+11 8.205025654245155238e+03 9.021754340588637206e+03
3.850000000000000000e+11 8.220980978739522470e+03 9.039356441508896751e+03
3.860000000000000000e+11 8.236936303182677875e+03 9.056958679315450354e+03
3.870000000000000000e+11 8.252891627816012260e+03 9.074561052917508277e+03
3.880000000000000000e+11 8.268846952642696124e+03 9.092163561129342270e+03
3.890000000000000000e+11 8.284802277615757703e+03 9.109766202668526603e+03
3.900000000000000000e+11 8.300757602679645061e+03 9.127368976177986042e+03
3.910000000000000000e+11 8.316712927770311580e+03 9.144971880224429697e+03
3.920000000000000000e+11 8.332668252815290543e+03 9.162574913330676281e+03
3.930000000000000000e+11 8.348623577715534338e+03 9.180178073964505529e+03
3.940000000000000000e+11 8.364578902100240157e+03 9.197781360541770482e+03
3.950000000000000000e+11 8.380534225713488922e+03 9.215384771449242180e+03
3.960000000000000000e+11 8.396489548436107725e+03 9.232988305123250029e+03
3.970000000000000000e+11 8.412444870381235887e+03 9.250591959924029652e+03
3.980000000000000000e+11 8.428400191691374857e+03 9.256283192234219314e+03
3.990000000000000000e+11 8.444355512483605708e+03 9.261694969037622286e+03
4.000000000000000000e+11 8.460310832850462248e+03 9.267096625142847188e+03
4.010000000000000000e+11 8.476266152862935996e+03 9.272488207380360109e+03
4.020000000000000000e+11 8.492221472681592786e+03 9.277869762621945483e+03
4.030000000000000000e+11 8.508176792529638988e+03 9.283241337417613977e+03
4.040000000000000000e+11 8.524132112602988855e+03 9.288602977983631718e+03
4.050000000000000000e+11 8.540087433062375567e+03 9.293954730205708984e+03
4.060000000000000000e+11 8.556042754010084536e+03 9.299296639642141599e+03
4.070000000000000000e+11 8.571998075535502721e+03 9.304628751526968699e+03
4.080000000000000000e+11 8.587953397710778518e+03 9.309951110895832244e+03
4.090000000000000000e+11 8.603908720598064974e+03 9.315263762521286480e+03
4.100000000000000000e+11 8.619864044255249610e+03 9.320566750753832821e+03
4.110000000000000000e+11 8.635819368737114928e+03 9.325860119640510675e+03
4.120000000000000000e+11 8.651774694096544408e+03 9.331143912928533609e+03
4.130000000000000000e+11 8.667730020385792159e+03 9.336418174069005545e+03
4.140000000000000000e+11 8.683685347657712555e+03 9.341682946220527811e+03
4.150000000000000000e+11 8.699640675640250265e+03 9.346938272252900788e+03
4.160000000000000000e+11 8.715596003730483062e+03 9.352184194750776442e+03
4.170000000000000000e+11 8.731551331790233235e+03 9.357420755816019664e+03
4.180000000000000000e+11 8.747506659662105449e+03 9.362647997092473815e+03
4.190000000000000000e+11 8.763461987178347044e+03 9.367865960188650206e+03
4.200000000000000000e+11 8.779417314302492741e+03 9.373074686428699351e+03
4.210000000000000000e+11 8.795372641005194964e+03 9.378274216852134487e+03
4.220000000000000000e+11 8.811327967167530005e+03 9.383464592216474557e+03
4.230000000000000000e+11 8.827283292662206804e+03 9.388645852999834460e+03
4.240000000000000000e+11 8.843238617351960784e+03 9.393818039404353840e+03
4.250000000000000000e+11 8.859193941090496082e+03 9.398981191468697943e+03
4.260000000000000000e+11 8.875149263722018077e+03 9.404135348959744078e+03
4.270000000000000000e+11 8.891104585080638572e+03 9.409280551315610865e+03
4.280000000000000000e+11 8.907059904989166171e+03 9.414416837714034045e+03
4.290000000000000000e+11 8.923015223257552861e+03 9.419544247075253224e+03
4.300000000000000000e+11 8.938970539708318029e+03 9.424662818064998646e+03
4.310000000000000000e+11 8.954925854537064879e+03 9.429772589097427044e+03
4.320000000000000000e+11 8.970881168208883537e+03 9.434873598338072043e+03
4.330000000000000000e+11 8.986836481180940609e+03 9.439965883706858222e+03
4.340000000000000000e+11 9.002791793962023803e+03 9.445049482691301819e+03
4.350000000000000000e+11 9.018747107071552819e+03 9.450124432470525790e+03
4.360000000000000000e+11 9.034702420965080819e+03 9.455190770139512097e+03
4.370000000000000000e+11 9.050657735697648604e+03 9.460248532546826027e+03
4.380000000000000000e+11 9.066613051596299556e+03 9.465297756296755324e+03
4.390000000000000000e+11 9.082568369015112694e+03 9.470338477751498431e+03
4.400000000000000000e+11 9.098523688281982686e+03 9.475370733033327269e+03
4.410000000000000000e+11 9.114479009707640216e+03 9.480394558029967811e+03
4.420000000000000000e+11 9.130434333546494599e+03 9.485409988488368981e+03
4.430000000000000000e+11 9.146389659694657894e+03 9.490417059896419232e+03
4.440000000000000000e+11 9.162344987861644768e+03 9.495415807477747876e+03
4.450000000000000000e+11 9.178300317748102316e+03 9.500406266231344489e+03
4.460000000000000000e+11 9.194255649047929182e+03 9.505388470933985445e+03
4.470000000000000000e+11 9.210210981448735765e+03 9.510362456142616793e+03
4.480000000000000000e+11 9.226166314632393551e+03 9.515328256196771690e+03
4.490000000000000000e+11 9.242121648279280635e+03 9.520285905220984205e+03
4.500000000000000000e+11 9.258076982056563793e+03 9.525235437125897079e+03
4.510000000000000000e+11 9.274032315633759936e+03 9.530176885439219404e+03
4.520000000000000000e+11 9.289987648626316513e+03 9.535110283481251827e+03
4.530000000000000000e+11 9.305942980778138008e+03 9.540035664459232066e+03
4.540000000000000000e+11 9.321898311823497352e+03 9.544953061367763439e+03
4.550000000000000000e+11 9.337853641705660266e+03 9.549862506990637485e+03
4.560000000000000000e+11 9.353808970533806132e+03 9.554764033902645679e+03
4.570000000000000000e+11 9.369764298414844234e+03 9.559657674471372957e+03
4.580000000000000000e+11 9.385719625241232279e+03 9.564543460865179441e+03
4.590000000000000000e+11 9.401674950775846810e+03 9.569421425126329268e+03
4.600000000000000000e+11 9.417630275002164126e+03 9.574291599059886721e+03
4.610000000000000000e+11 9.433585597886649339e+03 9.579154014253568675e+03
4.620000000000000000e+11 9.449540919376267993e+03 9.584008702100327355e+03
4.630000000000000000e+11 9.465496239396721649e+03 9.588855693800396693e+03
4.640000000000000000e+11 9.481451557850718018e+03 9.593695020363211370e+03
4.650000000000000000e+11 9.497406874616048299e+03 9.598526712609409515e+03
4.660000000000000000e+11 9.513362189550289258e+03 9.603350801172835418e+03
4.670000000000000000e+11 9.529317502755400710e+03 9.608167316495751948e+03
4.680000000000000000e+11 9.545272814669026047e+03 9.612976288615032900e+03
4.690000000000000000e+11 9.561228125728495797e+03 9.617777747455651479e+03
4.700000000000000000e+11 9.577183436356284801e+03 9.622571722853806932e+03
4.710000000000000000e+11 9.593138746990669461e+03 9.627358244462453513e+03
4.720000000000000000e+11 9.609094058290213070e+03 9.632137341752963039e+03
4.730000000000000000e+11 9.625049370826229278e+03 9.636909044016816551e+03
4.740000000000000000e+11 9.641004685224126661e+03 9.641673380367312348e+03
4.750000000000000000e+11 9.656960002164683829e+03 9.646430379754814567e+03
4.760000000000000000e+11 9.672915322092372662e+03 9.651180071042650525e+03
4.770000000000000000e+11 9.688870645445827904e+03 9.655922482860687523e+03
4.780000000000000000e+11 9.704825972662585627e+03 9.660657643653117702e+03
4.790000000000000000e+11 9.720781304011899920e+03 9.665385581696737063e+03
4.800000000000000000e+11 9.736736638822076202e+03 9.670106325102766277e+03
4.810000000000000000e+11 9.752691976334248466e+03 9.674819901818649669e+03
4.820000000000000000e+11 9.768647315828382489e+03 9.679526339629905124e+03
4.830000000000000000e+11 9.784602656579070754e+03 9.684225666161913978e+03
4.840000000000000000e+11 9.800557997855137728e+03 9.688917908881756375e+03
4.850000000000000000e+11 9.816513338918934096e+03 9.693603095100092105e+03
4.860000000000000000e+11 9.832468679025023448e+03 9.698281251972954124e+03
4.870000000000000000e+11 9.848424017418292351e+03 9.702952406503627572e+03
4.880000000000000000e+11 9.864379353331396487e+03 9.707616585544517875e+03
4.890000000000000000e+11 9.880334685981346411e+03 9.712273815799031581e+03
4.900000000000000000e+11 9.896290014565083766e+03 9.716924123614613563e+03
4.910000000000000000e+11 9.912245338254919261e+03 9.721567534775342210e+03
4.920000000000000000e+11 9.928200656597306079e+03 9.726204075361965806e+03
4.930000000000000000e+11 9.944155970259889727e+03 9.730833771326733768e+03
4.940000000000000000e+11 9.960111280126940983e+03 9.735456648466768456e+03
4.950000000000000000e+11 9.976066587158349648e+03 9.740072732425331196e+03
4.960000000000000000e+11 9.992021892436445341e+03 9.744682048692902754e+03
4.970000000000000000e+11 1.000797719682557727e+04 9.749284622610282895e+03
4.980000000000000000e+11 1.002393250118217293e+04 9.753880479547840878e+03
4.990000000000000000e+11 1.003988780633589522e+04 9.758469644704129678e+03
5.000000000000000000e+11 1.005584311310021803e+04 9.763052143030825391e+03
5.010000000000000000e+11 1.007179842213876509e+04 9.767627999338061272e+03
5.020000000000000000e+11 1.008775373406759354e+04 9.772197238295764691e+03
5.030000000000000000e+11 1.010370904959692598e+04 9.776759884435128697e+03
5.040000000000000000e+11 1.011966436941734719e+04 9.781315962149921688e+03
5.050000000000000000e+11 1.013561969390780905e+04 9.785865495697993538e+03
5.060000000000000000e+11 1.015157502263737115e+04 9.790408509202634377e+03
5.070000000000000000e+11 1.016753035503747196e+04 9.794945026653993409e+03
5.080000000000000000e+11 1.018348569053734172e+04 9.799475071910497718e+03
5.090000000000000000e+11 1.019944102856396239e+04 9.803998668700281996e+03
5.100000000000000000e+11 1.021539636854152923e+04 9.808515840622623728e+03
5.110000000000000000e+11 1.023135170989055405e+04 9.813026611149369273e+03
5.120000000000000000e+11 1.024730705202611352e+04 9.817531003610460175e+03
5.130000000000000000e+11 1.026326239435378739e+04 9.822029040850553429e+03
5.140000000000000000e+11 1.027921773626883078e+04 9.826520745731291754e+03
5.150000000000000000e+11 1.029517307717075528e+04 9.831006141118179585e+03
5.160000000000000000e+11 1.031112841642178864e+04 9.835485249746445334e+03
5.170000000000000000e+11 1.032708375328486909e+04 9.839958094221978172e+03
5.180000000000000000e+11 1.034303908715809121e+04 9.844424697022335749e+03
5.190000000000000000e+11 1.035899441832464800e+04 9.848885080497642775e+03
5.200000000000000000e+11 1.037494974721723520e+04 9.853339266929000587e+03
5.210000000000000000e+11 1.039090507418446941e+04 9.857787278567464455e+03
5.220000000000000000e+11 1.040686039953537147e+04 9.862229137431035269e+03
5.230000000000000000e+11 1.042281572343450171e+04 9.866664865412547442e+03
5.240000000000000000e+11 1.043877104613899246e+04 9.871094484285933504e+03
5.250000000000000000e+11 1.045472636791031437e+04 9.875518015707340965e+03
5.260000000000000000e+11 1.047068168899500051e+04 9.879935481216236440e+03
5.270000000000000000e+11 1.048663700962445546e+04 9.884346902236549795e+03
5.280000000000000000e+11 1.050259233001471875e+04 9.888752300077761902e+03
5.290000000000000000e+11 1.051854765036666868e+04 9.893151695936114265e+03
5.300000000000000000e+11 1.053450297086616047e+04 9.897545110895640391e+03
5.310000000000000000e+11 1.055045829168346972e+04 9.901932565929359043e+03
5.320000000000000000e+11 1.056641361291241446e+04 9.906314081900411111e+03
5.330000000000000000e+11 1.058236893453894118e+04 9.910689679563176469e+03
5.340000000000000000e+11 1.059832425652881648e+04 9.915059379564456322e+03
5.350000000000000000e+11 1.061427957883197996e+04 9.919423202320651399e+03
5.360000000000000000e+11 1.063023490136563305e+04 9.923781167944454864e+03
5.370000000000000000e+11 1.064619022404203861e+04 9.928133296672851429e+03
5.380000000000000000e+11 1.066214554686619886e+04 9.932479608642202948e+03
5.390000000000000000e+11 1.067810086985934140e+04 9.936820123878917002e+03
5.400000000000000000e+11 1.069405619306263725e+04 9.941154862300167224e+03
5.410000000000000000e+11 1.071001151642986224e+04 9.945483843714693649e+03
5.420000000000000000e+11 1.072596683987069446e+04 9.949807087836697974e+03
5.430000000000000000e+11 1.074192216330043630e+04 9.954124614384722008e+03
5.440000000000000000e+11 1.075787748649124114e+04 9.958436442902295312e+03
5.450000000000000000e+11 1.077383280922595077e+04 9.962742592805332606e+03
5.460000000000000000e+11 1.078978813150351380e+04 9.967043083408068924e+03
5.470000000000000000e+11 1.080574345343959067e+04 9.971337933923892706e+03
5.480000000000000000e+11 1.082169877514216751e+04 9.975627163466329876e+03
5.490000000000000000e+11 1.083765409670658664e+04 9.979910791049831460e+03
5.500000000000000000e+11 1.085360941821547931e+04 9.984188835590754024e+03
5.510000000000000000e+11 1.086956473973906759e+04 9.988461315908201868e+03
5.520000000000000000e+11 1.088552006133544273e+04 9.992728250724956524e+03
5.530000000000000000e+11 1.090147538305099988e+04 9.996989658668331685e+03
5.540000000000000000e+11 1.091743070492126208e+04 1.000124555827112999e+04
5.550000000000000000e+11 1.093338602697156603e+04 1.000549596797250706e+04
5.560000000000000000e+11 1.094934134921831901e+04 1.000974090611888460e+04
5.570000000000000000e+11 1.096529667167038679e+04 1.001398039095230160e+04
5.580000000000000000e+11 1.098125199442545636e+04 1.001821444041647919e+04
5.590000000000000000e+11 1.099720731758682996e+04 1.002244307246021344e+04
5.600000000000000000e+11 1.101316264117375067e+04 1.002666630500527026e+04
5.610000000000000000e+11 1.102911796518685333e+04 1.003088415587954114e+04
5.620000000000000000e+11 1.104507328961639723e+04 1.003509664281768164e+04
5.630000000000000000e+11 1.106102861445270355e+04 1.003930378346171710e+04
5.640000000000000000e+11 1.107698393967834090e+04 1.004350559536191577e+04
5.650000000000000000e+11 1.109293926526909127e+04 1.004770209604148840e+04
5.660000000000000000e+11 1.110889459119666753e+04 1.005189330293478088e+04
5.670000000000000000e+11 1.112484991742842249e+04 1.005607923334297084e+04
5.680000000000000000e+11 1.114080524392742336e+04 1.006025990447985350e+04
5.690000000000000000e+11 1.115676057065259738e+04 1.006443533347254743e+04
5.700000000000000000e+11 1.117271589755900641e+04 1.006860553736224210e+04
5.710000000000000000e+11 1.118867122459767234e+04 1.007277053310490737e+04
5.720000000000000000e+11 1.120462655161660587e+04 1.007693033757199555e+04
5.730000000000000000e+11 1.122058187810965137e+04 1.008108496755121087e+04
5.740000000000000000e+11 1.123653720392177820e+04 1.008523443974716611e+04
5.750000000000000000e+11 1.125249252910484938e+04 1.008937877078217753e+04
5.760000000000000000e+11 1.126844785374894855e+04 1.009351797719692331e+04
5.770000000000000000e+11 1.128440317793187751e+04 1.009765207545122939e+04
5.780000000000000000e+11 1.130035850171887796e+04 1.010178108192474247e+04
5.790000000000000000e+11 1.131631382516289341e+04 1.010590501291771579e+04
5.800000000000000000e+11 1.133226914830470014e+04 1.011002388457706184e+04
5.810000000000000000e+11 1.134822447120204015e+04 1.011413771287801137e+04
5.820000000000000000e+11 1.136417979397062300e+04 1.011824651383838500e+04
5.830000000000000000e+11 1.138013511669752916e+04 1.012235030339884906e+04
5.840000000000000000e+11 1.139609043941847449e+04 1.012644909741994161e+04
5.850000000000000000e+11 1.141204576215766429e+04 1.013054291168260352e+04
5.860000000000000000e+11 1.142800108493049265e+04 1.013463176188866601e+04
5.870000000000000000e+11 1.144395640774407002e+04 1.013871566368279855e+04
5.880000000000000000e+11 1.145991173059683570e+04 1.014279463267815663e+04
5.890000000000000000e+11 1.147586705349713702e+04 1.014686868436278746e+04
5.900000000000000000e+11 1.149182237649043236e+04 1.015093783414592690e+04
5.910000000000000000e+11 1.150777769962165621e+04 1.015500209736188481e+04
5.920000000000000000e+11 1.152373302292889275e+04 1.015906148927072354e+04
5.930000000000000000e+11 1.153968834644323942e+04 1.016311602505879091e+04
5.940000000000000000e+11 1.155564367018915618e+04 1.016716571983932954e+04
5.950000000000000000e+11 1.157159899418431633e+04 1.017121058865305895e+04
5.960000000000000000e+11 1.158755431843978295e+04 1.017525064646874853e+04
5.970000000000000000e+11 1.160350964295992162e+04 1.017928590818385055e+04
5.980000000000000000e+11 1.161946496774193292e+04 1.018331638862504406e+04
5.990000000000000000e+11 1.163542029277538677e+04 1.018734210254885875e+04
6.000000000000000000e+11 1.165137561804193319e+04 1.019136306464223526e+04
6.010000000000000000e+11 1.166733094328863808e+04 1.019537928952315269e+04
6.020000000000000000e+11 1.168328626828822598e+04 1.019939079173161736e+04
6.030000000000000000e+11 1.169924159295610298e+04 1.020339758562017960e+04
6.040000000000000000e+11 1.171519691734977096e+04 1.020739968553673316e+04
6.050000000000000000e+11 1.173115224155389114e+04 1.021139710579329767e+04
6.060000000000000000e+11 1.174710756563735049e+04 1.021538986063264201e+04
6.070000000000000000e+11 1.176306288965923341e+04 1.021937796422870269e+04
6.080000000000000000e+11 1.177901821366848344e+04 1.022336143068703677e+04
6.090000000000000000e+11 1.179497353770389600e+04 1.022734027404933477e+04
6.100000000000000000e+11 1.181092886179404377e+04 1.023131450833609961e+04
6.110000000000000000e+11 1.182688418595714938e+04 1.023528414747540592e+04
6.120000000000000000e+11 1.184283951020109635e+04 1.023924920531739372e+04
6.130000000000000000e+11 1.185879483452351997e+04 1.024320969564715233e+04
6.140000000000000000e+11 1.187475015891185285e+04 1.024716563218529336e+04
6.150000000000000000e+11 1.189070548334367049e+04 1.025111702858837998e+04
6.160000000000000000e+11 1.190666080778696778e+04 1.025506389844939258e+04
6.170000000000000000e+11 1.192261613220052277e+04 1.025900625529824902e+04
6.180000000000000000e+11 1.193857145653463340e+04 1.026294411260227935e+04
6.190000000000000000e+11 1.195452678073425523e+04 1.026687748376671698e+04
6.200000000000000000e+11 1.197048210479559384e+04 1.027080638213513885e+04
6.210000000000000000e+11 1.198643742876581564e+04 1.027473082099002386e+04
6.220000000000000000e+11 1.200239275268816164e+04 1.027865081355316943e+04
6.230000000000000000e+11 1.201834807659907165e+04 1.028256637298620990e+04
6.240000000000000000e+11 1.203430340052735301e+04 1.028647751239110585e+04
6.250000000000000000e+11 1.205025872449315648e+04 1.029038424473614214e+04
6.260000000000000000e+11 1.206621404850727049e+04 1.029428658286507380e+04
6.270000000000000000e+11 1.208216937256652091e+04 1.029818453967198730e+04
6.280000000000000000e+11 1.209812469661856449e+04 1.030207812799292697e+04
6.290000000000000000e+11 1.211408002056734949e+04 1.030596736060450166e+04
6.300000000000000000e+11 1.213003534413298257e+04 1.030985225022430677e+04
6.310000000000000000e+11 1.214599066720721567e+04 1.031373280951131346e+04
6.320000000000000000e+11 1.216194598984155346e+04 1.031760905110542262e+04
6.330000000000000000e+11 1.217790131221763113e+04 1.032148098759527238e+04
6.340000000000000000e+11 1.219385663427373402e+04 1.032534863147797114e+04
6.350000000000000000e+11 1.220981195594859855e+04 1.032921199519447327e+04
6.360000000000000000e+11 1.222576727728128935e+04 1.033307109112996477e+04
6.370000000000000000e+11 1.224172259838756327e+04 1.033692593161432160e+04
6.380000000000000000e+11 1.225767791937565016e+04 1.034077652892253354e+04
6.390000000000000000e+11 1.227363324034338257e+04 1.034462289527516987e+04
6.400000000000000000e+11 1.228958856137807379e+04 1.034846504283878676e+04
6.410000000000000000e+11 1.230554388255627237e+04 1.035230298372639845e+04
6.420000000000000000e+11 1.232149920394360197e+04 1.035613672999790469e+04
6.430000000000000000e+11 1.233745452559474506e+04 1.035996629366052366e+04
6.440000000000000000e+11 1.235340984755338104e+04 1.036379168666925216e+04
6.450000000000000000e+11 1.236936516985241178e+04 1.036761292092732583e+04
6.460000000000000000e+11 1.238532049251412536e+04 1.037143000828661388e+04
6.470000000000000000e+11 1.240127581555052893e+04 1.037524296054811748e+04
6.480000000000000000e+11 1.241723113896395262e+04 1.037905178946241358e+04
6.490000000000000000e+11 1.243318646274767161e+04 1.038285650673008058e+04
6.500000000000000000e+11 1.244914178688675747e+04 1.038665712400216034e+04
6.510000000000000000e+11 1.246509711135928410e+04 1.039045365288065477e+04
6.520000000000000000e+11 1.248105243614755091e+04 1.039424610491889143e+04
6.530000000000000000e+11 1.249700776124935692e+04 1.039803449162208562e+04
6.540000000000000000e+11 1.251296308665917422e+04 1.040181882444772600e+04
6.550000000000000000e+11 1.252891841236698565e+04 1.040559911458423994e+04
6.560000000000000000e+11 1.254487373836044753e+04 1.040937537309722939e+04
6.570000000000000000e+11 1.256082906472219292e+04 1.041314761123218341e+04
6.580000000000000000e+11 1.257678439146854907e+04 1.041691584018404501e+04
6.590000000000000000e+11 1.259273971850031012e+04 1.042068007109714927e+04
6.600000000000000000e+11 1.260869504577226144e+04 1.042444031506557076e+04
6.610000000000000000e+11 1.262465037322765966e+04 1.042819658314799017e+04
6.620000000000000000e+11 1.264060570078531055e+04 1.043194888647668267e+04
6.630000000000000000e+11 1.265656102836351056e+04 1.043569723605145373e+04
6.640000000000000000e+11 1.267251635588196950e+04 1.043944164279547476e+04
6.650000000000000000e+11 1.268847168325432540e+04 1.044318211758490907e+04
6.660000000000000000e+11 1.270442701038745508e+04 1.044691867124919736e+04
6.670000000000000000e+11 1.272038233718160518e+04 1.045065131457138341e+04
6.680000000000000000e+11 1.273633766353269129e+04 1.045438005828850146e+04
6.690000000000000000e+11 1.275229298941537672e+04 1.045810491309186909e+04
6.700000000000000000e+11 1.276824831490297584e+04 1.046182588962746922e+04
6.710000000000000000e+11 1.278420364006734781e+04 1.046554299849624840e+04
6.720000000000000000e+11 1.280015896497187350e+04 1.046925625025448971e+04
6.730000000000000000e+11 1.281611428967158281e+04 1.047296565541416021e+04
6.740000000000000000e+11 1.283206961421292181e+04 1.047667122444319466e+04
6.750000000000000000e+11 1.284802493863376367e+04 1.048037296776593757e+04
6.760000000000000000e+11 1.286398026296326316e+04 1.048407089576338876e+04
6.770000000000000000e+11 1.287993558722182570e+04 1.048776501877361443e+04
6.780000000000000000e+11 1.289589091142106736e+04 1.049145534709205822e+04
6.790000000000000000e+11 1.291184623556369115e+04 1.049514189097191047e+04
6.800000000000000000e+11 1.292780155964340702e+04 1.049882466062443200e+04
6.810000000000000000e+11 1.294375688364497364e+04 1.050250366621933790e+04
6.820000000000000000e+11 1.295971220754454953e+04 1.050617891788510678e+04
6.830000000000000000e+11 1.297566753131003497e+04 1.050985042570936639e+04
6.840000000000000000e+11 1.299162285489606438e+04 1.051351819973851889e+04
6.850000000000000000e+11 1.300757817825225357e+04 1.051718224979967090e+04
6.860000000000000000e+11 1.302353350145784134e+04 1.052084258568890436e+04
6.870000000000000000e+11 1.303948882456757747e+04 1.052449921728596019e+04
6.880000000000000000e+11 1.305544414762912129e+04 1.052815215442814042e+04
6.890000000000000000e+11 1.307139947069268055e+04 1.053180140691055749e+04
6.900000000000000000e+11 1.308735479380062679e+04 1.053544698448632698e+04
6.910000000000000000e+11 1.310331011698735892e+04 1.053908889690570686e+04
6.920000000000000000e+11 1.311926544027819546e+04 1.054272715392471764e+04
6.930000000000000000e+11 1.313522076369174283e+04 1.054636176519140463e+04
6.940000000000000000e+11 1.315117608723924786e+04 1.054999274031198183e+04
6.950000000000000000e+11 1.316713141092429032e+04 1.055362008885309479e+04
6.960000000000000000e+11 1.318308673474296120e+04 1.055724382034203882e+04
6.970000000000000000e+11 1.319904205868372810e+04 1.056086394426710467e+04
6.980000000000000000e+11 1.321499738272740797e+04 1.056448047007777495e+04
6.990000000000000000e+11 1.323095270684720163e+04 1.056809340718506428e+04
7.000000000000000000e+11 1.324690803100864105e+04 1.057170276496173392e+04
7.010000000000000000e+11 1.326286335516955842e+04 1.057530855274260102e+04
7.020000000000000000e+11 1.327881867928006432e+04 1.057891077982479874e+04
7.030000000000000000e+11 1.329477400328299336e+04 1.058250945546804724e+04
7.040000000000000000e+11 1.331072932715479328e+04 1.058610458889492656e+04
7.050000000000000000e+11 1.332668465093632221e+04 1.058969618929115313e+04
7.060000000000000000e+11 1.334263997466776891e+04 1.059328426580588712e+04
7.070000000000000000e+11 1.335859529838184608e+04 1.059686882755190527e+04
7.080000000000000000e+11 1.337455062210359756e+04 1.060044988360602474e+04
7.090000000000000000e+11 1.339050594585007093e+04 1.060402744300925406e+04
7.100000000000000000e+11 1.340646126963103598e+04 1.060760151476714236e+04
7.110000000000000000e+11 1.342241659345323933e+04 1.061117210785002499e+04
7.120000000000000000e+11 1.343837191734025873e+04 1.061473923119329265e+04
7.130000000000000000e+11 1.345432724138653248e+04 1.061830289369773345e+04
7.140000000000000000e+11 1.347028256566729578e+04 1.062186310422624047e+04
7.150000000000000000e+11 1.348623789010283508e+04 1.062541987144830819e+04
7.160000000000000000e+11 1.350219321461879008e+04 1.062897320404745733e+04
7.170000000000000000e+11 1.351814853918772315e+04 1.063252311075061152e+04
7.180000000000000000e+11 1.353410386377350915e+04 1.063606960024878572e+04
7.190000000000000000e+11 1.355005918833294163e+04 1.063961268119727902e+04
7.200000000000000000e+11 1.356601451281587651e+04 1.064315236221802297e+04
7.210000000000000000e+11 1.358196983716526665e+04 1.064668865195992475e+04
7.220000000000000000e+11 1.359792516133300524e+04 1.065022155901259430e+04
7.230000000000000000e+11 1.361388048535008056e+04 1.065375109190473086e+04
7.240000000000000000e+11 1.362983580926953073e+04 1.065727725913121685e+04
7.250000000000000000e+11 1.364579113313785456e+04 1.066080006915334525e+04
7.260000000000000000e+11 1.366174645699498979e+04 1.066431953039902510e+04
7.270000000000000000e+11 1.367770178087438762e+04 1.066783565126300891e+04
7.280000000000000000e+11 1.369365710480296002e+04 1.067134844010711095e+04
7.290000000000000000e+11 1.370961242880106147e+04 1.067485790526040000e+04
7.300000000000000000e+11 1.372556775288243443e+04 1.067836405501942681e+04
7.310000000000000000e+11 1.374152307705425665e+04 1.068186689764846233e+04
7.320000000000000000e+11 1.375747840131693192e+04 1.068536644137969051e+04
7.330000000000000000e+11 1.377343372566418111e+04 1.068886269441340119e+04
7.340000000000000000e+11 1.378938905008266374e+04 1.069235566491828286e+04
7.350000000000000000e+11 1.380534437455137049e+04 1.069584536103158098e+04
7.360000000000000000e+11 1.382129969904138852e+04 1.069933179085929623e+04
7.370000000000000000e+11 1.383725502351723662e+04 1.070281496247648101e+04
7.380000000000000000e+11 1.385321034793699437e+04 1.070629488392736130e+04
7.390000000000000000e+11 1.386916567224767823e+04 1.070977156322566407e+04
7.400000000000000000e+11 1.388512099638742257e+04 1.071324500835473737e+04
7.410000000000000000e+11 1.390107632031431967e+04 1.071671522726782678e+04
7.420000000000000000e+11 1.391703164410412319e+04 1.072018222788827552e+04
7.430000000000000000e+11 1.393298696786919027e+04 1.072364601810975728e+04
7.440000000000000000e+11 1.394894229155950597e+04 1.072710660579001706e+04
7.450000000000000000e+11 1.396489761520751017e+04 1.073056399863566548e+04
7.460000000000000000e+11 1.398085293884764178e+04 1.073401820438301002e+04
7.470000000000000000e+11 1.399680826250767859e+04 1.073746923078171858e+04
7.480000000000000000e+11 1.401276358620888459e+04 1.074091708555099467e+04
7.490000000000000000e+11 1.402871890996592265e+04 1.074436177637972833e+04
7.500000000000000000e+11 1.404467423378684180e+04 1.074780331093942186e+04
7.510000000000000000e+11 1.406062955767312633e+04 1.075124169691205861e+04
7.520000000000000000e+11 1.407658488161962487e+04 1.075467694191098417e+04
7.530000000000000000e+11 1.409254020561462312e+04 1.075810905351587098e+04
7.540000000000000000e+11 1.410849552963978931e+04 1.076153803927755689e+04
7.550000000000000000e+11 1.412445085367024876e+04 1.076496390671819063e+04
7.560000000000000000e+11 1.414040617767463118e+04 1.076838666333141919e+04
7.570000000000000000e+11 1.415636150161507430e+04 1.077180631658254970e+04
7.580000000000000000e+11 1.417231682544735668e+04 1.077522287390874226e+04
7.590000000000000000e+11 1.418827214912092677e+04 1.077863634271917181e+04
7.600000000000000000e+11 1.420422747257938863e+04 1.078204673039521731e+04
7.610000000000000000e+11 1.422018279579551927e+04 1.078545404429060363e+04
7.620000000000000000e+11 1.423613811880397589e+04 1.078885829173162711e+04
7.630000000000000000e+11 1.425209344164137292e+04 1.079225948001726647e+04
7.640000000000000000e+11 1.426804876433523714e+04 1.079565761641941754e+04
7.650000000000000000e+11 1.428400408690382392e+04 1.079905270818305689e+04
7.660000000000000000e+11 1.429995940936024272e+04 1.080244476252636741e+04
7.670000000000000000e+11 1.431591473173908162e+04 1.080583378664097836e+04
7.680000000000000000e+11 1.433187005409344783e+04 1.080921978769211273e+04
7.690000000000000000e+11 1.434782537649957521e+04 1.081260277281874733e+04
7.700000000000000000e+11 1.436378069897654859e+04 1.081598274913383102e+04
7.710000000000000000e+11 1.437973602153138563e+04 1.081935972372442848e+04
