pressure[Pa] solidus[K] liquidus[K]
1.360000000000000000e+11 4.248105196353464635e+03 4.661248933829553607e+03
1.370000000000000000e+11 4.264060513018356687e+03 4.678809189115622758e+03
1.380000000000000000e+11 4.280015828689664886e+03 4.696369654978706421e+03
1.390000000000000000e+11 4.295971144278144493e+03 4.713930330393388431e+03
1.400000000000000000e+11 4.311926461270168147e+03 4.731491214656082775e+03
1.410000000000000000e+11 4.327881781827478335e+03 4.749052307314515019e+03
1.420000000000000000e+11 4.343837104975592410e+03 4.766613608522095092e+03
1.430000000000000000e+11 4.359792430547296135e+03 4.784175118457605095e+03
1.440000000000000000e+11 4.375747759087168561e+03 4.801736835784491632e+03
1.450000000000000000e+11 4.391703090402712405e+03 4.819298759927390165e+03
1.460000000000000000e+11 4.407658423790179768e+03 4.836860890557362836e+03
1.470000000000000000e+11 4.423613758610834338e+03 4.854423227197732558e+03
1.480000000000000000e+11 4.439569094589523047e+03 4.871985769684511979e+03
1.490000000000000000e+11 4.455524431445939626e+03 4.889548518940316171e+03
1.500000000000000000e+11 4.471479769221287825e+03 4.907111475873708514e+03
1.510000000000000000e+11 4.487435106064120191e+03 4.924674638307326859e+03
1.520000000000000000e+11 4.503390440469592249e+03 4.942238005603034253e+03
1.530000000000000000e+11 4.519345771625330599e+03 4.959801577358413851e+03
1.540000000000000000e+11 4.535301099538225571e+03 4.977365352922214697e+03
1.550000000000000000e+11 4.551256424707781662e+03 4.994929332180561687e+03
1.560000000000000000e+11 4.567211747646826552e+03 5.012493515589563685e+03
1.570000000000000000e+11 4.583167069084119248e+03 5.030057903761357011e+03
1.580000000000000000e+11 4.599122389957795349e+03 5.047622495726684065e+03
1.590000000000000000e+11 4.615077711317653666e+03 5.065187290319649037e+03
1.600000000000000000e+11 4.631033032954815098e+03 5.082752286809647558e+03
1.610000000000000000e+11 4.646988354752147643e+03 5.100317484432836864e+03
1.620000000000000000e+11 4.662943677074510560e+03 5.117882882961773248e+03
1.630000000000000000e+11 4.678898999957899832e+03 5.135448482462689753e+03
1.640000000000000000e+11 4.694854323319857031e+03 5.153014283493418588e+03
1.650000000000000000e+11 4.710809647025794220e+03 5.170580285333705433e+03
1.660000000000000000e+11 4.726764970975376855e+03 5.188146486238163561e+03
1.670000000000000000e+11 4.742720295562648971e+03 5.205712885105235728e+03
