radius[km] solidus[K] liquidus[K]
5060.85873537354 3122.02843435473 3933.65090618365
5061.14577857786 3121.79145685445 3933.29416098579
5061.43282178218 3121.55445353397 3932.93736895718
5061.7198649865 3121.3174243933 3932.58053009783
5062.00690819082 3121.08036943243 3932.22364440772
5062.29395139514 3120.84328865137 3931.86671188688
5062.58099459946 3120.60618205011 3931.50973253528
5062.86803780378 3120.36904962866 3931.15270635294
5063.1550810081 3120.13189138701 3930.79563333985
5063.44212421242 3119.89470732516 3930.43851349601
5063.72916741674 3119.65749744312 3930.08134682143
5064.01621062106 3119.42026174088 3929.7241333161
5064.30325382538 3119.18300021845 3929.36687298002
5064.5902970297 3118.94571287582 3929.0095658132
5064.87734023402 3118.708399713 3928.65221181563
5065.16438343834 3118.47106072998 3928.29481098731
5065.45142664266 3118.23369592677 3927.93736332825
5065.73846984698 3117.99630530336 3927.57986883844
5066.02551305131 3117.75888885975 3927.22232751788
5066.31255625563 3117.52144659595 3926.86473936658
5066.59959945995 3117.28397851196 3926.50710438453
5066.88664266427 3117.04648460776 3926.14942257173
5067.17368586859 3116.80896488338 3925.79169392819
5067.46072907291 3116.57141933879 3925.4339184539
5067.74777227723 3116.33384797402 3925.07609614886
5068.03481548155 3116.09625078904 3924.71822701308
5068.32185868587 3115.85862778387 3924.36031104655
5068.60890189019 3115.62097895851 3924.00234824927
5068.89594509451 3115.38330431295 3923.64433862124
5069.18298829883 3115.14560384719 3923.28628216247
5069.47003150315 3114.90787756124 3922.92817887296
5069.75707470747 3114.6701254551 3922.57002875269
5070.04411791179 3114.43234752875 3922.21183180168
5070.33116111611 3114.19454378222 3921.85358801992
5070.61820432043 3113.95671421548 3921.49529740742
5070.90524752475 3113.71885882855 3921.13695996417
5071.19229072907 3113.48097762143 3920.77857569017
5071.47933393339 3113.24307059411 3920.42014458542
5071.76637713771 3113.00513774659 3920.06166664993
5072.05342034203 3112.76717907888 3919.70314188369
5072.34046354635 3112.52919459098 3919.34457028671
5072.62750675067 3112.29118428288 3918.98595185898
5072.914549955 3112.05314815458 3918.6272866005
5073.20159315932 3111.81508620609 3918.26857451127
5073.48863636364 3111.5769984374 3917.9098155913
5073.77567956796 3111.33888484852 3917.55100984058
5074.06272277228 3111.10074543944 3917.19215725911
5074.3497659766 3110.86258021016 3916.8332578469
5074.63680918092 3110.62438916069 3916.47431160394
5074.92385238524 3110.38617229102 3916.11531853024
5075.21089558956 3110.14792960116 3915.75627862578
5075.49793879388 3109.90966109111 3915.39719189059
5075.7849819982 3109.67136676086 3915.03805832464
5076.07202520252 3109.43304661041 3914.67887792795
5076.35906840684 3109.19470063976 3914.31965070051
5076.64611161116 3108.95632884893 3913.96037664232
5076.93315481548 3108.71793123789 3913.60105575339
5077.2201980198 3108.47950780666 3913.24168803371
5077.50724122412 3108.24105855524 3912.88227348328
5077.79428442844 3108.00258348362 3912.52281210211
5078.08132763276 3107.7640825918 3912.16330389019
5078.36837083708 3107.52555587979 3911.80374884752
5078.6554140414 3107.28700334758 3911.44414697411
5078.94245724572 3107.04842499518 3911.08449826995
5079.22950045004 3106.80982082258 3910.72480273504
5079.51654365437 3106.57119082979 3910.36506036939
5079.80358685869 3106.3325350168 3910.00527117299
5080.09063006301 3106.09385338361 3909.64543514584
5080.37767326733 3105.85514593023 3909.28555228795
5080.66471647165 3105.61641265666 3908.9256225993
5080.95175967597 3105.37765356288 3908.56564607992
5081.23880288029 3105.13886864892 3908.20562272978
5081.52584608461 3104.90005791476 3907.8455525489
5081.81288928893 3104.6612213604 3907.48543553727
5082.09993249325 3104.42235898585 3907.1252716949
5082.38697569757 3104.1834707911 3906.76506102178
5082.67401890189 3103.94455677615 3906.40480351791
5082.96106210621 3103.70561694101 3906.0444991833
5083.24810531053 3103.46665128568 3905.68414801793
5083.53514851485 3103.22765981015 3905.32375002183
5083.82219171917 3102.98864251442 3904.96330519497
5084.10923492349 3102.7495993985 3904.60281353737
5084.39627812781 3102.51053046238 3904.24227504902
5084.68332133213 3102.27143570607 3903.88168972993
5084.97036453645 3102.03231512956 3903.52105758008
5085.25740774077 3101.79316873286 3903.1603785995
5085.54445094509 3101.55399651596 3902.79965278816
5085.83149414941 3101.31479847886 3902.43888014608
5086.11853735374 3101.07557462157 3902.07806067325
5086.40558055806 3100.83632494409 3901.71719436967
5086.69262376238 3100.5970494464 3901.35628123535
5086.9796669667 3100.35774812853 3900.99532127028
5087.26671017102 3100.11842099046 3900.63431447447
5087.55375337534 3099.87906803219 3900.2732608479
5087.84079657966 3099.63968925372 3899.91216039059
5088.12783978398 3099.40028465507 3899.55101310254
5088.4148829883 3099.16085423621 3899.18981898374
5088.70192619262 3098.92139799716 3898.82857803419
5088.98896939694 3098.68191593792 3898.46729025389
5089.27601260126 3098.44240805848 3898.10595564285
5089.56305580558 3098.20287435884 3897.74457420106
5089.8500990099 3097.96331483901 3897.38314592852
5090.13714221422 3097.72372949898 3897.02167082524
5090.42418541854 3097.48411833876 3896.66014889121
5090.71122862286 3097.24448135834 3896.29858012643
5090.99827182718 3097.00481855773 3895.93696453091
5091.2853150315 3096.76512993692 3895.57530210464
5091.57235823582 3096.52541549591 3895.21359284762
5091.85940144014 3096.28567523471 3894.85183675986
5092.14644464446 3096.04590915332 3894.49003384135
5092.43348784879 3095.80611725172 3894.12818409209
5092.72053105311 3095.56629952994 3893.76628751208
5093.00757425743 3095.32645598795 3893.40434410133
5093.29461746175 3095.08658662578 3893.04235385984
5093.58166066607 3094.8466914434 3892.68031678759
5093.86870387039 3094.60677044084 3892.3182328846
5094.15574707471 3094.36682361807 3891.95610215086
5094.44279027903 3094.12685097511 3891.59392458638
5094.72983348335 3093.88685251196 3891.23170019115
5095.01687668767 3093.6468282286 3890.86942896517
5095.30391989199 3093.40677812506 3890.50711090845
5095.59096309631 3093.16670220132 3890.14474602097
5095.87800630063 3092.92660045738 3889.78233430276
5096.16504950495 3092.68647289325 3889.41987575379
5096.45209270927 3092.44631950892 3889.05737037408
5096.73913591359 3092.20614030439 3888.69481816362
5097.02617911791 3091.96593527968 3888.33221912242
5097.31322232223 3091.72570443476 3887.96957325046
5097.60026552655 3091.48544776965 3887.60688054777
5097.88730873087 3091.24516528434 3887.24414101432
5098.17435193519 3091.00485697884 3886.88135465013
5098.46139513951 3090.76452285315 3886.51852145519
5098.74843834383 3090.52416290725 3886.1556414295
5099.03548154816 3090.28377714117 3885.79271457307
5099.32252475248 3090.04336555488 3885.42974088589
5099.6095679568 3089.8029281484 3885.06672036797
5099.89661116112 3089.56246492173 3884.70365301929
5100.18365436544 3089.32197587486 3884.34053883988
5100.47069756976 3089.08146100779 3883.97737782971
5100.75774077408 3088.84092032053 3883.6141699888
5101.0447839784 3088.60035381308 3883.25091531714
5101.33182718272 3088.35976148542 3882.88761381473
5101.61887038704 3088.11914333758 3882.52426548158
5101.90591359136 3087.87849936954 3882.16087031768
5102.19295679568 3087.6378295813 3881.79742832303
5102.48 3087.39713397286 3881.43393949764
5102.76704320432 3087.15641254423 3881.0704038415
5103.05408640864 3086.91566529541 3880.70682135461
5103.34112961296 3086.67489222639 3880.34319203698
5103.62817281728 3086.43409333717 3879.9795158886
5103.9152160216 3086.19326862776 3879.61579290947
5104.20225922592 3085.95241809815 3879.2520230996
5104.48930243024 3085.71154174835 3878.88820645898
5104.77634563456 3085.47063957835 3878.52434298761
5105.06338883888 3085.22971158816 3878.1604326855
5105.3504320432 3084.98875777777 3877.79647555264
5105.63747524752 3084.74777814719 3877.43247158903
5105.92451845184 3084.50677269641 3877.06842079467
5106.21156165617 3084.26574142543 3876.70432316957
5106.49860486049 3084.02468433426 3876.34017871372
5106.78564806481 3083.7836014229 3875.97598742713
5107.07269126913 3083.54249269133 3875.61174930979
5107.35973447345 3083.30135813958 3875.2474643617
5107.64677767777 3083.06019776762 3874.88313258287
5107.93382088209 3082.81901157547 3874.51875397329
5108.22086408641 3082.57779956313 3874.15432853296
5108.50790729073 3082.33656173059 3873.78985626188
5108.79495049505 3082.09529807786 3873.42533716006
5109.08199369937 3081.85400860493 3873.06077122749
5109.36903690369 3081.6126933118 3872.69615846418
5109.65608010801 3081.37135219848 3872.33149887012
5109.94312331233 3081.12998526496 3871.96679244531
5110.23016651665 3080.88859251125 3871.60203918975
5110.51720972097 3080.64717393734 3871.23723910345
5110.80425292529 3080.40572954324 3870.8723921864
5111.09129612961 3080.16425932894 3870.50749843861
5111.37833933393 3079.92276329444 3870.14255786006
5111.66538253825 3079.68124143975 3869.77757045077
5111.95242574257 3079.43969376487 3869.41253621074
5112.23946894689 3079.19812026979 3869.04745513996
5112.52651215122 3078.95652095451 3868.68232723843
5112.81355535554 3078.71489581904 3868.31715250615
5113.10059855986 3078.47324486337 3867.95193094313
5113.38764176418 3078.23156808751 3867.58666254936
5113.6746849685 3077.98986549145 3867.22134732484
5113.96172817282 3077.7481370752 3866.85598526958
5114.24877137714 3077.50638283875 3866.49057638357
5114.53581458146 3077.2646027821 3866.12512066681
5114.82285778578 3077.02279690526 3865.75961811931
5115.1099009901 3076.78096520823 3865.39406874106
5115.39694419442 3076.53910769099 3865.02847253206
5115.68398739874 3076.29722435357 3864.66282949232
5115.97103060306 3076.05531519595 3864.29713962183
5116.25807380738 3075.81338021813 3863.93140292059
5116.5451170117 3075.57141942011 3863.56561938861
5116.83216021602 3075.32943280191 3863.19978902588
5117.11920342034 3075.0874203635 3862.8339118324
5117.40624662466 3074.8453821049 3862.46798780818
5117.69328982898 3074.6033180261 3862.10201695321
5117.9803330333 3074.36122812711 3861.73599926749
5118.26737623762 3074.11911240793 3861.36993475103
5118.55441944194 3073.87697086855 3861.00382340382
5118.84146264626 3073.63480350897 3860.63766522586
5119.12850585059 3073.3926103292 3860.27146021715
5119.41554905491 3073.15039132923 3859.9052083777
5119.70259225923 3072.90814650906 3859.5389097075
5119.98963546355 3072.6658758687 3859.17256420656
5120.27667866787 3072.42357940815 3858.80617187487
5120.56372187219 3072.1812571274 3858.43973271243
5120.85076507651 3071.93890902645 3858.07324671924
5121.13780828083 3071.69653510531 3857.70671389531
5121.42485148515 3071.45413536397 3857.34013424064
5121.71189468947 3071.21170980244 3856.97350775521
5121.99893789379 3070.96925842071 3856.60683443904
5122.28598109811 3070.72678121879 3856.24011429212
5122.57302430243 3070.48427819667 3855.87334731445
5122.86006750675 3070.24174935436 3855.50653350604
5123.14711071107 3069.99919469185 3855.13967286688
5123.43415391539 3069.75661420914 3854.77276539698
5123.72119711971 3069.51400790624 3854.40581109633
5124.00824032403 3069.27137578314 3854.03880996493
5124.29528352835 3069.02871783985 3853.67176200278
5124.58232673267 3068.78603407636 3853.30466720989
5124.86936993699 3068.54332449268 3852.93752558625
5125.15641314131 3068.3005890888 3852.57033713186
5125.44345634563 3068.05782786473 3852.20310184673
5125.73049954996 3067.81504082046 3851.83581973085
5126.01754275428 3067.57222795599 3851.46849078423
5126.3045859586 3067.32938927133 3851.10111500685
5126.59162916292 3067.08652476648 3850.73369239873
5126.87867236724 3066.84363444143 3850.36622295987
5127.16571557156 3066.60071829618 3849.99870669025
5127.45275877588 3066.35777633074 3849.63114358989
5127.7398019802 3066.1148085451 3849.26353365879
5128.02684518452 3065.87181493926 3848.89587689693
5128.31388838884 3065.62879551324 3848.52817330433
5128.60093159316 3065.38575026701 3848.16042288099
5128.88797479748 3065.14267920059 3847.79262562689
5129.1750180018 3064.89958231397 3847.42478154205
5129.46206120612 3064.65645960716 3847.05689062646
5129.74910441044 3064.41331108016 3846.68895288013
5130.03614761476 3064.17013673296 3846.32096830305
5130.32319081908 3063.92693656556 3845.95293689522
5130.6102340234 3063.68371057797 3845.58485865665
5130.89727722772 3063.44045877018 3845.21673358733
5131.18432043204 3063.19718114219 3844.84856168726
5131.47136363636 3062.95387769401 3844.48034295645
5131.75840684068 3062.71054842564 3844.11207739489
5132.045450045 3062.46719333707 3843.74376500258
5132.33249324933 3062.2238124283 3843.37540577952
5132.61953645365 3061.98040569934 3843.00699972572
5132.90657965797 3061.73697315018 3842.63854684117
5133.19362286229 3061.49351478083 3842.27004712588
5133.48066606661 3061.25003059128 3841.90150057984
5133.76770927093 3061.00652058154 3841.53290720305
5134.05475247525 3060.7629847516 3841.16426699551
5134.34179567957 3060.51942310146 3840.79557995723
5134.62883888389 3060.27583563114 3840.4268460882
5134.91588208821 3060.03222234061 3840.05806538843
5135.20292529253 3059.78858322989 3839.68923785791
5135.48996849685 3059.54491829897 3839.32036349664
5135.77701170117 3059.30122754786 3838.95144230462
5136.06405490549 3059.05751097655 3838.58247428186
5136.35109810981 3058.81376858505 3838.21345942835
5136.63814131413 3058.57000037335 3837.8443977441
5136.92518451845 3058.32620634146 3837.47528922909
5137.21222772277 3058.08238648937 3837.10613388334
5137.49927092709 3057.83854081708 3836.73693170685
5137.78631413141 3057.5946693246 3836.3676826996
5138.07335733573 3057.35077201193 3835.99838686162
5138.36040054005 3057.10684887905 3835.62904419288
5138.64744374437 3056.86289992599 3835.2596546934
5138.93448694869 3056.61892515272 3834.89021836317
5139.22153015302 3056.37492455927 3834.52073520219
5139.50857335734 3056.13089814561 3834.15120521047
5139.79561656166 3055.88684591176 3833.781628388
5140.08265976598 3055.64276785772 3833.41200473478
5140.3697029703 3055.39866398348 3833.04233425082
5140.65674617462 3055.15453428904 3832.67261693611
5140.94378937894 3054.91037877441 3832.30285279065
5141.23083258326 3054.66619743959 3831.93304181445
5141.51787578758 3054.42199028456 3831.5631840075
5141.8049189919 3054.17775730935 3831.1932793698
5142.09196219622 3053.93349851393 3830.82332790136
5142.37900540054 3053.68921389832 3830.45332960217
5142.66604860486 3053.44490346252 3830.08328447223
5142.95309180918 3053.20056720652 3829.71319251154
5143.2401350135 3052.95620513032 3829.34305372011
5143.52717821782 3052.71181723393 3828.97286809794
5143.81422142214 3052.46740351735 3828.60263564501
5144.10126462646 3052.22296398057 3828.23235636134
5144.38830783078 3051.97849862359 3827.86203024692
5144.6753510351 3051.73400744642 3827.49165730176
5144.96239423942 3051.48949044905 3827.12123752585
5145.24943744374 3051.24494763148 3826.75077091919
5145.53648064806 3051.00037899373 3826.38025748178
5145.82352385239 3050.75578453577 3826.00969721363
5146.11056705671 3050.51116425762 3825.63909011473
5146.39761026103 3050.26651815928 3825.26843618509
5146.68465346535 3050.02184624073 3824.8977354247
5146.97169666967 3049.777148502 3824.52698783356
5147.25873987399 3049.53242494307 3824.15619341167
5147.54578307831 3049.28767556394 3823.78535215904
5147.83282628263 3049.04290036461 3823.41446407566
5148.11986948695 3048.7980993451 3823.04352916154
5148.40691269127 3048.55327250538 3822.67254741667
5148.69395589559 3048.30841984547 3822.30151884105
5148.98099909991 3048.06354136537 3821.93044343468
5149.26804230423 3047.81863706507 3821.55932119757
5149.55508550855 3047.57370694457 3821.18815212971
5149.84212871287 3047.32875100388 3820.8169362311
5150.12917191719 3047.08376924299 3820.44567350175
5150.41621512151 3046.83876166191 3820.07436394165
5150.70325832583 3046.59372826063 3819.7030075508
5150.99030153015 3046.34866903916 3819.33160432921
5151.27734473447 3046.10358399749 3818.96015427687
5151.56438793879 3045.85847313562 3818.58865739379
5151.85143114311 3045.61333645356 3818.21711367995
5152.13847434744 3045.36817395131 3817.84552313537
5152.42551755176 3045.12298562886 3817.47388576005
5152.71256075608 3044.87777148621 3817.10220155397
5152.9996039604 3044.63253152337 3816.73047051715
5153.28664716472 3044.38726574033 3816.35869264959
5153.57369036904 3044.1419741371 3815.98686795127
5153.86073357336 3043.89665671367 3815.61499642221
5154.14777677768 3043.65131347004 3815.2430780624
5154.434819982 3043.40594440622 3814.87111287185
5154.72186318632 3043.16054952221 3814.49910085055
5155.00890639064 3042.915128818 3814.1270419985
5155.29594959496 3042.66968229359 3813.75493631571
5155.58299279928 3042.42420994899 3813.38278380217
5155.8700360036 3042.17871178419 3813.01058445788
5156.15707920792 3041.9331877992 3812.63833828285
5156.44412241224 3041.68763799401 3812.26604527707
5156.73116561656 3041.44206236863 3811.89370544054
5157.01820882088 3041.19646092305 3811.52131877326
5157.3052520252 3040.95083365727 3811.14888527524
5157.59229522952 3040.7051805713 3810.77640494648
5157.87933843384 3040.45950166514 3810.40387778696
5158.16638163816 3040.21379693878 3810.0313037967
5158.45342484248 3039.96806639222 3809.65868297569
5158.74046804681 3039.72231002547 3809.28601532394
5159.02751125113 3039.47652783852 3808.91330084143
5159.31455445545 3039.23071983138 3808.54053952819
5159.60159765977 3038.98488600404 3808.16773138419
5159.88864086409 3038.7390263565 3807.79487640945
5160.17568406841 3038.49314088877 3807.42197460396
5160.46272727273 3038.24722960085 3807.04902596772
5160.74977047705 3038.00129249273 3806.67603050074
5161.03681368137 3037.75532956441 3806.30298820301
5161.32385688569 3037.5093408159 3805.92989907454
5161.61090009001 3037.26332624719 3805.55676311531
5161.89794329433 3037.01728585829 3805.18358032535
5162.18498649865 3036.77121964919 3804.81035070463
5162.47202970297 3036.5251276199 3804.43707425317
5162.75907290729 3036.27900977041 3804.06375097096
5163.04611611161 3036.03286610072 3803.690380858
5163.33315931593 3035.78669661084 3803.3169639143
5163.62020252025 3035.54050130077 3802.94350013985
5163.90724572457 3035.2942801705 3802.56998953465
5164.19428892889 3035.04803322003 3802.19643209871
5164.48133213321 3034.80176044937 3801.82282783202
5164.76837533753 3034.55546185851 3801.44917673458
5165.05541854185 3034.30913744746 3801.0754788064
5165.34246174618 3034.06278721621 3800.70173404747
5165.6295049505 3033.81641116476 3800.32794245779
5165.91654815482 3033.57000929312 3799.95410403737
5166.20359135914 3033.32358160129 3799.5802187862
5166.49063456346 3033.07712808926 3799.20628670428
5166.77767776778 3032.83064875703 3798.83230779162
5167.0647209721 3032.58414360461 3798.45828204821
5167.35176417642 3032.33761263199 3798.08420947405
5167.63880738074 3032.09105583918 3797.71009006915
5167.92585058506 3031.84447322617 3797.3359238335
5168.21289378938 3031.59786479297 3796.9617107671
5168.4999369937 3031.35123053957 3796.58745086995
5168.78698019802 3031.10457046597 3796.21314414206
5169.07402340234 3030.85788457218 3795.83879058343
5169.36106660666 3030.6111728582 3795.46439019404
5169.64810981098 3030.36443532402 3795.08994297391
5169.9351530153 3030.11767196964 3794.71544892303
5170.22219621962 3029.87088279507 3794.34090804141
5170.50923942394 3029.6240678003 3793.96632032904
5170.79628262826 3029.37722698534 3793.59168578592
5171.08332583258 3029.13036035018 3793.21700441205
5171.3703690369 3028.88346789482 3792.84227620744
5171.65741224122 3028.63654961927 3792.46750117208
5171.94445544554 3028.38960552353 3792.09267930598
5172.23149864987 3028.14263560759 3791.71781060913
5172.51854185419 3027.89563987145 3791.34289508153
5172.80558505851 3027.64861831512 3790.96793272318
5173.09262826283 3027.40157093859 3790.59292353409
5173.37967146715 3027.15449774187 3790.21786751425
5173.66671467147 3026.90739872495 3789.84276466367
5173.95375787579 3026.66027388784 3789.46761498233
5174.24080108011 3026.41312323053 3789.09241847025
5174.52784428443 3026.16594675302 3788.71717512743
5174.81488748875 3025.91874445532 3788.34188495386
5175.10193069307 3025.67151633743 3787.96654794954
5175.38897389739 3025.42426239934 3787.59116411447
5175.67601710171 3025.17698264105 3787.21573344866
5175.96306030603 3024.92967706257 3786.8402559521
5176.25010351035 3024.68234566389 3786.46473162479
5176.53714671467 3024.43498844502 3786.08916046674
5176.82418991899 3024.18760540595 3785.71354247794
5177.11123312331 3023.94019654668 3785.33787765839
5177.39827632763 3023.69276186722 3784.9621660081
5177.68531953195 3023.44530136757 3784.58640752706
5177.97236273627 3023.19781504772 3784.21060221527
5178.25940594059 3022.95030290767 3783.83475007274
5178.54644914491 3022.70276494743 3783.45885109946
5178.83349234924 3022.45520116699 3783.08290529543
5179.12053555355 3022.20761156636 3782.70691266066
5179.40757875788 3021.95999614553 3782.33087319514
5179.6946219622 3021.71235490451 3781.95478689887
5179.98166516652 3021.46468784329 3781.57865377186
5180.26870837084 3021.21699496187 3781.20247381409
5180.55575157516 3020.96927626026 3780.82624702559
5180.84279477948 3020.72153173846 3780.44997340633
5181.1298379838 3020.47376139645 3780.07365295633
5181.41688118812 3020.22596523426 3779.69728567558
5181.70392439244 3019.97814325186 3779.32087156409
5181.99096759676 3019.73029544928 3778.94441062185
5182.27801080108 3019.48242182649 3778.56790284886
5182.5650540054 3019.23452238352 3778.19134824513
5182.85209720972 3018.98659712034 3777.81474681064
5183.13914041404 3018.73864603697 3777.43809854542
5183.42618361836 3018.4906691334 3777.06140344944
5183.71322682268 3018.24266640964 3776.68466152272
5184.000270027 3017.99463786569 3776.30787276525
5184.28731323132 3017.74658350154 3775.93103717704
5184.57435643564 3017.49850331719 3775.55415475807
5184.86139963996 3017.25039731265 3775.17722550837
5185.14844284428 3017.00226548791 3774.80024942791
5185.43548604861 3016.75410784297 3774.42322651671
5185.72252925292 3016.50592437784 3774.04615677476
5186.00957245725 3016.25771509252 3773.66904020206
5186.29661566157 3016.009479987 3773.29187679862
5186.58365886589 3015.76121906128 3772.91466656443
5186.87070207021 3015.51293231537 3772.5374094995
5187.15774527453 3015.26461974926 3772.16010560382
5187.44478847885 3015.01628136296 3771.78275487739
5187.73183168317 3014.76791715646 3771.40535732021
5188.01887488749 3014.51952712977 3771.02791293229
5188.30591809181 3014.27111128288 3770.65042171362
5188.59296129613 3014.0226696158 3770.2728836642
5188.88000450045 3013.77420212852 3769.89529878404
5189.16704770477 3013.52570882104 3769.51766707313
5189.45409090909 3013.27718969337 3769.13998853147
5189.74113411341 3013.0286447455 3768.76226315907
5190.02817731773 3012.78007397744 3768.38449095592
5190.31522052205 3012.53147738919 3768.00667192202
5190.60226372637 3012.28285498073 3767.62880605738
5190.88930693069 3012.03420675208 3767.25089336199
5191.17635013501 3011.78553270324 3766.87293383585
5191.46339333933 3011.5368328342 3766.49492747897
5191.75043654365 3011.28810714497 3766.11687429134
5192.03747974798 3011.03935563553 3765.73877427296
5192.3245229523 3010.79057830591 3765.36062742384
5192.61156615662 3010.54177515609 3764.98243374396
5192.89860936094 3010.29294618607 3764.60419323335
5193.18565256526 3010.04409139586 3764.22590589198
5193.47269576958 3009.79521078545 3763.84757171987
5193.7597389739 3009.54630435485 3763.46919071701
5194.04678217822 3009.29737210405 3763.09076288341
5194.33382538254 3009.04841403305 3762.71228821906
5194.62086858686 3008.79943014186 3762.33376672396
5194.90791179118 3008.55042043048 3761.95519839812
5195.1949549955 3008.3013848989 3761.57658324152
5195.48199819982 3008.05232354712 3761.19792125419
5195.76904140414 3007.80323637515 3760.8192124361
5196.05608460846 3007.55412338298 3760.44045678727
5196.34312781278 3007.30498457062 3760.06165430769
5196.6301710171 3007.05581993806 3759.68280499737
5196.91721422142 3006.80662948531 3759.30390885629
5197.20425742574 3006.55741321236 3758.92496588448
5197.49130063006 3006.30817111921 3758.54597608191
5197.77834383438 3006.05890320587 3758.1669394486
5198.0653870387 3005.80960947234 3757.78785598454
5198.35243024303 3005.5602899186 3757.40872568973
5198.63947344735 3005.31094454468 3757.02954856418
5198.92651665167 3005.06157335055 3756.65032460788
5199.21355985599 3004.81217633624 3756.27105382084
5199.50060306031 3004.56275350172 3755.89173620304
5199.78764626463 3004.31330484701 3755.51237175451
5200.07468946895 3004.06383037211 3755.13296047522
5200.36173267327 3003.81433007701 3754.75350236519
5200.64877587759 3003.56480396171 3754.37399742441
5200.93581908191 3003.31525202622 3753.99444565288
5201.22286228623 3003.06567427054 3753.61484705061
5201.50990549055 3002.81607069465 3753.23520161759
5201.79694869487 3002.56644129858 3752.85550935382
5202.08399189919 3002.3167860823 3752.47577025931
5202.37103510351 3002.06710504584 3752.09598433405
5202.65807830783 3001.81739818917 3751.71615157804
5202.94512151215 3001.56766551231 3751.33627199129
5203.23216471647 3001.31790701526 3750.95634557379
5203.51920792079 3001.06812269801 3750.57637232554
5203.80625112511 3000.81831256056 3750.19635224655
5204.09329432943 3000.56847660292 3749.81628533681
5204.38033753375 3000.31861482508 3749.43617159632
5204.66738073807 3000.06872722705 3749.05601102509
5204.95442394239 2999.81881380882 3748.67580362311
5205.24146714671 2999.5688745704 3748.29554939038
5205.52851035104 2999.31890951178 3747.9152483269
5205.81555355536 2999.06891863296 3747.53490043268
5206.10259675968 2998.81890193395 3747.15450570772
5206.389639964 2998.56885941475 3746.774064152
5206.67668316832 2998.31879107535 3746.39357576554
5206.96372637264 2998.06869691575 3746.01304054833
5207.25076957696 2997.81857693596 3745.63245850038
5207.53781278128 2997.56843113597 3745.25182962168
5207.8248559856 2997.31825951579 3744.87115391223
5208.11189918992 2997.06806207541 3744.49043137203
5208.39894239424 2996.81783881484 3744.10966200109
5208.68598559856 2996.56758973407 3743.7288457994
5208.97302880288 2996.3173148331 3743.34798276697
5209.2600720072 2996.06701411194 3742.96707290379
5209.54711521152 2995.81668757059 3742.58611620986
5209.83415841584 2995.56633520903 3742.20511268518
5210.12120162016 2995.31595702729 3741.82406232976
5210.40824482448 2995.06555302534 3741.44296514359
5210.6952880288 2994.81512320321 3741.06182112668
5210.98233123312 2994.56466756087 3740.68063027901
5211.26937443744 2994.31418609834 3740.2993926006
5211.55641764176 2994.06367881562 3739.91810809145
5211.84346084608 2993.8131457127 3739.53677675155
5212.1305040504 2993.56258678958 3739.1553985809
5212.41754725473 2993.31200204627 3738.7739735795
5212.70459045905 2993.06139148277 3738.39250174736
5212.99163366337 2992.81075509906 3738.01098308447
5213.27867686769 2992.56009289517 3737.62941759083
5213.56572007201 2992.30940487107 3737.24780526645
5213.85276327633 2992.05869102678 3736.86614611132
5214.13980648065 2991.8079513623 3736.48444012544
5214.42684968497 2991.55718587762 3736.10268730882
5214.71389288929 2991.30639457275 3735.72088766145
5215.00093609361 2991.05557744767 3735.33904118333
5215.28797929793 2990.80473450241 3734.95714787447
5215.57502250225 2990.55386573695 3734.57520773486
5215.86206570657 2990.30297115129 3734.1932207645
5216.14910891089 2990.05205074544 3733.8111869634
5216.43615211521 2989.80110451939 3733.42910633155
5216.72319531953 2989.55013247315 3733.04697886895
5217.01023852385 2989.29913460671 3732.66480457561
5217.29728172817 2989.04811092007 3732.28258345152
5217.58432493249 2988.79706141324 3731.90031549668
5217.87136813681 2988.54598608622 3731.5180007111
5218.15841134113 2988.294884939 3731.13563909477
5218.44545454545 2988.04375797158 3730.75323064769
5218.73249774977 2987.79260518397 3730.37077536986
5219.0195409541 2987.54142657616 3729.98827326129
5219.30658415842 2987.29022214816 3729.60572432197
5219.59362736274 2987.03899189996 3729.22312855191
5219.88067056706 2986.78773583156 3728.8404859511
5220.16771377138 2986.53645394297 3728.45779651954
5220.4547569757 2986.28514623419 3728.07506025724
5220.74180018002 2986.03381270521 3727.69227716418
5221.02884338434 2985.78245335603 3727.30944724039
5221.31588658866 2985.53106818666 3726.92657048584
5221.60292979298 2985.27965719709 3726.54364690055
5221.8899729973 2985.02822038733 3726.16067648451
5222.17701620162 2984.77675775737 3725.77765923773
5222.46405940594 2984.52526930722 3725.39459516019
5222.75110261026 2984.27375503687 3725.01148425191
5223.03814581458 2984.02221494632 3724.62832651289
5223.3251890189 2983.77064903559 3724.24512194312
5223.61223222322 2983.51905730465 3723.8618705426
5223.89927542754 2983.26743975352 3723.47857231133
5224.18631863186 2983.01579638219 3723.09522724932
5224.47336183618 2982.76412719067 3722.71183535656
5224.7604050405 2982.51243217895 3722.32839663305
5225.04744824482 2982.26071134704 3721.9449110788
5225.33449144914 2982.00896469493 3721.5613786938
5225.62153465347 2981.75719222263 3721.17779947806
5225.90857785779 2981.50539393013 3720.79417343156
5226.19562106211 2981.25356981743 3720.41050055432
5226.48266426643 2981.00171988454 3720.02678084634
5226.76970747075 2980.74984413145 3719.6430143076
5227.05675067507 2980.49794255817 3719.25920093812
5227.34379387939 2980.2460151647 3718.8753407379
5227.63083708371 2979.99406195102 3718.49143370692
5227.91788028803 2979.74208291715 3718.1074798452
